"ple0021","year","pgcasmin","sex","n","percent","lower_confidence","upper_confidence"
"Yes","2011","(0) in school","Male","3","","",""
"Yes","2011","(0) in school","Female","","","",""
"Yes","2011","(1a) inadequately completed","Male","26","","",""
"Yes","2011","(1a) inadequately completed","Female","41","1","1","1"
"Yes","2011","(1b) general elementary school","Male","82","1","1","1"
"Yes","2011","(1b) general elementary school","Female","447","1","1","1"
"Yes","2011","(1c) basic vocational qualification","Male","706","1","1","1"
"Yes","2011","(1c) basic vocational qualification","Female","817","1","1","1"
"Yes","2011","(2b) intermediate general qualification","Male","13","","",""
"Yes","2011","(2b) intermediate general qualification","Female","53","1","1","1"
"Yes","2011","(2a) intermediate vocational","Male","329","1","1","1"
"Yes","2011","(2a) intermediate vocational","Female","554","1","1","1"
"Yes","2011","(2c_gen) general maturity certificate","Male","17","","",""
"Yes","2011","(2c_gen) general maturity certificate","Female","39","1","1","1"
"Yes","2011","(2c_voc) vocational maturity certificate","Male","93","1","1","1"
"Yes","2011","(2c_voc) vocational maturity certificate","Female","146","1","1","1"
"Yes","2011","(3a) lower tertiary education","Male","173","1","1","1"
"Yes","2011","(3a) lower tertiary education","Female","162","1","1","1"
"Yes","2011","(3b) higher tertiary education","Male","205","1","1","1"
"Yes","2011","(3b) higher tertiary education","Female","202","1","1","1"
"Yes","2012","(0) in school","Male","","","",""
"Yes","2012","(0) in school","Female","","","",""
"Yes","2012","(1a) inadequately completed","Male","","","",""
"Yes","2012","(1a) inadequately completed","Female","","","",""
"Yes","2012","(1b) general elementary school","Male","","","",""
"Yes","2012","(1b) general elementary school","Female","","","",""
"Yes","2012","(1c) basic vocational qualification","Male","","","",""
"Yes","2012","(1c) basic vocational qualification","Female","","","",""
"Yes","2012","(2b) intermediate general qualification","Male","","","",""
"Yes","2012","(2b) intermediate general qualification","Female","","","",""
"Yes","2012","(2a) intermediate vocational","Male","","","",""
"Yes","2012","(2a) intermediate vocational","Female","","","",""
"Yes","2012","(2c_gen) general maturity certificate","Male","","","",""
"Yes","2012","(2c_gen) general maturity certificate","Female","","","",""
"Yes","2012","(2c_voc) vocational maturity certificate","Male","","","",""
"Yes","2012","(2c_voc) vocational maturity certificate","Female","","","",""
"Yes","2012","(3a) lower tertiary education","Male","","","",""
"Yes","2012","(3a) lower tertiary education","Female","","","",""
"Yes","2012","(3b) higher tertiary education","Male","","","",""
"Yes","2012","(3b) higher tertiary education","Female","","","",""
"Yes","2013","(0) in school","Male","3","","",""
"Yes","2013","(0) in school","Female","2","","",""
"Yes","2013","(1a) inadequately completed","Male","16","","",""
"Yes","2013","(1a) inadequately completed","Female","39","1","1","1"
"Yes","2013","(1b) general elementary school","Male","72","1","1","1"
"Yes","2013","(1b) general elementary school","Female","400","1","1","1"
"Yes","2013","(1c) basic vocational qualification","Male","645","1","1","1"
"Yes","2013","(1c) basic vocational qualification","Female","762","1","1","1"
"Yes","2013","(2b) intermediate general qualification","Male","14","","",""
"Yes","2013","(2b) intermediate general qualification","Female","55","1","1","1"
"Yes","2013","(2a) intermediate vocational","Male","306","1","1","1"
"Yes","2013","(2a) intermediate vocational","Female","553","1","1","1"
