"ple0021","year","e11102","education","n","percent","lower_confidence","upper_confidence"
"Yes","2011","Not Employed","lower secondary degree","1483","1","1","1"
"Yes","2011","Not Employed","secondary school degree","538","1","1","1"
"Yes","2011","Not Employed","college entrance qualification","358","1","1","1"
"Yes","2011","Not Employed","Other degree","151","1","1","1"
"Yes","2011","Not Employed","no degree/no degree yet","53","1","1","1"
"Yes","2011","Employed","lower secondary degree","493","1","1","1"
"Yes","2011","Employed","secondary school degree","548","1","1","1"
"Yes","2011","Employed","college entrance qualification","387","1","1","1"
"Yes","2011","Employed","Other degree","77","1","1","1"
"Yes","2011","Employed","no degree/no degree yet","17","","",""
"Yes","2012","Not Employed","lower secondary degree","","","",""
"Yes","2012","Not Employed","secondary school degree","","","",""
"Yes","2012","Not Employed","college entrance qualification","","","",""
"Yes","2012","Not Employed","Other degree","","","",""
"Yes","2012","Not Employed","no degree/no degree yet","","","",""
"Yes","2012","Employed","lower secondary degree","","","",""
"Yes","2012","Employed","secondary school degree","","","",""
"Yes","2012","Employed","college entrance qualification","","","",""
"Yes","2012","Employed","Other degree","","","",""
"Yes","2012","Employed","no degree/no degree yet","","","",""
"Yes","2013","Not Employed","lower secondary degree","1338","1","1","1"
"Yes","2013","Not Employed","secondary school degree","531","1","1","1"
"Yes","2013","Not Employed","college entrance qualification","351","1","1","1"
"Yes","2013","Not Employed","Other degree","142","1","1","1"
"Yes","2013","Not Employed","no degree/no degree yet","43","1","1","1"
"Yes","2013","Employed","lower secondary degree","465","1","1","1"
"Yes","2013","Employed","secondary school degree","530","1","1","1"
"Yes","2013","Employed","college entrance qualification","398","1","1","1"
"Yes","2013","Employed","Other degree","102","1","1","1"
"Yes","2013","Employed","no degree/no degree yet","19","","",""
"Yes","2014","Not Employed","lower secondary degree","","","",""
"Yes","2014","Not Employed","secondary school degree","","","",""
"Yes","2014","Not Employed","college entrance qualification","","","",""
"Yes","2014","Not Employed","Other degree","","","",""
"Yes","2014","Not Employed","no degree/no degree yet","","","",""
"Yes","2014","Employed","lower secondary degree","","","",""
"Yes","2014","Employed","secondary school degree","","","",""
"Yes","2014","Employed","college entrance qualification","","","",""
"Yes","2014","Employed","Other degree","","","",""
"Yes","2014","Employed","no degree/no degree yet","","","",""
"Yes","2015","Not Employed","lower secondary degree","1221","1","1","1"
"Yes","2015","Not Employed","secondary school degree","642","1","1","1"
"Yes","2015","Not Employed","college entrance qualification","390","1","1","1"
"Yes","2015","Not Employed","Other degree","211","1","1","1"
"Yes","2015","Not Employed","no degree/no degree yet","60","1","1","1"
"Yes","2015","Employed","lower secondary degree","507","1","1","1"
"Yes","2015","Employed","secondary school degree","629","1","1","1"
"Yes","2015","Employed","college entrance qualification","488","1","1","1"
"Yes","2015","Employed","Other degree","222","1","1","1"
"Yes","2015","Employed","no degree/no degree yet","28","","",""
"Yes","2016","Not Employed","lower secondary degree","","","",""
"Yes","2016","Not Employed","secondary school degree","","","",""
"Yes","2016","Not Employed","college entrance qualification","","","",""
"Yes","2016","Not Employed","Other degree","","","",""
"Yes","2016","Not Employed","no degree/no degree yet","","","",""
"Yes","2016","Employed","lower secondary degree","","","",""
"Yes","2016","Employed","secondary school degree","","","",""
"Yes","2016","Employed","college entrance qualification","","","",""
"Yes","2016","Employed","Other degree","","","",""
"Yes","2016","Employed","no degree/no degree yet","","","",""
"Yes","2017","Not Employed","lower secondary degree","1182","1","1","1"
"Yes","2017","Not Employed","secondary school degree","666","1","1","1"
"Yes","2017","Not Employed","college entrance qualification","387","1","1","1"
"Yes","2017","Not Employed","Other degree","220","1","1","1"
"Yes","2017","Not Employed","no degree/no degree yet","72","1","1","1"
"Yes","2017","Employed","lower secondary degree","595","1","1","1"
"Yes","2017","Employed","secondary school degree","806","1","1","1"
"Yes","2017","Employed","college entrance qualification","588","1","1","1"
"Yes","2017","Employed","Other degree","236","1","1","1"
"Yes","2017","Employed","no degree/no degree yet","31","1","1","1"
"Yes","2018","Not Employed","lower secondary degree","","","",""
"Yes","2018","Not Employed","secondary school degree","","","",""
"Yes","2018","Not Employed","college entrance qualification","","","",""
"Yes","2018","Not Employed","Other degree","","","",""
"Yes","2018","Not Employed","no degree/no degree yet","","","",""
"Yes","2018","Employed","lower secondary degree","","","",""
"Yes","2018","Employed","secondary school degree","","","",""
"Yes","2018","Employed","college entrance qualification","","","",""
"Yes","2018","Employed","Other degree","","","",""
"Yes","2018","Employed","no degree/no degree yet","","","",""
"Yes","2019","Not Employed","lower secondary degree","1065","1","1","1"
"Yes","2019","Not Employed","secondary school degree","699","1","1","1"
"Yes","2019","Not Employed","college entrance qualification","482","1","1","1"
"Yes","2019","Not Employed","Other degree","197","1","1","1"
"Yes","2019","Not Employed","no degree/no degree yet","53","1","1","1"
"Yes","2019","Employed","lower secondary degree","578","1","1","1"
"Yes","2019","Employed","secondary school degree","840","1","1","1"
"Yes","2019","Employed","college entrance qualification","756","1","1","1"
"Yes","2019","Employed","Other degree","250","1","1","1"
"Yes","2019","Employed","no degree/no degree yet","36","1","1","1"
