"ple0021","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence","value"
"No","2011","in school","West Germany","275","0.992421909326894","0.982227694921008","1.00261612373278","2"
"No","2011","in school","East Germany","35","1","1","1","2"
"No","2011","general elemantary","West Germany","1375","0.70962882046286","0.689158507186651","0.730099133739069","2"
"No","2011","general elemantary","East Germany","222","0.724043694488489","0.673377878005939","0.774709510971039","2"
"No","2011","vocational + Abi","West Germany","878","0.825559342575674","0.80239517148255","0.848723513668797","2"
"No","2011","vocational + Abi","East Germany","162","0.887589862378179","0.841186762237572","0.933992962518786","2"
"No","2011","inadequately","East Germany","26","","","","2"
"No","2011","middle vocational","East Germany","2094","0.797829804538858","0.782524254327878","0.813135354749837","2"
"No","2011","higher vocational","East Germany","300","0.743897138082812","0.701335232079874","0.786459044085749","2"
"No","2011","higher education","West Germany","2823","0.861243428763053","0.849463163196014","0.873023694330092","2"
"No","2011","higher education","East Germany","1035","0.778591112834642","0.755951495609039","0.801230730060245","2"
"No","2011","inadequately","West Germany","150","0.694035920576812","0.630800675962828","0.757271165190796","2"
"No","2011","middle vocational","West Germany","6208","0.775505522222268","0.766306379039014","0.784704665405523","2"
"No","2011","higher vocational","West Germany","845","0.799001647218142","0.774762154430008","0.823241140006275","2"
"Yes","2011","in school","West Germany","3","","","","1"
"Yes","2011","in school","East Germany","","","","","1"
"Yes","2011","inadequately","West Germany","54","0.305964079423188","0.242728834809204","0.369199324037172","1"
"Yes","2011","inadequately","East Germany","3","","","","1"
"Yes","2011","general elemantary","West Germany","514","0.29037117953714","0.269900866260931","0.310841492813349","1"
"Yes","2011","general elemantary","East Germany","77","0.275956305511511","0.225290489028961","0.326622121994061","1"
"Yes","2011","middle vocational","West Germany","1695","0.224494477777732","0.215295334594477","0.233693620960986","1"
"Yes","2011","middle vocational","East Germany","551","0.202170195461142","0.186864645250163","0.217475745672122","1"
"Yes","2011","vocational + Abi","West Germany","153","0.174440657424326","0.151276486331203","0.19760482851745","1"
"Yes","2011","vocational + Abi","East Germany","16","","","","1"
"Yes","2011","higher vocational","West Germany","205","0.200998352781858","0.176758859993725","0.225237845569992","1"
"Yes","2011","higher vocational","East Germany","104","0.256102861917188","0.213540955914251","0.298664767920126","1"
"Yes","2011","higher education","West Germany","485","0.138756571236947","0.126976305669908","0.150536836803986","1"
"Yes","2011","higher education","East Germany","257","0.221408887165358","0.198769269939755","0.244048504390961","1"
"No","2012","higher vocational","West Germany","","","","","2"
"No","2012","higher vocational","East Germany","","","","","2"
"No","2012","higher education","West Germany","","","","","2"
"No","2012","in school","West Germany","","","","","2"
"No","2012","in school","East Germany","","","","","2"
"No","2012","general elemantary","West Germany","","","","","2"
"No","2012","general elemantary","East Germany","","","","","2"
"No","2012","vocational + Abi","West Germany","","","","","2"
"No","2012","vocational + Abi","East Germany","","","","","2"
"No","2012","higher education","East Germany","","","","","2"
"No","2012","inadequately","West Germany","","","","","2"
"No","2012","inadequately","East Germany","","","","","2"
"No","2012","middle vocational","West Germany","","","","","2"
"No","2012","middle vocational","East Germany","","","","","2"
"Yes","2012","in school","West Germany","","","","","1"
"Yes","2012","in school","East Germany","","","","","1"
"Yes","2012","inadequately","West Germany","","","","","1"
"Yes","2012","inadequately","East Germany","","","","","1"
"Yes","2012","general elemantary","West Germany","","","","","1"
"Yes","2012","general elemantary","East Germany","","","","","1"
"Yes","2012","middle vocational","West Germany","","","","","1"
"Yes","2012","middle vocational","East Germany","","","","","1"
"Yes","2012","vocational + Abi","West Germany","","","","","1"
"Yes","2012","vocational + Abi","East Germany","","","","","1"
"Yes","2012","higher vocational","West Germany","","","","","1"
"Yes","2012","higher vocational","East Germany","","","","","1"
"Yes","2012","higher education","West Germany","","","","","1"
"Yes","2012","higher education","East Germany","","","","","1"
"No","2013","in school","West Germany","222","0.963575251062374","0.939204087501405","0.987946414623342","2"
"No","2013","in school","East Germany","33","1","1","1","2"
"No","2013","general elemantary","West Germany","1146","0.691489537964014","0.668984145682174","0.713994930245854","2"
"No","2013","general elemantary","East Germany","186","0.759092717998956","0.705870296861536","0.812315139136375","2"
"No","2013","vocational + Abi","West Germany","780","0.80361839894769","0.778113977941461","0.82912281995392","2"
"No","2013","vocational + Abi","East Germany","156","0.900103787529245","0.855159878623135","0.945047696435356","2"
"No","2013","higher vocational","West Germany","763","0.794435471280074","0.768832196092469","0.820038746467679","2"
"No","2013","higher vocational","East Germany","290","0.79849182151275","0.757946967284469","0.839036675741032","2"
"No","2013","higher education","West Germany","2739","0.833872608581987","0.821109866267633","0.84663535089634","2"
"No","2013","higher education","East Germany","970","0.790712310884424","0.767800621597395","0.813624000171453","2"
"No","2013","inadequately","West Germany","122","0.699842784533331","0.629697124579707","0.769988444486956","2"
"No","2013","inadequately","East Germany","27","","","","2"
"No","2013","middle vocational","West Germany","5487","0.756635094273411","0.746645256110111","0.766624932436711","2"
"No","2013","middle vocational","East Germany","1844","0.781746284389825","0.765119967645574","0.798372601134076","2"
"Yes","2013","in school","West Germany","5","","","","1"
"Yes","2013","in school","East Germany","","","","","1"
"Yes","2013","inadequately","West Germany","42","0.300157215466669","0.230011555513044","0.370302875420293","1"
"Yes","2013","inadequately","East Germany","4","","","","1"
"Yes","2013","general elemantary","West Germany","472","0.308510462035986","0.286005069754146","0.331015854317826","1"
"Yes","2013","general elemantary","East Germany","62","0.240907282001044","0.187684860863625","0.294129703138464","1"
"Yes","2013","middle vocational","West Germany","1601","0.243364905726589","0.233375067563289","0.253354743889889","1"
"Yes","2013","middle vocational","East Germany","527","0.218253715610175","0.201627398865923","0.234880032354426","1"
"Yes","2013","vocational + Abi","West Germany","152","0.196381601052309","0.17087718004608","0.221886022058539","1"
"Yes","2013","vocational + Abi","East Germany","15","","","","1"
"Yes","2013","higher vocational","West Germany","194","0.205564528719926","0.179961253532321","0.231167803907531","1"
"Yes","2013","higher vocational","East Germany","86","0.20150817848725","0.160963324258968","0.242053032715531","1"
"Yes","2013","higher education","West Germany","528","0.166127391418013","0.15336464910366","0.178890133732367","1"
"Yes","2013","higher education","East Germany","241","0.209287689115576","0.186375999828547","0.232199378402604","1"
"No","2014","in school","West Germany","","","","","2"
"No","2014","general elemantary","West Germany","","","","","2"
"No","2014","in school","East Germany","","","","","2"
"No","2014","general elemantary","East Germany","","","","","2"
"No","2014","inadequately","West Germany","","","","","2"
"No","2014","inadequately","East Germany","","","","","2"
"No","2014","middle vocational","West Germany","","","","","2"
"No","2014","middle vocational","East Germany","","","","","2"
"No","2014","vocational + Abi","West Germany","","","","","2"
"No","2014","vocational + Abi","East Germany","","","","","2"
"No","2014","higher vocational","West Germany","","","","","2"
"No","2014","higher vocational","East Germany","","","","","2"
"No","2014","higher education","West Germany","","","","","2"
"No","2014","higher education","East Germany","","","","","2"
"Yes","2014","higher vocational","West Germany","","","","","1"
"Yes","2014","higher vocational","East Germany","","","","","1"
"Yes","2014","in school","West Germany","","","","","1"
"Yes","2014","in school","East Germany","","","","","1"
"Yes","2014","inadequately","West Germany","","","","","1"
"Yes","2014","inadequately","East Germany","","","","","1"
"Yes","2014","general elemantary","West Germany","","","","","1"
"Yes","2014","general elemantary","East Germany","","","","","1"
"Yes","2014","middle vocational","West Germany","","","","","1"
"Yes","2014","middle vocational","East Germany","","","","","1"
"Yes","2014","vocational + Abi","West Germany","","","","","1"
"Yes","2014","vocational + Abi","East Germany","","","","","1"
"Yes","2014","higher education","West Germany","","","","","1"
"Yes","2014","higher education","East Germany","","","","","1"
"No","2015","in school","West Germany","292","0.993293268218065","0.983995120302544","1.00259141613359","2"
"No","2015","in school","East Germany","56","1","1","1","2"
"No","2015","general elemantary","West Germany","1857","0.735360440358013","0.71750567359097","0.753215207125056","2"
