"ple0021","year","e11102","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Yes","2011","Not Employed","1-pers.-HH","752","0.40583995590483","0.383517728981891","0.42816218282777"
"Yes","2011","Not Employed","(Married) couple without C. ","1498","0.374365675640952","0.359641454282061","0.389089896999843"
"Yes","2011","Not Employed","Single parent ","66","0.188876229977575","0.148993998846427","0.228758461108724"
"Yes","2011","Not Employed","Couple + C. LE 16 ","46","0.12631193468089","0.0953422094996317","0.157281659862149"
"Yes","2011","Not Employed","Couple + C. GT 16 ","153","0.166088761142955","0.141040348956733","0.191137173329177"
"Yes","2011","Not Employed","Couple + C. LE and GT 16","24","","",""
"Yes","2011","Employed","1-pers.-HH","246","0.141448805505667","0.124955839289323","0.157941771722011"
"Yes","2011","Employed","(Married) couple without C. ","659","0.15340291631753","0.142227984262624","0.164577848372435"
"Yes","2011","Employed","Single parent ","85","0.0863641052857886","0.0669475008708895","0.105780709700688"
"Yes","2011","Employed","Couple + C. LE 16 ","165","0.0620214336281068","0.0528812787367281","0.0711615885194854"
"Yes","2011","Employed","Couple + C. GT 16 ","263","0.10655701263789","0.0940900238804961","0.119024001395283"
"Yes","2011","Employed","Couple + C. LE and GT 16","81","0.0804503259388382","0.0630164565924328","0.0978841952852435"
"No","2011","Not Employed","1-pers.-HH","1107","0.59416004409517","0.57183781717223","0.616482271018109"
"No","2011","Not Employed","(Married) couple without C. ","2652","0.625634324359048","0.610910103000157","0.640358545717939"
"No","2011","Not Employed","Single parent ","304","0.811123770022425","0.771241538891276","0.851006001153573"
"No","2011","Not Employed","Couple + C. LE 16 ","396","0.87368806531911","0.842718340137851","0.904657790500368"
"No","2011","Not Employed","Couple + C. GT 16 ","695","0.833911238857045","0.808862826670823","0.858959651043267"
"No","2011","Not Employed","Couple + C. LE and GT 16","275","0.922776180574682","0.892518451946763","0.953033909202601"
"No","2011","Employed","1-pers.-HH","1469","0.858551194494333","0.842058228277989","0.875044160710677"
"No","2011","Employed","(Married) couple without C. ","3336","0.84659708368247","0.835422151627565","0.857772015737376"
"No","2011","Employed","Single parent ","719","0.913635894714211","0.894219290299312","0.93305249912911"
"No","2011","Employed","Couple + C. LE 16 ","2510","0.937978566371893","0.928838411480514","0.947118721263272"
"No","2011","Employed","Couple + C. GT 16 ","2090","0.89344298736211","0.880975998604717","0.905909976119504"
"No","2011","Employed","Couple + C. LE and GT 16","854","0.919549674061162","0.902115804714756","0.936983543407567"
"Yes","2012","Not Employed","1-pers.-HH","","","",""
"Yes","2012","Not Employed","(Married) couple without C. ","","","",""
"Yes","2012","Not Employed","Single parent ","","","",""
"Yes","2012","Not Employed","Couple + C. LE 16 ","","","",""
"Yes","2012","Not Employed","Couple + C. GT 16 ","","","",""
"Yes","2012","Not Employed","Couple + C. LE and GT 16","","","",""
"Yes","2012","Employed","1-pers.-HH","","","",""
"Yes","2012","Employed","(Married) couple without C. ","","","",""
"Yes","2012","Employed","Single parent ","","","",""
"Yes","2012","Employed","Couple + C. LE 16 ","","","",""
"Yes","2012","Employed","Couple + C. GT 16 ","","","",""
"Yes","2012","Employed","Couple + C. LE and GT 16","","","",""
"No","2012","Not Employed","1-pers.-HH","","","",""
"No","2012","Not Employed","(Married) couple without C. ","","","",""
"No","2012","Not Employed","Single parent ","","","",""
"No","2012","Not Employed","Couple + C. LE 16 ","","","",""
"No","2012","Not Employed","Couple + C. GT 16 ","","","",""
"No","2012","Not Employed","Couple + C. LE and GT 16","","","",""
"No","2012","Employed","1-pers.-HH","","","",""
"No","2012","Employed","(Married) couple without C. ","","","",""
"No","2012","Employed","Single parent ","","","",""
"No","2012","Employed","Couple + C. LE 16 ","","","",""
"No","2012","Employed","Couple + C. GT 16 ","","","",""
"No","2012","Employed","Couple + C. LE and GT 16","","","",""
"Yes","2013","Not Employed","1-pers.-HH","731","0.42023686522942","0.397163495356017","0.443310235102822"
