"year","migback","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1990","direct migration background","East Germany","","","","","","","","","","","","","",""
"1990","direct migration background","West Germany","2.38","2","444","1","2","3","3","4","2.3","2.46","1","4","2","2"
"1990","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1990","indirect migration background","West Germany","2.17","2","55","1","1","3","3","4","1.93","2.41","1","4","2","3"
"1990","no migration background","East Germany","","","","","","","","","","","","","",""
"1990","no migration background","West Germany","2.5","3","6643","1","2","3","4","4","2.48","2.52","1","4","2","3"
"1991","direct migration background","East Germany","","","","","","","","","","","","","",""
"1991","direct migration background","West Germany","","","","","","","","","","","","","",""
"1991","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1991","indirect migration background","West Germany","","","","","","","","","","","","","",""
"1991","no migration background","East Germany","","","","","","","","","","","","","",""
"1991","no migration background","West Germany","","","","","","","","","","","","","",""
"1992","direct migration background","East Germany","2.52","2","146","2","2","3","4","4","2.38","2.66","1","4","2","3"
"1992","direct migration background","West Germany","2.33","2","431","1","2","3","3","4","2.25","2.41","1","4","2","2"
"1992","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1992","indirect migration background","West Germany","2.34","2","71","1","2","3","3","4","2.14","2.54","1","4","2","3"
"1992","no migration background","East Germany","2.46","2","3828","1","2","3","3","4","2.44","2.48","1","4","2","2"
"1992","no migration background","West Germany","2.5","3","6520","1","2","3","4","4","2.48","2.52","1","4","2","3"
"1993","direct migration background","East Germany","","","","","","","","","","","","","",""
"1993","direct migration background","West Germany","","","","","","","","","","","","","",""
"1993","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1993","indirect migration background","West Germany","","","","","","","","","","","","","",""
"1993","no migration background","East Germany","","","","","","","","","","","","","",""
"1993","no migration background","West Germany","","","","","","","","","","","","","",""
"1994","direct migration background","East Germany","","","","","","","","","","","","","",""
"1994","direct migration background","West Germany","","","","","","","","","","","","","",""
"1994","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1994","indirect migration background","West Germany","","","","","","","","","","","","","",""
"1994","no migration background","East Germany","","","","","","","","","","","","","",""
"1994","no migration background","West Germany","","","","","","","","","","","","","",""
"1995","direct migration background","East Germany","2.71","3","141","2","2","3","4","4","2.56","2.86","1","4","2","3"
"1995","direct migration background","West Germany","2.41","2","1001","1","2","3","4","4","2.36","2.46","1","4","2","2"
"1995","indirect migration background","East Germany","","","","","","","","","","","","","",""
