"year","age_gr","education","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1990","16-34 y.","college entrance qualification","2.08","2","570","1","1","3","3","4","2.01","2.15","1","4","2","2"
"1990","16-34 y.","lower secondary degree","2.43","2","990","1","2","3","3","4","2.38","2.48","1","4","2","3"
"1990","16-34 y.","no degree/no degree yet","2.16","2","148","1","2","3","3","4","2.03","2.29","1","4","2","2"
"1990","16-34 y.","Other degree","2.47","2","32","2","2","3","3","4","2.21","2.73","1","4","2","3"
"1990","16-34 y.","secondary school degree","2.36","2","797","1","2","3","3","4","2.3","2.42","1","4","2","3"
"1990","35-65 y.","college entrance qualification","2.26","2","483","1","2","3","3","4","2.19","2.33","1","4","2","2"
"1990","35-65 y.","lower secondary degree","2.53","3","2330","1","2","3","4","4","2.5","2.56","1","4","3","3"
"1990","35-65 y.","no degree/no degree yet","","","","","","","","","","","","","",""
"1990","35-65 y.","Other degree","","","","","","","","","","","","","",""
"1990","35-65 y.","secondary school degree","2.36","2","617","1","2","3","3","4","2.3","2.42","1","4","2","2"
"1990","66 and older","college entrance qualification","2.44","2","95","1","2","3","4","4","2.26","2.62","1","4","2","3"
"1990","66 and older","lower secondary degree","2.95","3","759","2","2","4","4","4","2.89","3.01","1","4","3","3"
"1990","66 and older","no degree/no degree yet","","","","","","","","","","","","","",""
"1990","66 and older","Other degree","","","","","","","","","","","","","",""
"1990","66 and older","secondary school degree","2.66","3","167","2","2","3","4","4","2.53","2.79","1","4","2","3"
"1991","16-34 y.","college entrance qualification","","","","","","","","","","","","","",""
"1991","16-34 y.","lower secondary degree","","","","","","","","","","","","","",""
"1991","16-34 y.","no degree/no degree yet","","","","","","","","","","","","","",""
"1991","16-34 y.","Other degree","","","","","","","","","","","","","",""
"1991","16-34 y.","secondary school degree","","","","","","","","","","","","","",""
"1991","35-65 y.","college entrance qualification","","","","","","","","","","","","","",""
"1991","35-65 y.","lower secondary degree","","","","","","","","","","","","","",""
"1991","35-65 y.","no degree/no degree yet","","","","","","","","","","","","","",""
"1991","35-65 y.","Other degree","","","","","","","","","","","","","",""
"1991","35-65 y.","secondary school degree","","","","","","","","","","","","","",""
"1991","66 and older","college entrance qualification","","","","","","","","","","","","","",""
"1991","66 and older","lower secondary degree","","","","","","","","","","","","","",""
"1991","66 and older","no degree/no degree yet","","","","","","","","","","","","","",""
"1991","66 and older","Other degree","","","","","","","","","","","","","",""
"1991","66 and older","secondary school degree","","","","","","","","","","","","","",""
"1992","16-34 y.","college entrance qualification","2.14","2","743","1","2","3","3","4","2.08","2.2","1","4","2","2"
"1992","16-34 y.","lower secondary degree","2.45","2","1039","1","2","3","3","4","2.4","2.5","1","4","2","3"
"1992","16-34 y.","no degree/no degree yet","2.26","2","188","1","2","3","3","4","2.14","2.38","1","4","2","2"
"1992","16-34 y.","Other degree","2.49","2","37","2","2","3","4","4","2.18","2.8","1","4","2","3"
