"year","migback","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1990","direct migration background","Rural Area","2.54","2.43","75","1","2","3","4","4","2.35","2.73","1","4","2","3"
"1990","direct migration background","Urban Area","2.35","2","369","1","2","3","3","4","2.27","2.43","1","4","2","2"
"1990","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1990","indirect migration background","Urban Area","2.15","2","48","1","1","3","3","3","1.91","2.39","1","4","2","3"
"1990","no migration background","Rural Area","2.59","3","1558","2","2","3","4","4","2.55","2.63","1","4","3","3"
"1990","no migration background","Urban Area","2.47","2","5085","1","2","3","4","4","2.45","2.49","1","4","2","2"
"1991","direct migration background","Rural Area","","","","","","","","","","","","","",""
"1991","direct migration background","Urban Area","","","","","","","","","","","","","",""
"1991","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1991","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"1991","no migration background","Rural Area","","","","","","","","","","","","","",""
"1991","no migration background","Urban Area","","","","","","","","","","","","","",""
"1992","direct migration background","Rural Area","2.41","2","170","1","2","3","3","4","2.28","2.54","1","4","2","3"
"1992","direct migration background","Urban Area","2.34","2","406","1","2","3","4","4","2.26","2.42","1","4","2","2"
"1992","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1992","indirect migration background","Urban Area","2.29","2","66","1","2","3","3","4","2.09","2.49","1","4","2","3"
"1992","no migration background","Rural Area","2.57","3","3966","2","2","3","4","4","2.54","2.6","1","4","3","3"
"1992","no migration background","Urban Area","2.46","2","6265","1","2","3","4","4","2.44","2.48","1","4","2","2"
"1993","direct migration background","Rural Area","","","","","","","","","","","","","",""
"1993","direct migration background","Urban Area","","","","","","","","","","","","","",""
"1993","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1993","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"1993","no migration background","Rural Area","","","","","","","","","","","","","",""
"1993","no migration background","Urban Area","","","","","","","","","","","","","",""
"1994","direct migration background","Rural Area","","","","","","","","","","","","","",""
"1994","direct migration background","Urban Area","","","","","","","","","","","","","",""
"1994","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1994","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"1994","no migration background","Rural Area","","","","","","","","","","","","","",""
"1994","no migration background","Urban Area","","","","","","","","","","","","","",""
"1995","direct migration background","Rural Area","2.46","2","270","1","2","3","4","4","2.36","2.56","1","4","2","3"
"1995","direct migration background","Urban Area","2.43","2","872","1","2","3","4","4","2.37","2.49","1","4","2","2"
"1995","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1995","indirect migration background","Urban Area","2.18","2","119","1","2","3","3","4","2.03","2.33","1","4","2","2"
"1995","no migration background","Rural Area","2.68","3","3907","2","2","3","4","4","2.66","2.7","1","4","3","3"
"1995","no migration background","Urban Area","2.54","3","6054","1","2","3","4","4","2.52","2.56","1","4","3","3"
"1996","direct migration background","Rural Area","","","","","","","","","","","","","",""
"1996","direct migration background","Urban Area","","","","","","","","","","","","","",""
"1996","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1996","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"1996","no migration background","Rural Area","","","","","","","","","","","","","",""
"1996","no migration background","Urban Area","","","","","","","","","","","","","",""
"1997","direct migration background","Rural Area","","","","","","","","","","","","","",""
"1997","direct migration background","Urban Area","","","","","","","","","","","","","",""
"1997","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1997","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"1997","no migration background","Rural Area","","","","","","","","","","","","","",""
"1997","no migration background","Urban Area","","","","","","","","","","","","","",""
"1998","direct migration background","Rural Area","","","","","","","","","","","","","",""
"1998","direct migration background","Urban Area","","","","","","","","","","","","","",""
"1998","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1998","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"1998","no migration background","Rural Area","","","","","","","","","","","","","",""
"1998","no migration background","Urban Area","","","","","","","","","","","","","",""
"1999","direct migration background","Rural Area","","","","","","","","","","","","","",""
"1999","direct migration background","Urban Area","","","","","","","","","","","","","",""
"1999","indirect migration background","Rural Area","","","","","","","","","","","","","",""
