"year","education","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1990","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"1990","college entrance qualification","West Germany","2.2","2","1148","1","2","3","3","4","2.15","2.25","1","4","2","2"
"1990","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"1990","lower secondary degree","West Germany","2.61","3","4079","2","2","3","4","4","2.58","2.64","1","4","3","3"
"1990","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"1990","no degree/no degree yet","West Germany","2.25","2","173","1","2","3","3","4","2.12","2.38","1","4","2","2"
"1990","Other degree","East Germany","","","","","","","","","","","","","",""
"1990","Other degree","West Germany","2.41","2","55","2","2","3","3","4","2.2","2.62","1","4","2","3"
"1990","secondary school degree","East Germany","","","","","","","","","","","","","",""
"1990","secondary school degree","West Germany","2.41","2","1581","1","2","3","3","4","2.37","2.45","1","4","2","2"
"1991","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"1991","college entrance qualification","West Germany","","","","","","","","","","","","","",""
"1991","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"1991","lower secondary degree","West Germany","","","","","","","","","","","","","",""
"1991","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"1991","no degree/no degree yet","West Germany","","","","","","","","","","","","","",""
"1991","Other degree","East Germany","","","","","","","","","","","","","",""
"1991","Other degree","West Germany","","","","","","","","","","","","","",""
"1991","secondary school degree","East Germany","","","","","","","","","","","","","",""
"1991","secondary school degree","West Germany","","","","","","","","","","","","","",""
"1992","college entrance qualification","East Germany","2.36","2","484","1","2","3","3","4","2.29","2.43","1","4","2","2"
"1992","college entrance qualification","West Germany","2.21","2","1188","1","2","3","3","4","2.16","2.26","1","4","2","2"
"1992","lower secondary degree","East Germany","2.52","2","1500","1","2","3","4","4","2.48","2.56","1","4","2","3"
"1992","lower secondary degree","West Germany","2.63","3","3866","2","2","3","4","4","2.6","2.66","1","4","3","3"
