"year","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2003","direct migration background","2.54","3","2608","1","2","3","4","4","2.51","2.57","1","4","3","3"
"2003","indirect migration background","2.49","3","783","1","2","3","3","4","2.43","2.55","1","4","3","3"
"2003","no migration background","2.58","3","18758","2","2","3","3","4","2.57","2.59","1","4","3","3"
"2004","direct migration background","","","","","","","","","","","","","",""
"2004","indirect migration background","","","","","","","","","","","","","",""
"2004","no migration background","","","","","","","","","","","","","",""
"2005","direct migration background","","","","","","","","","","","","","",""
"2005","indirect migration background","","","","","","","","","","","","","",""
"2005","no migration background","","","","","","","","","","","","","",""
"2006","direct migration background","","","","","","","","","","","","","",""
"2006","indirect migration background","","","","","","","","","","","","","",""
"2006","no migration background","","","","","","","","","","","","","",""
"2007","direct migration background","","","","","","","","","","","","","",""
"2007","indirect migration background","","","","","","","","","","","","","",""
"2007","no migration background","","","","","","","","","","","","","",""
"2008","direct migration background","2.44","3","1899","1","2","3","3","4","2.4","2.48","1","4","3","3"
"2008","indirect migration background","2.56","3","772","2","2","3","3","4","2.5","2.62","1","4","3","3"
"2008","no migration background","2.61","3","16675","2","2","3","4","4","2.6","2.62","1","4","3","3"
"2009","direct migration background","","","","","","","","","","","","","",""
"2009","indirect migration background","","","","","","","","","","","","","",""
"2009","no migration background","","","","","","","","","","","","","",""
"2010","direct migration background","","","","","","","","","","","","","",""
"2010","indirect migration background","","","","","","","","","","","","","",""
"2010","no migration background","","","","","","","","","","","","","",""
"2011","direct migration background","","","","","","","","","","","","","",""
"2011","indirect migration background","","","","","","","","","","","","","",""
"2011","no migration background","","","","","","","","","","","","","",""
"2012","direct migration background","","","","","","","","","","","","","",""
"2012","indirect migration background","","","","","","","","","","","","","",""
"2012","no migration background","","","","","","","","","","","","","",""
"2013","direct migration background","2.59","3","2638","2","2","3","4","4","2.56","2.62","1","4","3","3"
"2013","indirect migration background","2.65","3","1184","2","2","3","3","4","2.61","2.69","1","4","3","3"
"2013","no migration background","2.66","3","21682","2","2","3","4","4","2.65","2.67","1","4","3","3"
"2014","direct migration background","","","","","","","","","","","","","",""
"2014","indirect migration background","","","","","","","","","","","","","",""
"2014","no migration background","","","","","","","","","","","","","",""
"2015","direct migration background","","","","","","","","","","","","","",""
"2015","indirect migration background","","","","","","","","","","","","","",""
"2015","no migration background","","","","","","","","","","","","","",""
"2016","direct migration background","","","","","","","","","","","","","",""
"2016","indirect migration background","","","","","","","","","","","","","",""
"2016","no migration background","","","","","","","","","","","","","",""
"2017","direct migration background","","","","","","","","","","","","","",""
"2017","indirect migration background","","","","","","","","","","","","","",""
"2017","no migration background","","","","","","","","","","","","","",""
"2018","direct migration background","2.6","3","8170","1","2","3","4","4","2.58","2.62","1","4","2","2"
"2018","indirect migration background","2.65","3","1697","2","2","3","4","4","2.61","2.69","1","4","3","3"
"2018","no migration background","2.73","3","19560","2","2","3","4","4","2.72","2.74","1","4","3","3"
