"year","age_gr","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2003","16-34 y.","2.64","3","5863","2","2","3","4","4","2.62","2.66","1","4","3","3"
"2003","35-65 y.","2.56","3","12617","2","2","3","3","4","2.55","2.57","1","4","3","3"
"2003","66 and older","2.55","3","3669","1","2","3","3","4","2.52","2.58","1","4","3","3"
"2004","16-34 y.","","","","","","","","","","","","","",""
"2004","35-65 y.","","","","","","","","","","","","","",""
"2004","66 and older","","","","","","","","","","","","","",""
"2005","16-34 y.","","","","","","","","","","","","","",""
"2005","35-65 y.","","","","","","","","","","","","","",""
"2005","66 and older","","","","","","","","","","","","","",""
"2006","16-34 y.","","","","","","","","","","","","","",""
"2006","35-65 y.","","","","","","","","","","","","","",""
"2006","66 and older","","","","","","","","","","","","","",""
"2007","16-34 y.","","","","","","","","","","","","","",""
"2007","35-65 y.","","","","","","","","","","","","","",""
"2007","66 and older","","","","","","","","","","","","","",""
"2008","16-34 y.","2.66","3","4362","2","2","3","4","4","2.64","2.68","1","4","3","3"
"2008","35-65 y.","2.56","3","10657","2","2","3","3","4","2.55","2.57","1","4","3","3"
"2008","66 and older","2.58","3","4327","2","2","3","4","4","2.56","2.6","1","4","3","3"
"2009","16-34 y.","","","","","","","","","","","","","",""
"2009","35-65 y.","","","","","","","","","","","","","",""
"2009","66 and older","","","","","","","","","","","","","",""
"2010","16-34 y.","","","","","","","","","","","","","",""
"2010","35-65 y.","","","","","","","","","","","","","",""
"2010","66 and older","","","","","","","","","","","","","",""
"2011","16-34 y.","","","","","","","","","","","","","",""
"2011","35-65 y.","","","","","","","","","","","","","",""
"2011","66 and older","","","","","","","","","","","","","",""
"2012","16-34 y.","","","","","","","","","","","","","",""
"2012","35-65 y.","","","","","","","","","","","","","",""
"2012","66 and older","","","","","","","","","","","","","",""
"2013","16-34 y.","2.75","3","5630","2","2","3","4","4","2.73","2.77","1","4","3","3"
"2013","35-65 y.","2.64","3","14896","2","2","3","3","4","2.63","2.65","1","4","3","3"
"2013","66 and older","2.6","3","4978","2","2","3","4","4","2.58","2.62","1","4","3","3"
"2014","16-34 y.","","","","","","","","","","","","","",""
"2014","35-65 y.","","","","","","","","","","","","","",""
"2014","66 and older","","","","","","","","","","","","","",""
"2015","16-34 y.","","","","","","","","","","","","","",""
"2015","35-65 y.","","","","","","","","","","","","","",""
"2015","66 and older","","","","","","","","","","","","","",""
"2016","16-34 y.","","","","","","","","","","","","","",""
"2016","35-65 y.","","","","","","","","","","","","","",""
"2016","66 and older","","","","","","","","","","","","","",""
"2017","16-34 y.","","","","","","","","","","","","","",""
"2017","35-65 y.","","","","","","","","","","","","","",""
"2017","66 and older","","","","","","","","","","","","","",""
"2018","16-34 y.","2.74","3","7987","2","2","3","4","4","2.72","2.76","1","4","3","3"
"2018","35-65 y.","2.69","3","16380","2","2","3","4","4","2.68","2.7","1","4","3","3"
"2018","66 and older","2.69","3","5060","2","2","3","4","4","2.67","2.71","1","4","3","3"
