"year","bula_h","education","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2003","Baden-Württemberg","college entrance qualification","2.84","3","632","2","2","3","4","4","2.78","2.9","1","4","3","3"
"2003","Baden-Württemberg","lower secondary degree","2.45","2","961","1","2","3","3","4","2.4","2.5","1","4","2","3"
"2003","Baden-Württemberg","no degree/no degree yet","2.61","3","125","2","2","3","4","4","2.47","2.75","1","4","3","3"
"2003","Baden-Württemberg","Other degree","2.4","2","299","1","2","3","3","4","2.3","2.5","1","4","2","3"
"2003","Baden-Württemberg","secondary school degree","2.56","3","630","2","2","3","3","4","2.5","2.62","1","4","3","3"
"2003","Bavaria","college entrance qualification","2.83","3","746","2","2","3","4","4","2.78","2.88","1","4","3","3"
"2003","Bavaria","lower secondary degree","2.54","3","1319","2","2","3","3","4","2.5","2.58","1","4","3","3"
"2003","Bavaria","no degree/no degree yet","2.59","3","97","1","2","3","4","4","2.43","2.75","1","4","3","3"
"2003","Bavaria","Other degree","2.48","2","172","2","2","3","3","4","2.36","2.6","1","4","2","3"
"2003","Bavaria","secondary school degree","2.61","3","757","2","2","3","3","4","2.56","2.66","1","4","3","3"
"2003","Berlin","college entrance qualification","2.89","3","295","2","3","3","4","4","2.81","2.97","1","4","3","3"
"2003","Berlin","lower secondary degree","2.35","2","158","1","2","3","3","4","2.22","2.48","1","4","2","3"
"2003","Berlin","no degree/no degree yet","2.3","2","43","1","2","3","3","4","2.06","2.54","1","4","2","3"
"2003","Berlin","Other degree","2.69","3","35","1","2","3","4","4","2.4","2.98","1","4","2","3"
"2003","Berlin","secondary school degree","2.56","3","282","2","2","3","3","4","2.47","2.65","1","4","3","3"
"2003","Brandenburg","college entrance qualification","2.53","3","209","2","2","3","3","4","2.44","2.62","1","4","3","3"
"2003","Brandenburg","lower secondary degree","2.29","2","273","1","2","3","3","4","2.2","2.38","1","4","2","2"
"2003","Brandenburg","no degree/no degree yet","2.63","3","31","2","2","3","3","4","2.39","2.87","1","4","2","3"
"2003","Brandenburg","Other degree","","","","","","","","","","","","","",""
"2003","Brandenburg","secondary school degree","2.5","3","414","2","2","3","3","4","2.43","2.57","1","4","2","3"
"2003","Bremen","college entrance qualification","3.2","3","49","2","3","4","4","4","2.99","3.41","1","4","3","3"
"2003","Bremen","lower secondary degree","2.61","3","55","2","2","3","4","4","2.38","2.84","1","4","2","3"
"2003","Bremen","no degree/no degree yet","","","","","","","","","","","","","",""
"2003","Bremen","Other degree","","","","","","","","","","","","","",""
"2003","Bremen","secondary school degree","2.73","3","48","2","2","3","4","4","2.46","3","1","4","2","3"
"2003","Hamburg","college entrance qualification","2.94","3","103","2","3","3","4","4","2.8","3.08","1","4","3","3"
"2003","Hamburg","lower secondary degree","2.68","3","81","2","2","3","4","4","2.49","2.87","1","4","3","3"
"2003","Hamburg","no degree/no degree yet","","","","","","","","","","","","","",""
"2003","Hamburg","Other degree","","","","","","","","","","","","","",""
"2003","Hamburg","secondary school degree","2.87","3","90","2","2","3","4","4","2.71","3.03","1","4","3","3"
"2003","Hesse","college entrance qualification","2.75","3","434","2","2","3","4","4","2.68","2.82","1","4","3","3"
"2003","Hesse","lower secondary degree","2.43","2","487","1","2","3","3","4","2.35","2.51","1","4","2","3"
"2003","Hesse","no degree/no degree yet","2.62","3","53","1","2","3","3","4","2.36","2.88","1","4","2","3"
"2003","Hesse","Other degree","2.23","2","128","1","2","3","3","4","2.07","2.39","1","4","2","3"
"2003","Hesse","secondary school degree","2.58","3","383","2","2","3","3","4","2.51","2.65","1","4","3","3"
"2003","Lower Saxony","college entrance qualification","2.92","3","431","2","3","3","4","4","2.86","2.98","1","4","3","3"
"2003","Lower Saxony","lower secondary degree","2.54","3","715","1","2","3","4","4","2.48","2.6","1","4","3","3"
"2003","Lower Saxony","no degree/no degree yet","2.73","3","84","2","2","3","4","4","2.57","2.89","1","4","3","3"
"2003","Lower Saxony","Other degree","2.75","3","83","2","2","3","4","4","2.58","2.92","1","4","2","3"
"2003","Lower Saxony","secondary school degree","2.64","3","568","2","2","3","4","4","2.58","2.7","1","4","3","3"
"2003","Mecklenburg-Western Pomerania","college entrance qualification","2.81","3","100","2","2","3","4","4","2.68","2.94","1","4","3","3"
"2003","Mecklenburg-Western Pomerania","lower secondary degree","2.34","3","137","1","2","3","3","4","2.21","2.47","1","4","2","3"
"2003","Mecklenburg-Western Pomerania","no degree/no degree yet","","","","","","","","","","","","","",""
"2003","Mecklenburg-Western Pomerania","Other degree","","","","","","","","","","","","","",""
"2003","Mecklenburg-Western Pomerania","secondary school degree","2.34","2","254","1","2","3","3","4","2.25","2.43","1","4","2","3"
"2003","North Rhine-Westphalia","college entrance qualification","2.81","3","1306","2","2","3","4","4","2.77","2.85","1","4","3","3"
"2003","North Rhine-Westphalia","lower secondary degree","2.48","3","1726","1","2","3","3","4","2.44","2.52","1","4","3","3"
"2003","North Rhine-Westphalia","no degree/no degree yet","2.66","3","235","2","2","3","4","4","2.56","2.76","1","4","3","3"
"2003","North Rhine-Westphalia","Other degree","2.58","3","334","1","2","3","4","4","2.48","2.68","1","4","2","3"
"2003","North Rhine-Westphalia","secondary school degree","2.63","3","1000","2","2","3","3","4","2.58","2.68","1","4","3","3"
"2003","Rhineland-Palatinate,Saarland","college entrance qualification","2.72","3","263","2","2","3","3","4","2.63","2.81","1","4","3","3"
"2003","Rhineland-Palatinate,Saarland","lower secondary degree","2.51","3","632","1","2","3","3","4","2.45","2.57","1","4","3","3"
"2003","Rhineland-Palatinate,Saarland","no degree/no degree yet","2.53","3","55","1","2","3","3","4","2.3","2.76","1","4","3","3"
"2003","Rhineland-Palatinate,Saarland","Other degree","2.51","2","91","2","2","3","3","4","2.34","2.68","1","4","2","3"
"2003","Rhineland-Palatinate,Saarland","secondary school degree","2.56","3","282","1","2","3","3","4","2.47","2.65","1","4","3","3"
"2003","Saxony","college entrance qualification","2.74","3","334","2","2","3","4","4","2.67","2.81","1","4","3","3"
"2003","Saxony","lower secondary degree","2.36","2","446","2","2","3","3","4","2.29","2.43","1","4","2","2"
"2003","Saxony","no degree/no degree yet","2.78","3","48","2","2","3","4","4","2.56","3","1","4","3","3"
"2003","Saxony","Other degree","","","","","","","","","","","","","",""
"2003","Saxony","secondary school degree","2.48","3","756","2","2","3","3","4","2.43","2.53","1","4","2","3"
"2003","Saxony-Anhalt","college entrance qualification","2.66","3","188","2","2","3","3","4","2.56","2.76","1","4","3","3"
"2003","Saxony-Anhalt","lower secondary degree","2.14","2","308","1","2","3","3","4","2.05","2.23","1","4","2","2"
"2003","Saxony-Anhalt","no degree/no degree yet","2.65","3","35","1","2","3","4","4","2.36","2.94","1","4","2","3"
"2003","Saxony-Anhalt","Other degree","","","","","","","","","","","","","",""
"2003","Saxony-Anhalt","secondary school degree","2.41","2","387","2","2","3","3","4","2.34","2.48","1","4","2","3"
"2003","Schleswig-Holstein","college entrance qualification","2.76","3","165","2","2","3","4","4","2.64","2.88","1","4","3","3"
"2003","Schleswig-Holstein","lower secondary degree","2.51","3","270","1","2","3","4","4","2.41","2.61","1","4","2","3"
"2003","Schleswig-Holstein","no degree/no degree yet","","","","","","","","","","","","","",""
"2003","Schleswig-Holstein","Other degree","","","","","","","","","","","","","",""
"2003","Schleswig-Holstein","secondary school degree","2.64","3","168","2","2","3","4","4","2.53","2.75","1","4","3","3"
"2003","Thuringia","college entrance qualification","2.62","3","166","1","2","3","3","4","2.51","2.73","1","4","3","3"
"2003","Thuringia","lower secondary degree","2.28","2","319","1","2","3","3","4","2.19","2.37","1","4","2","2"
"2003","Thuringia","no degree/no degree yet","","","","","","","","","","","","","",""
"2003","Thuringia","Other degree","","","","","","","","","","","","","",""
"2003","Thuringia","secondary school degree","2.44","3","431","1","2","3","3","4","2.37","2.51","1","4","2","3"
"2004","Baden-Württemberg","college entrance qualification","","","","","","","","","","","","","",""
"2004","Baden-Württemberg","lower secondary degree","","","","","","","","","","","","","",""
"2004","Baden-Württemberg","no degree/no degree yet","","","","","","","","","","","","","",""
"2004","Baden-Württemberg","Other degree","","","","","","","","","","","","","",""
"2004","Baden-Württemberg","secondary school degree","","","","","","","","","","","","","",""
"2004","Bavaria","college entrance qualification","","","","","","","","","","","","","",""
"2004","Bavaria","lower secondary degree","","","","","","","","","","","","","",""
"2004","Bavaria","no degree/no degree yet","","","","","","","","","","","","","",""
"2004","Bavaria","Other degree","","","","","","","","","","","","","",""
"2004","Bavaria","secondary school degree","","","","","","","","","","","","","",""
"2004","Berlin","college entrance qualification","","","","","","","","","","","","","",""
"2004","Berlin","lower secondary degree","","","","","","","","","","","","","",""
"2004","Berlin","no degree/no degree yet","","","","","","","","","","","","","",""
"2004","Berlin","Other degree","","","","","","","","","","","","","",""
"2004","Berlin","secondary school degree","","","","","","","","","","","","","",""
"2004","Brandenburg","college entrance qualification","","","","","","","","","","","","","",""
"2004","Brandenburg","lower secondary degree","","","","","","","","","","","","","",""
"2004","Brandenburg","no degree/no degree yet","","","","","","","","","","","","","",""
"2004","Brandenburg","Other degree","","","","","","","","","","","","","",""
"2004","Brandenburg","secondary school degree","","","","","","","","","","","","","",""
"2004","Bremen","college entrance qualification","","","","","","","","","","","","","",""
"2004","Bremen","lower secondary degree","","","","","","","","","","","","","",""
"2004","Bremen","no degree/no degree yet","","","","","","","","","","","","","",""
"2004","Bremen","Other degree","","","","","","","","","","","","","",""
"2004","Bremen","secondary school degree","","","","","","","","","","","","","",""
"2004","Hamburg","college entrance qualification","","","","","","","","","","","","","",""
"2004","Hamburg","lower secondary degree","","","","","","","","","","","","","",""
"2004","Hamburg","no degree/no degree yet","","","","","","","","","","","","","",""
"2004","Hamburg","Other degree","","","","","","","","","","","","","",""
"2004","Hamburg","secondary school degree","","","","","","","","","","","","","",""
"2004","Hesse","college entrance qualification","","","","","","","","","","","","","",""
"2004","Hesse","lower secondary degree","","","","","","","","","","","","","",""
"2004","Hesse","no degree/no degree yet","","","","","","","","","","","","","",""
"2004","Hesse","Other degree","","","","","","","","","","","","","",""
"2004","Hesse","secondary school degree","","","","","","","","","","","","","",""
"2004","Lower Saxony","college entrance qualification","","","","","","","","","","","","","",""
"2004","Lower Saxony","lower secondary degree","","","","","","","","","","","","","",""
"2004","Lower Saxony","no degree/no degree yet","","","","","","","","","","","","","",""
"2004","Lower Saxony","Other degree","","","","","","","","","","","","","",""
"2004","Lower Saxony","secondary school degree","","","","","","","","","","","","","",""
"2004","Mecklenburg-Western Pomerania","college entrance qualification","","","","","","","","","","","","","",""
"2004","Mecklenburg-Western Pomerania","lower secondary degree","","","","","","","","","","","","","",""
"2004","Mecklenburg-Western Pomerania","no degree/no degree yet","","","","","","","","","","","","","",""
"2004","Mecklenburg-Western Pomerania","Other degree","","","","","","","","","","","","","",""
"2004","Mecklenburg-Western Pomerania","secondary school degree","","","","","","","","","","","","","",""
"2004","North Rhine-Westphalia","college entrance qualification","","","","","","","","","","","","","",""
"2004","North Rhine-Westphalia","lower secondary degree","","","","","","","","","","","","","",""
"2004","North Rhine-Westphalia","no degree/no degree yet","","","","","","","","","","","","","",""
"2004","North Rhine-Westphalia","Other degree","","","","","","","","","","","","","",""
"2004","North Rhine-Westphalia","secondary school degree","","","","","","","","","","","","","",""
"2004","Rhineland-Palatinate,Saarland","college entrance qualification","","","","","","","","","","","","","",""
"2004","Rhineland-Palatinate,Saarland","lower secondary degree","","","","","","","","","","","","","",""
"2004","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","","","","","","","","","","","",""
"2004","Rhineland-Palatinate,Saarland","Other degree","","","","","","","","","","","","","",""
"2004","Rhineland-Palatinate,Saarland","secondary school degree","","","","","","","","","","","","","",""
