"year","migback","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2003","direct migration background","East Germany","2.33","2","105","1","2","3","3","4","2.16","2.5","1","4","2","3"
"2003","direct migration background","West Germany","2.54","3","2503","1","2","3","4","4","2.51","2.57","1","4","3","3"
"2003","indirect migration background","East Germany","2.54","2.93","32","2","2","3","3","4","2.25","2.83","1","4","2","3"
"2003","indirect migration background","West Germany","2.49","3","751","1","2","3","3","4","2.43","2.55","1","4","3","3"
"2003","no migration background","East Germany","2.45","3","5216","1","2","3","3","4","2.43","2.47","1","4","3","3"
"2003","no migration background","West Germany","2.62","3","13542","2","2","3","4","4","2.61","2.63","1","4","3","3"
"2004","direct migration background","East Germany","","","","","","","","","","","","","",""
"2004","direct migration background","West Germany","","","","","","","","","","","","","",""
"2004","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2004","indirect migration background","West Germany","","","","","","","","","","","","","",""
"2004","no migration background","East Germany","","","","","","","","","","","","","",""
"2004","no migration background","West Germany","","","","","","","","","","","","","",""
"2005","direct migration background","East Germany","","","","","","","","","","","","","",""
"2005","direct migration background","West Germany","","","","","","","","","","","","","",""
"2005","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2005","indirect migration background","West Germany","","","","","","","","","","","","","",""
"2005","no migration background","East Germany","","","","","","","","","","","","","",""
"2005","no migration background","West Germany","","","","","","","","","","","","","",""
"2006","direct migration background","East Germany","","","","","","","","","","","","","",""
"2006","direct migration background","West Germany","","","","","","","","","","","","","",""
"2006","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2006","indirect migration background","West Germany","","","","","","","","","","","","","",""
"2006","no migration background","East Germany","","","","","","","","","","","","","",""
"2006","no migration background","West Germany","","","","","","","","","","","","","",""
"2007","direct migration background","East Germany","","","","","","","","","","","","","",""
"2007","direct migration background","West Germany","","","","","","","","","","","","","",""
"2007","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2007","indirect migration background","West Germany","","","","","","","","","","","","","",""
"2007","no migration background","East Germany","","","","","","","","","","","","","",""
"2007","no migration background","West Germany","","","","","","","","","","","","","",""
"2008","direct migration background","East Germany","2.39","2","80","1","2","3","3","4","2.21","2.57","1","4","2","3"
"2008","direct migration background","West Germany","2.45","3","1819","1","2","3","3","4","2.41","2.49","1","4","3","3"
"2008","indirect migration background","East Germany","2.32","2","43","2","2","3","3","4","2.09","2.55","1","4","2","3"
"2008","indirect migration background","West Germany","2.57","3","729","2","2","3","3","4","2.51","2.63","1","4","3","3"
"2008","no migration background","East Germany","2.5","3","4665","2","2","3","3","4","2.48","2.52","1","4","3","3"
"2008","no migration background","West Germany","2.65","3","12010","2","2","3","4","4","2.64","2.66","1","4","3","3"
"2009","direct migration background","East Germany","","","","","","","","","","","","","",""
"2009","direct migration background","West Germany","","","","","","","","","","","","","",""
"2009","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2009","indirect migration background","West Germany","","","","","","","","","","","","","",""
"2009","no migration background","East Germany","","","","","","","","","","","","","",""
"2009","no migration background","West Germany","","","","","","","","","","","","","",""
"2010","direct migration background","East Germany","","","","","","","","","","","","","",""
"2010","direct migration background","West Germany","","","","","","","","","","","","","",""
"2010","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2010","indirect migration background","West Germany","","","","","","","","","","","","","",""
"2010","no migration background","East Germany","","","","","","","","","","","","","",""
"2010","no migration background","West Germany","","","","","","","","","","","","","",""
"2011","direct migration background","East Germany","","","","","","","","","","","","","",""
"2011","direct migration background","West Germany","","","","","","","","","","","","","",""
"2011","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2011","indirect migration background","West Germany","","","","","","","","","","","","","",""
"2011","no migration background","East Germany","","","","","","","","","","","","","",""
"2011","no migration background","West Germany","","","","","","","","","","","","","",""
"2012","direct migration background","East Germany","","","","","","","","","","","","","",""
"2012","direct migration background","West Germany","","","","","","","","","","","","","",""
"2012","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2012","indirect migration background","West Germany","","","","","","","","","","","","","",""
"2012","no migration background","East Germany","","","","","","","","","","","","","",""
"2012","no migration background","West Germany","","","","","","","","","","","","","",""
"2013","direct migration background","East Germany","2.41","2.83","136","1","2","3","3","4","2.28","2.54","1","4","2","3"
"2013","direct migration background","West Germany","2.59","3","2502","2","2","3","4","4","2.56","2.62","1","4","3","3"
"2013","indirect migration background","East Germany","2.73","3","76","2","2","3","3","4","2.56","2.9","1","4","3","3"
"2013","indirect migration background","West Germany","2.65","3","1108","2","2","3","3","4","2.61","2.69","1","4","3","3"
"2013","no migration background","East Germany","2.53","3","5518","2","2","3","3","4","2.51","2.55","1","4","3","3"
"2013","no migration background","West Germany","2.69","3","16164","2","2","3","4","4","2.68","2.7","1","4","3","3"
"2014","direct migration background","East Germany","","","","","","","","","","","","","",""
"2014","direct migration background","West Germany","","","","","","","","","","","","","",""
"2014","indirect migration background","East Germany","","","","","","","","","","","","","",""
