"year","migback","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2005","direct migration background","Ostdeutschland, neue Bundeslaender","5.02","5","99","2","5","6","7","7","4.69","5.35","1","7","5","6"
"2005","direct migration background","Westdeutschland, alte Bundeslaender","4.93","5","2263","2","4","6","7","7","4.86","5","1","7","5","5"
"2005","indirect migration background","Ostdeutschland, neue Bundeslaender","4.39","5","35","1","3","6","7","7","3.77","5.01","1","7","4","6"
"2005","indirect migration background","Westdeutschland, alte Bundeslaender","4.61","5","795","2","3","6","7","7","4.49","4.73","1","7","4","5"
"2005","no migration background","Ostdeutschland, neue Bundeslaender","4.97","5","4908","3","4","6","7","7","4.93","5.01","1","7","5","5"
"2005","no migration background","Westdeutschland, alte Bundeslaender","4.68","5","12585","2","3","6","7","7","4.65","4.71","1","7","5","5"
"2006","direct migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","","","","",""
"2006","direct migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","","","","",""
"2006","indirect migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","","","","",""
"2006","indirect migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","","","","",""
"2006","no migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","","","","",""
"2006","no migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","","","","",""
"2007","direct migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","","","","",""
"2007","direct migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","","","","",""
"2007","indirect migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","","","","",""
"2007","indirect migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","","","","",""
"2007","no migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","","","","",""
"2007","no migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","","","","",""
"2008","direct migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","","","","",""
"2008","direct migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","","","","",""
"2008","indirect migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","","","","",""
"2008","indirect migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","","","","",""
"2008","no migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","","","","",""
"2008","no migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","","","","",""
"2009","direct migration background","Ostdeutschland, neue Bundeslaender","4.85","5","76","3","4","6","7","7","4.46","5.24","1","7","4","5"
"2009","direct migration background","Westdeutschland, alte Bundeslaender","4.63","5","1578","2","4","6","7","7","4.55","4.71","1","7","5","5"
"2009","indirect migration background","Ostdeutschland, neue Bundeslaender","4.58","4.44","41","2","4","6","6","7","4.11","5.05","2","7","4","5"
"2009","indirect migration background","Westdeutschland, alte Bundeslaender","4.19","4","672","2","3","6","6","7","4.06","4.32","1","7","4","4"
"2009","no migration background","Ostdeutschland, neue Bundeslaender","4.51","5","4427","2","3","6","7","7","4.46","4.56","1","7","4","5"
"2009","no migration background","Westdeutschland, alte Bundeslaender","4.31","4","11214","2","3","6","7","7","4.28","4.34","1","7","4","4"
"2010","direct migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","","","","",""
"2010","direct migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","","","","",""
"2010","indirect migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","","","","",""
"2010","indirect migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","","","","",""
"2010","no migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","","","","",""
"2010","no migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","","","","",""
"2011","direct migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","","","","",""
"2011","direct migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","","","","",""
"2011","indirect migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","","","","",""
"2011","indirect migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","","","","",""
"2011","no migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","","","","",""
"2011","no migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","","","","",""
"2012","direct migration background","Ostdeutschland, neue Bundeslaender","5.03","5","55","3","4","6","7","7","4.55","5.51","1","7","5","6"
"2012","direct migration background","Westdeutschland, alte Bundeslaender","5.03","5","1036","2","4","6","7","7","4.93","5.13","1","7","5","5"
"2012","indirect migration background","Ostdeutschland, neue Bundeslaender","4.59","4.33","32","2","3","6","7","7","3.92","5.26","1","7","3","6"
"2012","indirect migration background","Westdeutschland, alte Bundeslaender","4.98","5","452","2","4","7","7","7","4.82","5.14","1","7","5","5"
"2012","no migration background","Ostdeutschland, neue Bundeslaender","4.73","5","1251","2","4","6","7","7","4.64","4.82","1","7","5","5"
"2012","no migration background","Westdeutschland, alte Bundeslaender","4.59","5","4304","2","3","6","7","7","4.54","4.64","1","7","5","5"
"2013","direct migration background","Ostdeutschland, neue Bundeslaender","4.96","5","81","2","4","7","7","7","4.58","5.34","1","7","4","6"
"2013","direct migration background","Westdeutschland, alte Bundeslaender","4.55","5","1602","2","3","6","7","7","4.47","4.63","1","7","5","5"
"2013","indirect migration background","Ostdeutschland, neue Bundeslaender","3.94","4","45","2","3","5","7","7","3.38","4.5","1","7","4","5"
"2013","indirect migration background","Westdeutschland, alte Bundeslaender","4.09","4","669","2","3","5","6","7","3.96","4.22","1","7","4","4"
