"year","pgcasmin","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2005","(0) in school","Female","4.69","5","339","2","3","6","7","4.51","4.87","4","5"
"2005","(0) in school","Male","3.66","4","313","1","2","5","6","3.47","3.85","3","4"
"2005","(1a) inadequately completed","Female","4.99","5","141","2","4","7","7","4.7","5.28","5","6"
"2005","(1a) inadequately completed","Male","4.62","5","106","2","3","6","7","4.28","4.96","5","5"
"2005","(1b) general elementary school","Female","5.33","6","1288","3","4","7","7","5.25","5.41","6","6"
"2005","(1b) general elementary school","Male","4.56","5","573","2","3","6","7","4.41","4.71","4","5"
"2005","(1c) basic vocational qualification","Female","5.15","5","2631","3","4","6","7","5.09","5.21","5","6"
"2005","(1c) basic vocational qualification","Male","4.69","5","3078","2","4","6","7","4.63","4.75","5","5"
"2005","(2a) intermediate vocational","Female","5.04","5","2736","3","4","6","7","4.98","5.1","5","5"
"2005","(2a) intermediate vocational","Male","4.58","5","2058","2","3","6","7","4.51","4.65","4","5"
"2005","(2b) intermediate general qualification","Female","4.93","5","353","2","4","7","7","4.75","5.11","5","5"
"2005","(2b) intermediate general qualification","Male","4.22","4","226","2","3","6","7","4","4.44","4","4"
"2005","(2c_gen) general maturity certificate","Female","4.78","5","433","3","4","6","7","4.63","4.93","5","5"
"2005","(2c_gen) general maturity certificate","Male","4.26","4","363","2","3","6","7","4.09","4.43","4","4"
"2005","(2c_voc) vocational maturity certificate","Female","4.73","5","847","2","4","6","7","4.62","4.84","5","5"
"2005","(2c_voc) vocational maturity certificate","Male","4.25","4","668","2","3","5","6","4.13","4.37","4","4"
"2005","(3a) lower tertiary education","Female","4.81","5","768","3","4","6","7","4.7","4.92","5","5"
"2005","(3a) lower tertiary education","Male","4.41","5","882","2","3","6","6","4.3","4.52","4","5"
"2005","(3b) higher tertiary education","Female","4.73","5","1089","2","4","6","7","4.63","4.83","5","5"
"2005","(3b) higher tertiary education","Male","4.17","4","1422","2","3","6","6","4.09","4.25","4","4"
"2006","(0) in school","Female","","","","","","","","","","",""
"2006","(0) in school","Male","","","","","","","","","","",""
"2006","(1a) inadequately completed","Female","","","","","","","","","","",""
"2006","(1a) inadequately completed","Male","","","","","","","","","","",""
"2006","(1b) general elementary school","Female","","","","","","","","","","",""
"2006","(1b) general elementary school","Male","","","","","","","","","","",""
"2006","(1c) basic vocational qualification","Female","","","","","","","","","","",""
"2006","(1c) basic vocational qualification","Male","","","","","","","","","","",""
"2006","(2a) intermediate vocational","Female","","","","","","","","","","",""
"2006","(2a) intermediate vocational","Male","","","","","","","","","","",""
"2006","(2b) intermediate general qualification","Female","","","","","","","","","","",""
"2006","(2b) intermediate general qualification","Male","","","","","","","","","","",""
"2006","(2c_gen) general maturity certificate","Female","","","","","","","","","","",""
"2006","(2c_gen) general maturity certificate","Male","","","","","","","","","","",""
"2006","(2c_voc) vocational maturity certificate","Female","","","","","","","","","","",""
"2006","(2c_voc) vocational maturity certificate","Male","","","","","","","","","","",""
"2006","(3a) lower tertiary education","Female","","","","","","","","","","",""
"2006","(3a) lower tertiary education","Male","","","","","","","","","","",""
"2006","(3b) higher tertiary education","Female","","","","","","","","","","",""
"2006","(3b) higher tertiary education","Male","","","","","","","","","","",""
"2007","(0) in school","Female","","","","","","","","","","",""
"2007","(0) in school","Male","","","","","","","","","","",""
