"year","age_gr","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2005","16-34 y.","direct migration background","4.64","5","526","2","4","6","7","4.5","4.78","5","5"
"2005","16-34 y.","indirect migration background","4.59","5","664","2","3","6","7","4.45","4.73","4","5"
"2005","16-34 y.","no migration background","4.53","5","4122","2","3","6","7","4.48","4.58","4","5"
"2005","35-65 y.","direct migration background","5.1","5","1469","3","4","6","7","5.02","5.18","5","5"
"2005","35-65 y.","indirect migration background","4.76","5","155","3","4","6","7","4.51","5.01","4","5"
"2005","35-65 y.","no migration background","4.78","5","9963","2","4","6","7","4.75","4.81","5","5"
"2005","66 and older","direct migration background","4.8","5","367","2","3","7","7","4.62","4.98","5","5"
"2005","66 and older","indirect migration background","","","","","","","","","","",""
"2005","66 and older","no migration background","4.88","5","3408","2","4","6","7","4.82","4.94","5","5"
"2006","16-34 y.","direct migration background","","","","","","","","","","",""
"2006","16-34 y.","indirect migration background","","","","","","","","","","",""
"2006","16-34 y.","no migration background","","","","","","","","","","",""
"2006","35-65 y.","direct migration background","","","","","","","","","","",""
"2006","35-65 y.","indirect migration background","","","","","","","","","","",""
"2006","35-65 y.","no migration background","","","","","","","","","","",""
"2006","66 and older","direct migration background","","","","","","","","","","",""
"2006","66 and older","indirect migration background","","","","","","","","","","",""
"2006","66 and older","no migration background","","","","","","","","","","",""
"2007","16-34 y.","direct migration background","","","","","","","","","","",""
"2007","16-34 y.","indirect migration background","","","","","","","","","","",""
"2007","16-34 y.","no migration background","","","","","","","","","","",""
"2007","35-65 y.","direct migration background","","","","","","","","","","",""
"2007","35-65 y.","indirect migration background","","","","","","","","","","",""
"2007","35-65 y.","no migration background","","","","","","","","","","",""
"2007","66 and older","direct migration background","","","","","","","","","","",""
"2007","66 and older","indirect migration background","","","","","","","","","","",""
"2007","66 and older","no migration background","","","","","","","","","","",""
"2008","16-34 y.","direct migration background","","","","","","","","","","",""
"2008","16-34 y.","indirect migration background","","","","","","","","","","",""
"2008","16-34 y.","no migration background","","","","","","","","","","",""
"2008","35-65 y.","direct migration background","","","","","","","","","","",""
"2008","35-65 y.","indirect migration background","","","","","","","","","","",""
"2008","35-65 y.","no migration background","","","","","","","","","","",""
"2008","66 and older","direct migration background","","","","","","","","","","",""
"2008","66 and older","indirect migration background","","","","","","","","","","",""
"2008","66 and older","no migration background","","","","","","","","","","",""
"2009","16-34 y.","direct migration background","4.32","4","296","2","3","6","7","4.12","4.52","4","5"
"2009","16-34 y.","indirect migration background","4.17","4","517","2","3","6","6","4.02","4.32","4","4"
"2009","16-34 y.","no migration background","4.2","4","3178","2","3","6","7","4.14","4.26","4","4"
"2009","35-65 y.","direct migration background","4.73","5","1021","2","4","6","7","4.63","4.83","5","5"
"2009","35-65 y.","indirect migration background","4.26","4","190","2","3","6","7","4.01","4.51","4","4"
"2009","35-65 y.","no migration background","4.39","4","8645","2","3","6","7","4.36","4.42","4","4"
"2009","66 and older","direct migration background","4.68","5","337","2","4","6","7","4.51","4.85","5","5"
"2009","66 and older","indirect migration background","","","","","","","","","","",""
"2009","66 and older","no migration background","4.43","4","3818","2","3","6","7","4.38","4.48","4","5"
"2010","16-34 y.","direct migration background","","","","","","","","","","",""
"2010","16-34 y.","indirect migration background","","","","","","","","","","",""
"2010","16-34 y.","no migration background","","","","","","","","","","",""
"2010","35-65 y.","direct migration background","","","","","","","","","","",""
"2010","35-65 y.","indirect migration background","","","","","","","","","","",""
"2010","35-65 y.","no migration background","","","","","","","","","","",""
"2010","66 and older","direct migration background","","","","","","","","","","",""
"2010","66 and older","indirect migration background","","","","","","","","","","",""
"2010","66 and older","no migration background","","","","","","","","","","",""
"2011","16-34 y.","direct migration background","","","","","","","","","","",""
"2011","16-34 y.","indirect migration background","","","","","","","","","","",""
"2011","16-34 y.","no migration background","","","","","","","","","","",""
"2011","35-65 y.","direct migration background","","","","","","","","","","",""
"2011","35-65 y.","indirect migration background","","","","","","","","","","",""
"2011","35-65 y.","no migration background","","","","","","","","","","",""
"2011","66 and older","direct migration background","","","","","","","","","","",""
"2011","66 and older","indirect migration background","","","","","","","","","","",""
"2011","66 and older","no migration background","","","","","","","","","","",""
"2012","16-34 y.","direct migration background","4.94","5","408","2","4","6","7","4.78","5.1","5","6"
"2012","16-34 y.","indirect migration background","4.97","5","243","2","4","7","7","4.74","5.2","5","6"
"2012","16-34 y.","no migration background","4.68","5","1550","2","3","6","7","4.59","4.77","5","5"
"2012","35-65 y.","direct migration background","5.09","5","682","2","4","7","7","4.96","5.22","5","6"
"2012","35-65 y.","indirect migration background","4.94","5","241","2","4","6","7","4.73","5.15","5","5"
"2012","35-65 y.","no migration background","4.59","5","3982","2","3","6","7","4.54","4.64","5","5"
"2012","66 and older","direct migration background","","","","","","","","","","",""
"2012","66 and older","indirect migration background","","","","","","","","","","",""
"2012","66 and older","no migration background","","","","","","","","","","",""
"2013","16-34 y.","direct migration background","4.18","4","284","2","3","5","6","3.97","4.39","4","5"
"2013","16-34 y.","indirect migration background","4.11","4","423","2","3","5","6","3.95","4.27","4","4"
"2013","16-34 y.","no migration background","4.02","4","2987","2","3","5","6","3.96","4.08","4","4"
"2013","35-65 y.","direct migration background","4.68","5","1029","2","4","6","7","4.58","4.78","5","5"
"2013","35-65 y.","indirect migration background","4.02","4","286","2","3","5","6","3.83","4.21","4","4"
"2013","35-65 y.","no migration background","4.17","4","8909","2","3","5","6","4.14","4.2","4","4"
"2013","66 and older","direct migration background","4.56","5","370","2","3","6","7","4.38","4.74","4","5"
"2013","66 and older","indirect migration background","","","","","","","","","","",""
"2013","66 and older","no migration background","4.36","5","4570","2","3","6","7","4.31","4.41","4","5"
"2014","16-34 y.","direct migration background","","","","","","","","","","",""
"2014","16-34 y.","indirect migration background","","","","","","","","","","",""
"2014","16-34 y.","no migration background","","","","","","","","","","",""
"2014","35-65 y.","direct migration background","","","","","","","","","","",""
"2014","35-65 y.","indirect migration background","","","","","","","","","","",""
"2014","35-65 y.","no migration background","","","","","","","","","","",""
"2014","66 and older","direct migration background","","","","","","","","","","",""
"2014","66 and older","indirect migration background","","","","","","","","","","",""
"2014","66 and older","no migration background","","","","","","","","","","",""
"2015","16-34 y.","direct migration background","","","","","","","","","","",""
"2015","16-34 y.","indirect migration background","","","","","","","","","","",""
"2015","16-34 y.","no migration background","","","","","","","","","","",""
"2015","35-65 y.","direct migration background","","","","","","","","","","",""
"2015","35-65 y.","indirect migration background","","","","","","","","","","",""
"2015","35-65 y.","no migration background","","","","","","","","","","",""
"2015","66 and older","direct migration background","","","","","","","","","","",""
"2015","66 and older","indirect migration background","","","","","","","","","","",""
"2015","66 and older","no migration background","","","","","","","","","","",""
"2016","16-34 y.","direct migration background","","","","","","","","","","",""
"2016","16-34 y.","indirect migration background","","","","","","","","","","",""
"2016","16-34 y.","no migration background","","","","","","","","","","",""
"2016","35-65 y.","direct migration background","","","","","","","","","","",""
"2016","35-65 y.","indirect migration background","","","","","","","","","","",""
"2016","35-65 y.","no migration background","","","","","","","","","","",""
"2016","66 and older","direct migration background","","","","","","","","","","",""
"2016","66 and older","indirect migration background","","","","","","","","","","",""
"2016","66 and older","no migration background","","","","","","","","","","",""
"2017","16-34 y.","direct migration background","4.71","5","2504","2","4","6","7","4.64","4.78","5","5"
"2017","16-34 y.","indirect migration background","4.65","5","975","2","4","6","7","4.54","4.76","5","5"
"2017","16-34 y.","no migration background","4.39","5","4092","2","3","6","7","4.34","4.44","4","5"
"2017","35-65 y.","direct migration background","4.76","5","4320","2","4","6","7","4.7","4.82","5","5"
"2017","35-65 y.","indirect migration background","4.18","4","724","2","3","6","7","4.05","4.31","4","5"
"2017","35-65 y.","no migration background","4.24","4","11647","2","3","6","7","4.21","4.27","4","4"
"2017","66 and older","direct migration background","4.58","5","446","2","3","6","7","4.42","4.74","5","5"
"2017","66 and older","indirect migration background","","","","","","","","","","",""
"2017","66 and older","no migration background","4.33","4","4564","2","3","6","7","4.28","4.38","4","5"
"2018","16-34 y.","direct migration background","","","","","","","","","","",""
"2018","16-34 y.","indirect migration background","","","","","","","","","","",""
"2018","16-34 y.","no migration background","","","","","","","","","","",""
"2018","35-65 y.","direct migration background","","","","","","","","","","",""
"2018","35-65 y.","indirect migration background","","","","","","","","","","",""
"2018","35-65 y.","no migration background","","","","","","","","","","",""
"2018","66 and older","direct migration background","","","","","","","","","","",""
"2018","66 and older","indirect migration background","","","","","","","","","","",""
"2018","66 and older","no migration background","","","","","","","","","","",""
"2019","16-34 y.","direct migration background","4.27","4","806","2","3","6","7","4.14","4.4","4","5"
"2019","16-34 y.","indirect migration background","4.15","4","877","2","3","5","7","4.03","4.27","4","5"
"2019","16-34 y.","no migration background","3.95","4","3746","2","3","5","6","3.89","4.01","4","4"
