"year","education","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","college entrance qualification","direct migration background","3.81","3.15","120","2","3","4","6","11","3.5","4.12","1","11","3","4"
"1984","college entrance qualification","indirect migration background","","","","","","","","","","","","","",""
"1984","college entrance qualification","no migration background","4.26","4","1164","2","3","5","6","10","4.03","4.49","0","82","4","4"
"1984","lower secondary degree","direct migration background","3.54","3","604","2","3","4","6","8","3.33","3.75","1","60","3","3"
"1984","lower secondary degree","indirect migration background","3.48","3","69","2","3","4","5","6","3.24","3.72","2","6","3","4"
"1984","lower secondary degree","no migration background","3.89","3","5416","2","3","5","6","9","3.81","3.97","0","82","4","4"
"1984","no degree/no degree yet","direct migration background","2.92","3","1060","1","2","3","4","6","2.85","2.99","0","8","3","3"
"1984","no degree/no degree yet","indirect migration background","","","","","","","","","","","","","",""
"1984","no degree/no degree yet","no migration background","4.8","4","227","3","3","5","7","10","4.11","5.49","1","80","4","4"
"1984","Other degree","direct migration background","3.15","3","1405","1","2","3","4","7","2.94","3.36","1","80","3","3"
"1984","Other degree","indirect migration background","","","","","","","","","","","","","",""
"1984","Other degree","no migration background","4.09","3","37","2","3","5","7","9","3.46","4.72","2","9","3","4"
"1984","secondary school degree","direct migration background","3.84","3","145","2","3","5","6","9","3.6","4.08","1","9","3","4"
"1984","secondary school degree","indirect migration background","","","","","","","","","","","","","",""
"1984","secondary school degree","no migration background","4.02","4","1772","2","3","5","6","9","3.91","4.13","1","80","4","4"
"1985","college entrance qualification","direct migration background","","","","","","","","","","","","","",""
"1985","college entrance qualification","indirect migration background","","","","","","","","","","","","","",""
"1985","college entrance qualification","no migration background","3.41","3","123","1","2","4","5","10","3.08","3.74","1","10","3","4"
"1985","lower secondary degree","direct migration background","2.84","3","55","1","2","4","4","6","2.55","3.13","0","6","3","3"
"1985","lower secondary degree","indirect migration background","","","","","","","","","","","","","",""
"1985","lower secondary degree","no migration background","3.43","3","274","2","2","4","5","8","3.24","3.62","0","11","3","4"
"1985","no degree/no degree yet","direct migration background","3.04","3","68","1","2","4","4","5","2.72","3.36","1","9","3","4"
"1985","no degree/no degree yet","indirect migration background","","","","","","","","","","","","","",""
"1985","no degree/no degree yet","no migration background","","","","","","","","","","","","","",""
"1985","Other degree","direct migration background","3.19","3","85","1","3","4","4","6","2.91","3.47","0","9","3","4"
"1985","Other degree","indirect migration background","","","","","","","","","","","","","",""
"1985","Other degree","no migration background","","","","","","","","","","","","","",""
"1985","secondary school degree","direct migration background","","","","","","","","","","","","","",""
"1985","secondary school degree","indirect migration background","","","","","","","","","","","","","",""
"1985","secondary school degree","no migration background","3.28","3","137","2","2","4","5","8","3","3.56","1","11","3","4"
"1986","college entrance qualification","direct migration background","","","","","","","","","","","","","",""
"1986","college entrance qualification","indirect migration background","","","","","","","","","","","","","",""
"1986","college entrance qualification","no migration background","3.11","3","134","1","2","4","5","10","2.79","3.43","1","10","3","3"
"1986","lower secondary degree","direct migration background","3.02","3","58","2","2","3","5","6","2.71","3.33","1","7","3","3"
"1986","lower secondary degree","indirect migration background","","","","","","","","","","","","","",""
"1986","lower secondary degree","no migration background","3.35","3","335","2","2","4","6","8","3.18","3.52","1","11","3","3"
"1986","no degree/no degree yet","direct migration background","2.97","3","76","1","2","3","5","8","2.68","3.26","1","8","3","3"
"1986","no degree/no degree yet","indirect migration background","","","","","","","","","","","","","",""
"1986","no degree/no degree yet","no migration background","","","","","","","","","","","","","",""
"1986","Other degree","direct migration background","2.87","3","114","2","2","3","4","7","2.67","3.07","1","7","3","3"
"1986","Other degree","indirect migration background","","","","","","","","","","","","","",""
"1986","Other degree","no migration background","","","","","","","","","","","","","",""
"1986","secondary school degree","direct migration background","","","","","","","","","","","","","",""
"1986","secondary school degree","indirect migration background","","","","","","","","","","","","","",""
"1986","secondary school degree","no migration background","3.1","3","170","1","2","4","5","8","2.87","3.33","1","9","3","3"
"1987","college entrance qualification","direct migration background","","","","","","","","","","","","","",""
"1987","college entrance qualification","indirect migration background","","","","","","","","","","","","","",""
"1987","college entrance qualification","no migration background","3.23","3","128","1","2","4","5","7","2.96","3.5","1","8","3","3"
"1987","lower secondary degree","direct migration background","3.43","3.73","62","2","2","4","4","7","3.1","3.76","1","7","3","3"
"1987","lower secondary degree","indirect migration background","","","","","","","","","","","","","",""
"1987","lower secondary degree","no migration background","3.15","3","261","2","2","4","5","6","2.99","3.31","1","8","3","3"
"1987","no degree/no degree yet","direct migration background","3.3","3","77","1","2","4","5","7","2.97","3.63","1","9","3","4"
"1987","no degree/no degree yet","indirect migration background","","","","","","","","","","","","","",""
"1987","no degree/no degree yet","no migration background","","","","","","","","","","","","","",""
"1987","Other degree","direct migration background","2.82","3","100","1","2","3","4","7","2.59","3.05","1","7","3","3"
"1987","Other degree","indirect migration background","","","","","","","","","","","","","",""
"1987","Other degree","no migration background","","","","","","","","","","","","","",""
"1987","secondary school degree","direct migration background","","","","","","","","","","","","","",""
"1987","secondary school degree","indirect migration background","","","","","","","","","","","","","",""
"1987","secondary school degree","no migration background","3.19","3","143","2","2","4","5","7","2.96","3.42","1","7","3","3"
"1988","college entrance qualification","direct migration background","","","","","","","","","","","","","",""
"1988","college entrance qualification","indirect migration background","","","","","","","","","","","","","",""
"1988","college entrance qualification","no migration background","3.2","3","107","1","2","4","6","8","2.84","3.56","1","10","3","3"
"1988","lower secondary degree","direct migration background","3.17","3","92","2","2","4","5","9","2.8","3.54","1","9","3","3"
"1988","lower secondary degree","indirect migration background","","","","","","","","","","","","","",""
"1988","lower secondary degree","no migration background","3.02","3","266","1","2","4","5","9","2.82","3.22","0","11","3","3"
"1988","no degree/no degree yet","direct migration background","3.05","3","66","2","2","4","6","8","2.63","3.47","1","8","2","3"
"1988","no degree/no degree yet","indirect migration background","","","","","","","","","","","","","",""
"1988","no degree/no degree yet","no migration background","","","","","","","","","","","","","",""
"1988","Other degree","direct migration background","2.96","2.9","72","1","2","3","5","9","2.49","3.43","1","9","2","3"
"1988","Other degree","indirect migration background","","","","","","","","","","","","","",""
"1988","Other degree","no migration background","","","","","","","","","","","","","",""
"1988","secondary school degree","direct migration background","","","","","","","","","","","","","",""
"1988","secondary school degree","indirect migration background","","","","","","","","","","","","","",""
"1988","secondary school degree","no migration background","3.34","3","144","2","2","4","6","9","3.06","3.62","1","11","3","3"
"1989","college entrance qualification","direct migration background","","","","","","","","","","","","","",""
"1989","college entrance qualification","indirect migration background","","","","","","","","","","","","","",""
"1989","college entrance qualification","no migration background","3.41","3","118","2","2","4","6","9","3.1","3.72","1","10","3","4"
"1989","lower secondary degree","direct migration background","2.87","3","55","2","2","3","4","6","2.59","3.15","1","6","3","3"
"1989","lower secondary degree","indirect migration background","","","","","","","","","","","","","",""
"1989","lower secondary degree","no migration background","3.13","3","220","2","2","4","5","8","2.92","3.34","1","10","3","3"
"1989","no degree/no degree yet","direct migration background","3.5","3","56","1","3","5","5","7","3.1","3.9","1","7","3","4"
"1989","no degree/no degree yet","indirect migration background","","","","","","","","","","","","","",""
"1989","no degree/no degree yet","no migration background","","","","","","","","","","","","","",""
"1989","Other degree","direct migration background","3.32","3","88","2","2","4","5","7","3.05","3.59","1","7","3","3"
"1989","Other degree","indirect migration background","","","","","","","","","","","","","",""
"1989","Other degree","no migration background","","","","","","","","","","","","","",""
"1989","secondary school degree","direct migration background","","","","","","","","","","","","","",""
"1989","secondary school degree","indirect migration background","","","","","","","","","","","","","",""
"1989","secondary school degree","no migration background","3.27","3","173","2","2","4","5","10","3.01","3.53","1","10","3","3"
"1990","college entrance qualification","direct migration background","3.21","3","30","2","2","4","5","6","2.78","3.64","1","6","3","4"
"1990","college entrance qualification","indirect migration background","","","","","","","","","","","","","",""
"1990","college entrance qualification","no migration background","3.6","3","641","2","2","4","5","7","3.34","3.86","1","60","3","3"
"1990","lower secondary degree","direct migration background","2.95","3","132","2","2","3","4","7","2.76","3.14","1","7","3","3"
"1990","lower secondary degree","indirect migration background","","","","","","","","","","","","","",""
"1990","lower secondary degree","no migration background","3.06","3","1846","2","2","4","5","7","3","3.12","0","10","3","3"
"1990","no degree/no degree yet","direct migration background","2.61","3","54","1","1","3","5","7","2.17","3.05","1","9","3","4"
"1990","no degree/no degree yet","indirect migration background","","","","","","","","","","","","","",""
"1990","no degree/no degree yet","no migration background","3.74","3","49","2","3","4","6","6","3.41","4.07","1","6","3","4"
"1990","Other degree","direct migration background","3.16","3","85","2","3","4","5","7","2.83","3.49","1","9","3","3"
"1990","Other degree","indirect migration background","","","","","","","","","","","","","",""
"1990","Other degree","no migration background","2.81","3","58","2","2","3","4","6","2.47","3.15","1","8","3","3"
"1990","secondary school degree","direct migration background","3.12","3","51","2","2","4","5","6","2.79","3.45","1","6","3","4"
"1990","secondary school degree","indirect migration background","","","","","","","","","","","","","",""
"1990","secondary school degree","no migration background","3.3","3","2094","2","3","4","5","7","3.25","3.35","1","10","3","3"
"1991","college entrance qualification","direct migration background","","","","","","","","","","","","","",""
"1991","college entrance qualification","indirect migration background","","","","","","","","","","","","","",""
"1991","college entrance qualification","no migration background","3.48","3","179","2","2","5","6","8","3.2","3.76","1","11","3","4"
"1991","lower secondary degree","direct migration background","3.44","3","62","2","2","4","6","9","3.08","3.8","1","9","2","3"
"1991","lower secondary degree","indirect migration background","","","","","","","","","","","","","",""
"1991","lower secondary degree","no migration background","3.38","3","319","1","2","5","6","10","3.18","3.58","1","10","3","3"
"1991","no degree/no degree yet","direct migration background","2.92","3","44","2","2","4","4","6","2.54","3.3","1","6","2","3"
"1991","no degree/no degree yet","indirect migration background","","","","","","","","","","","","","",""
"1991","no degree/no degree yet","no migration background","","","","","","","","","","","","","",""
"1991","Other degree","direct migration background","3.42","3","60","2","3","4","5","8","3.06","3.78","1","8","3","3"
"1991","Other degree","indirect migration background","","","","","","","","","","","","","",""
"1991","Other degree","no migration background","","","","","","","","","","","","","",""
"1991","secondary school degree","direct migration background","","","","","","","","","","","","","",""
"1991","secondary school degree","indirect migration background","","","","","","","","","","","","","",""
"1991","secondary school degree","no migration background","3.44","3","353","2","2","4","6","8","3.26","3.62","1","10","3","3"
"1992","college entrance qualification","direct migration background","","","","","","","","","","","","","",""
"1992","college entrance qualification","indirect migration background","","","","","","","","","","","","","",""
"1992","college entrance qualification","no migration background","3.37","3","175","1","2","4","6","9","3.13","3.61","0","9","3","3"
"1992","lower secondary degree","direct migration background","3.21","3","74","2","2","4","6","9","2.89","3.53","1","9","3","3"
"1992","lower secondary degree","indirect migration background","","","","","","","","","","","","","",""
"1992","lower secondary degree","no migration background","3.39","3","326","1","2","4","6","9","3.21","3.57","1","10","3","3"
"1992","no degree/no degree yet","direct migration background","","","","","","","","","","","","","",""
"1992","no degree/no degree yet","indirect migration background","","","","","","","","","","","","","",""
"1992","no degree/no degree yet","no migration background","","","","","","","","","","","","","",""
"1992","Other degree","direct migration background","3.07","3","68","2","2","4","5","7","2.7","3.44","1","7","2","3"
"1992","Other degree","indirect migration background","","","","","","","","","","","","","",""
"1992","Other degree","no migration background","","","","","","","","","","","","","",""
"1992","secondary school degree","direct migration background","","","","","","","","","","","","","",""
"1992","secondary school degree","indirect migration background","","","","","","","","","","","","","",""
"1992","secondary school degree","no migration background","3.23","3","356","2","2","4","5","8","3.06","3.4","1","10","3","3"
"1993","college entrance qualification","direct migration background","","","","","","","","","","","","","",""
