"year","education","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"1984","college entrance qualification","West Germany","4.22","4","1292","2","3","5","6","10","4.01","4.43","0","82","4","4"
"1984","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"1984","lower secondary degree","West Germany","3.87","3","6089","2","3","5","6","9","3.8","3.94","0","82","3","4"
"1984","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"1984","no degree/no degree yet","West Germany","3.97","4","1301","2","3","5","6","9","3.83","4.11","0","80","3","3"
"1984","Other degree","East Germany","","","","","","","","","","","","","",""
"1984","Other degree","West Germany","3.27","3","1449","2","2","4","5","9","3.06","3.48","1","80","3","3"
"1984","secondary school degree","East Germany","","","","","","","","","","","","","",""
"1984","secondary school degree","West Germany","4.01","4","1945","2","3","5","6","9","3.91","4.11","1","80","4","4"
"1985","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"1985","college entrance qualification","West Germany","3.38","3","133","1","2","4","5","10","3.07","3.69","1","10","3","4"
"1985","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"1985","lower secondary degree","West Germany","3.61","3","333","2","2","4","5","10","3.33","3.89","0","42","3","4"
"1985","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"1985","no degree/no degree yet","West Germany","3.33","3","79","1","3","4","5","5","3.03","3.63","1","9","3","4"
"1985","Other degree","East Germany","","","","","","","","","","","","","",""
"1985","Other degree","West Germany","3.09","3","90","1","3","4","4","5","2.82","3.36","0","9","3","4"
"1985","secondary school degree","East Germany","","","","","","","","","","","","","",""
"1985","secondary school degree","West Germany","3.27","3","151","2","2","4","5","8","3.02","3.52","1","11","3","4"
"1986","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"1986","college entrance qualification","West Germany","3.12","3","151","1","2","4","6","10","2.83","3.41","1","10","3","3"
"1986","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"1986","lower secondary degree","West Germany","3.32","3","404","2","2","4","6","8","3.17","3.47","1","11","3","3"
"1986","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"1986","no degree/no degree yet","West Germany","3.49","3","96","2","3","4","6","8","3.17","3.81","1","8","3","3"
"1986","Other degree","East Germany","","","","","","","","","","","","","",""
