"year","migback","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","direct migration background","East Germany","","","","","","","","","","","","","",""
"1984","direct migration background","West Germany","3.37","3","3405","2","2","4","5","8","3.27","3.47","0","80","3","3"
"1984","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1984","indirect migration background","West Germany","3.4","3","127","2","3","4","5","6","3.22","3.58","1","7","3","4"
"1984","no migration background","East Germany","","","","","","","","","","","","","",""
"1984","no migration background","West Germany","3.99","4","8636","2","3","5","6","9","3.93","4.05","0","82","4","4"
"1985","direct migration background","East Germany","","","","","","","","","","","","","",""
"1985","direct migration background","West Germany","3.06","3","235","1","2","4","4","6","2.9","3.22","0","9","3","3"
"1985","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1985","indirect migration background","West Germany","","","","","","","","","","","","","",""
"1985","no migration background","East Germany","","","","","","","","","","","","","",""
"1985","no migration background","West Germany","3.39","3","555","2","2","4","5","10","3.25","3.53","0","11","3","3"
"1986","direct migration background","East Germany","","","","","","","","","","","","","",""
"1986","direct migration background","West Germany","3.1","3","292","2","2","4","5","7","2.96","3.24","1","8","3","3"
"1986","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1986","indirect migration background","West Germany","","","","","","","","","","","","","",""
"1986","no migration background","East Germany","","","","","","","","","","","","","",""
"1986","no migration background","West Germany","3.24","3","676","1","2","4","6","8","3.11","3.37","1","11","3","3"
"1987","direct migration background","East Germany","","","","","","","","","","","","","",""
"1987","direct migration background","West Germany","3.29","3","279","2","2","4","5","7","3.14","3.44","1","9","3","3"
"1987","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1987","indirect migration background","West Germany","","","","","","","","","","","","","",""
"1987","no migration background","East Germany","","","","","","","","","","","","","",""
"1987","no migration background","West Germany","3.17","3","558","2","2","4","5","7","3.06","3.28","1","8","3","3"
"1988","direct migration background","East Germany","","","","","","","","","","","","","",""
"1988","direct migration background","West Germany","3.11","3","263","2","2","4","5","8","2.89","3.33","1","9","3","3"
"1988","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1988","indirect migration background","West Germany","","","","","","","","","","","","","",""
"1988","no migration background","East Germany","","","","","","","","","","","","","",""
"1988","no migration background","West Germany","3.14","3","546","1","2","4","6","9","3","3.28","0","11","3","3"
"1989","direct migration background","East Germany","","","","","","","","","","","","","",""
"1989","direct migration background","West Germany","3.25","3","234","2","2","4","5","8","3.07","3.43","1","8","3","3"
"1989","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1989","indirect migration background","West Germany","","","","","","","","","","","","","",""
"1989","no migration background","East Germany","","","","","","","","","","","","","",""
"1989","no migration background","West Germany","3.25","3","543","2","2","4","6","10","3.11","3.39","0","10","3","3"
"1990","direct migration background","East Germany","3.2","3","141","2","2","4","5","7","3.01","3.39","1","7","3","3"
"1990","direct migration background","West Germany","2.84","3","220","1","2","3","4","6","2.65","3.03","1","9","3","3"
"1990","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1990","indirect migration background","West Germany","","","","","","","","","","","","","",""
"1990","no migration background","East Germany","3.23","3","4228","2","2","4","5","7","3.19","3.27","1","10","3","3"
"1990","no migration background","West Germany","3.23","3","479","1","2","4","5","7","2.88","3.58","0","60","3","3"
"1991","direct migration background","East Germany","","","","","","","","","","","","","",""
"1991","direct migration background","West Germany","3.17","3","209","2","2","4","5","9","2.98","3.36","1","9","3","3"
"1991","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1991","indirect migration background","West Germany","2.96","2","32","1","2","4","6","6","2.43","3.49","1","6","2","4"
"1991","no migration background","East Germany","3.21","3","270","1","2","4","6","8","3","3.42","1","11","3","3"
"1991","no migration background","West Germany","3.47","3","617","1","2","5","6","9","3.33","3.61","1","10","3","4"
"1992","direct migration background","East Germany","","","","","","","","","","","","","",""
"1992","direct migration background","West Germany","3.61","3","209","2","2","4","6","9","3.39","3.83","1","9","3","3"
"1992","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1992","indirect migration background","West Germany","3.26","3","35","1","2","5","6","7","2.7","3.82","1","7","2","3"
"1992","no migration background","East Germany","3.11","3","311","1","2","4","5","8","2.94","3.28","1","8","3","3"
"1992","no migration background","West Germany","3.39","3","592","1","2","4","6","9","3.25","3.53","0","10","3","3"
"1993","direct migration background","East Germany","","","","","","","","","","","","","",""
"1993","direct migration background","West Germany","3.39","3","239","2","2","4","6","8","3.21","3.57","1","8","3","3"
"1993","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1993","indirect migration background","West Germany","3.6","3","68","1","2","5","7","8","3.22","3.98","1","8","2","3"
"1993","no migration background","East Germany","3.26","3","279","2","2","4","5","7","3.08","3.44","1","8","3","3"
"1993","no migration background","West Germany","3.46","3","675","1","2","4","6","8","3.33","3.59","1","11","3","3"
"1994","direct migration background","East Germany","","","","","","","","","","","","","",""
"1994","direct migration background","West Germany","3.42","3","207","1","2","4","6","8","3.23","3.61","1","8","3","3"
"1994","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1994","indirect migration background","West Germany","2.97","2","71","1","2","3","4","8","2.66","3.28","1","8","2","3"
"1994","no migration background","East Germany","3.18","3","331","2","2","4","5","9","3","3.36","1","10","3","3"
"1994","no migration background","West Germany","3.37","3","718","1","2","4","6","10","3.24","3.5","1","10","3","3"
"1995","direct migration background","East Germany","","","","","","","","","","","","","",""
"1995","direct migration background","West Germany","2.98","3","628","1","2","4","4","9","2.87","3.09","1","9","3","3"
"1995","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1995","indirect migration background","West Germany","3.13","3","54","2","2","3","5","9","2.74","3.52","1","9","2","3"
"1995","no migration background","East Germany","3.29","3","357","2","2","4","5","8","3.13","3.45","1","8","3","4"
"1995","no migration background","West Germany","3.6","3","815","2","2","5","6","8","3.48","3.72","1","9","3","4"
"1996","direct migration background","East Germany","","","","","","","","","","","","","",""
"1996","direct migration background","West Germany","3.03","3","327","2","2","4","4","7","2.9","3.16","1","8","3","3"
"1996","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1996","indirect migration background","West Germany","3.05","3","76","2","2","4","5","8","2.75","3.35","1","8","2","3"
"1996","no migration background","East Germany","3.2","3","423","2","2","4","5","8","3.06","3.34","1","9","3","3"
"1996","no migration background","West Germany","3.57","3","743","2","2","5","6","8","3.45","3.69","1","11","3","4"
"1997","direct migration background","East Germany","","","","","","","","","","","","","",""
"1997","direct migration background","West Germany","3.24","3","280","2","2","4","5","8","3.07","3.41","1","10","3","3"
"1997","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1997","indirect migration background","West Germany","3.2","3","87","2","2","4","5","9","2.89","3.51","1","9","3","4"
"1997","no migration background","East Germany","3.09","3","420","2","2","4","5","7","2.96","3.22","1","8","3","3"
"1997","no migration background","West Germany","3.55","3","661","1","2","5","6","9","3.41","3.69","1","11","3","3"
"1998","direct migration background","East Germany","3.07","3","115","2","2","4","5","6","2.85","3.29","1","7","3","3"
"1998","direct migration background","West Germany","3.45","3","2270","2","3","4","5","9","3.39","3.51","1","14","3","3"
"1998","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1998","indirect migration background","West Germany","3.71","3","575","2","3","5","6","9","3.59","3.83","1","9","3","3"
"1998","no migration background","East Germany","3.44","3","3689","2","3","4","5","8","3.39","3.49","1","13","3","3"
"1998","no migration background","West Germany","3.97","4","7403","2","3","5","6","9","3.93","4.01","1","18","4","4"
"1999","direct migration background","East Germany","","","","","","","","","","","","","",""
"1999","direct migration background","West Germany","3.44","3","253","2","2","4","5","9","3.26","3.62","1","9","3","3"
"1999","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1999","indirect migration background","West Germany","3.34","3","116","2","2","4","5","9","3.03","3.65","1","9","3","3"
"1999","no migration background","East Germany","3.41","3","389","2","2","4","5","14","3.25","3.57","1","14","3","3"
"1999","no migration background","West Germany","3.68","3","798","2","2","4","7","12","3.55","3.81","1","13","3","4"
"2000","direct migration background","East Germany","3.01","3","62","2","2","4","5","7","2.66","3.36","1","9","3","3"
"2000","direct migration background","West Germany","3.48","3","1405","2","3","4","5","8","3.4","3.56","1","14","3","3"
"2000","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2000","indirect migration background","West Germany","3.79","3","297","2","3","5","6","10","3.56","4.02","1","14","3","4"
"2000","no migration background","East Germany","3.54","3","2486","2","3","4","5","8","3.48","3.6","1","10","3","3"
"2000","no migration background","West Germany","4.15","4","7943","2","3","5","7","10","4.11","4.19","1","15","4","4"
"2001","direct migration background","East Germany","","","","","","","","","","","","","",""
"2001","direct migration background","West Germany","3.6","3","310","2","3","4","6","8","3.44","3.76","1","8","3","4"
"2001","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2001","indirect migration background","West Germany","3.48","3","117","2","3","4","5","7","3.21","3.75","1","8","3","3"
"2001","no migration background","East Germany","3.24","3","517","2","2","4","5","8","3.12","3.36","1","9","3","3"
"2001","no migration background","West Germany","3.96","4","1224","2","3","5","7","10","3.85","4.07","1","13","4","4"
"2002","direct migration background","East Germany","3.06","3","113","2","2","4","5","6","2.83","3.29","1","9","3","3"
"2002","direct migration background","West Germany","3.53","3","2682","2","3","4","5","8","3.47","3.59","1","17","3","3"
"2002","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2002","indirect migration background","West Germany","3.75","4","751","2","3","5","6","8","3.64","3.86","1","9","3","4"
"2002","no migration background","East Germany","3.46","3","5268","2","3","4","5","8","3.42","3.5","1","11","3","4"
"2002","no migration background","West Germany","4.12","4","14079","2","3","5","6","9","4.09","4.15","1","19","4","4"
"2003","direct migration background","East Germany","3.28","3","104","2","2","4","5","8","3","3.56","1","9","3","3"
"2003","direct migration background","West Germany","3.52","3","2530","2","3","4","5","8","3.46","3.58","1","13","3","3"
"2003","indirect migration background","East Germany","2.96","2","31","1","2","4","6","8","2.33","3.59","1","8","2","4"
"2003","indirect migration background","West Germany","3.95","4","757","2","3","5","6","11","3.82","4.08","1","15","3","4"
"2003","no migration background","East Germany","3.49","3","5219","2","3","4","5","8","3.45","3.53","1","13","3","4"
"2003","no migration background","West Germany","4.11","4","13590","2","3","5","6","9","4.08","4.14","1","16","4","4"
"2004","direct migration background","East Germany","3.21","3","99","2","2","4","5","8","2.96","3.46","1","8","3","3"
"2004","direct migration background","West Germany","3.6","3","2442","2","3","4","6","8","3.54","3.66","1","18","3","3"
"2004","indirect migration background","East Germany","2.97","3","35","1","2","3","6","8","2.36","3.58","1","8","2","4"
"2004","indirect migration background","West Germany","3.85","4","776","2","3","5","6","10","3.73","3.97","1","13","3","4"
"2004","no migration background","East Germany","3.47","3","5105","2","3","4","5","8","3.43","3.51","1","14","3","4"
"2004","no migration background","West Germany","4.11","4","13221","2","3","5","6","9","4.08","4.14","1","18","4","4"
"2005","direct migration background","East Germany","3.12","3","101","2","2","4","5","7","2.87","3.37","1","8","3","3"
"2005","direct migration background","West Germany","3.6","3","2279","2","3","4","6","8","3.54","3.66","1","15","3","3"
"2005","indirect migration background","East Germany","3.23","3","35","1","2","4","6","7","2.68","3.78","1","7","3","4"
"2005","indirect migration background","West Germany","3.82","3","798","2","3","4","6","10","3.7","3.94","1","11","3","4"
"2005","no migration background","East Germany","3.5","3","4919","2","3","4","5","8","3.46","3.54","1","20","4","4"
"2005","no migration background","West Germany","4.1","4","12661","2","3","5","6","9","4.07","4.13","1","25","4","4"
"2006","direct migration background","East Germany","3.09","3","112","2","2","3","5","6","2.88","3.3","1","7","3","3"
"2006","direct migration background","West Germany","3.55","3","2287","2","3","4","5","8","3.48","3.62","1","17","3","3"
"2006","indirect migration background","East Germany","2.96","2.36","43","1","2","4","5","7","2.46","3.46","1","7","3","4"
"2006","indirect migration background","West Germany","3.67","3","819","2","3","4","5","9","3.55","3.79","1","14","3","4"
"2006","no migration background","East Germany","3.46","3","5223","2","3","4","5","8","3.42","3.5","1","15","3","4"
"2006","no migration background","West Germany","4.12","4","13858","2","3","5","6","9","4.09","4.15","1","22","4","4"
"2007","direct migration background","East Germany","2.95","3","94","2","2","3","4","7","2.66","3.24","1","8","3","3"
"2007","direct migration background","West Germany","3.56","3","2053","2","3","4","5","8","3.49","3.63","1","15","3","4"
"2007","indirect migration background","East Germany","3.62","3","45","2","3","4","6","7","3.12","4.12","1","8","3","4"
"2007","indirect migration background","West Germany","3.65","3","800","2","3","4","6","8","3.53","3.77","1","14","3","4"
"2007","no migration background","East Germany","3.52","3","4969","2","3","4","5","8","3.48","3.56","1","12","3","4"
"2007","no migration background","West Germany","4.18","4","12979","2","3","5","7","9","4.15","4.21","1","22","4","4"
"2008","direct migration background","East Germany","3.19","3","81","2","2","4","5","8","2.85","3.53","1","9","3","3"
"2008","direct migration background","West Germany","3.59","3","1835","2","3","4","5","8","3.52","3.66","1","16","3","4"
"2008","indirect migration background","East Germany","3.41","3","45","2","2","4","6","7","2.94","3.88","2","7","3","4"
"2008","indirect migration background","West Germany","3.73","4","785","2","3","5","6","10","3.62","3.84","1","12","3","4"
"2008","no migration background","East Germany","3.51","3","4697","2","3","4","5","8","3.47","3.55","1","14","3","4"
"2008","no migration background","West Germany","4.2","4","12206","2","3","5","7","10","4.17","4.23","1","24","4","4"
"2009","direct migration background","East Germany","3.19","3","76","2","2","4","5","9","2.85","3.53","1","9","3","3"
"2009","direct migration background","West Germany","3.65","3","1594","2","3","4","6","8","3.57","3.73","1","12","3","4"
"2009","indirect migration background","East Germany","4.12","3.1","43","2","2","5","9","9","3.44","4.8","1","9","3","5"
"2009","indirect migration background","West Germany","3.8","4","709","2","3","5","6","8","3.68","3.92","1","11","4","4"
"2009","no migration background","East Germany","3.56","3","4465","2","3","4","5","8","3.52","3.6","1","15","3","4"
"2009","no migration background","West Germany","4.2","4","11440","2","3","5","7","10","4.17","4.23","1","17","4","4"
"2010","direct migration background","East Germany","3.32","3","128","2","3","4","6","9","3.07","3.57","1","9","3","3"
"2010","direct migration background","West Germany","3.67","3","2788","2","3","4","5","9","3.62","3.72","1","15","3","4"
"2010","indirect migration background","East Germany","3.39","3","78","2","2","4","6","9","3.04","3.74","1","9","3","4"
"2010","indirect migration background","West Germany","3.8","4","1150","2","3","5","6","8","3.71","3.89","1","18","4","4"
"2010","no migration background","East Germany","3.55","3","5315","2","3","4","5","8","3.51","3.59","1","16","4","4"
"2010","no migration background","West Germany","4.19","4","14933","2","3","5","7","9","4.16","4.22","1","18","4","4"
"2011","direct migration background","East Germany","3.07","3","159","2","2","4","4","6","2.85","3.29","1","10","3","3"
"2011","direct migration background","West Germany","3.68","3","3119","2","3","4","6","8","3.62","3.74","1","24","4","4"
"2011","indirect migration background","East Germany","3.29","3","90","2","2","4","5","7","2.97","3.61","1","10","3","4"
"2011","indirect migration background","West Germany","3.9","4","1320","2","3","5","6","8","3.81","3.99","1","18","4","4"
"2011","no migration background","East Germany","3.53","3","6161","2","3","4","5","8","3.49","3.57","1","15","4","4"
"2011","no migration background","West Germany","4.2","4","18148","2","3","5","7","9","4.17","4.23","1","18","4","4"
"2012","direct migration background","East Germany","3.05","3","156","2","2","4","4","6","2.83","3.27","1","10","3","4"
"2012","direct migration background","West Germany","3.68","3","2913","2","3","4","5","8","3.62","3.74","1","24","4","4"
"2012","indirect migration background","East Germany","3.19","3","82","1","2","4","6","7","2.79","3.59","1","10","3","4"
"2012","indirect migration background","West Germany","3.95","4","1292","2","3","5","6","8","3.86","4.04","1","11","4","4"
"2012","no migration background","East Germany","3.53","3","6037","2","3","4","5","8","3.49","3.57","1","13","4","4"
"2012","no migration background","West Germany","4.22","4","17779","2","3","5","7","10","4.19","4.25","1","22","4","4"
"2013","direct migration background","East Germany","3.06","3","439","2","2","4","4","7","2.94","3.18","1","11","3","4"
"2013","direct migration background","West Germany","3.55","3","5988","2","3","4","6","8","3.51","3.59","1","13","3","3"
"2013","indirect migration background","East Germany","3.23","3","110","2","2","4","5","10","2.9","3.56","1","11","3","4"
"2013","indirect migration background","West Germany","3.76","3","2127","2","3","5","6","8","3.69","3.83","1","13","4","4"
"2013","no migration background","East Germany","3.53","3","5690","2","3","4","5","8","3.49","3.57","1","14","4","4"
"2013","no migration background","West Germany","4.26","4","16951","2","3","5","7","9","4.23","4.29","1","20","4","4"
"2014","direct migration background","East Germany","2.86","3","353","1","2","4","4","7","2.73","2.99","1","10","3","3"
"2014","direct migration background","West Germany","3.62","3","4826","2","3","4","6","8","3.58","3.66","1","15","3","4"
"2014","indirect migration background","East Germany","3.19","3","117","2","2","4","5","7","2.89","3.49","1","10","3","4"
"2014","indirect migration background","West Germany","3.81","4","1814","2","3","5","6","8","3.74","3.88","1","11","4","4"
"2014","no migration background","East Germany","3.5","3","5217","2","3","4","5","8","3.46","3.54","1","13","3","4"
"2014","no migration background","West Germany","4.25","4","15416","2","3","5","7","9","4.22","4.28","1","16","4","4"
"2015","direct migration background","East Germany","2.8","3","435","1","2","3","4","6","2.68","2.92","1","10","3","3"
"2015","direct migration background","West Germany","3.57","3","5559","2","3","4","6","8","3.53","3.61","1","14","3","3"
"2015","indirect migration background","East Germany","3.42","3","118","2","3","4","5","7","3.13","3.71","1","10","3","4"
"2015","indirect migration background","West Germany","3.81","3","1688","2","3","5","6","8","3.73","3.89","1","12","4","4"
"2015","no migration background","East Germany","3.48","3","4984","2","3","4","5","8","3.44","3.52","1","12","3","4"
"2015","no migration background","West Germany","4.27","4","14699","2","3","5","7","9","4.24","4.3","1","16","4","4"
"2016","direct migration background","East Germany","2.78","3","869","1","2","3","4","6","2.71","2.85","1","10","3","3"
"2016","direct migration background","West Germany","3.56","3","7029","2","3","4","6","8","3.53","3.59","1","15","3","3"
"2016","indirect migration background","East Germany","3.09","3","114","2","2","4","5","7","2.78","3.4","1","10","3","4"
"2016","indirect migration background","West Germany","3.75","3","1572","2","3","5","6","8","3.67","3.83","1","15","4","4"
"2016","no migration background","East Germany","3.54","3","4690","2","3","4","6","8","3.5","3.58","1","12","4","4"
"2016","no migration background","West Germany","4.29","4","13640","2","3","5","7","10","4.26","4.32","1","16","4","5"
"2017","direct migration background","East Germany","2.92","3","971","1","2","4","4","6","2.85","2.99","1","10","3","3"
"2017","direct migration background","West Germany","3.56","3","7788","2","3","4","6","8","3.53","3.59","1","13","3","3"
"2017","indirect migration background","East Germany","3.18","3","115","2","2","4","5","6","2.88","3.48","1","10","3","4"
"2017","indirect migration background","West Germany","3.79","3","1722","2","3","5","6","9","3.71","3.87","1","12","4","4"
"2017","no migration background","East Germany","3.54","3","5224","2","3","4","5","8","3.5","3.58","1","13","4","4"
"2017","no migration background","West Germany","4.27","4","15460","2","3","5","7","10","4.24","4.3","1","16","4","4"
"2018","direct migration background","East Germany","2.87","3","892","1","2","4","4","6","2.79","2.95","1","10","3","3"
"2018","direct migration background","West Germany","3.62","3","7186","2","3","4","6","8","3.59","3.65","1","12","3","3"
"2018","indirect migration background","East Germany","3.26","3","126","2","3","4","5","6","2.99","3.53","1","10","3","4"
"2018","indirect migration background","West Germany","3.94","4","1677","2","3","5","6","8","3.86","4.02","1","14","4","4"
"2018","no migration background","East Germany","3.61","3","5085","2","3","4","6","8","3.57","3.65","1","12","4","4"
"2018","no migration background","West Germany","4.32","4","14686","2","3","5","7","10","4.29","4.35","1","18","4","4"
"2019","direct migration background","East Germany","3.06","3","746","2","2","4","4","6","2.96","3.16","1","25","3","3"
"2019","direct migration background","West Germany","3.68","3","6514","2","3","5","6","8","3.65","3.71","1","12","3","3"
"2019","indirect migration background","East Germany","3.61","3","132","2","3","4","5","7","3.23","3.99","1","17","4","4"
