"year","age_gr","education","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","16-34 y.","college entrance qualification","4","3","672","2","3","5","6","11","3.65","4.35","0","82","3","4"
"1984","16-34 y.","lower secondary degree","3.96","4","1830","2","3","5","6","10","3.84","4.08","0","80","3","4"
"1984","16-34 y.","no degree/no degree yet","4.44","4","518","2","3","5","6","9","4.12","4.76","1","80","3","3"
"1984","16-34 y.","Other degree","3.18","3","522","2","2","3","5","9","2.88","3.48","1","80","3","3"
"1984","16-34 y.","secondary school degree","4.02","4","1013","2","3","5","6","9","3.92","4.12","1","11","4","4"
"1984","35-65 y.","college entrance qualification","4.58","4","523","2","3","5","7","10","4.35","4.81","1","51","4","4"
"1984","35-65 y.","lower secondary degree","4.09","4","3290","2","3","5","6","9","3.99","4.19","1","80","4","4"
"1984","35-65 y.","no degree/no degree yet","3.14","3","765","2","2","4","5","6","3.06","3.22","0","8","3","3"
"1984","35-65 y.","Other degree","3.35","3","920","2","2","4","5","9","3.07","3.63","1","80","3","3"
"1984","35-65 y.","secondary school degree","4.29","4","750","3","3","5","6","9","4.06","4.52","1","80","4","4"
"1984","66 and older","college entrance qualification","3.81","3","97","2","3","5","6","9","3.47","4.15","1","9","3","4"
"1984","66 and older","lower secondary degree","3.23","3","969","2","2","4","5","8","3.04","3.42","0","82","3","3"
"1984","66 and older","no degree/no degree yet","","","","","","","","","","","","","",""
"1984","66 and older","Other degree","","","","","","","","","","","","","",""
"1984","66 and older","secondary school degree","3.15","3","182","2","2","4","5","8","2.95","3.35","1","9","3","3"
"1985","16-34 y.","college entrance qualification","3.34","3","106","1","2","4","5","10","2.99","3.69","1","10","3","3"
"1985","16-34 y.","lower secondary degree","3.68","3","212","2","2","4","5","10","3.27","4.09","0","42","3","3"
"1985","16-34 y.","no degree/no degree yet","3.57","4","32","1","3","5","5","5","3.14","4","1","6","3","4"
"1985","16-34 y.","Other degree","2.82","3","51","1","2","4","4","5","2.49","3.15","0","5","3","3"
"1985","16-34 y.","secondary school degree","3.09","3","115","2","2","4","5","8","2.81","3.37","1","8","3","3"
"1985","35-65 y.","college entrance qualification","","","","","","","","","","","","","",""
"1985","35-65 y.","lower secondary degree","3.58","3","111","2","3","4","6","10","3.26","3.9","0","11","3","4"
"1985","35-65 y.","no degree/no degree yet","3.06","3","47","1","3","4","4","9","2.64","3.48","1","9","3","3"
"1985","35-65 y.","Other degree","3.62","4","39","3","3","4","4.79","9","3.2","4.04","0","9","3","4"
"1985","35-65 y.","secondary school degree","4.41","4","31","3","4","5","5","11","3.84","4.98","3","11","4","5"
"1985","66 and older","college entrance qualification","","","","","","","","","","","","","",""
"1985","66 and older","lower secondary degree","","","","","","","","","","","","","",""
"1985","66 and older","no degree/no degree yet","","","","","","","","","","","","","",""
"1985","66 and older","Other degree","","","","","","","","","","","","","",""
"1985","66 and older","secondary school degree","","","","","","","","","","","","","",""
"1986","16-34 y.","college entrance qualification","2.99","3","113","1","2","4","5","10","2.67","3.31","1","10","3","3"
"1986","16-34 y.","lower secondary degree","3.32","3","270","2","2","4","6","8","3.15","3.49","1","11","3","3"
"1986","16-34 y.","no degree/no degree yet","3.75","3","43","2","3","5","7","8","3.2","4.3","1","8","3","4"
"1986","16-34 y.","Other degree","2.85","3","58","2","2","4","4","6","2.61","3.09","1","6","3","3"
"1986","16-34 y.","secondary school degree","3.04","3","160","1","2","4","5","8","2.82","3.26","1","9","3","3"
"1986","35-65 y.","college entrance qualification","3.44","3","38","1","2","4","6","9","2.78","4.1","1","9","3","4"
"1986","35-65 y.","lower secondary degree","3.61","3","115","2","3","4","6","8","3.29","3.93","1","8","3","4"
"1986","35-65 y.","no degree/no degree yet","2.93","3","53","1","2","3","5","8","2.57","3.29","1","8","3","3"
"1986","35-65 y.","Other degree","2.7","2","64","2","2","3","4","7","2.39","3.01","1","7","2","3"
