"year","age_gr","hgtyp1hh","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","16-34 y.","(Married) couple without C.","3.12","3","643","2","2","3","4","6","2.86","3.38","1","60","3","3"
"1984","16-34 y.","1-pers.-HH","2.01","2","355","1","1","2","3","6","1.9","2.12","0","11","2","2"
"1984","16-34 y.","Couple + C. GT 16 ","4.9","4","789","3","4","6","7","10","4.68","5.12","2","80","4","4"
"1984","16-34 y.","Couple + C. LE 16","3.8","3","1500","3","3","4","5","8","3.68","3.92","0","80","3","3"
"1984","16-34 y.","Couple + C. LE and GT 16","5.45","5","706","3","4","6","8","11","5.16","5.74","2","80","4","4"
"1984","16-34 y.","Single parent","3.99","3","284","2","3","5","6","7","3.42","4.56","1","82","3","3"
"1984","35-65 y.","(Married) couple without C.","3.56","3","1476","2","3","4","5","8","3.43","3.69","1","51","3","3"
"1984","35-65 y.","1-pers.-HH","2.63","2","509","1","2","3","4","8","2.47","2.79","1","35","2","2"
"1984","35-65 y.","Couple + C. GT 16 ","4.7","4","1142","3","3","5","7","10","4.5","4.9","2","80","4","4"
"1984","35-65 y.","Couple + C. LE 16","4.27","4","1559","3","3","5","6","8","4.15","4.39","0","80","4","4"
"1984","35-65 y.","Couple + C. LE and GT 16","5.24","5","1011","3","4","6","7","11","4.96","5.52","2","80","4","4"
"1984","35-65 y.","Single parent","3.78","3","262","2","3","4","6","8","3.61","3.95","1","9","3","3"
"1984","66 and older","(Married) couple without C.","3.36","3","574","2","3","4","5","7","3.26","3.46","1","9","3","3"
"1984","66 and older","1-pers.-HH","2.58","2","462","2","2","3","4","6","2.48","2.68","0","8","2","3"
"1984","66 and older","Couple + C. GT 16 ","5","4","48","3","4","6","8","11","4.44","5.56","2","11","4","5"
"1984","66 and older","Couple + C. LE 16","","","","","","","","","","","","","",""
"1984","66 and older","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"1984","66 and older","Single parent","","","","","","","","","","","","","",""
"1985","16-34 y.","(Married) couple without C.","3.06","3","159","2","2","4","4","6","2.88","3.24","0","6","3","3"
"1985","16-34 y.","1-pers.-HH","2.68","2","83","1","1","2","3","42","1.69","3.67","1","42","2","2"
"1985","16-34 y.","Couple + C. GT 16 ","4.58","4","43","3","4","5","10","10","3.96","5.2","1","10","4","5"
"1985","16-34 y.","Couple + C. LE 16","4.12","4","158","3","3","5","6","8","3.92","4.32","0","8","4","4"
"1985","16-34 y.","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"1985","16-34 y.","Single parent","","","","","","","","","","","","","",""
"1985","35-65 y.","(Married) couple without C.","3.51","3","39","2","3","4","5","6","3.16","3.86","1","6","3","4"
"1985","35-65 y.","1-pers.-HH","","","","","","","","","","","","","",""
"1985","35-65 y.","Couple + C. GT 16 ","4.13","4","55","3","3","5","6","10","3.68","4.58","1","10","4","4"
"1985","35-65 y.","Couple + C. LE 16","4.44","4","87","3","3","5","6","11","4.04","4.84","0","11","3","4"
"1985","35-65 y.","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"1985","35-65 y.","Single parent","","","","","","","","","","","","","",""
"1985","66 and older","(Married) couple without C.","","","","","","","","","","","","","",""
"1985","66 and older","1-pers.-HH","","","","","","","","","","","","","",""
"1985","66 and older","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"1985","66 and older","Couple + C. LE 16","","","","","","","","","","","","","",""
"1985","66 and older","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"1985","66 and older","Single parent","","","","","","","","","","","","","",""
"1986","16-34 y.","(Married) couple without C.","3.06","3","243","2","2","3","5","6","2.91","3.21","1","9","3","3"
"1986","16-34 y.","1-pers.-HH","1.96","2","111","1","1","2","4","6","1.74","2.18","1","6","1","2"
"1986","16-34 y.","Couple + C. GT 16 ","4.73","3.82","34","3","3","6","8","8","4.1","5.36","3","8","3","6"
