"year","hgtyp1hh","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","(Married) couple without C.","direct migration background","3.11","3","464","2","2","3","5","9","2.84","3.38","1","45","2","3"
"1984","(Married) couple without C.","indirect migration background","","","","","","","","","","","","","",""
"1984","(Married) couple without C.","no migration background","3.44","3","2219","2","3","4","5","7","3.34","3.54","1","60","3","3"
"1984","1-pers.-HH","direct migration background","1.93","2","235","1","1","2","3","6","1.82","2.04","1","6","1","2"
"1984","1-pers.-HH","indirect migration background","","","","","","","","","","","","","",""
"1984","1-pers.-HH","no migration background","2.52","2","1085","1","2","3","4","6","2.43","2.61","0","35","2","2"
"1984","Couple + C. GT 16 ","direct migration background","3.75","3","474","3","3","4","6","7","3.66","3.84","2","8","3","3"
"1984","Couple + C. GT 16 ","indirect migration background","3.73","3","46","3","3","4","5","7","3.44","4.02","3","7","3","4"
"1984","Couple + C. GT 16 ","no migration background","4.87","4","1459","3","4","6","7","10","4.68","5.06","2","80","4","4"
"1984","Couple + C. LE 16","direct migration background","3.42","3","1188","2","3","4","5","6","3.23","3.61","0","80","3","3"
"1984","Couple + C. LE 16","indirect migration background","","","","","","","","","","","","","",""
"1984","Couple + C. LE 16","no migration background","4.16","4","1855","3","3","5","6","8","4.1","4.22","0","11","4","4"
"1984","Couple + C. LE and GT 16","direct migration background","4.37","4","680","3","3","5","7","8","4.07","4.67","2","60","3","4"
"1984","Couple + C. LE and GT 16","indirect migration background","3.71","4","34","2","3","4","5","7","3.34","4.08","2","7","3","4"
"1984","Couple + C. LE and GT 16","no migration background","5.47","5","1003","3","4","6","8","11","5.2","5.74","2","80","5","5"
"1984","Single parent","direct migration background","3.07","3","128","2","2","4","4","7","2.88","3.26","1","7","3","3"
"1984","Single parent","indirect migration background","","","","","","","","","","","","","",""
"1984","Single parent","no migration background","4.19","4","438","3","3","5","6","9","3.68","4.7","1","82","3","4"
"1985","(Married) couple without C.","direct migration background","2.84","3","32","1","2","4","4","4","2.42","3.26","0","4","2","3"
"1985","(Married) couple without C.","indirect migration background","","","","","","","","","","","","","",""
"1985","(Married) couple without C.","no migration background","3.19","3","166","2","2","4","5","6","3.03","3.35","0","6","3","3"
"1985","1-pers.-HH","direct migration background","","","","","","","","","","","","","",""
"1985","1-pers.-HH","indirect migration background","","","","","","","","","","","","","",""
"1985","1-pers.-HH","no migration background","2.11","2","96","1","1","3","3","6","1.9","2.32","1","6","2","2"
"1985","Couple + C. GT 16 ","direct migration background","","","","","","","","","","","","","",""
"1985","Couple + C. GT 16 ","indirect migration background","","","","","","","","","","","","","",""
"1985","Couple + C. GT 16 ","no migration background","4.37","4","69","3","4","5","6","10","3.88","4.86","1","10","4","4"
"1985","Couple + C. LE 16","direct migration background","3.4","3","98","2","3","4","4","6","3.14","3.66","0","9","3","4"
"1985","Couple + C. LE 16","indirect migration background","","","","","","","","","","","","","",""
"1985","Couple + C. LE 16","no migration background","4.41","4","145","3","3","5","6","11","4.16","4.66","2","11","4","4"
"1985","Couple + C. LE and GT 16","direct migration background","3.72","3.98","36","3","3","4","4","5","3.5","3.94","3","5","3","4"
"1985","Couple + C. LE and GT 16","indirect migration background","","","","","","","","","","","","","",""
"1985","Couple + C. LE and GT 16","no migration background","","","","","","","","","","","","","",""
"1985","Single parent","direct migration background","","","","","","","","","","","","","",""
"1985","Single parent","indirect migration background","","","","","","","","","","","","","",""
"1985","Single parent","no migration background","3.37","3","35","2","3","4","5","8","2.71","4.03","0","8","3","4"
"1986","(Married) couple without C.","direct migration background","2.89","2.17","67","2","2","4","4","6","2.62","3.16","1","6","2","3"
"1986","(Married) couple without C.","indirect migration background","","","","","","","","","","","","","",""
"1986","(Married) couple without C.","no migration background","3.11","3","239","2","2","4","5","8","2.94","3.28","1","9","3","3"
"1986","1-pers.-HH","direct migration background","1.73","1.15","30","1","1","2","3","4","1.34","2.12","1","5","1","2"
"1986","1-pers.-HH","indirect migration background","","","","","","","","","","","","","",""
"1986","1-pers.-HH","no migration background","2.11","2","140","1","1","3","4","6","1.92","2.3","1","6","2","2"
"1986","Couple + C. GT 16 ","direct migration background","3.74","3","35","3","3","4","7","8","3.23","4.25","2","8","3","4"
"1986","Couple + C. GT 16 ","indirect migration background","","","","","","","","","","","","","",""
