"year","age_gr","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","16-34 y.","direct migration background","3.31","3","1391","2","2","4","5","8","3.16","3.46","1","80","3","3"
"1984","16-34 y.","indirect migration background","3.52","3.61","101","2","3","4","5","7","3.31","3.73","1","7","3","4"
"1984","16-34 y.","no migration background","4.08","4","3091","2","3","5","6","10","3.96","4.2","0","82","4","4"
"1984","35-65 y.","direct migration background","3.44","3","1979","2","2","4","5","8","3.3","3.58","0","80","3","3"
"1984","35-65 y.","indirect migration background","","","","","","","","","","","","","",""
"1984","35-65 y.","no migration background","4.21","4","4310","2","3","5","6","9","4.12","4.3","1","80","4","4"
"1984","66 and older","direct migration background","2.92","2.16","35","2","2","3","4","9","2.33","3.51","1","9","2","3"
"1984","66 and older","indirect migration background","","","","","","","","","","","","","",""
"1984","66 and older","no migration background","3.28","3","1235","2","2","4","5","8","3.13","3.43","0","82","3","3"
"1985","16-34 y.","direct migration background","2.84","3","138","1","2","4","4","6","2.65","3.03","0","6","3","3"
"1985","16-34 y.","indirect migration background","","","","","","","","","","","","","",""
"1985","16-34 y.","no migration background","3.28","3","382","2","2","4","5","8","3.12","3.44","0","10","3","3"
"1985","35-65 y.","direct migration background","3.38","3.57","97","2","3","4","4","6","3.11","3.65","0","9","3","4"
"1985","35-65 y.","indirect migration background","","","","","","","","","","","","","",""
"1985","35-65 y.","no migration background","3.75","3.37","157","2","3","5","6","10","3.47","4.03","0","11","3","4"
"1985","66 and older","direct migration background","","","","","","","","","","","","","",""
"1985","66 and older","indirect migration background","","","","","","","","","","","","","",""
"1985","66 and older","no migration background","","","","","","","","","","","","","",""
"1986","16-34 y.","direct migration background","3.28","3","158","2","2","4","5","7","3.1","3.46","1","7","3","3"
"1986","16-34 y.","indirect migration background","","","","","","","","","","","","","",""
"1986","16-34 y.","no migration background","3.17","3","483","1","2","4","5","8","3.03","3.31","1","11","3","3"
"1986","35-65 y.","direct migration background","2.91","3","134","1","2","3","5","7","2.69","3.13","1","8","3","3"
"1986","35-65 y.","indirect migration background","","","","","","","","","","","","","",""
"1986","35-65 y.","no migration background","3.66","3","170","2","2","5","6","9","3.39","3.93","1","9","3","4"
"1986","66 and older","direct migration background","","","","","","","","","","","","","",""
"1986","66 and older","indirect migration background","","","","","","","","","","","","","",""
"1986","66 and older","no migration background","","","","","","","","","","","","","",""
"1987","16-34 y.","direct migration background","3.17","3","150","1","2","4","5","7","2.96","3.38","1","7","3","3"
"1987","16-34 y.","indirect migration background","","","","","","","","","","","","","",""
"1987","16-34 y.","no migration background","3.07","3","383","1","2","4","5","7","2.93","3.21","1","8","3","3"
"1987","35-65 y.","direct migration background","3.41","4","128","2","2","4","5","7","3.18","3.64","1","9","3","4"
"1987","35-65 y.","indirect migration background","","","","","","","","","","","","","",""
"1987","35-65 y.","no migration background","3.48","3","157","2","3","4","5","7","3.27","3.69","1","8","3","4"
"1987","66 and older","direct migration background","","","","","","","","","","","","","",""
"1987","66 and older","indirect migration background","","","","","","","","","","","","","",""
"1987","66 and older","no migration background","","","","","","","","","","","","","",""
"1988","16-34 y.","direct migration background","3.18","3","165","1","2","4","5","8","2.9","3.46","1","9","3","3"
"1988","16-34 y.","indirect migration background","","","","","","","","","","","","","",""
"1988","16-34 y.","no migration background","3.13","3","376","1","2","4","6","9","2.97","3.29","0","11","3","3"
"1988","35-65 y.","direct migration background","3.07","3","95","2","2","4","4","8","2.71","3.43","1","9","3","3"
"1988","35-65 y.","indirect migration background","","","","","","","","","","","","","",""
"1988","35-65 y.","no migration background","3.4","3","146","1","2","4","6","9","3.1","3.7","0","9","3","4"
"1988","66 and older","direct migration background","","","","","","","","","","","","","",""
"1988","66 and older","indirect migration background","","","","","","","","","","","","","",""
"1988","66 and older","no migration background","","","","","","","","","","","","","",""
"1989","16-34 y.","direct migration background","3.34","3","121","2","2","4","6","8","3.1","3.58","1","8","3","3"
"1989","16-34 y.","indirect migration background","","","","","","","","","","","","","",""
"1989","16-34 y.","no migration background","3.13","3","398","1","2","4","5","9","2.98","3.28","0","10","3","3"
"1989","35-65 y.","direct migration background","3.17","3","111","2","2","4","5","7","2.91","3.43","1","7","3","4"
"1989","35-65 y.","indirect migration background","","","","","","","","","","","","","",""
"1989","35-65 y.","no migration background","3.65","3","132","2","2","5","6","10","3.32","3.98","1","10","3","4"
"1989","66 and older","direct migration background","","","","","","","","","","","","","",""
"1989","66 and older","indirect migration background","","","","","","","","","","","","","",""
"1989","66 and older","no migration background","","","","","","","","","","","","","",""
"1990","16-34 y.","direct migration background","2.75","3","137","1","2","3","4","6","2.54","2.96","1","9","3","3"
"1990","16-34 y.","indirect migration background","2.76","3","30","1","2","3","4","9","2.21","3.31","1","9","2","3"
"1990","16-34 y.","no migration background","3.24","3","1993","2","2","4","5","7","3.14","3.34","0","60","3","3"
"1990","35-65 y.","direct migration background","3.32","3","200","2","3","4","5","7","3.14","3.5","1","9","3","3"
"1990","35-65 y.","indirect migration background","","","","","","","","","","","","","",""
"1990","35-65 y.","no migration background","3.41","3","2286","2","3","4","5","7","3.36","3.46","0","10","3","3"
"1990","66 and older","direct migration background","","","","","","","","","","","","","",""
"1990","66 and older","indirect migration background","","","","","","","","","","","","","",""
"1990","66 and older","no migration background","2.65","2","428","1","2","3","4","7","2.52","2.78","0","10","2","3"
"1991","16-34 y.","direct migration background","2.85","3","121","1","2","3","5","9","2.62","3.08","1","9","2","3"
"1991","16-34 y.","indirect migration background","3.06","3","30","1","2","4","4","6","2.54","3.58","1","6","2","4"
"1991","16-34 y.","no migration background","3.12","3","566","1","2","4","5","8","2.98","3.26","1","11","3","3"
"1991","35-65 y.","direct migration background","3.67","3","86","2","3","4","6","8","3.37","3.97","1","8","3","4"
"1991","35-65 y.","indirect migration background","","","","","","","","","","","","","",""
"1991","35-65 y.","no migration background","4.11","4","284","2","3","5","6","10","3.9","4.32","1","11","4","4"
"1991","66 and older","direct migration background","","","","","","","","","","","","","",""
"1991","66 and older","indirect migration background","","","","","","","","","","","","","",""
"1991","66 and older","no migration background","2.86","2.35","37","1","1","4","5","10","2.14","3.58","1","10","2","4"
"1992","16-34 y.","direct migration background","3.5","3","130","2","2","4","5","9","3.25","3.75","1","9","3","3"
"1992","16-34 y.","indirect migration background","2.82","2","32","1","2","4","5","7","2.26","3.38","1","7","2","3"
"1992","16-34 y.","no migration background","3.06","3","569","1","2","4","5","9","2.94","3.18","1","10","3","3"
"1992","35-65 y.","direct migration background","3.69","3","80","2","2","5","9","9","3.29","4.09","1","9","3","4"
"1992","35-65 y.","indirect migration background","","","","","","","","","","","","","",""
"1992","35-65 y.","no migration background","3.85","4","304","2","2","5","6","9","3.65","4.05","0","10","3","4"
"1992","66 and older","direct migration background","","","","","","","","","","","","","",""
"1992","66 and older","indirect migration background","","","","","","","","","","","","","",""
"1992","66 and older","no migration background","2.81","2","30","1","1","4","5","10","2.03","3.59","1","10","2","4"
"1993","16-34 y.","direct migration background","2.9","3","145","1","2","4","5","6","2.7","3.1","1","8","2","3"
"1993","16-34 y.","indirect migration background","2.76","2","66","1","2","4","5","6","2.42","3.1","1","8","2","3"
"1993","16-34 y.","no migration background","3.18","3","595","1","2","4","5","8","3.05","3.31","1","11","3","3"
"1993","35-65 y.","direct migration background","3.68","3","94","2","2","5","6","8","3.38","3.98","1","8","3","4"
"1993","35-65 y.","indirect migration background","","","","","","","","","","","","","",""
"1993","35-65 y.","no migration background","3.95","4","323","2","3","5","6","8","3.77","4.13","1","11","4","4"
"1993","66 and older","direct migration background","","","","","","","","","","","","","",""
"1993","66 and older","indirect migration background","","","","","","","","","","","","","",""
"1993","66 and older","no migration background","2.62","2","36","1","2","3","5","11","1.93","3.31","1","11","2","3"
"1994","16-34 y.","direct migration background","3.07","3","128","2","2","4","5","7","2.85","3.29","1","7","3","3"
"1994","16-34 y.","indirect migration background","2.93","2","69","1","2","3","4","8","2.62","3.24","1","8","2","3"
"1994","16-34 y.","no migration background","3.09","3","643","1","2","4","5","8","2.97","3.21","1","10","3","3"
