"year","migback","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","direct migration background","general elemantary","3.43","3","1068","2","2","4","5","8","3.2","3.66","1","80","3","3"
"1984","direct migration background","higher education","3.91","3.73","122","2","3","5","6","11","3.62","4.2","1","11","3","4"
"1984","direct migration background","higher vocational","3.29","3","51","1","2","4","6","7","2.91","3.67","1","7","3","4"
"1984","direct migration background","in school","","","","","","","","","","","","","",""
"1984","direct migration background","inadequately","2.95","3","936","1","2","4","4","6","2.88","3.02","0","8","3","3"
"1984","direct migration background","middle vocational","3.44","3","1029","2","2","4","5","8","3.26","3.62","1","80","3","3"
"1984","direct migration background","vocational + Abi","3.34","3","125","2","2","3","5","9","2.41","4.27","1","60","3","3"
"1984","indirect migration background","general elemantary","4.03","4","52","3","3","5","6","7","3.74","4.32","2","7","3","4"
"1984","indirect migration background","higher education","","","","","","","","","","","","","",""
"1984","indirect migration background","higher vocational","","","","","","","","","","","","","",""
"1984","indirect migration background","in school","","","","","","","","","","","","","",""
"1984","indirect migration background","inadequately","","","","","","","","","","","","","",""
"1984","indirect migration background","middle vocational","3.08","3","54","2","2","4","5","5","2.8","3.36","1","6","3","4"
"1984","indirect migration background","vocational + Abi","","","","","","","","","","","","","",""
"1984","no migration background","general elemantary","3.9","4","2328","2","3","5","6","9","3.79","4.01","1","82","4","4"
"1984","no migration background","higher education","4.42","4","667","2","3","5","7","10","4.12","4.72","0","82","4","4"
"1984","no migration background","higher vocational","4.11","4","599","2","3","5","7","9","3.97","4.25","0","10","4","4"
"1984","no migration background","in school","5.23","4","158","3","4","6","7","10","4.26","6.2","1","80","4","5"
"1984","no migration background","inadequately","3.89","3","77","3","3","5","6","9","3.5","4.28","1","10","3","4"
"1984","no migration background","middle vocational","3.91","4","4610","2","3","5","6","9","3.83","3.99","0","80","4","4"
"1984","no migration background","vocational + Abi","4.3","3","185","2","2","5","6","48.96","3.42","5.18","1","60","3","4"
"1985","direct migration background","general elemantary","3.37","3","79","2","3","4","5","6","3.08","3.66","0","9","3","4"
"1985","direct migration background","higher education","","","","","","","","","","","","","",""
"1985","direct migration background","higher vocational","","","","","","","","","","","","","",""
"1985","direct migration background","in school","","","","","","","","","","","","","",""
"1985","direct migration background","inadequately","3.14","3","65","1","3","4","4","5","2.82","3.46","1","9","3","4"
"1985","direct migration background","middle vocational","2.83","3","68","1","2","4","4","5","2.57","3.09","0","5","3","3"
"1985","direct migration background","vocational + Abi","","","","","","","","","","","","","",""
"1985","indirect migration background","general elemantary","","","","","","","","","","","","","",""
"1985","indirect migration background","higher education","","","","","","","","","","","","","",""
"1985","indirect migration background","higher vocational","","","","","","","","","","","","","",""
"1985","indirect migration background","in school","","","","","","","","","","","","","",""
"1985","indirect migration background","inadequately","","","","","","","","","","","","","",""
"1985","indirect migration background","middle vocational","","","","","","","","","","","","","",""
"1985","indirect migration background","vocational + Abi","","","","","","","","","","","","","",""
