"year","bula_h","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","Baden-W?rttemberg","Rural Area","0","0","298","0","0","0","0","0","0","0","0","0","0","0"
"1985","Baden-W?rttemberg","Urban Area","86.44","0","1759","0","0","0","0","4847","61.57","111.31","0","9203","0","0"
"1985","Bavaria","Rural Area","76.11","0","900","0","0","0","0","2071","30.58","121.64","0","10676","0","0"
"1985","Bavaria","Urban Area","111.5","0","1015","0","0","0","0","3485","53.79","169.21","0","24542","0","0"
"1985","Berlin","Rural Area","","","","","","","","","","","","","",""
"1985","Berlin","Urban Area","163.58","0","368","0","0","0","0","7593","48.5","278.66","0","13498","0","0"
"1985","Brandenburg","Rural Area","","","","","","","","","","","","","",""
"1985","Brandenburg","Urban Area","","","","","","","","","","","","","",""
"1985","Bremen","Rural Area","","","","","","","","","","","","","",""
"1985","Bremen","Urban Area","0","0","116","0","0","0","0","0","0","0","0","0","0","0"
"1985","Hamburg","Rural Area","","","","","","","","","","","","","",""
"1985","Hamburg","Urban Area","29.43","0","275","0","0","0","0","1841","-5.07","63.93","0","2761","0","0"
"1985","Hesse","Rural Area","185.57","0","155","0","0","0","0","5933","54.06","317.08","0","5933","0","0"
"1985","Hesse","Urban Area","88.23","0","984","0","0","0","0","3681","43.31","133.15","0","7976","0","0"
"1985","Lower Saxony","Rural Area","115.15","0","527","0","0","0","0","4049","55.5","174.8","0","8854","0","0"
"1985","Lower Saxony","Urban Area","78.1","0","581","0","0","0","0","3681","26.17","130.03","0","4908","0","0"
"1985","Mecklenburg-Western Pomerania","Rural Area","","","","","","","","","","","","","",""
"1985","Mecklenburg-Western Pomerania","Urban Area","","","","","","","","","","","","","",""
"1985","North Rhine-Westphalia","Rural Area","0","0","73","0","0","0","0","0","0","0","0","0","0","0"
"1985","North Rhine-Westphalia","Urban Area","130.34","0","2901","0","0","0","0","3485","83.31","177.37","0","61355","0","0"
"1985","Rhineland-Palatinate,Saarland","Rural Area","61.52","0","140","0","0","0","0","3375","-8.3","131.34","0","3375","0","0"
"1985","Rhineland-Palatinate,Saarland","Urban Area","49","0","635","0","0","0","0","2454","25.89","72.11","0","2454","0","0"
"1985","Saxony","Rural Area","","","","","","","","","","","","","",""
"1985","Saxony","Urban Area","","","","","","","","","","","","","",""
"1985","Saxony-Anhalt","Rural Area","","","","","","","","","","","","","",""
"1985","Saxony-Anhalt","Urban Area","","","","","","","","","","","","","",""
"1985","Schleswig-Holstein","Rural Area","202.95","0","185","0","0","0","0","3282","-39.63","445.53","0","22306","0","0"
"1985","Schleswig-Holstein","Urban Area","43.12","0","169","0","0","0","0","2086","-13.1","99.34","0","3068","0","0"
"1985","Thuringia","Rural Area","","","","","","","","","","","","","",""
"1985","Thuringia","Urban Area","","","","","","","","","","","","","",""
"1986","Baden-W?rttemberg","Rural Area","26.55","0","302","0","0","0","0","0","-21.76","74.86","0","4295","0","0"
"1986","Baden-W?rttemberg","Urban Area","55.61","0","1705","0","0","0","0","2700","29.92","81.3","0","8590","0","0"
"1986","Bavaria","Rural Area","68.28","0","830","0","0","0","0","1815","19.49","117.07","0","9817","0","0"
"1986","Bavaria","Urban Area","119.02","0","956","0","0","0","0","3835","49.37","188.67","0","25769","0","0"
"1986","Berlin","Rural Area","","","","","","","","","","","","","",""
"1986","Berlin","Urban Area","137.63","0","355","0","0","0","0","4602","35.88","239.38","0","14725","0","0"
"1986","Brandenburg","Rural Area","","","","","","","","","","","","","",""
"1986","Brandenburg","Urban Area","","","","","","","","","","","","","",""
"1986","Bremen","Rural Area","","","","","","","","","","","","","",""
"1986","Bremen","Urban Area","40.97","0","109","0","0","0","0","1917","-8.1","90.04","0","1917","0","0"
"1986","Hamburg","Rural Area","","","","","","","","","","","","","",""
"1986","Hamburg","Urban Area","33.24","0","250","0","0","0","0","614","2.14","64.34","0","3835","0","0"
"1986","Hesse","Rural Area","193.33","0","143","0","0","0","0","6136","28.99","357.67","0","6136","0","0"
"1986","Hesse","Urban Area","53.51","0","910","0","0","0","0","1841","14.21","92.81","0","9924","0","0"
"1986","Lower Saxony","Rural Area","105.52","0","520","0","0","0","0","2876","52.61","158.43","0","8835","0","0"
"1986","Lower Saxony","Urban Area","237.16","0","591","0","0","0","0","7547","136.6","337.72","0","10430","0","0"
"1986","Mecklenburg-Western Pomerania","Rural Area","","","","","","","","","","","","","",""
"1986","Mecklenburg-Western Pomerania","Urban Area","","","","","","","","","","","","","",""
"1986","North Rhine-Westphalia","Rural Area","27.01","0","69","0","0","0","0","1246","-9.02","63.04","0","1246","0","0"
"1986","North Rhine-Westphalia","Urban Area","106.29","0","2801","0","0","0","0","3681","77.37","135.21","0","12271","0","0"
"1986","Rhineland-Palatinate,Saarland","Rural Area","100.54","0","146","0","0","0","0","3559","15.18","185.9","0","3559","0","0"
"1986","Rhineland-Palatinate,Saarland","Urban Area","74.14","0","626","0","0","0","0","2117","42.95","105.33","0","5522","0","0"
"1986","Saxony","Rural Area","","","","","","","","","","","","","",""
"1986","Saxony","Urban Area","","","","","","","","","","","","","",""
"1986","Saxony-Anhalt","Rural Area","","","","","","","","","","","","","",""
"1986","Saxony-Anhalt","Urban Area","","","","","","","","","","","","","",""
"1986","Schleswig-Holstein","Rural Area","0","0","169","0","0","0","0","0","0","0","0","0","0","0"
"1986","Schleswig-Holstein","Urban Area","144.92","0","155","0","0","0","0","3698","38.78","251.06","0","3698","0","0"
"1986","Thuringia","Rural Area","","","","","","","","","","","","","",""
"1986","Thuringia","Urban Area","","","","","","","","","","","","","",""
"1987","Baden-W?rttemberg","Rural Area","75.71","0","289","0","0","0","0","2147","19.57","131.85","0","3681","0","0"
"1987","Baden-W?rttemberg","Urban Area","71.76","0","1690","0","0","0","0","2761","51.44","92.08","0","5522","0","0"
"1987","Bavaria","Rural Area","50.07","0","812","0","0","0","0","614","11.85","88.29","0","7976","0","0"
"1987","Bavaria","Urban Area","63.33","0","923","0","0","0","0","3681","29.51","97.15","0","6136","0","0"
"1987","Berlin","Rural Area","","","","","","","","","","","","","",""
"1987","Berlin","Urban Area","253.01","0","365","0","0","0","0","14725","60.24","445.78","0","18407","0","0"
"1987","Brandenburg","Rural Area","","","","","","","","","","","","","",""
"1987","Brandenburg","Urban Area","","","","","","","","","","","","","",""
"1987","Bremen","Rural Area","","","","","","","","","","","","","",""
"1987","Bremen","Urban Area","101.37","0","101","0","0","0","0","4203","-16.08","218.82","0","4203","0","0"
"1987","Hamburg","Rural Area","","","","","","","","","","","","","",""
"1987","Hamburg","Urban Area","61.6","0","222","0","0","0","0","5092","-4.14","127.34","0","5092","0","0"
"1987","Hesse","Rural Area","130.18","0","145","0","0","0","0","6136","12.3","248.06","0","6136","0","0"
"1987","Hesse","Urban Area","76.36","0","917","0","0","0","0","2454","34.61","118.11","0","7639","0","0"
"1987","Lower Saxony","Rural Area","84.69","0","518","0","0","0","0","2940","16.81","152.57","0","9817","0","0"
"1987","Lower Saxony","Urban Area","245.94","0","591","0","0","0","0","7194","149.29","342.59","0","9203","0","0"
