"year","age_gr","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","16-34 y.","200.21","0","4608","0","0","0","0","4908","169.52","230.9","0","29450","0","0"
"1984","35-65 y.","53.11","0","6343","0","0","0","0","1841","39.53","66.69","0","18407","0","0"
"1984","66 and older","38.74","0","1280","0","0","0","0","2086","20.28","57.2","0","4908","0","0"
"1985","16-34 y.","152.08","0","4183","0","0","0","0","4879","127.34","176.82","0","11719","0","0"
"1985","35-65 y.","52.33","0","5786","0","0","0","0","1841","38.61","66.05","0","22306","0","0"
"1985","66 and older","123.21","0","1118","0","0","0","0","1023","6.3","240.12","0","61355","0","0"
"1986","16-34 y.","163.57","0","4098","0","0","0","0","4908","132.76","194.38","0","25769","0","0"
"1986","35-65 y.","62.16","0","5498","0","0","0","0","2761","48.27","76.05","0","14725","0","0"
"1986","66 and older","52.56","0","1047","0","0","0","0","1917","19.1","86.02","0","8590","0","0"
"1987","16-34 y.","175.28","0","4044","0","0","0","0","5277","145.82","204.74","0","20615","0","0"
"1987","35-65 y.","67.82","0","5384","0","0","0","0","2454","50.66","84.98","0","18407","0","0"
"1987","66 and older","23.93","0","1085","0","0","0","0","726","7.43","40.43","0","4602","0","0"
"1988","16-34 y.","173.1","0","3854","0","0","0","0","5023","144.88","201.32","0","22824","0","0"
"1988","35-65 y.","63.56","0","5113","0","0","0","0","2147","47.21","79.91","0","22824","0","0"
"1988","66 and older","93.82","0","1055","0","0","0","0","2442","37.52","150.12","0","21364","0","0"
"1989","16-34 y.","165.46","0","3773","0","0","0","0","4908","138.17","192.75","0","30678","0","0"
"1989","35-65 y.","76.18","0","4907","0","0","0","0","3362","59.06","93.3","0","18407","0","0"
"1989","66 and older","68.55","0","1029","0","0","0","0","920","-18.02","155.12","0","30678","0","0"
"1990","16-34 y.","232.28","0","3658","0","0","0","0","5890","198.95","265.61","0","25309","0","0"
"1990","35-65 y.","91.76","0","4798","0","0","0","0","3068","70.13","113.39","0","24542","0","0"
"1990","66 and older","11.57","0","1061","0","0","0","0","0","-0.52","23.66","0","3068","0","0"
"1991","16-34 y.","217.46","0","3623","0","0","0","0","5062","184.49","250.43","0","20247","0","0"
"1991","35-65 y.","106.98","0","4767","0","0","0","0","3620","81.11","132.85","0","33745","0","0"
"1991","66 and older","50.73","0","1076","0","0","0","0","0","12.68","88.78","0","18407","0","0"
"1992","16-34 y.","160.76","0","5000","0","0","0","0","5522","138.95","182.57","0","14234","0","0"
"1992","35-65 y.","60","0","6911","0","0","0","0","2025","45.76","74.24","0","31291","0","0"
"1992","66 and older","56.68","0","1480","0","0","0","0","0","14.02","99.34","0","30678","0","0"
"1993","16-34 y.","185.05","0","4920","0","0","0","0","6136","160.18","209.92","0","13498","0","0"
"1993","35-65 y.","87.59","0","6758","0","0","0","0","3068","70.16","105.02","0","30678","0","0"
"1993","66 and older","22.95","0","1500","0","0","0","0","0","10.31","35.59","0","6136","0","0"
"1994","16-34 y.","232.95","0","4818","0","0","0","0","6136","199.69","266.21","0","29450","0","0"
"1994","35-65 y.","91.7","0","6605","0","0","0","0","3068","69.93","113.47","0","29450","0","0"
"1994","66 and older","40.05","0","1521","0","0","0","0","0","10.73","69.37","0","18407","0","0"
"1995","16-34 y.","269.94","0","4962","0","0","0","0","7363","233.79","306.09","0","27303","0","0"
"1995","35-65 y.","115.57","0","6854","0","0","0","0","4893","93.46","137.68","0","27303","0","0"
"1995","66 and older","63.43","0","1554","0","0","0","0","1841","38.29","88.57","0","9203","0","0"
"1996","16-34 y.","254.75","0","4781","0","0","0","0","6136","217.6","291.9","0","47949","0","0"
"1996","35-65 y.","106.9","0","6765","0","0","0","0","3681","83.17","130.63","0","47949","0","0"
"1996","66 and older","52.97","0","1579","0","0","0","0","2454","28.65","77.29","0","11657","0","0"
"1997","16-34 y.","245.17","0","4636","0","0","0","0","6749","212.36","277.98","0","22701","0","0"
"1997","35-65 y.","129.41","0","6666","0","0","0","0","4978","106.83","151.99","0","24900","0","0"
"1997","66 and older","87.08","0","1613","0","0","0","0","3068","47.37","126.79","0","24542","0","0"
"1998","16-34 y.","238.96","0","4885","0","0","0","0","6136","205.68","272.24","0","21474","0","0"
"1998","35-65 y.","96.99","0","7551","0","0","0","0","3068","78.4","115.58","0","21474","0","0"
"1998","66 and older","30.45","0","1891","0","0","0","0","0","11.15","49.75","0","14234","0","0"
"1999","16-34 y.","247.57","0","4617","0","0","0","0","6136","209.45","285.69","0","22701","0","0"
