"ple0008","year","education","sex","n","percent","lower_confidence","upper_confidence"
"Very good","1992","lower secondary degree","Male","401","0.116450724392446","0.104535562148052","0.128365886636839"
"Very good","1992","lower secondary degree","Female","283","0.0765186226627749","0.0671276316195832","0.0859096137059666"
"Very good","1992","secondary school degree","Male","335","0.174759746444912","0.156016571913621","0.193502920976203"
"Very good","1992","secondary school degree","Female","368","0.157930189763621","0.142085909658587","0.173774469868655"
"Very good","1992","college entrance qualification","Male","226","0.194138625670798","0.169994865753034","0.218282385588562"
"Very good","1992","college entrance qualification","Female","156","0.201939497788434","0.172452087086469","0.231426908490399"
"Very good","1992","Other degree","Male","74","0.13702508838891","0.109183217607739","0.16486695917008"
"Very good","1992","Other degree","Female","49","0.128766298351501","0.0969601023837764","0.160572494319225"
"Very good","1992","no degree/no degree yet","Male","88","0.311227968813665","0.263859197498397","0.358596740128933"
"Very good","1992","no degree/no degree yet","Female","72","0.180124577653274","0.146236647903436","0.214012507403113"
"Good","1992","lower secondary degree","Male","1094","0.370558392778401","0.352618513090524","0.388498272466279"
"Good","1992","lower secondary degree","Female","1003","0.290101629206758","0.274069656792471","0.306133601621045"
"Good","1992","secondary school degree","Male","798","0.484496205623904","0.459830510022639","0.509161901225169"
"Good","1992","secondary school degree","Female","1006","0.452054233124793","0.430430536358492","0.473677929891094"
"Good","1992","college entrance qualification","Male","495","0.489763288810949","0.459249388435535","0.520277189186363"
"Good","1992","college entrance qualification","Female","348","0.454678711375306","0.418103518030032","0.491253904720579"
"Good","1992","Other degree","Male","243","0.4056713940945","0.365915658617843","0.445427129571157"
"Good","1992","Other degree","Female","162","0.351935760751334","0.306585058196259","0.397286463306409"
"Good","1992","no degree/no degree yet","Male","123","0.328662766249569","0.280605321050651","0.376720211448487"
"Good","1992","no degree/no degree yet","Female","168","0.366594638679718","0.324101526608483","0.409087750750953"
"Satisfactory","1992","lower secondary degree","Male","860","0.330202776572313","0.312733476396731","0.347672076747895"
"Satisfactory","1992","lower secondary degree","Female","1137","0.380560599312912","0.363408190961692","0.397713007664132"
"Satisfactory","1992","secondary school degree","Male","344","0.257288443539886","0.235713360547905","0.278863526531866"
"Satisfactory","1992","secondary school degree","Female","474","0.266552121010689","0.247341492047213","0.285762749974165"
"Satisfactory","1992","college entrance qualification","Male","233","0.231611424025732","0.205860714707062","0.257362133344403"
"Satisfactory","1992","college entrance qualification","Female","137","0.206952919526695","0.177195630839979","0.236710208213411"
"Satisfactory","1992","Other degree","Male","160","0.269614823626089","0.233685657210182","0.305543990041996"
"Satisfactory","1992","Other degree","Female","122","0.285481874881027","0.242593539870556","0.328370209891498"
"Satisfactory","1992","no degree/no degree yet","Male","85","0.178213258274518","0.13906029569727","0.217366220851767"
"Satisfactory","1992","no degree/no degree yet","Female","133","0.238386264330557","0.200811815865982","0.275960712795131"
"Less good","1992","lower secondary degree","Male","307","0.129629689729676","0.117152472094308","0.142106907365044"
"Less good","1992","lower secondary degree","Female","485","0.1787780552069","0.165241718124899","0.192314392288901"
"Less good","1992","secondary school degree","Male","77","0.0627445961724415","0.0507758299266332","0.0747133624182497"
"Less good","1992","secondary school degree","Female","147","0.0971033670287849","0.0842385964540868","0.109968137603483"
"Less good","1992","college entrance qualification","Male","56","0.05909299885725","0.0446997072756683","0.0734862904388316"
"Less good","1992","college entrance qualification","Female","57","0.101361911246476","0.0791933299549623","0.12353049253799"
"Less good","1992","Other degree","Male","81","0.12903671467632","0.101893839113092","0.156179590239549"
"Less good","1992","Other degree","Female","64","0.158360182839757","0.123692131950331","0.193028233729183"
"Less good","1992","no degree/no degree yet","Male","56","0.137714619090874","0.102458817527067","0.172970420654682"
"Less good","1992","no degree/no degree yet","Female","88","0.142057500307655","0.111272030067609","0.172842970547702"
"Poor","1992","lower secondary degree","Male","122","0.0531584165271642","0.0448247109147041","0.0614921221396243"
"Poor","1992","lower secondary degree","Female","170","0.0740410936106554","0.0647910016074916","0.0832911856138193"
"Poor","1992","secondary school degree","Male","23","","",""
"Poor","1992","secondary school degree","Female","40","0.0263600890721125","0.0193996200505133","0.0333205580937117"
"Poor","1992","college entrance qualification","Male","21","","",""
"Poor","1992","college entrance qualification","Female","14","","",""
"Poor","1992","Other degree","Male","28","","",""
"Poor","1992","Other degree","Female","29","","",""
"Poor","1992","no degree/no degree yet","Male","15","","",""
"Poor","1992","no degree/no degree yet","Female","33","0.0728370190287955","0.0499210229232108","0.0957530151343802"
"Very good","1993","lower secondary degree","Male","","","",""
"Very good","1993","lower secondary degree","Female","","","",""
"Very good","1993","secondary school degree","Male","","","",""
"Very good","1993","secondary school degree","Female","","","",""
"Very good","1993","college entrance qualification","Male","","","",""
"Very good","1993","college entrance qualification","Female","","","",""
"Very good","1993","Other degree","Male","","","",""
"Very good","1993","Other degree","Female","","","",""
"Very good","1993","no degree/no degree yet","Male","","","",""
"Very good","1993","no degree/no degree yet","Female","","","",""
"Good","1993","lower secondary degree","Male","","","",""
"Good","1993","lower secondary degree","Female","","","",""
"Good","1993","secondary school degree","Male","","","",""
"Good","1993","secondary school degree","Female","","","",""
"Good","1993","college entrance qualification","Male","","","",""
"Good","1993","college entrance qualification","Female","","","",""
"Good","1993","Other degree","Male","","","",""
"Good","1993","Other degree","Female","","","",""
"Good","1993","no degree/no degree yet","Male","","","",""
"Good","1993","no degree/no degree yet","Female","","","",""
"Satisfactory","1993","lower secondary degree","Male","","","",""
"Satisfactory","1993","lower secondary degree","Female","","","",""
"Satisfactory","1993","secondary school degree","Male","","","",""
"Satisfactory","1993","secondary school degree","Female","","","",""
"Satisfactory","1993","college entrance qualification","Male","","","",""
"Satisfactory","1993","college entrance qualification","Female","","","",""
"Satisfactory","1993","Other degree","Male","","","",""
"Satisfactory","1993","Other degree","Female","","","",""
"Satisfactory","1993","no degree/no degree yet","Male","","","",""
"Satisfactory","1993","no degree/no degree yet","Female","","","",""
"Less good","1993","lower secondary degree","Male","","","",""
"Less good","1993","lower secondary degree","Female","","","",""
"Less good","1993","secondary school degree","Male","","","",""
"Less good","1993","secondary school degree","Female","","","",""
"Less good","1993","college entrance qualification","Male","","","",""
"Less good","1993","college entrance qualification","Female","","","",""
"Less good","1993","Other degree","Male","","","",""
"Less good","1993","Other degree","Female","","","",""
"Less good","1993","no degree/no degree yet","Male","","","",""
"Less good","1993","no degree/no degree yet","Female","","","",""
"Poor","1993","lower secondary degree","Male","","","",""
"Poor","1993","lower secondary degree","Female","","","",""
"Poor","1993","secondary school degree","Male","","","",""
"Poor","1993","secondary school degree","Female","","","",""
"Poor","1993","college entrance qualification","Male","","","",""
"Poor","1993","college entrance qualification","Female","","","",""
"Poor","1993","Other degree","Male","","","",""
"Poor","1993","Other degree","Female","","","",""
"Poor","1993","no degree/no degree yet","Male","","","",""
"Poor","1993","no degree/no degree yet","Female","","","",""
"Very good","1994","lower secondary degree","Male","255","0.0775291395336454","0.0672792058738433","0.0877790731934474"
"Very good","1994","lower secondary degree","Female","163","0.0437208834707899","0.0362815129854934","0.0511602539560864"
"Very good","1994","secondary school degree","Male","199","0.109902014393898","0.0942300256508091","0.125574003136986"
"Very good","1994","secondary school degree","Female","224","0.099342887344422","0.086190721147363","0.112495053541481"
"Very good","1994","college entrance qualification","Male","131","0.112215644568669","0.0931787291678664","0.131252559969471"
"Very good","1994","college entrance qualification","Female","99","0.112754619876076","0.0903266245120037","0.135182615240149"
"Very good","1994","Other degree","Male","56","0.143309947167265","0.113135922486927","0.173483971847602"
"Very good","1994","Other degree","Female","31","0.068040571081106","0.0428213782498547","0.0932597639123572"
"Very good","1994","no degree/no degree yet","Male","54","0.17372564903592","0.134146097725751","0.213305200346088"
"Very good","1994","no degree/no degree yet","Female","75","0.187931677889861","0.152947101899858","0.222916253879865"
"Good","1994","lower secondary degree","Male","991","0.350152620068496","0.331869655368573","0.368435584768419"
"Good","1994","lower secondary degree","Female","893","0.275383664622879","0.259131076309148","0.291636252936611"
"Good","1994","secondary school degree","Male","717","0.454615698748032","0.429665391026544","0.479566006469519"
"Good","1994","secondary school degree","Female","895","0.411688529567153","0.390049528969243","0.433327530165063"
"Good","1994","college entrance qualification","Male","551","0.509288955064838","0.479137298524201","0.539440611605476"
"Good","1994","college entrance qualification","Female","360","0.447934592610757","0.412672832976564","0.48319635224495"
"Good","1994","Other degree","Male","209","0.343113387272877","0.302229964461254","0.3839968100845"
"Good","1994","Other degree","Female","151","0.3667923887968","0.318527431657641","0.415057345935959"
"Good","1994","no degree/no degree yet","Male","144","0.45847362837535","0.406420870455373","0.510526386295327"
"Good","1994","no degree/no degree yet","Female","174","0.383128751429407","0.339592606425736","0.426664896433079"
"Satisfactory","1994","lower secondary degree","Male","898","0.361934231153181","0.343515496241888","0.380352966064473"
