"ple0008","year","bula_h","migback","n","percent","lower_confidence","upper_confidence"
"Good","1992","Bremen","indirect migration background","1","","",""
"Good","1992","North Rhine-Westphalia","no migration background","731","0.398421728804928","0.375703825618163","0.421139631991693"
"Good","1992","North Rhine-Westphalia","direct migration background","242","0.365035357055657","0.327648357546243","0.402422356565071"
"Good","1992","North Rhine-Westphalia","indirect migration background","50","0.325308493943418","0.238929291033397","0.411687696853439"
"Good","1992","Hesse","no migration background","246","0.387830232443875","0.348579839687298","0.427080625200452"
"Good","1992","Hesse","direct migration background","139","0.423377507992089","0.369326318561713","0.477428697422464"
"Good","1992","Hesse","indirect migration background","15","","",""
"Good","1992","Rhineland-Palatinate,Saarland","no migration background","194","0.34953064882862","0.308974483836667","0.390086813820573"
"Good","1992","Rhineland-Palatinate,Saarland","direct migration background","48","0.466798612434888","0.374403394675149","0.559193830194628"
"Good","1992","Rhineland-Palatinate,Saarland","indirect migration background","9","","",""
"Good","1992","Baden-Württemberg","no migration background","416","0.397243317769718","0.366869468813292","0.427617166726145"
"Good","1992","Baden-Württemberg","direct migration background","271","0.374686171617209","0.338224497457758","0.411147845776661"
"Good","1992","Baden-Württemberg","indirect migration background","35","0.380722024777838","0.284586949399947","0.476857100155729"
"Good","1992","Bavaria","no migration background","494","0.379848877358219","0.352625346639282","0.407072408077157"
"Good","1992","Bavaria","direct migration background","149","0.43521340014443","0.384281401293229","0.48614539899563"
"Good","1992","Bavaria","indirect migration background","25","","",""
"Good","1992","Berlin","no migration background","194","0.369005006431618","0.325747325926569","0.412262686936667"
"Good","1992","Berlin","direct migration background","40","0.383808310152712","0.289891229569665","0.477725390735759"
"Good","1992","Berlin","indirect migration background","10","","",""
"Good","1992","Brandenburg","no migration background","275","0.411456292338381","0.373479397823175","0.449433186853588"
"Good","1992","Brandenburg","direct migration background","8","","",""
"Good","1992","Brandenburg","indirect migration background","1","","",""
"Good","1992","Mecklenburg-Western Pomerania","no migration background","201","0.483642725218546","0.434730954614115","0.532554495822977"
"Good","1992","Mecklenburg-Western Pomerania","direct migration background","5","","",""
"Good","1992","Mecklenburg-Western Pomerania","indirect migration background","1","","",""
"Good","1992","Saxony","no migration background","512","0.410166152351994","0.381347225638491","0.438985079065497"
"Good","1992","Saxony","direct migration background","13","","",""
"Good","1992","Saxony","indirect migration background","1","","",""
"Good","1992","Saxony-Anhalt","no migration background","323","0.37897407404536","0.34406761833729","0.41388052975343"
"Good","1992","Saxony-Anhalt","direct migration background","9","","",""
"Good","1992","Saxony-Anhalt","indirect migration background","1","","",""
"Good","1992","Thuringia","no migration background","315","0.429858513017076","0.391917117120798","0.467799908913355"
"Good","1992","Thuringia","direct migration background","9","","",""
"Good","1992","Thuringia","indirect migration background","1","","",""
"Satisfactory","1992","Schleswig-Holstein","no migration background","63","0.270184565328256","0.213530786946931","0.326838343709581"
"Satisfactory","1992","Schleswig-Holstein","direct migration background","7","","",""
"Satisfactory","1992","Schleswig-Holstein","indirect migration background","1","","",""
"Satisfactory","1992","Hamburg","no migration background","31","0.27268112073527","0.188299829322229","0.35706241214831"
"Satisfactory","1992","Hamburg","direct migration background","12","","",""
"Satisfactory","1992","Hamburg","indirect migration background","1","","",""
"Satisfactory","1992","Lower Saxony","no migration background","252","0.326598339650586","0.29416180904688","0.359034870254293"
"Satisfactory","1992","Lower Saxony","direct migration background","40","0.334869481636785","0.256693148552171","0.413045814721398"
"Satisfactory","1992","Lower Saxony","indirect migration background","1","","",""
"Satisfactory","1992","Bremen","no migration background","26","","",""
"Satisfactory","1992","Bremen","direct migration background","2","","",""
"Satisfactory","1992","Bremen","indirect migration background","","","",""
"Satisfactory","1992","North Rhine-Westphalia","no migration background","510","0.303603698229149","0.282266744138008","0.32494065232029"
"Satisfactory","1992","North Rhine-Westphalia","direct migration background","177","0.314859397949341","0.27879102450004","0.350927771398643"
"Satisfactory","1992","North Rhine-Westphalia","indirect migration background","9","","",""
"Satisfactory","1992","Hesse","no migration background","174","0.304237913274262","0.267176303050069","0.341299523498455"
"Satisfactory","1992","Hesse","direct migration background","70","0.17760837293193","0.135799675926558","0.219417069937302"
"Satisfactory","1992","Hesse","indirect migration background","1","","",""
"Satisfactory","1992","Rhineland-Palatinate,Saarland","no migration background","178","0.345836156619823","0.305380496061815","0.386291817177832"
"Satisfactory","1992","Rhineland-Palatinate,Saarland","direct migration background","29","","",""
"Satisfactory","1992","Rhineland-Palatinate,Saarland","indirect migration background","1","","",""
"Satisfactory","1992","Baden-Württemberg","no migration background","301","0.314316168023497","0.28549936306819","0.343132972978804"
"Satisfactory","1992","Baden-Württemberg","direct migration background","176","0.259885465686741","0.226848951336013","0.29292198003747"
"Satisfactory","1992","Baden-Württemberg","indirect migration background","14","","",""
"Satisfactory","1992","Bavaria","no migration background","359","0.318031633987873","0.291909567276646","0.344153700699101"
"Satisfactory","1992","Bavaria","direct migration background","107","0.283120539646967","0.236839174938379","0.329401904355554"
"Satisfactory","1992","Bavaria","indirect migration background","13","","",""
"Satisfactory","1992","Berlin","no migration background","133","0.290630094125351","0.249925745054278","0.331334443196423"
"Satisfactory","1992","Berlin","direct migration background","21","","",""
"Satisfactory","1992","Berlin","indirect migration background","2","","",""
"Satisfactory","1992","Brandenburg","no migration background","192","0.32518152782564","0.289030167117267","0.361332888534012"
"Satisfactory","1992","Brandenburg","direct migration background","6","","",""
"Satisfactory","1992","Brandenburg","indirect migration background","","","",""
"Satisfactory","1992","Mecklenburg-Western Pomerania","no migration background","103","0.275859896315263","0.232114587275797","0.319605205354729"
"Satisfactory","1992","Mecklenburg-Western Pomerania","direct migration background","4","","",""
"Satisfactory","1992","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Satisfactory","1992","Saxony","no migration background","334","0.329389787972906","0.301852371403437","0.356927204542376"
"Satisfactory","1992","Saxony","direct migration background","16","","",""
"Satisfactory","1992","Saxony","indirect migration background","","","",""
"Satisfactory","1992","Saxony-Anhalt","no migration background","193","0.272819812710042","0.240771504366368","0.304868121053716"
"Satisfactory","1992","Saxony-Anhalt","direct migration background","16","","",""
"Satisfactory","1992","Saxony-Anhalt","indirect migration background","","","",""
"Satisfactory","1992","Thuringia","no migration background","160","0.26205428327082","0.228351399991351","0.295757166550289"
"Satisfactory","1992","Thuringia","direct migration background","10","","",""
"Satisfactory","1992","Thuringia","indirect migration background","","","",""
"Less good","1992","Schleswig-Holstein","no migration background","34","0.154764207476199","0.108620095421535","0.200908319530863"
"Less good","1992","Schleswig-Holstein","direct migration background","7","","",""
"Less good","1992","Schleswig-Holstein","indirect migration background","1","","",""
"Less good","1992","Hamburg","no migration background","12","","",""
"Less good","1992","Hamburg","direct migration background","7","","",""
"Less good","1992","Hamburg","indirect migration background","1","","",""
"Less good","1992","Lower Saxony","no migration background","91","0.128673012530502","0.105513754812332","0.151832270248672"
"Less good","1992","Lower Saxony","direct migration background","23","","",""
"Less good","1992","Lower Saxony","indirect migration background","1","","",""
"Less good","1992","Bremen","no migration background","10","","",""
"Less good","1992","Bremen","direct migration background","","","",""
"Less good","1992","Bremen","indirect migration background","","","",""
"Less good","1992","North Rhine-Westphalia","no migration background","208","0.126740777890292","0.111303154547028","0.142178401233556"
"Less good","1992","North Rhine-Westphalia","direct migration background","77","0.109137748290548","0.0849234912628969","0.1333520053182"
"Less good","1992","North Rhine-Westphalia","indirect migration background","8","","",""
"Less good","1992","Hesse","no migration background","64","0.130866049259881","0.103698898616098","0.158033199903663"
"Less good","1992","Hesse","direct migration background","41","0.17537397573669","0.133772698271782","0.216975253201597"
"Less good","1992","Hesse","indirect migration background","3","","",""
"Less good","1992","Rhineland-Palatinate,Saarland","no migration background","69","0.138593733135312","0.109205285890901","0.167982180379723"
"Less good","1992","Rhineland-Palatinate,Saarland","direct migration background","11","","",""
"Less good","1992","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Less good","1992","Baden-Württemberg","no migration background","102","0.115612673261297","0.0957643196407146","0.13546102688188"
"Less good","1992","Baden-Württemberg","direct migration background","112","0.186330076989643","0.156999583522999","0.215660570456288"
"Less good","1992","Baden-Württemberg","indirect migration background","5","","",""
"Less good","1992","Bavaria","no migration background","113","0.10796450480257","0.0905575891244408","0.125371420480698"
"Less good","1992","Bavaria","direct migration background","40","0.101412266746958","0.0704007586151919","0.132423774878724"
"Less good","1992","Bavaria","indirect migration background","1","","",""
"Less good","1992","Berlin","no migration background","58","0.152262083596041","0.12005430063189","0.184469866560191"
"Less good","1992","Berlin","direct migration background","26","","",""
"Less good","1992","Berlin","indirect migration background","2","","",""
"Less good","1992","Brandenburg","no migration background","48","0.0897895745299875","0.0677272081061566","0.111851940953818"
"Less good","1992","Brandenburg","direct migration background","3","","",""
"Less good","1992","Brandenburg","indirect migration background","","","",""
"Less good","1992","Mecklenburg-Western Pomerania","no migration background","26","","",""
"Less good","1992","Mecklenburg-Western Pomerania","direct migration background","2","","",""
"Less good","1992","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Less good","1992","Saxony","no migration background","91","0.10644654514552","0.0883765056358095","0.124516584655231"
"Less good","1992","Saxony","direct migration background","5","","",""
"Less good","1992","Saxony","indirect migration background","1","","",""
"Less good","1992","Saxony-Anhalt","no migration background","74","0.114379837367965","0.0914793553596404","0.137280319376291"
"Less good","1992","Saxony-Anhalt","direct migration background","1","","",""
"Less good","1992","Saxony-Anhalt","indirect migration background","","","",""
"Less good","1992","Thuringia","no migration background","60","0.118868895268911","0.0940653593846798","0.143672431153142"
"Less good","1992","Thuringia","direct migration background","3","","",""
"Less good","1992","Thuringia","indirect migration background","","","",""
"Poor","1992","Schleswig-Holstein","no migration background","7","","",""
"Poor","1992","Schleswig-Holstein","direct migration background","1","","",""
"Poor","1992","Schleswig-Holstein","indirect migration background","","","",""
"Poor","1992","Hamburg","no migration background","8","","",""
"Poor","1992","Hamburg","direct migration background","2","","",""
"Poor","1992","Hamburg","indirect migration background","","","",""
"Poor","1992","Lower Saxony","no migration background","34","0.0554343651788991","0.0396074626358045","0.0712612677219936"
"Poor","1992","Lower Saxony","direct migration background","10","","",""
"Poor","1992","Lower Saxony","indirect migration background","1","","",""
"Poor","1992","Bremen","no migration background","5","","",""
"Poor","1992","Bremen","direct migration background","2","","",""
"Poor","1992","Bremen","indirect migration background","","","",""
"Poor","1992","North Rhine-Westphalia","no migration background","53","0.0361022351738726","0.0274459172598709","0.0447585530878743"
"Poor","1992","North Rhine-Westphalia","direct migration background","29","","",""
"Poor","1992","North Rhine-Westphalia","indirect migration background","1","","",""
"Poor","1992","Hesse","no migration background","27","","",""
"Poor","1992","Hesse","direct migration background","20","","",""
"Poor","1992","Hesse","indirect migration background","1","","",""
"Poor","1992","Rhineland-Palatinate,Saarland","no migration background","25","","",""
"Poor","1992","Rhineland-Palatinate,Saarland","direct migration background","4","","",""
"Poor","1992","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Poor","1992","Baden-Württemberg","no migration background","47","0.0592257859934564","0.0445737279323079","0.0738778440546049"
"Poor","1992","Baden-Württemberg","direct migration background","20","","",""
"Poor","1992","Baden-Württemberg","indirect migration background","2","","",""
"Poor","1992","Bavaria","no migration background","56","0.0557040962012626","0.0428397452936819","0.0685684471088434"
"Poor","1992","Bavaria","direct migration background","15","","",""
"Poor","1992","Bavaria","indirect migration background","","","",""
"Poor","1992","Berlin","no migration background","17","","",""
"Poor","1992","Berlin","direct migration background","6","","",""
"Poor","1992","Berlin","indirect migration background","","","",""
"Poor","1992","Brandenburg","no migration background","19","","",""
"Poor","1992","Brandenburg","direct migration background","","","",""
"Poor","1992","Brandenburg","indirect migration background","","","",""
"Poor","1992","Mecklenburg-Western Pomerania","no migration background","12","","",""
"Poor","1992","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Poor","1992","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Poor","1992","Saxony","no migration background","22","","",""
"Poor","1992","Saxony","direct migration background","3","","",""
"Poor","1992","Saxony","indirect migration background","","","",""
"Poor","1992","Saxony-Anhalt","no migration background","27","","",""
"Poor","1992","Saxony-Anhalt","direct migration background","5","","",""
"Poor","1992","Saxony-Anhalt","indirect migration background","","","",""
"Poor","1992","Thuringia","no migration background","20","","",""
"Poor","1992","Thuringia","direct migration background","","","",""
"Poor","1992","Thuringia","indirect migration background","","","",""
"Very good","1993","Schleswig-Holstein","no migration background","","","",""
"Very good","1993","Schleswig-Holstein","direct migration background","","","",""
"Very good","1993","Schleswig-Holstein","indirect migration background","","","",""
"Very good","1993","Hamburg","no migration background","","","",""
"Very good","1993","Hamburg","direct migration background","","","",""
"Very good","1993","Hamburg","indirect migration background","","","",""
"Very good","1993","Lower Saxony","no migration background","","","",""
"Very good","1993","Lower Saxony","direct migration background","","","",""
"Very good","1993","Lower Saxony","indirect migration background","","","",""
"Very good","1993","Bremen","no migration background","","","",""
"Very good","1993","Bremen","direct migration background","","","",""
"Very good","1993","Bremen","indirect migration background","","","",""
"Very good","1993","North Rhine-Westphalia","no migration background","","","",""
"Very good","1993","North Rhine-Westphalia","direct migration background","","","",""
"Very good","1993","North Rhine-Westphalia","indirect migration background","","","",""
"Very good","1993","Hesse","no migration background","","","",""
"Very good","1993","Hesse","direct migration background","","","",""
"Very good","1993","Hesse","indirect migration background","","","",""
"Very good","1993","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Very good","1993","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Very good","1993","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Very good","1993","Baden-Württemberg","no migration background","","","",""
"Very good","1993","Baden-Württemberg","direct migration background","","","",""
"Very good","1993","Baden-Württemberg","indirect migration background","","","",""
"Very good","1993","Bavaria","no migration background","","","",""
"Very good","1993","Bavaria","direct migration background","","","",""
"Very good","1993","Bavaria","indirect migration background","","","",""
"Very good","1993","Berlin","no migration background","","","",""
"Very good","1993","Berlin","direct migration background","","","",""
"Very good","1993","Berlin","indirect migration background","","","",""
"Very good","1993","Brandenburg","no migration background","","","",""
"Very good","1993","Brandenburg","direct migration background","","","",""
"Very good","1993","Brandenburg","indirect migration background","","","",""
"Very good","1993","Mecklenburg-Western Pomerania","no migration background","","","",""
"Very good","1993","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Very good","1993","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Very good","1993","Saxony","no migration background","","","",""
"Very good","1993","Saxony","direct migration background","","","",""
"Very good","1993","Saxony","indirect migration background","","","",""
"Very good","1993","Saxony-Anhalt","no migration background","","","",""
"Very good","1993","Saxony-Anhalt","direct migration background","","","",""
"Very good","1993","Saxony-Anhalt","indirect migration background","","","",""
"Very good","1993","Thuringia","no migration background","","","",""
"Very good","1993","Thuringia","direct migration background","","","",""
"Very good","1993","Thuringia","indirect migration background","","","",""
"Good","1993","Schleswig-Holstein","no migration background","","","",""
"Good","1993","Schleswig-Holstein","direct migration background","","","",""
"Good","1993","Schleswig-Holstein","indirect migration background","","","",""
"Good","1993","Hamburg","no migration background","","","",""
"Good","1993","Hamburg","direct migration background","","","",""
"Good","1993","Hamburg","indirect migration background","","","",""
"Good","1993","Lower Saxony","no migration background","","","",""
"Good","1993","Lower Saxony","direct migration background","","","",""
"Good","1993","Lower Saxony","indirect migration background","","","",""
"Good","1993","Bremen","no migration background","","","",""
"Good","1993","Bremen","direct migration background","","","",""
"Good","1993","Bremen","indirect migration background","","","",""
"Good","1993","North Rhine-Westphalia","no migration background","","","",""
"Good","1993","North Rhine-Westphalia","direct migration background","","","",""
"Good","1993","North Rhine-Westphalia","indirect migration background","","","",""
"Good","1993","Hesse","no migration background","","","",""
"Good","1993","Hesse","direct migration background","","","",""
"Good","1993","Hesse","indirect migration background","","","",""
"Good","1993","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Good","1993","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Good","1993","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Good","1993","Baden-Württemberg","no migration background","","","",""
"Good","1993","Baden-Württemberg","direct migration background","","","",""
"Good","1993","Baden-Württemberg","indirect migration background","","","",""
"Good","1993","Bavaria","no migration background","","","",""
"Good","1993","Bavaria","direct migration background","","","",""
"Good","1993","Bavaria","indirect migration background","","","",""
"Good","1993","Berlin","no migration background","","","",""
"Good","1993","Berlin","direct migration background","","","",""
"Good","1993","Berlin","indirect migration background","","","",""
"Good","1993","Brandenburg","no migration background","","","",""
"Good","1993","Brandenburg","direct migration background","","","",""
"Good","1993","Brandenburg","indirect migration background","","","",""
"Good","1993","Mecklenburg-Western Pomerania","no migration background","","","",""
"Good","1993","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Good","1993","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Good","1993","Saxony","no migration background","","","",""
"Good","1993","Saxony","direct migration background","","","",""
"Good","1993","Saxony","indirect migration background","","","",""
"Good","1993","Saxony-Anhalt","no migration background","","","",""
"Good","1993","Saxony-Anhalt","direct migration background","","","",""
"Good","1993","Saxony-Anhalt","indirect migration background","","","",""
"Good","1993","Thuringia","no migration background","","","",""
"Good","1993","Thuringia","direct migration background","","","",""
"Good","1993","Thuringia","indirect migration background","","","",""
"Satisfactory","1993","Schleswig-Holstein","no migration background","","","",""
"Satisfactory","1993","Schleswig-Holstein","direct migration background","","","",""
"Satisfactory","1993","Schleswig-Holstein","indirect migration background","","","",""
"Satisfactory","1993","Hamburg","no migration background","","","",""
"Satisfactory","1993","Hamburg","direct migration background","","","",""
"Satisfactory","1993","Hamburg","indirect migration background","","","",""
"Satisfactory","1993","Lower Saxony","no migration background","","","",""
"Satisfactory","1993","Lower Saxony","direct migration background","","","",""
"Satisfactory","1993","Lower Saxony","indirect migration background","","","",""
"Satisfactory","1993","Bremen","no migration background","","","",""
"Satisfactory","1993","Bremen","direct migration background","","","",""
"Satisfactory","1993","Bremen","indirect migration background","","","",""
"Satisfactory","1993","North Rhine-Westphalia","no migration background","","","",""
"Satisfactory","1993","North Rhine-Westphalia","direct migration background","","","",""
"Satisfactory","1993","North Rhine-Westphalia","indirect migration background","","","",""
"Satisfactory","1993","Hesse","no migration background","","","",""
"Satisfactory","1993","Hesse","direct migration background","","","",""
"Satisfactory","1993","Hesse","indirect migration background","","","",""
"Satisfactory","1993","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Satisfactory","1993","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Satisfactory","1993","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Satisfactory","1993","Baden-Württemberg","no migration background","","","",""
"Satisfactory","1993","Baden-Württemberg","direct migration background","","","",""
"Satisfactory","1993","Baden-Württemberg","indirect migration background","","","",""
"Satisfactory","1993","Bavaria","no migration background","","","",""
"Satisfactory","1993","Bavaria","direct migration background","","","",""
"Satisfactory","1993","Bavaria","indirect migration background","","","",""
"Satisfactory","1993","Berlin","no migration background","","","",""
"Satisfactory","1993","Berlin","direct migration background","","","",""
"Satisfactory","1993","Berlin","indirect migration background","","","",""
"Satisfactory","1993","Brandenburg","no migration background","","","",""
"Satisfactory","1993","Brandenburg","direct migration background","","","",""
"Satisfactory","1993","Brandenburg","indirect migration background","","","",""
"Satisfactory","1993","Mecklenburg-Western Pomerania","no migration background","","","",""
"Satisfactory","1993","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Satisfactory","1993","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Satisfactory","1993","Saxony","no migration background","","","",""
"Satisfactory","1993","Saxony","direct migration background","","","",""
"Satisfactory","1993","Saxony","indirect migration background","","","",""
"Satisfactory","1993","Saxony-Anhalt","no migration background","","","",""
"Satisfactory","1993","Saxony-Anhalt","direct migration background","","","",""
"Satisfactory","1993","Saxony-Anhalt","indirect migration background","","","",""
"Satisfactory","1993","Thuringia","no migration background","","","",""
"Satisfactory","1993","Thuringia","direct migration background","","","",""
"Satisfactory","1993","Thuringia","indirect migration background","","","",""
"Less good","1993","Schleswig-Holstein","no migration background","","","",""
"Less good","1993","Schleswig-Holstein","direct migration background","","","",""
"Less good","1993","Schleswig-Holstein","indirect migration background","","","",""
"Less good","1993","Hamburg","no migration background","","","",""
"Less good","1993","Hamburg","direct migration background","","","",""
"Less good","1993","Hamburg","indirect migration background","","","",""
"Less good","1993","Lower Saxony","no migration background","","","",""
"Less good","1993","Lower Saxony","direct migration background","","","",""
"Less good","1993","Lower Saxony","indirect migration background","","","",""
"Less good","1993","Bremen","no migration background","","","",""
"Less good","1993","Bremen","direct migration background","","","",""
"Less good","1993","Bremen","indirect migration background","","","",""
"Less good","1993","North Rhine-Westphalia","no migration background","","","",""
"Less good","1993","North Rhine-Westphalia","direct migration background","","","",""
"Less good","1993","North Rhine-Westphalia","indirect migration background","","","",""
"Less good","1993","Hesse","no migration background","","","",""
"Less good","1993","Hesse","direct migration background","","","",""
"Less good","1993","Hesse","indirect migration background","","","",""
"Less good","1993","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Less good","1993","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Less good","1993","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Less good","1993","Baden-Württemberg","no migration background","","","",""
"Less good","1993","Baden-Württemberg","direct migration background","","","",""
"Less good","1993","Baden-Württemberg","indirect migration background","","","",""
"Less good","1993","Bavaria","no migration background","","","",""
"Less good","1993","Bavaria","direct migration background","","","",""
"Less good","1993","Bavaria","indirect migration background","","","",""
"Less good","1993","Berlin","no migration background","","","",""
"Less good","1993","Berlin","direct migration background","","","",""
"Less good","1993","Berlin","indirect migration background","","","",""
"Less good","1993","Brandenburg","no migration background","","","",""
"Less good","1993","Brandenburg","direct migration background","","","",""
"Less good","1993","Brandenburg","indirect migration background","","","",""
"Less good","1993","Mecklenburg-Western Pomerania","no migration background","","","",""
"Less good","1993","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Less good","1993","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Less good","1993","Saxony","no migration background","","","",""
"Less good","1993","Saxony","direct migration background","","","",""
"Less good","1993","Saxony","indirect migration background","","","",""
"Less good","1993","Saxony-Anhalt","no migration background","","","",""
"Less good","1993","Saxony-Anhalt","direct migration background","","","",""
"Less good","1993","Saxony-Anhalt","indirect migration background","","","",""
"Less good","1993","Thuringia","no migration background","","","",""
"Less good","1993","Thuringia","direct migration background","","","",""
"Less good","1993","Thuringia","indirect migration background","","","",""
"Poor","1993","Schleswig-Holstein","no migration background","","","",""
"Poor","1993","Schleswig-Holstein","direct migration background","","","",""
"Poor","1993","Schleswig-Holstein","indirect migration background","","","",""
"Poor","1993","Hamburg","no migration background","","","",""
"Poor","1993","Hamburg","direct migration background","","","",""
"Poor","1993","Hamburg","indirect migration background","","","",""
"Poor","1993","Lower Saxony","no migration background","","","",""
"Poor","1993","Lower Saxony","direct migration background","","","",""
"Poor","1993","Lower Saxony","indirect migration background","","","",""
"Poor","1993","Bremen","no migration background","","","",""
"Poor","1993","Bremen","direct migration background","","","",""
"Poor","1993","Bremen","indirect migration background","","","",""
"Poor","1993","North Rhine-Westphalia","no migration background","","","",""
"Poor","1993","North Rhine-Westphalia","direct migration background","","","",""
"Poor","1993","North Rhine-Westphalia","indirect migration background","","","",""
"Poor","1993","Hesse","no migration background","","","",""
"Poor","1993","Hesse","direct migration background","","","",""
"Poor","1993","Hesse","indirect migration background","","","",""
"Poor","1993","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Poor","1993","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Poor","1993","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
