"ple0008","year","pgcasmin","pgisced97","n","percent","lower_confidence","upper_confidence"
"Very good","1992","(0) in school","in school","69","0.447128553071322","0.365921242491837","0.528335863650807"
"Very good","1992","(0) in school","inadequately","","","",""
"Very good","1992","(0) in school","general elemantary","","","",""
"Very good","1992","(0) in school","middle vocational","2","","",""
"Very good","1992","(0) in school","vocational + Abi","","","",""
"Very good","1992","(0) in school","higher vocational","","","",""
"Very good","1992","(0) in school","higher education","","","",""
"Very good","1992","(1a) inadequately completed","in school","16","","",""
"Very good","1992","(1a) inadequately completed","inadequately","68","0.128862023295443","0.102208189089083","0.155515857501803"
"Very good","1992","(1a) inadequately completed","general elemantary","","","",""
"Very good","1992","(1a) inadequately completed","middle vocational","9","","",""
"Very good","1992","(1a) inadequately completed","vocational + Abi","","","",""
"Very good","1992","(1a) inadequately completed","higher vocational","","","",""
"Very good","1992","(1a) inadequately completed","higher education","","","",""
"Very good","1992","(1b) general elementary school","in school","","","",""
"Very good","1992","(1b) general elementary school","inadequately","5","","",""
"Very good","1992","(1b) general elementary school","general elemantary","265","0.0791706381450827","0.0680388348463049","0.0903024414438605"
"Very good","1992","(1b) general elementary school","middle vocational","","","",""
"Very good","1992","(1b) general elementary school","vocational + Abi","","","",""
"Very good","1992","(1b) general elementary school","higher vocational","","","",""
"Very good","1992","(1b) general elementary school","higher education","","","",""
"Very good","1992","(1c) basic vocational qualification","in school","","","",""
"Very good","1992","(1c) basic vocational qualification","inadequately","","","",""
"Very good","1992","(1c) basic vocational qualification","general elemantary","","","",""
"Very good","1992","(1c) basic vocational qualification","middle vocational","459","0.103344060847747","0.0938773492347616","0.112810772460732"
"Very good","1992","(1c) basic vocational qualification","vocational + Abi","","","",""
"Very good","1992","(1c) basic vocational qualification","higher vocational","31","0.0970503164054707","0.064307689468229","0.129792943342712"
"Very good","1992","(1c) basic vocational qualification","higher education","","","",""
"Very good","1992","(2b) intermediate general qualification","in school","","","",""
"Very good","1992","(2b) intermediate general qualification","inadequately","","","",""
"Very good","1992","(2b) intermediate general qualification","general elemantary","164","0.237002094521469","0.201234812328178","0.272769376714761"
"Very good","1992","(2b) intermediate general qualification","middle vocational","","","",""
