"ple0008","year","e11102","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Good","1992","Employed","Rural Area","1532","0.487212828556378","0.469586288582184","0.504839368530572","2"
"Good","1992","Not Employed","Urban Area","917","0.286046024645951","0.269587084019792","0.302504965272109","2"
"Good","1992","Not Employed","Rural Area","329","0.21805213328879","0.195943354142387","0.240160912435193","2"
"Good","1992","Employed","Urban Area","2716","0.45132891941587","0.438652696908832","0.464005141922907","2"
"Less good","1992","Not Employed","Urban Area","501","0.194437954710252","0.180023811512807","0.208852097907698","4"
"Less good","1992","Employed","Rural Area","187","0.0643124151657015","0.0556617006494564","0.0729631296819466","4"
"Less good","1992","Not Employed","Rural Area","243","0.209869525021816","0.188066347643331","0.2316727024003","4"
"Less good","1992","Employed","Urban Area","503","0.0833936054475603","0.0763508103330523","0.0904364005620684","4"
"Poor","1992","Not Employed","Urban Area","216","0.0941135904912623","0.0834792183129071","0.104747962669618","5"
"Poor","1992","Not Employed","Rural Area","129","0.105941372671247","0.08946310744143","0.122419637901064","5"
"Poor","1992","Employed","Urban Area","107","0.0174660325876607","0.0141290175984841","0.0208030475768372","5"
"Poor","1992","Employed","Rural Area","45","0.0185689745272013","0.0138083603173002","0.0233295887371023","5"
"Satisfactory","1992","Not Employed","Urban Area","904","0.342278201907199","0.324997572727959","0.359558831086439","3"
"Satisfactory","1992","Not Employed","Rural Area","486","0.38646285187687","0.360391112825446","0.412534590928294","3"
"Satisfactory","1992","Employed","Urban Area","1535","0.275046067585959","0.263671231091337","0.286420904080581","3"
"Satisfactory","1992","Employed","Rural Area","796","0.263874869414452","0.248332616395334","0.27941712243357","3"
"Very good","1992","Not Employed","Urban Area","358","0.0831242282453352","0.0730695570333865","0.093178899457284","1"
"Very good","1992","Not Employed","Rural Area","153","0.0796741171412767","0.0651755481395127","0.0941726861430407","1"
"Very good","1992","Employed","Urban Area","1059","0.17276537496295","0.163135293891981","0.182395456033919","1"
"Very good","1992","Employed","Rural Area","529","0.166030912336267","0.152908653782113","0.179153170890421","1"
"Good","1993","Not Employed","Urban Area","","","","","2"
"Good","1993","Not Employed","Rural Area","","","","","2"
"Good","1993","Employed","Urban Area","","","","","2"
"Good","1993","Employed","Rural Area","","","","","2"
"Less good","1993","Employed","Urban Area","","","","","4"
"Less good","1993","Not Employed","Rural Area","","","","","4"
"Less good","1993","Employed","Rural Area","","","","","4"
"Less good","1993","Not Employed","Urban Area","","","","","4"
"Poor","1993","Not Employed","Urban Area","","","","","5"
"Poor","1993","Not Employed","Rural Area","","","","","5"
"Poor","1993","Employed","Urban Area","","","","","5"
"Poor","1993","Employed","Rural Area","","","","","5"
"Satisfactory","1993","Not Employed","Rural Area","","","","","3"
"Satisfactory","1993","Not Employed","Urban Area","","","","","3"
"Satisfactory","1993","Employed","Urban Area","","","","","3"
"Satisfactory","1993","Employed","Rural Area","","","","","3"
"Very good","1993","Not Employed","Urban Area","","","","","1"
"Very good","1993","Not Employed","Rural Area","","","","","1"
"Very good","1993","Employed","Urban Area","","","","","1"
"Very good","1993","Employed","Rural Area","","","","","1"
"Good","1994","Employed","Rural Area","1324","0.446912963913267","0.42850758519902","0.465318342627515","2"
"Good","1994","Employed","Urban Area","2489","0.447482701474178","0.434389246046283","0.460576156902073","2"
"Good","1994","Not Employed","Urban Area","980","0.274661274720322","0.258864793662241","0.290457755778403","2"
"Good","1994","Not Employed","Rural Area","442","0.264005884641026","0.241757863174897","0.286253906107154","2"
"Less good","1994","Employed","Rural Area","251","0.0925694710069927","0.0818400292587753","0.10329891275521","4"
"Less good","1994","Not Employed","Urban Area","622","0.219487414594987","0.204839156966501","0.234135672223473","4"
"Less good","1994","Not Employed","Rural Area","259","0.204141463480883","0.183797715287837","0.224485211673929","4"
"Less good","1994","Employed","Urban Area","636","0.121450303681305","0.112848774289597","0.130051833073013","4"
"Poor","1994","Not Employed","Urban Area","221","0.0891789253997079","0.0790924634197029","0.0992653873797128","5"
"Poor","1994","Not Employed","Rural Area","118","0.0913111410984586","0.0767727312762575","0.10584955092066","5"
"Poor","1994","Employed","Urban Area","99","0.0179457466012834","0.014449985747912","0.0214415074546548","5"
"Poor","1994","Employed","Rural Area","40","0.0167331370695637","0.0119845880231872","0.0214816861159402","5"
"Satisfactory","1994","Not Employed","Urban Area","993","0.3558622137844","0.338917995825403","0.372806431743398","3"
"Satisfactory","1994","Employed","Rural Area","858","0.323114321778316","0.305801322582402","0.34042732097423","3"
"Satisfactory","1994","Not Employed","Rural Area","588","0.394049984935006","0.369387236209267","0.418712733660745","3"
"Satisfactory","1994","Employed","Urban Area","1654","0.309561914764513","0.297388025682069","0.321735803846958","3"
"Very good","1994","Not Employed","Urban Area","251","0.0608101715005832","0.0523523988404762","0.0692679441606902","1"
"Very good","1994","Not Employed","Rural Area","101","0.0464915258446267","0.0358648704150768","0.0571181812741767","1"
"Very good","1994","Employed","Rural Area","330","0.12067010623186","0.108611078093677","0.132729134370043","1"
