"ple0008","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence"
"Very good","1992","Schleswig-Holstein","in school","4","","",""
"Very good","1992","Schleswig-Holstein","inadequately","2","","",""
"Very good","1992","Schleswig-Holstein","general elemantary","9","","",""
"Very good","1992","Schleswig-Holstein","middle vocational","26","","",""
"Very good","1992","Schleswig-Holstein","vocational + Abi","1","","",""
"Very good","1992","Schleswig-Holstein","higher vocational","2","","",""
"Very good","1992","Schleswig-Holstein","higher education","2","","",""
"Very good","1992","Hamburg","in school","","","",""
"Very good","1992","Hamburg","inadequately","1","","",""
"Very good","1992","Hamburg","general elemantary","3","","",""
"Very good","1992","Hamburg","middle vocational","12","","",""
"Very good","1992","Hamburg","vocational + Abi","1","","",""
"Very good","1992","Hamburg","higher vocational","1","","",""
"Very good","1992","Hamburg","higher education","3","","",""
"Very good","1992","Lower Saxony","in school","3","","",""
"Very good","1992","Lower Saxony","inadequately","7","","",""
"Very good","1992","Lower Saxony","general elemantary","34","0.101354227200465","0.0626030115024963","0.140105442898433"
"Very good","1992","Lower Saxony","middle vocational","71","0.126790253476467","0.0974187042944839","0.156161802658451"
"Very good","1992","Lower Saxony","vocational + Abi","5","","",""
"Very good","1992","Lower Saxony","higher vocational","10","","",""
"Very good","1992","Lower Saxony","higher education","21","","",""
"Very good","1992","Bremen","in school","","","",""
"Very good","1992","Bremen","inadequately","","","",""
"Very good","1992","Bremen","general elemantary","","","",""
"Very good","1992","Bremen","middle vocational","11","","",""
"Very good","1992","Bremen","vocational + Abi","1","","",""
"Very good","1992","Bremen","higher vocational","","","",""
"Very good","1992","Bremen","higher education","","","",""
"Very good","1992","North Rhine-Westphalia","in school","24","","",""
"Very good","1992","North Rhine-Westphalia","inadequately","18","","",""
"Very good","1992","North Rhine-Westphalia","general elemantary","112","0.135514763103398","0.107989786138923","0.163039740067873"
"Very good","1992","North Rhine-Westphalia","middle vocational","204","0.136171923511896","0.116965898480946","0.155377948542846"
"Very good","1992","North Rhine-Westphalia","vocational + Abi","14","","",""
"Very good","1992","North Rhine-Westphalia","higher vocational","21","","",""
"Very good","1992","North Rhine-Westphalia","higher education","32","0.129615134327415","0.0842950837419645","0.174935184912866"
"Very good","1992","Hesse","in school","7","","",""
"Very good","1992","Hesse","inadequately","10","","",""
"Very good","1992","Hesse","general elemantary","30","0.0506945584363136","0.0235012690664813","0.0778878478061459"
"Very good","1992","Hesse","middle vocational","63","0.123294257363843","0.0922911968632318","0.154297317864455"
"Very good","1992","Hesse","vocational + Abi","9","","",""
"Very good","1992","Hesse","higher vocational","5","","",""
"Very good","1992","Hesse","higher education","22","","",""
"Very good","1992","Rhineland-Palatinate,Saarland","in school","4","","",""
"Very good","1992","Rhineland-Palatinate,Saarland","inadequately","3","","",""
"Very good","1992","Rhineland-Palatinate,Saarland","general elemantary","24","","",""
"Very good","1992","Rhineland-Palatinate,Saarland","middle vocational","42","0.100829963480954","0.0679930334223699","0.133666893539539"
"Very good","1992","Rhineland-Palatinate,Saarland","vocational + Abi","4","","",""
"Very good","1992","Rhineland-Palatinate,Saarland","higher vocational","5","","",""
"Very good","1992","Rhineland-Palatinate,Saarland","higher education","8","","",""
"Very good","1992","Baden-Württemberg","in school","13","","",""
"Very good","1992","Baden-Württemberg","inadequately","15","","",""
"Very good","1992","Baden-Württemberg","general elemantary","72","0.0915075849290308","0.0658997530391357","0.117115416818926"
"Very good","1992","Baden-Württemberg","middle vocational","120","0.120099820445348","0.0974169782379604","0.142782662652736"
"Very good","1992","Baden-Württemberg","vocational + Abi","11","","",""
"Very good","1992","Baden-Württemberg","higher vocational","12","","",""
"Very good","1992","Baden-Württemberg","higher education","20","","",""
"Very good","1992","Bavaria","in school","8","","",""
"Very good","1992","Bavaria","inadequately","4","","",""
"Very good","1992","Bavaria","general elemantary","56","0.120084301652945","0.0878231817821295","0.15234542152376"
"Very good","1992","Bavaria","middle vocational","133","0.132217514489979","0.10913169631191","0.155303332668048"
"Very good","1992","Bavaria","vocational + Abi","10","","",""
"Very good","1992","Bavaria","higher vocational","19","","",""
"Very good","1992","Bavaria","higher education","35","0.216670387075136","0.151603537023217","0.281737237127055"
"Very good","1992","Berlin","in school","5","","",""
"Very good","1992","Berlin","inadequately","2","","",""
"Very good","1992","Berlin","general elemantary","11","","",""
"Very good","1992","Berlin","middle vocational","36","0.107851008127588","0.0701465923333649","0.145555423921811"
"Very good","1992","Berlin","vocational + Abi","6","","",""
"Very good","1992","Berlin","higher vocational","5","","",""
