"ple0008","year","education","pgisced97","n","percent","lower_confidence","upper_confidence"
"Very good","1992","lower secondary degree","in school","","","",""
"Very good","1992","lower secondary degree","inadequately","","","",""
"Very good","1992","lower secondary degree","general elemantary","218","0.0790674926227284","0.0664247309378457","0.0917102543076111"
"Very good","1992","lower secondary degree","middle vocational","428","0.103525814337689","0.0936776891294706","0.113373939545907"
"Very good","1992","lower secondary degree","vocational + Abi","1","","",""
"Very good","1992","lower secondary degree","higher vocational","30","0.0965898245652674","0.0639166416155917","0.129263007514943"
"Very good","1992","lower secondary degree","higher education","7","","",""
"Very good","1992","secondary school degree","in school","","","",""
"Very good","1992","secondary school degree","inadequately","","","",""
"Very good","1992","secondary school degree","general elemantary","161","0.233776665779455","0.197980277092364","0.269573054466547"
"Very good","1992","secondary school degree","middle vocational","424","0.16362451011974","0.148328738762634","0.178920281476846"
"Very good","1992","secondary school degree","vocational + Abi","","","",""
"Very good","1992","secondary school degree","higher vocational","43","0.102424793073473","0.0688344922078943","0.136015093939052"
"Very good","1992","secondary school degree","higher education","75","0.134359610577698","0.104905385542273","0.163813835613123"
"Very good","1992","college entrance qualification","in school","","","",""
"Very good","1992","college entrance qualification","inadequately","","","",""
"Very good","1992","college entrance qualification","general elemantary","","","",""
"Very good","1992","college entrance qualification","middle vocational","99","0.257042856112386","0.209162458035819","0.304923254188953"
"Very good","1992","college entrance qualification","vocational + Abi","64","0.172200128913765","0.130306285284781","0.214093972542749"
"Very good","1992","college entrance qualification","higher vocational","26","","",""
"Very good","1992","college entrance qualification","higher education","193","0.184378311143224","0.160086715436279","0.208669906850169"
"Very good","1992","Other degree","in school","","","",""
"Very good","1992","Other degree","inadequately","5","","",""
"Very good","1992","Other degree","general elemantary","50","0.092316718471246","0.0673402755368528","0.117293161405639"
"Very good","1992","Other degree","middle vocational","49","0.136244738257718","0.101051690306815","0.17143778620862"
"Very good","1992","Other degree","vocational + Abi","10","","",""
"Very good","1992","Other degree","higher vocational","2","","",""
"Very good","1992","Other degree","higher education","7","","",""
"Very good","1992","no degree/no degree yet","in school","82","0.442571045335153","0.369604404962403","0.515537685707904"
"Very good","1992","no degree/no degree yet","inadequately","67","0.129071433708987","0.102310838436099","0.155832028981875"
"Very good","1992","no degree/no degree yet","general elemantary","","","",""
"Very good","1992","no degree/no degree yet","middle vocational","11","","",""
"Very good","1992","no degree/no degree yet","vocational + Abi","","","",""
"Very good","1992","no degree/no degree yet","higher vocational","","","",""
"Very good","1992","no degree/no degree yet","higher education","","","",""
"Good","1992","lower secondary degree","in school","","","",""
"Good","1992","lower secondary degree","inadequately","","","",""
"Good","1992","lower secondary degree","general elemantary","504","0.24390470741392","0.223784732960738","0.264024681867103"
"Good","1992","lower secondary degree","middle vocational","1415","0.36063712347912","0.345114352039251","0.376159894918989"
"Good","1992","lower secondary degree","vocational + Abi","4","","",""
"Good","1992","lower secondary degree","higher vocational","125","0.373603507861122","0.320096163351761","0.427110852370483"
"Good","1992","lower secondary degree","higher education","49","0.441337004900729","0.351363366196887","0.53131064360457"
"Good","1992","secondary school degree","in school","","","",""
"Good","1992","secondary school degree","inadequately","","","",""
"Good","1992","secondary school degree","general elemantary","244","0.444656930004501","0.402627436230292","0.48668642377871"
"Good","1992","secondary school degree","middle vocational","1135","0.473780901822389","0.453135723761833","0.494426079882946"
"Good","1992","secondary school degree","vocational + Abi","","","",""
"Good","1992","secondary school degree","higher vocational","148","0.429734802501429","0.374892633887371","0.484576971115486"
"Good","1992","secondary school degree","higher education","277","0.481350953340909","0.438197834767147","0.52450407191467"
"Good","1992","college entrance qualification","in school","","","",""
"Good","1992","college entrance qualification","inadequately","","","",""
"Good","1992","college entrance qualification","general elemantary","","","",""
"Good","1992","college entrance qualification","middle vocational","164","0.538331760803375","0.483710326195188","0.592953195411563"
"Good","1992","college entrance qualification","vocational + Abi","153","0.504018234668165","0.448539471112336","0.559496998223995"
"Good","1992","college entrance qualification","higher vocational","49","0.3372994590048","0.256645143406228","0.417953774603371"
"Good","1992","college entrance qualification","higher education","477","0.469568210581709","0.438305915285293","0.500830505878124"
"Good","1992","Other degree","in school","","","",""
"Good","1992","Other degree","inadequately","7","","",""
"Good","1992","Other degree","general elemantary","218","0.421607436196972","0.378999674344571","0.464215198049373"
"Good","1992","Other degree","middle vocational","136","0.376358711517452","0.326657145213187","0.426060277821718"
"Good","1992","Other degree","vocational + Abi","24","","",""
"Good","1992","Other degree","higher vocational","","","",""
"Good","1992","Other degree","higher education","20","","",""
"Good","1992","no degree/no degree yet","in school","72","0.426744400163467","0.354084272223588","0.499404528103345"
"Good","1992","no degree/no degree yet","inadequately","196","0.33260104379532","0.294996181696711","0.370205905893929"
"Good","1992","no degree/no degree yet","general elemantary","","","",""
"Good","1992","no degree/no degree yet","middle vocational","22","","",""
"Good","1992","no degree/no degree yet","vocational + Abi","","","",""
"Good","1992","no degree/no degree yet","higher vocational","1","","",""
"Good","1992","no degree/no degree yet","higher education","","","",""
"Satisfactory","1992","lower secondary degree","in school","","","",""
"Satisfactory","1992","lower secondary degree","inadequately","","","",""
"Satisfactory","1992","lower secondary degree","general elemantary","631","0.405364484509476","0.382361862821535","0.428367106197416"
"Satisfactory","1992","lower secondary degree","middle vocational","1214","0.337522941204415","0.322236816091584","0.352809066317245"
"Satisfactory","1992","lower secondary degree","vocational + Abi","","","",""
"Satisfactory","1992","lower secondary degree","higher vocational","110","0.323581568644507","0.271834843341134","0.375328293947879"
"Satisfactory","1992","lower secondary degree","higher education","42","0.347279576237267","0.261009857399092","0.433549295075441"
"Satisfactory","1992","secondary school degree","in school","","","",""
"Satisfactory","1992","secondary school degree","inadequately","","","",""
"Satisfactory","1992","secondary school degree","general elemantary","87","0.21493967722711","0.180196401848162","0.249682952606058"
"Satisfactory","1992","secondary school degree","middle vocational","517","0.259774634930588","0.241643419929759","0.277905849931416"
"Satisfactory","1992","secondary school degree","vocational + Abi","","","",""
"Satisfactory","1992","secondary school degree","higher vocational","90","0.334776348291958","0.282496159510425","0.387056537073491"
"Satisfactory","1992","secondary school degree","higher education","124","0.281754539975425","0.242902271367943","0.320606808582908"
"Satisfactory","1992","college entrance qualification","in school","","","",""
"Satisfactory","1992","college entrance qualification","inadequately","","","",""
"Satisfactory","1992","college entrance qualification","general elemantary","","","",""
"Satisfactory","1992","college entrance qualification","middle vocational","37","0.108932538467606","0.0747969647450429","0.143068112190169"
"Satisfactory","1992","college entrance qualification","vocational + Abi","68","0.213291056670737","0.167837888417155","0.258744224924318"
"Satisfactory","1992","college entrance qualification","higher vocational","39","0.310698443995235","0.23175150532984","0.389645382660631"
"Satisfactory","1992","college entrance qualification","higher education","226","0.246579788221705","0.219580388033077","0.273579188410333"
"Satisfactory","1992","Other degree","in school","","","",""
"Satisfactory","1992","Other degree","inadequately","8","","",""
"Satisfactory","1992","Other degree","general elemantary","143","0.252062393594381","0.214598755166568","0.289526032022195"
"Satisfactory","1992","Other degree","middle vocational","104","0.275586125036091","0.229748330571388","0.321423919500795"
"Satisfactory","1992","Other degree","vocational + Abi","21","","",""
"Satisfactory","1992","Other degree","higher vocational","2","","",""
"Satisfactory","1992","Other degree","higher education","4","","",""
"Satisfactory","1992","no degree/no degree yet","in school","19","","",""
"Satisfactory","1992","no degree/no degree yet","inadequately","176","0.272845494476232","0.237293728541752","0.308397260410712"
"Satisfactory","1992","no degree/no degree yet","general elemantary","","","",""
"Satisfactory","1992","no degree/no degree yet","middle vocational","20","","",""
"Satisfactory","1992","no degree/no degree yet","vocational + Abi","","","",""
"Satisfactory","1992","no degree/no degree yet","higher vocational","3","","",""
"Satisfactory","1992","no degree/no degree yet","higher education","","","",""
"Less good","1992","lower secondary degree","in school","","","",""
"Less good","1992","lower secondary degree","inadequately","","","",""
"Less good","1992","lower secondary degree","general elemantary","294","0.194208505754453","0.175674276549471","0.212742734959436"
"Less good","1992","lower secondary degree","middle vocational","449","0.13883416416829","0.127656478030309","0.150011850306271"
"Less good","1992","lower secondary degree","vocational + Abi","","","",""
"Less good","1992","lower secondary degree","higher vocational","33","0.149618617960287","0.110165352189683","0.18907188373089"
"Less good","1992","lower secondary degree","higher education","16","","",""
"Less good","1992","secondary school degree","in school","","","",""
"Less good","1992","secondary school degree","inadequately","","","",""
"Less good","1992","secondary school degree","general elemantary","36","0.0918257662919843","0.0674011462241334","0.116250386359835"
"Less good","1992","secondary school degree","middle vocational","137","0.0791722519786856","0.0680081896420047","0.0903363143153665"
"Less good","1992","secondary school degree","vocational + Abi","","","",""
"Less good","1992","secondary school degree","higher vocational","24","","",""
"Less good","1992","secondary school degree","higher education","27","","",""
"Less good","1992","college entrance qualification","in school","","","",""
"Less good","1992","college entrance qualification","inadequately","","","",""
"Less good","1992","college entrance qualification","general elemantary","","","",""
"Less good","1992","college entrance qualification","middle vocational","19","","",""
"Less good","1992","college entrance qualification","vocational + Abi","20","","",""
"Less good","1992","college entrance qualification","higher vocational","14","","",""
"Less good","1992","college entrance qualification","higher education","60","0.0687449975892704","0.0528956421524107","0.0845943530261301"
"Less good","1992","Other degree","in school","","","",""
"Less good","1992","Other degree","inadequately","2","","",""
"Less good","1992","Other degree","general elemantary","74","0.14774276303146","0.117125829069301","0.178359696993618"
"Less good","1992","Other degree","middle vocational","58","0.164414582827307","0.126389755357205","0.202439410297408"
"Less good","1992","Other degree","vocational + Abi","8","","",""
"Less good","1992","Other degree","higher vocational","1","","",""
"Less good","1992","Other degree","higher education","2","","",""
"Less good","1992","no degree/no degree yet","in school","3","","",""
"Less good","1992","no degree/no degree yet","inadequately","125","0.18349423518939","0.152599798927744","0.214388671451036"
"Less good","1992","no degree/no degree yet","general elemantary","","","",""
"Less good","1992","no degree/no degree yet","middle vocational","15","","",""
"Less good","1992","no degree/no degree yet","vocational + Abi","","","",""
"Less good","1992","no degree/no degree yet","higher vocational","","","",""
"Less good","1992","no degree/no degree yet","higher education","1","","",""
"Poor","1992","lower secondary degree","in school","","","",""
"Poor","1992","lower secondary degree","inadequately","","","",""
"Poor","1992","lower secondary degree","general elemantary","103","0.0774548096994224","0.0649306935452967","0.0899789258535482"
"Poor","1992","lower secondary degree","middle vocational","170","0.0594799568104862","0.0518340378697083","0.0671258757512642"
"Poor","1992","lower secondary degree","vocational + Abi","","","",""
"Poor","1992","lower secondary degree","higher vocational","16","","",""
"Poor","1992","lower secondary degree","higher education","3","","",""
"Poor","1992","secondary school degree","in school","","","",""
"Poor","1992","secondary school degree","inadequately","","","",""
"Poor","1992","secondary school degree","general elemantary","9","","",""
"Poor","1992","secondary school degree","middle vocational","34","0.0236477011485969","0.0173650304726308","0.029930371824563"
"Poor","1992","secondary school degree","vocational + Abi","","","",""
"Poor","1992","secondary school degree","higher vocational","8","","",""
"Poor","1992","secondary school degree","higher education","12","","",""
"Poor","1992","college entrance qualification","in school","","","",""
