"ple0008","year","e11102","n","percent","lower_confidence","upper_confidence"
"Poor","1999","Not Employed","379","0.0872855373975401","0.0794249945706115","0.0951460802244688"
"Poor","1999","Employed","125","0.0160096641917807","0.0133850604967983","0.0186342678867631"
"Very good","2000","Not Employed","713","0.0682361011572113","0.0630419824257657","0.0734302198886569"
"Very good","2000","Employed","1981","0.137645321690347","0.13216281727549","0.143127826105204"
"Good","2000","Not Employed","2618","0.26755659181675","0.258437602732609","0.276675580900891"
"Good","2000","Employed","7183","0.45534345251687","0.44741869079183","0.46326821424191"
"Satisfactory","2000","Not Employed","3341","0.386852001798449","0.376819553912621","0.396884449684277"
"Satisfactory","2000","Employed","4508","0.302346030679737","0.295037543809722","0.309654517549753"
"Less good","2000","Not Employed","1728","0.19794281202739","0.18973505736823","0.206150566686549"
"Less good","2000","Employed","1290","0.0891038871698438","0.0845703409232703","0.0936374334164173"
"Poor","2000","Not Employed","653","0.0794124932002005","0.0738428319131134","0.0849821544872877"
"Poor","2000","Employed","208","0.0155613079432015","0.0135917322019596","0.0175308836844434"
"Very good","2001","Not Employed","631","0.064957930222225","0.0595997832010434","0.0703160772434067"
"Very good","2001","Employed","1799","0.137616258958344","0.131890306363599","0.14334221155309"
"Good","2001","Not Employed","2230","0.251112991996328","0.241684858990214","0.260541125002441"
"Good","2001","Employed","6610","0.459004957849759","0.450722334254822","0.467287581444696"
"Satisfactory","2001","Not Employed","3056","0.39150197585038","0.380890408705019","0.402113542995741"
"Satisfactory","2001","Employed","4124","0.297221195406189","0.289624725701628","0.304817665110749"
"Less good","2001","Not Employed","1609","0.211617434229671","0.202737143398255","0.220497725061087"
"Less good","2001","Employed","1177","0.0895978669811601","0.0848507704502391","0.0943449635120812"
"Poor","2001","Not Employed","601","0.0808096677013966","0.0748842721707922","0.086735063232001"
"Poor","2001","Employed","195","0.0165597208045478","0.0144386112729756","0.01868083033612"
"Very good","2002","Not Employed","643","0.060823053850996","0.0556787540935519","0.0659673536084401"
"Very good","2002","Employed","1710","0.114188132087738","0.1090682345659","0.119308029609576"
"Good","2002","Not Employed","2348","0.253674974178854","0.244309683552763","0.263040264804945"
"Good","2002","Employed","7162","0.463779424269987","0.455751421520121","0.471807427019853"
"Satisfactory","2002","Not Employed","3055","0.388062124818343","0.377573398825733","0.398550850810954"
"Satisfactory","2002","Employed","4502","0.315853637669104","0.308370263004352","0.323337012333855"
"Less good","2002","Not Employed","1650","0.213823008139161","0.204998188731704","0.222647827546618"
"Less good","2002","Employed","1266","0.0920451201367773","0.0873912682780259","0.0966989719955287"
"Poor","2002","Not Employed","596","0.0836168390126454","0.0776587928016911","0.0895748852235997"
"Poor","2002","Employed","183","0.0141336858363938","0.0122334094691525","0.016033962203635"
"Very good","2003","Not Employed","626","0.0624287803075035","0.0571933028495887","0.0676642577654182"
"Very good","2003","Employed","1631","0.112193985314174","0.106976316670311","0.117411653958037"
"Good","2003","Not Employed","2454","0.272405974058977","0.262771797271199","0.282040150846754"
"Good","2003","Employed","6853","0.47440694907197","0.466151646524132","0.482662251619809"
"Satisfactory","2003","Not Employed","2909","0.368996000666372","0.358553882086415","0.37943811924633"
"Satisfactory","2003","Employed","4139","0.304123683923225","0.296518253192936","0.311729114653514"
"Less good","2003","Not Employed","1614","0.211138396581933","0.202306667186215","0.219970125977652"
"Less good","2003","Employed","1243","0.0934252342066384","0.0886138883473105","0.0982365800659663"
"Poor","2003","Not Employed","600","0.0850308483852139","0.0789947929825743","0.0910669037878535"
"Poor","2003","Employed","189","0.0158501474839921","0.0137853382405265","0.0179149567274576"
"Very good","2004","Not Employed","657","0.0657375361480614","0.060373288625012","0.0711017836711107"
"Very good","2004","Employed","1551","0.120619704697919","0.115124405712687","0.126115003683151"
"Good","2004","Not Employed","2434","0.263626513419829","0.254089524844738","0.27316350199492"
"Good","2004","Employed","6552","0.457123275028583","0.448717822315568","0.465528727741598"
"Satisfactory","2004","Not Employed","2866","0.360572368119111","0.350178922004508","0.370965814233714"
"Satisfactory","2004","Employed","3948","0.297048162001671","0.289337883755897","0.304758440247445"
"Less good","2004","Not Employed","1607","0.220162377540495","0.21119343394491","0.229131321136079"
"Less good","2004","Employed","1251","0.106521047963462","0.101315652741242","0.111726443185683"
"Poor","2004","Not Employed","635","0.0899012047725038","0.0837097219347702","0.0960926876102373"
"Poor","2004","Employed","191","0.0186878103083646","0.0164028606499981","0.020972759966731"
"Very good","2005","Not Employed","576","0.0612780651639226","0.0559882800869763","0.0665678502408689"
"Very good","2005","Employed","1376","0.107520723304469","0.102163667188941","0.112877779419997"
"Good","2005","Not Employed","2254","0.25875383581235","0.249094624885688","0.268413046739012"
"Good","2005","Employed","6081","0.45269845262643","0.444090519591832","0.461306385661028"
"Satisfactory","2005","Not Employed","2836","0.363808757798158","0.353197974627855","0.374419540968461"
"Satisfactory","2005","Employed","3957","0.314967333972014","0.30693448809055","0.323000179853479"
"Less good","2005","Not Employed","1632","0.228598789976356","0.219337016741618","0.237860563211095"
"Less good","2005","Employed","1239","0.107268920148708","0.101917385785862","0.112620454511554"
"Poor","2005","Not Employed","599","0.0875605512492135","0.0813264580267757","0.0937946444716514"
"Poor","2005","Employed","192","0.0175445699483786","0.015274136224093","0.0198150036726643"
"Very good","2006","Not Employed","573","0.0647152754181233","0.0595098711647248","0.0699206796715219"
"Very good","2006","Employed","1424","0.109588854707479","0.104312432647866","0.114865276767092"
"Good","2006","Not Employed","2515","0.262925267026542","0.253610948969451","0.272239585083634"
"Good","2006","Employed","6349","0.45213142620572","0.443724609441213","0.460538242970228"
"Satisfactory","2006","Not Employed","3046","0.36387594573984","0.353696439269775","0.374055452209905"
"Satisfactory","2006","Employed","4254","0.321114993303929","0.313228400101315","0.329001586506544"
"Less good","2006","Not Employed","1742","0.214553327747008","0.20586762185643","0.223239033637586"
"Less good","2006","Employed","1231","0.098511378290273","0.0934777126762595","0.103545043904286"
"Poor","2006","Not Employed","705","0.093930184068487","0.087757663323801","0.100102704813173"
"Poor","2006","Employed","206","0.0186533474925986","0.0163680083792247","0.0209386866059724"
"Very good","2007","Not Employed","514","0.0613177108557584","0.0560575405638489","0.0665778811476678"
"Very good","2007","Employed","1214","0.0964980216672528","0.091338442640859","0.101657600693647"
"Good","2007","Not Employed","2279","0.251800534106462","0.242283874271542","0.261317193941381"
"Good","2007","Employed","6040","0.465136214083865","0.456420515878505","0.473851912289225"
"Satisfactory","2007","Not Employed","2892","0.374383258809182","0.363772170798563","0.3849943468198"
"Satisfactory","2007","Employed","3975","0.320366321968237","0.312212684772473","0.328519959164002"
"Less good","2007","Not Employed","1695","0.229218893879275","0.220002983089406","0.238434804669145"
"Less good","2007","Employed","1175","0.102131156478131","0.0968396895578695","0.107422623398393"
"Poor","2007","Not Employed","611","0.0832796023493231","0.0772215182987814","0.0893376863998649"
"Poor","2007","Employed","177","0.0158682858025136","0.0136846403250744","0.0180519312799528"
"Very good","2008","Not Employed","451","0.0579573643522409","0.0526649386937566","0.0632497900107252"
"Very good","2008","Employed","1248","0.108229470168563","0.102650955011218","0.113807985325907"
"Good","2008","Not Employed","2113","0.259865119883507","0.249931795815089","0.269798443951924"
"Good","2008","Employed","5623","0.453792448597245","0.4448526697467","0.462732227447791"
"Satisfactory","2008","Not Employed","2743","0.379846350440605","0.368853285232463","0.390839415648747"
"Satisfactory","2008","Employed","3683","0.31467338282956","0.306334687671654","0.323012077987466"
"Less good","2008","Not Employed","1609","0.218643645000214","0.209281870478124","0.228005419522304"
"Less good","2008","Employed","1190","0.107334734176564","0.101776539500657","0.112892928852472"
"Poor","2008","Not Employed","572","0.0836875203234332","0.0774153575025719","0.0899596831442944"
"Poor","2008","Employed","170","0.0159699642280675","0.0137189645019426","0.0182209639541925"
"Very good","2009","Not Employed","378","0.0551740052758237","0.0497702891840391","0.0605777213676083"
"Very good","2009","Employed","1083","0.0988034003190756","0.0932832534346535","0.104323547203498"
"Good","2009","Not Employed","1847","0.24993998606009","0.239692549742661","0.260187422377519"
"Good","2009","Employed","5225","0.446079576351753","0.436883876759523","0.455275275943983"
"Satisfactory","2009","Not Employed","2621","0.384933363613034","0.37341732233545","0.396449404890619"
"Satisfactory","2009","Employed","3654","0.338660435115313","0.329905571199858","0.347415299030769"
"Less good","2009","Not Employed","1479","0.224941355540782","0.215059209064944","0.234823502016621"
"Less good","2009","Employed","1096","0.101411619514313","0.0958271853596491","0.106996053668977"
"Poor","2009","Not Employed","533","0.0850112895102696","0.0784105055257233","0.091612073494816"
"Poor","2009","Employed","167","0.0150449686995446","0.0127930186047027","0.0172969187943864"
"Very good","2010","Not Employed","729","0.0628734177230865","0.0576966912859618","0.0680501441602111"
"Very good","2010","Employed","2080","0.114551887308221","0.109554687444194","0.119549087172249"
"Good","2010","Not Employed","2579","0.250826705939667","0.241581840728004","0.260071571151329"
"Good","2010","Employed","7259","0.444191535301201","0.43639517764323","0.451987892959172"
"Satisfactory","2010","Not Employed","2911","0.370374287564707","0.360075545181569","0.380673029947845"
"Satisfactory","2010","Employed","4518","0.315304321401151","0.308013813386867","0.322594829415436"
"Less good","2010","Not Employed","1627","0.226890888475736","0.217958831674286","0.235822945277187"
"Less good","2010","Employed","1506","0.107855493724223","0.102988253571643","0.112722733876803"
"Poor","2010","Not Employed","600","0.0890347002968032","0.0829610033276204","0.0951083972659861"
"Poor","2010","Employed","240","0.0180967622652032","0.0160051613490235","0.0201883631813829"
"Very good","2011","Not Employed","830","0.0640183684942393","0.0592562408309099","0.0687804961575686"
"Very good","2011","Employed","2265","0.122495262454158","0.117746673451535","0.127243851456781"
"Good","2011","Not Employed","3110","0.265669006758859","0.257076271228226","0.274261742289491"
"Good","2011","Employed","8482","0.444050925368108","0.436854545221574","0.451247305514642"
"Satisfactory","2011","Not Employed","3490","0.360425773676316","0.351085309337966","0.369766238014667"
"Satisfactory","2011","Employed","5359","0.305648881292803","0.298976495080879","0.312321267504727"
"Less good","2011","Not Employed","1980","0.224837344693858","0.216715667674475","0.23295902171324"
"Less good","2011","Employed","1894","0.110085499912613","0.105552148326915","0.11461885149831"
"Poor","2011","Not Employed","740","0.0850495063767281","0.0796226320254272","0.0904763807280291"
"Poor","2011","Employed","312","0.0177194309723181","0.0158085973984501","0.0196302645461861"
"Very good","2012","Not Employed","739","0.0637478252110497","0.058914901691746","0.0685807487303533"
"Very good","2012","Employed","2101","0.121517733201474","0.116731612532136","0.126303853870813"
"Good","2012","Not Employed","2990","0.265441529342508","0.256706217023147","0.274176841661868"
"Good","2012","Employed","8464","0.452311728788499","0.445020798267314","0.459602659309684"
"Satisfactory","2012","Not Employed","3491","0.368250171209777","0.358708490906128","0.377791851513426"
"Satisfactory","2012","Employed","5330","0.313737879409913","0.306940745797984","0.320535013021843"
"Less good","2012","Not Employed","1938","0.226249036980601","0.217972002067217","0.234526071893985"
"Less good","2012","Employed","1703","0.0958624527580755","0.0915498561641951","0.100175049351956"
"Poor","2012","Not Employed","658","0.0763114372560649","0.0710592715962114","0.0815636029159184"
"Poor","2012","Employed","304","0.0165702058420379","0.0147002431275428","0.0184401685565329"
"Very good","2013","Not Employed","1838","0.0935515157156207","0.088699654098578","0.0984033773326634"
"Very good","2013","Employed","1905","0.112832186035093","0.108062264005274","0.117602108064911"
"Good","2013","Not Employed","4620","0.283360783658908","0.275852657085214","0.290868910232602"
"Good","2013","Employed","7697","0.43776869226506","0.430289206284982","0.445248178245138"
"Satisfactory","2013","Not Employed","4276","0.348374120951285","0.340435710817924","0.356312531084646"
"Satisfactory","2013","Employed","5148","0.318007798196364","0.310986773842468","0.325028822550259"
"Less good","2013","Not Employed","2316","0.199324484318698","0.192668381430129","0.205980587207267"
"Less good","2013","Employed","1838","0.111860837846122","0.107108892529098","0.116612783163146"
"Poor","2013","Not Employed","788","0.0753890953554884","0.0709901841112413","0.0797880065997355"
"Poor","2013","Employed","313","0.0195304856573615","0.0174442399362952","0.0216167313784278"
"Very good","2014","Not Employed","727","0.0659801674602296","0.0609582515335846","0.0710020833868747"
"Very good","2014","Employed","2051","0.120183556612759","0.115406541083296","0.124960572142223"
"Good","2014","Not Employed","2789","0.2551135154448","0.246294980038268","0.263932050851332"
"Good","2014","Employed","8147","0.444494521854606","0.437194646083637","0.451794397625575"
"Satisfactory","2014","Not Employed","3273","0.372098442127585","0.36232023149317","0.381876652761999"
"Satisfactory","2014","Employed","5391","0.305366755739304","0.298600837435204","0.312132674043404"
"Less good","2014","Not Employed","1938","0.228591202059543","0.220096332166252","0.237086071952834"
"Less good","2014","Employed","1919","0.113237087309704","0.108581910342267","0.117892264277141"
"Poor","2014","Not Employed","660","0.0782166729078428","0.072784810311318","0.0836485355043677"
"Poor","2014","Employed","292","0.0167180784836263","0.0148345582198663","0.0186015987473864"
"Very good","2015","Not Employed","1184","0.0764649790918433","0.0713267300825037","0.081603228101183"
"Very good","2015","Employed","1842","0.11620636841947","0.111338145017028","0.121074591821913"
"Good","2015","Not Employed","3243","0.270120141336141","0.26153472521548","0.278705557456801"
"Good","2015","Employed","7566","0.439706581928919","0.432166616668615","0.447246547189223"
"Satisfactory","2015","Not Employed","3255","0.347717466285911","0.338508978769303","0.356925953802518"
"Satisfactory","2015","Employed","5190","0.317334796625796","0.310264415372167","0.324405177879425"
"Less good","2015","Not Employed","1948","0.222855542446822","0.214808806086511","0.230902278807134"
"Less good","2015","Employed","1789","0.110319678887426","0.105560592502249","0.115078765272602"
"Poor","2015","Not Employed","645","0.0828418708392828","0.0775121527909024","0.0881715888876632"
"Poor","2015","Employed","260","0.0164325741383887","0.014501339821305","0.0183638084554723"
"Very good","2016","Not Employed","2336","0.0712925699448293","0.06681459592488","0.0757705439647787"
"Very good","2016","Employed","1901","0.110526216364181","0.105690647081615","0.115361785646746"
"Good","2016","Not Employed","3826","0.267599341399179","0.259894976258767","0.275303706539592"
"Good","2016","Employed","7289","0.446450600405681","0.438783815482135","0.454117385329228"
"Satisfactory","2016","Not Employed","3594","0.351001330322471","0.342695247469491","0.359307413175451"
"Satisfactory","2016","Employed","4891","0.312374979566861","0.305227345036548","0.319522614097173"
"Less good","2016","Not Employed","2164","0.229750973932402","0.222430077992162","0.237071869872641"
"Less good","2016","Employed","1776","0.112875806893893","0.107995568604345","0.117756045183442"
"Poor","2016","Not Employed","764","0.0803557844011189","0.0756249421313468","0.0850866266708909"
"Poor","2016","Employed","294","0.0177723967693842","0.0157347568044086","0.0198100367343598"
"Very good","2017","Not Employed","2681","0.0723952706347711","0.0680923597914696","0.0766981814780727"
"Very good","2017","Employed","2280","0.117713946491797","0.113045270285625","0.12238262269797"
"Good","2017","Not Employed","4354","0.261704039521442","0.254405327445235","0.269002751597649"
"Good","2017","Employed","8181","0.440706401745209","0.43351407032669","0.447898733163727"
"Satisfactory","2017","Not Employed","3933","0.364849460777117","0.35685625557421","0.372842665980024"
"Satisfactory","2017","Employed","5546","0.312125011870213","0.305412359875401","0.318837663865026"
"Less good","2017","Not Employed","2233","0.229425673625539","0.222444088336085","0.236407258914992"
"Less good","2017","Employed","1980","0.111537793436365","0.106977365567533","0.116098221305196"
"Poor","2017","Not Employed","732","0.0716255554411316","0.0673438048886707","0.0759073059935925"
"Poor","2017","Employed","317","0.0179168464564162","0.0159951711739656","0.0198385217388669"
"Very good","2018","Not Employed","2173","0.0722298110617701","0.0676171472907495","0.0768424748327907"
"Very good","2018","Employed","2472","0.123915640093174","0.119100278596217","0.128731001590131"
"Good","2018","Not Employed","3522","0.257352701061985","0.249562852391004","0.265142549732966"
"Good","2018","Employed","8014","0.441542568887729","0.434285283577895","0.448799854197562"
"Satisfactory","2018","Not Employed","3669","0.37203798063573","0.363425392473761","0.380650568797699"
"Satisfactory","2018","Employed","5368","0.31113707870739","0.304371029384635","0.317903128030145"
"Less good","2018","Not Employed","2019","0.223203237441292","0.215783691968595","0.230622782913989"
"Less good","2018","Employed","1848","0.106427342290409","0.101920374916873","0.110934309663945"
"Poor","2018","Not Employed","716","0.0751762697992231","0.0704779430019155","0.0798745965965307"
"Poor","2018","Employed","283","0.0169773700212982","0.0150893359167596","0.0188654041258368"
"Very good","2019","Not Employed","1598","0.0624805697638295","0.0579748677954143","0.0669862717322447"
"Very good","2019","Employed","2791","0.125571292405061","0.120811873004252","0.13033071180587"
"Good","2019","Not Employed","3485","0.274154181280745","0.265849567128484","0.282458795433006"
"Good","2019","Employed","8452","0.45222483739221","0.445076172077012","0.459373502707409"
"Satisfactory","2019","Not Employed","3424","0.37280212300708","0.363800075288953","0.381804170725207"
"Satisfactory","2019","Employed","5284","0.29697717827999","0.290414322798063","0.303540033761918"
"Less good","2019","Not Employed","1934","0.22178524497266","0.214051036256884","0.229519453688437"
"Less good","2019","Employed","1821","0.108097497023741","0.103637720456","0.112557273591483"
"Poor","2019","Not Employed","643","0.0687778809756852","0.0640664712987269","0.0734892906526435"
"Poor","2019","Employed","273","0.0171291948989963","0.0152655494892703","0.0189928403087223"
