"year","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1990","direct migration background","2.4","2","441","1","2","3","4","4","2.31","2.49","1","4","2","2"
"1990","indirect migration background","2.65","3","55","1","2","3","4","4","2.37","2.93","1","4","2","3"
"1990","no migration background","2.47","2","6628","1","2","3","4","4","2.45","2.49","1","4","2","2"
"1991","direct migration background","","","","","","","","","","","","","",""
"1991","indirect migration background","","","","","","","","","","","","","",""
"1991","no migration background","","","","","","","","","","","","","",""
"1992","direct migration background","2.4","2","572","1","1","3","4","4","2.31","2.49","1","4","2","2"
"1992","indirect migration background","2.59","3","79","1","2","3","4","4","2.38","2.8","1","4","3","3"
"1992","no migration background","2.46","2","10294","1","2","3","4","4","2.44","2.48","1","4","2","2"
"1993","direct migration background","","","","","","","","","","","","","",""
"1993","indirect migration background","","","","","","","","","","","","","",""
"1993","no migration background","","","","","","","","","","","","","",""
"1994","direct migration background","","","","","","","","","","","","","",""
"1994","indirect migration background","","","","","","","","","","","","","",""
"1994","no migration background","","","","","","","","","","","","","",""
"1995","direct migration background","2.32","2","1137","1","2","3","4","4","2.26","2.38","1","4","2","2"
"1995","indirect migration background","2.35","2","141","1","2","3","3","4","2.2","2.5","1","4","2","3"
"1995","no migration background","2.39","2","9920","1","2","3","4","4","2.37","2.41","1","4","2","2"
"1996","direct migration background","","","","","","","","","","","","","",""
"1996","indirect migration background","","","","","","","","","","","","","",""
"1996","no migration background","","","","","","","","","","","","","",""
"1997","direct migration background","","","","","","","","","","","","","",""
"1997","indirect migration background","","","","","","","","","","","","","",""
"1997","no migration background","","","","","","","","","","","","","",""
"1998","direct migration background","","","","","","","","","","","","","",""
"1998","indirect migration background","","","","","","","","","","","","","",""
"1998","no migration background","","","","","","","","","","","","","",""
"1999","direct migration background","","","","","","","","","","","","","",""
"1999","indirect migration background","","","","","","","","","","","","","",""
"1999","no migration background","","","","","","","","","","","","","",""
"2000","direct migration background","","","","","","","","","","","","","",""
"2000","indirect migration background","","","","","","","","","","","","","",""
"2000","no migration background","","","","","","","","","","","","","",""
"2001","direct migration background","","","","","","","","","","","","","",""
"2001","indirect migration background","","","","","","","","","","","","","",""
"2001","no migration background","","","","","","","","","","","","","",""
"2002","direct migration background","","","","","","","","","","","","","",""
"2002","indirect migration background","","","","","","","","","","","","","",""
"2002","no migration background","","","","","","","","","","","","","",""
"2003","direct migration background","","","","","","","","","","","","","",""
"2003","indirect migration background","","","","","","","","","","","","","",""
"2003","no migration background","","","","","","","","","","","","","",""
"2004","direct migration background","2.35","2","2523","1","2","3","4","4","2.31","2.39","1","4","2","2"
"2004","indirect migration background","2.34","2","801","1","2","3","3","4","2.28","2.4","1","4","2","2"
"2004","no migration background","2.41","2","18201","1","2","3","4","4","2.4","2.42","1","4","2","2"
"2005","direct migration background","","","","","","","","","","","","","",""
"2005","indirect migration background","","","","","","","","","","","","","",""
"2005","no migration background","","","","","","","","","","","","","",""
"2006","direct migration background","","","","","","","","","","","","","",""
"2006","indirect migration background","","","","","","","","","","","","","",""
"2006","no migration background","","","","","","","","","","","","","",""
"2007","direct migration background","","","","","","","","","","","","","",""
"2007","indirect migration background","","","","","","","","","","","","","",""
"2007","no migration background","","","","","","","","","","","","","",""
"2008","direct migration background","2.5","3","1897","1","2","3","4","4","2.46","2.54","1","4","2","2"
"2008","indirect migration background","2.35","2","770","1","2","3","4","4","2.28","2.42","1","4","2","2"
"2008","no migration background","2.49","2","16617","1","2","3","4","4","2.48","2.5","1","4","2","2"
"2009","direct migration background","","","","","","","","","","","","","",""
"2009","indirect migration background","","","","","","","","","","","","","",""
"2009","no migration background","","","","","","","","","","","","","",""
"2010","direct migration background","1.99","2","1426","1","1","3","3","4","1.94","2.04","1","4","2","2"
"2010","indirect migration background","2.22","2","490","1","1","3","3","4","2.14","2.3","1","4","2","2"
"2010","no migration background","2.42","2","5393","1","2","3","4","4","2.4","2.44","1","4","2","2"
"2011","direct migration background","","","","","","","","","","","","","",""
"2011","indirect migration background","","","","","","","","","","","","","",""
"2011","no migration background","","","","","","","","","","","","","",""
"2012","direct migration background","2.37","2","3038","1","2","3","4","4","2.33","2.41","1","4","2","2"
"2012","indirect migration background","2.33","2","1275","1","2","3","4","4","2.28","2.38","1","4","2","2"
"2012","no migration background","2.5","2","23253","1","2","3","4","4","2.49","2.51","1","4","2","2"
"2013","direct migration background","","","","","","","","","","","","","",""
"2013","indirect migration background","","","","","","","","","","","","","",""
"2013","no migration background","","","","","","","","","","","","","",""
"2014","direct migration background","","","","","","","","","","","","","",""
"2014","indirect migration background","","","","","","","","","","","","","",""
"2014","no migration background","","","","","","","","","","","","","",""
"2015","direct migration background","","","","","","","","","","","","","",""
"2015","indirect migration background","","","","","","","","","","","","","",""
"2015","no migration background","","","","","","","","","","","","","",""
"2016","direct migration background","2.31","2","4857","1","2","3","4","4","2.28","2.34","1","4","2","2"
"2016","indirect migration background","2.38","2","1567","1","2","3","4","4","2.33","2.43","1","4","2","2"
"2016","no migration background","2.48","2","17849","1","2","3","4","4","2.47","2.49","1","4","2","2"
