"year","age_gr","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2003","16-34 y.","4.06","5","5849","2","3","5","5","5","4.03","4.09","1","5","5","5"
"2003","35-65 y.","4.18","5","12636","2","4","5","5","5","4.16","4.2","1","5","5","5"
"2003","66 and older","4.44","5","3660","3","4","5","5","5","4.41","4.47","1","5","5","5"
"2004","16-34 y.","","","","","","","","","","","","","",""
"2004","35-65 y.","","","","","","","","","","","","","",""
"2004","66 and older","","","","","","","","","","","","","",""
"2005","16-34 y.","","","","","","","","","","","","","",""
"2005","35-65 y.","","","","","","","","","","","","","",""
"2005","66 and older","","","","","","","","","","","","","",""
"2006","16-34 y.","","","","","","","","","","","","","",""
"2006","35-65 y.","","","","","","","","","","","","","",""
"2006","66 and older","","","","","","","","","","","","","",""
"2007","16-34 y.","","","","","","","","","","","","","",""
"2007","35-65 y.","","","","","","","","","","","","","",""
"2007","66 and older","","","","","","","","","","","","","",""
"2008","16-34 y.","4.04","5","4357","2","3","5","5","5","4","4.08","1","5","5","5"
"2008","35-65 y.","4.09","5","10636","2","3","5","5","5","4.07","4.11","1","5","5","5"
"2008","66 and older","4.4","5","4309","3","4","5","5","5","4.37","4.43","1","5","5","5"
"2009","16-34 y.","","","","","","","","","","","","","",""
"2009","35-65 y.","","","","","","","","","","","","","",""
"2009","66 and older","","","","","","","","","","","","","",""
"2010","16-34 y.","","","","","","","","","","","","","",""
"2010","35-65 y.","","","","","","","","","","","","","",""
"2010","66 and older","","","","","","","","","","","","","",""
"2011","16-34 y.","","","","","","","","","","","","","",""
"2011","35-65 y.","","","","","","","","","","","","","",""
"2011","66 and older","","","","","","","","","","","","","",""
"2012","16-34 y.","","","","","","","","","","","","","",""
"2012","35-65 y.","","","","","","","","","","","","","",""
"2012","66 and older","","","","","","","","","","","","","",""
"2013","16-34 y.","4.05","5","5606","2","3","5","5","5","4.01","4.09","1","5","5","5"
"2013","35-65 y.","4","5","14887","2","3","5","5","5","3.98","4.02","1","5","4","4"
"2013","66 and older","4.34","5","4977","3","4","5","5","5","4.31","4.37","1","5","5","5"
"2014","16-34 y.","","","","","","","","","","","","","",""
"2014","35-65 y.","","","","","","","","","","","","","",""
"2014","66 and older","","","","","","","","","","","","","",""
"2015","16-34 y.","","","","","","","","","","","","","",""
"2015","35-65 y.","","","","","","","","","","","","","",""
"2015","66 and older","","","","","","","","","","","","","",""
"2016","16-34 y.","","","","","","","","","","","","","",""
"2016","35-65 y.","","","","","","","","","","","","","",""
"2016","66 and older","","","","","","","","","","","","","",""
"2017","16-34 y.","","","","","","","","","","","","","",""
"2017","35-65 y.","","","","","","","","","","","","","",""
"2017","66 and older","","","","","","","","","","","","","",""
"2018","16-34 y.","4.02","5","5994","2","3","5","5","5","3.99","4.05","1","5","5","5"
"2018","35-65 y.","3.96","5","14625","2","3","5","5","5","3.94","3.98","1","5","5","5"
"2018","66 and older","4.29","5","5039","2","4","5","5","5","4.26","4.32","1","5","5","5"
