"year","e11102","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2003","Employed","direct migration background","4.19","5","1563","2","4","5","5","5","4.13","4.25","1","5","5","5"
"2003","Employed","indirect migration background","4.12","5","536","2","4","5","5","5","4.02","4.22","1","5","5","5"
"2003","Employed","no migration background","4.09","5","11902","2","3","5","5","5","4.07","4.11","1","5","5","5"
"2003","Not Employed","direct migration background","4.37","5","1054","3","4","5","5","5","4.3","4.44","1","5","5","5"
"2003","Not Employed","indirect migration background","4.14","5","244","2","4","5","5","5","3.99","4.29","1","5","5","5"
"2003","Not Employed","no migration background","4.36","5","6846","3","4","5","5","5","4.33","4.39","1","5","5","5"
"2004","Employed","direct migration background","","","","","","","","","","","","","",""
"2004","Employed","indirect migration background","","","","","","","","","","","","","",""
"2004","Employed","no migration background","","","","","","","","","","","","","",""
"2004","Not Employed","direct migration background","","","","","","","","","","","","","",""
"2004","Not Employed","indirect migration background","","","","","","","","","","","","","",""
"2004","Not Employed","no migration background","","","","","","","","","","","","","",""
"2005","Employed","direct migration background","","","","","","","","","","","","","",""
"2005","Employed","indirect migration background","","","","","","","","","","","","","",""
"2005","Employed","no migration background","","","","","","","","","","","","","",""
"2005","Not Employed","direct migration background","","","","","","","","","","","","","",""
"2005","Not Employed","indirect migration background","","","","","","","","","","","","","",""
"2005","Not Employed","no migration background","","","","","","","","","","","","","",""
"2006","Employed","direct migration background","","","","","","","","","","","","","",""
"2006","Employed","indirect migration background","","","","","","","","","","","","","",""
"2006","Employed","no migration background","","","","","","","","","","","","","",""
"2006","Not Employed","direct migration background","","","","","","","","","","","","","",""
"2006","Not Employed","indirect migration background","","","","","","","","","","","","","",""
"2006","Not Employed","no migration background","","","","","","","","","","","","","",""
"2007","Employed","direct migration background","","","","","","","","","","","","","",""
"2007","Employed","indirect migration background","","","","","","","","","","","","","",""
"2007","Employed","no migration background","","","","","","","","","","","","","",""
"2007","Not Employed","direct migration background","","","","","","","","","","","","","",""
"2007","Not Employed","indirect migration background","","","","","","","","","","","","","",""
"2007","Not Employed","no migration background","","","","","","","","","","","","","",""
"2008","Employed","direct migration background","4.15","5","1102","2","4","5","5","5","4.08","4.22","1","5","5","5"
"2008","Employed","indirect migration background","4.05","5","564","2","3","5","5","5","3.94","4.16","1","5","5","5"
"2008","Employed","no migration background","4.02","5","10210","2","3","5","5","5","4","4.04","1","5","5","5"
"2008","Not Employed","direct migration background","4.33","5","793","2","4","5","5","5","4.25","4.41","1","5","5","5"
"2008","Not Employed","indirect migration background","4.14","5","206","2","4","5","5","5","3.98","4.3","1","5","5","5"
"2008","Not Employed","no migration background","4.32","5","6427","2","4","5","5","5","4.29","4.35","1","5","5","5"
"2009","Employed","direct migration background","","","","","","","","","","","","","",""
"2009","Employed","indirect migration background","","","","","","","","","","","","","",""
"2009","Employed","no migration background","","","","","","","","","","","","","",""
"2009","Not Employed","direct migration background","","","","","","","","","","","","","",""
"2009","Not Employed","indirect migration background","","","","","","","","","","","","","",""
"2009","Not Employed","no migration background","","","","","","","","","","","","","",""
"2010","Employed","direct migration background","","","","","","","","","","","","","",""
"2010","Employed","indirect migration background","","","","","","","","","","","","","",""
"2010","Employed","no migration background","","","","","","","","","","","","","",""
"2010","Not Employed","direct migration background","","","","","","","","","","","","","",""
"2010","Not Employed","indirect migration background","","","","","","","","","","","","","",""
"2010","Not Employed","no migration background","","","","","","","","","","","","","",""
"2011","Employed","direct migration background","","","","","","","","","","","","","",""
"2011","Employed","indirect migration background","","","","","","","","","","","","","",""
"2011","Employed","no migration background","","","","","","","","","","","","","",""
"2011","Not Employed","direct migration background","","","","","","","","","","","","","",""
"2011","Not Employed","indirect migration background","","","","","","","","","","","","","",""
"2011","Not Employed","no migration background","","","","","","","","","","","","","",""
"2012","Employed","direct migration background","","","","","","","","","","","","","",""
"2012","Employed","indirect migration background","","","","","","","","","","","","","",""
"2012","Employed","no migration background","","","","","","","","","","","","","",""
"2012","Not Employed","direct migration background","","","","","","","","","","","","","",""
"2012","Not Employed","indirect migration background","","","","","","","","","","","","","",""
"2012","Not Employed","no migration background","","","","","","","","","","","","","",""
"2013","Employed","direct migration background","4.14","5","1703","2","4","5","5","5","4.08","4.2","1","5","5","5"
"2013","Employed","indirect migration background","4.05","5","865","2","3","5","5","5","3.96","4.14","1","5","4","5"
"2013","Employed","no migration background","3.99","5","14132","2","3","5","5","5","3.97","4.01","1","5","4","4"
"2013","Not Employed","direct migration background","4.29","5","940","2","4","5","5","5","4.21","4.37","1","5","5","5"
"2013","Not Employed","indirect migration background","4.22","5","310","2","4","5","5","5","4.08","4.36","1","5","5","5"
"2013","Not Employed","no migration background","4.26","5","7520","2","4","5","5","5","4.23","4.29","1","5","5","5"
"2014","Employed","direct migration background","","","","","","","","","","","","","",""
"2014","Employed","indirect migration background","","","","","","","","","","","","","",""
"2014","Employed","no migration background","","","","","","","","","","","","","",""
"2014","Not Employed","direct migration background","","","","","","","","","","","","","",""
"2014","Not Employed","indirect migration background","","","","","","","","","","","","","",""
"2014","Not Employed","no migration background","","","","","","","","","","","","","",""
"2015","Employed","direct migration background","","","","","","","","","","","","","",""
"2015","Employed","indirect migration background","","","","","","","","","","","","","",""
"2015","Employed","no migration background","","","","","","","","","","","","","",""
"2015","Not Employed","direct migration background","","","","","","","","","","","","","",""
"2015","Not Employed","indirect migration background","","","","","","","","","","","","","",""
"2015","Not Employed","no migration background","","","","","","","","","","","","","",""
"2016","Employed","direct migration background","","","","","","","","","","","","","",""
"2016","Employed","indirect migration background","","","","","","","","","","","","","",""
"2016","Employed","no migration background","","","","","","","","","","","","","",""
"2016","Not Employed","direct migration background","","","","","","","","","","","","","",""
"2016","Not Employed","indirect migration background","","","","","","","","","","","","","",""
"2016","Not Employed","no migration background","","","","","","","","","","","","","",""
"2017","Employed","direct migration background","","","","","","","","","","","","","",""
"2017","Employed","indirect migration background","","","","","","","","","","","","","",""
"2017","Employed","no migration background","","","","","","","","","","","","","",""
"2017","Not Employed","direct migration background","","","","","","","","","","","","","",""
"2017","Not Employed","indirect migration background","","","","","","","","","","","","","",""
"2017","Not Employed","no migration background","","","","","","","","","","","","","",""
"2018","Employed","direct migration background","4.09","5","3069","2","3","5","5","5","4.04","4.14","1","5","5","5"
"2018","Employed","indirect migration background","4.04","5","1300","2","3","5","5","5","3.97","4.11","1","5","5","5"
"2018","Employed","no migration background","3.93","5","13049","2","3","5","5","5","3.91","3.95","1","5","4","5"
"2018","Not Employed","direct migration background","4.3","5","1345","2","4","5","5","5","4.24","4.36","1","5","5","5"
"2018","Not Employed","indirect migration background","4.08","5","400","2","3","5","5","5","3.95","4.21","1","5","5","5"
"2018","Not Employed","no migration background","4.23","5","6495","2","4","5","5","5","4.2","4.26","1","5","5","5"
