"year","e11102","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2003","Employed","East Germany","4.2","5","3223","2","4","5","5","5","4.16","4.24","1","5","5","5"
"2003","Employed","West Germany","4.08","5","10778","2","3","5","5","5","4.06","4.1","1","5","5","5"
"2003","Not Employed","East Germany","4.39","5","2120","3","4","5","5","5","4.34","4.44","1","5","5","5"
"2003","Not Employed","West Germany","4.35","5","6024","2","4","5","5","5","4.32","4.38","1","5","5","5"
"2004","Employed","East Germany","","","","","","","","","","","","","",""
"2004","Employed","West Germany","","","","","","","","","","","","","",""
"2004","Not Employed","East Germany","","","","","","","","","","","","","",""
"2004","Not Employed","West Germany","","","","","","","","","","","","","",""
"2005","Employed","East Germany","","","","","","","","","","","","","",""
"2005","Employed","West Germany","","","","","","","","","","","","","",""
"2005","Not Employed","East Germany","","","","","","","","","","","","","",""
"2005","Not Employed","West Germany","","","","","","","","","","","","","",""
"2006","Employed","East Germany","","","","","","","","","","","","","",""
"2006","Employed","West Germany","","","","","","","","","","","","","",""
"2006","Not Employed","East Germany","","","","","","","","","","","","","",""
"2006","Not Employed","West Germany","","","","","","","","","","","","","",""
"2007","Employed","East Germany","","","","","","","","","","","","","",""
"2007","Employed","West Germany","","","","","","","","","","","","","",""
"2007","Not Employed","East Germany","","","","","","","","","","","","","",""
"2007","Not Employed","West Germany","","","","","","","","","","","","","",""
"2008","Employed","East Germany","4.15","5","2796","2","4","5","5","5","4.11","4.19","1","5","5","5"
"2008","Employed","West Germany","4.01","5","9080","2","3","5","5","5","3.98","4.04","1","5","5","5"
"2008","Not Employed","East Germany","4.38","5","1966","2","4","5","5","5","4.33","4.43","1","5","5","5"
"2008","Not Employed","West Germany","4.3","5","5460","2","4","5","5","5","4.27","4.33","1","5","5","5"
"2009","Employed","East Germany","","","","","","","","","","","","","",""
"2009","Employed","West Germany","","","","","","","","","","","","","",""
"2009","Not Employed","East Germany","","","","","","","","","","","","","",""
"2009","Not Employed","West Germany","","","","","","","","","","","","","",""
"2010","Employed","East Germany","","","","","","","","","","","","","",""
"2010","Employed","West Germany","","","","","","","","","","","","","",""
"2010","Not Employed","East Germany","","","","","","","","","","","","","",""
"2010","Not Employed","West Germany","","","","","","","","","","","","","",""
"2011","Employed","East Germany","","","","","","","","","","","","","",""
"2011","Employed","West Germany","","","","","","","","","","","","","",""
"2011","Not Employed","East Germany","","","","","","","","","","","","","",""
"2011","Not Employed","West Germany","","","","","","","","","","","","","",""
"2012","Employed","East Germany","","","","","","","","","","","","","",""
"2012","Employed","West Germany","","","","","","","","","","","","","",""
"2012","Not Employed","East Germany","","","","","","","","","","","","","",""
"2012","Not Employed","West Germany","","","","","","","","","","","","","",""
"2013","Employed","East Germany","4.1","5","3558","2","3","5","5","5","4.06","4.14","1","5","5","5"
"2013","Employed","West Germany","3.98","5","13142","2","3","5","5","5","3.96","4","1","5","4","4"
"2013","Not Employed","East Germany","4.33","5","2162","3","4","5","5","5","4.28","4.38","1","5","5","5"
"2013","Not Employed","West Germany","4.24","5","6608","2","4","5","5","5","4.21","4.27","1","5","5","5"
"2014","Employed","East Germany","","","","","","","","","","","","","",""
"2014","Employed","West Germany","","","","","","","","","","","","","",""
"2014","Not Employed","East Germany","","","","","","","","","","","","","",""
"2014","Not Employed","West Germany","","","","","","","","","","","","","",""
"2015","Employed","East Germany","","","","","","","","","","","","","",""
"2015","Employed","West Germany","","","","","","","","","","","","","",""
"2015","Not Employed","East Germany","","","","","","","","","","","","","",""
"2015","Not Employed","West Germany","","","","","","","","","","","","","",""
"2016","Employed","East Germany","","","","","","","","","","","","","",""
"2016","Employed","West Germany","","","","","","","","","","","","","",""
"2016","Not Employed","East Germany","","","","","","","","","","","","","",""
"2016","Not Employed","West Germany","","","","","","","","","","","","","",""
"2017","Employed","East Germany","","","","","","","","","","","","","",""
"2017","Employed","West Germany","","","","","","","","","","","","","",""
"2017","Not Employed","East Germany","","","","","","","","","","","","","",""
"2017","Not Employed","West Germany","","","","","","","","","","","","","",""
"2018","Employed","East Germany","4.09","5","3513","2","3","5","5","5","4.05","4.13","1","5","5","5"
"2018","Employed","West Germany","3.94","5","13905","2","3","5","5","5","3.92","3.96","1","5","4","5"
"2018","Not Employed","East Germany","4.36","5","1991","2","4","5","5","5","4.31","4.41","1","5","5","5"
"2018","Not Employed","West Germany","4.2","5","6249","2","4","5","5","5","4.17","4.23","1","5","5","5"
