"year","education","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2003","college entrance qualification","direct migration background","3.97","5","289","2","3","5","5","5","3.82","4.12","1","5","4","5"
"2003","college entrance qualification","indirect migration background","4.05","5","190","2","3","5","5","5","3.89","4.21","1","5","5","5"
"2003","college entrance qualification","no migration background","4.02","5","4946","2","3","5","5","5","3.99","4.05","1","5","4","5"
"2003","lower secondary degree","direct migration background","4.27","5","683","2","4","5","5","5","4.18","4.36","1","5","5","5"
"2003","lower secondary degree","indirect migration background","4.1","5","250","2","4","5","5","5","3.94","4.26","1","5","5","5"
"2003","lower secondary degree","no migration background","4.33","5","6951","2","4","5","5","5","4.3","4.36","1","5","5","5"
"2003","no degree/no degree yet","direct migration background","4.34","5","226","3","4","5","5","5","4.2","4.48","1","5","5","5"
"2003","no degree/no degree yet","indirect migration background","4.22","5","79","2","4","5","5","5","3.93","4.51","1","5","4","5"
"2003","no degree/no degree yet","no migration background","4.05","5","580","2","3","5","5","5","3.95","4.15","1","5","4","5"
"2003","Other degree","direct migration background","4.36","5","1119","3","4","5","5","5","4.29","4.43","1","5","5","5"
"2003","Other degree","indirect migration background","","","","","","","","","","","","","",""
"2003","Other degree","no migration background","4.34","5","106","2","4","5","5","5","4.09","4.59","1","5","5","5"
"2003","secondary school degree","direct migration background","4.15","5","256","2","3","5","5","5","3.99","4.31","1","5","5","5"
"2003","secondary school degree","indirect migration background","4.17","5","208","2","4","5","5","5","4.01","4.33","1","5","5","5"
"2003","secondary school degree","no migration background","4.15","5","5974","2","4","5","5","5","4.12","4.18","1","5","5","5"
"2004","college entrance qualification","direct migration background","","","","","","","","","","","","","",""
"2004","college entrance qualification","indirect migration background","","","","","","","","","","","","","",""
"2004","college entrance qualification","no migration background","","","","","","","","","","","","","",""
"2004","lower secondary degree","direct migration background","","","","","","","","","","","","","",""
"2004","lower secondary degree","indirect migration background","","","","","","","","","","","","","",""
"2004","lower secondary degree","no migration background","","","","","","","","","","","","","",""
"2004","no degree/no degree yet","direct migration background","","","","","","","","","","","","","",""
"2004","no degree/no degree yet","indirect migration background","","","","","","","","","","","","","",""
"2004","no degree/no degree yet","no migration background","","","","","","","","","","","","","",""
"2004","Other degree","direct migration background","","","","","","","","","","","","","",""
"2004","Other degree","indirect migration background","","","","","","","","","","","","","",""
"2004","Other degree","no migration background","","","","","","","","","","","","","",""
"2004","secondary school degree","direct migration background","","","","","","","","","","","","","",""
"2004","secondary school degree","indirect migration background","","","","","","","","","","","","","",""
"2004","secondary school degree","no migration background","","","","","","","","","","","","","",""
"2005","college entrance qualification","direct migration background","","","","","","","","","","","","","",""
"2005","college entrance qualification","indirect migration background","","","","","","","","","","","","","",""
"2005","college entrance qualification","no migration background","","","","","","","","","","","","","",""
"2005","lower secondary degree","direct migration background","","","","","","","","","","","","","",""
"2005","lower secondary degree","indirect migration background","","","","","","","","","","","","","",""
"2005","lower secondary degree","no migration background","","","","","","","","","","","","","",""
"2005","no degree/no degree yet","direct migration background","","","","","","","","","","","","","",""
"2005","no degree/no degree yet","indirect migration background","","","","","","","","","","","","","",""
"2005","no degree/no degree yet","no migration background","","","","","","","","","","","","","",""
"2005","Other degree","direct migration background","","","","","","","","","","","","","",""
"2005","Other degree","indirect migration background","","","","","","","","","","","","","",""
"2005","Other degree","no migration background","","","","","","","","","","","","","",""
"2005","secondary school degree","direct migration background","","","","","","","","","","","","","",""
"2005","secondary school degree","indirect migration background","","","","","","","","","","","","","",""
"2005","secondary school degree","no migration background","","","","","","","","","","","","","",""
"2006","college entrance qualification","direct migration background","","","","","","","","","","","","","",""
"2006","college entrance qualification","indirect migration background","","","","","","","","","","","","","",""
"2006","college entrance qualification","no migration background","","","","","","","","","","","","","",""
"2006","lower secondary degree","direct migration background","","","","","","","","","","","","","",""
"2006","lower secondary degree","indirect migration background","","","","","","","","","","","","","",""
"2006","lower secondary degree","no migration background","","","","","","","","","","","","","",""
"2006","no degree/no degree yet","direct migration background","","","","","","","","","","","","","",""
"2006","no degree/no degree yet","indirect migration background","","","","","","","","","","","","","",""
"2006","no degree/no degree yet","no migration background","","","","","","","","","","","","","",""
"2006","Other degree","direct migration background","","","","","","","","","","","","","",""
"2006","Other degree","indirect migration background","","","","","","","","","","","","","",""
"2006","Other degree","no migration background","","","","","","","","","","","","","",""
"2006","secondary school degree","direct migration background","","","","","","","","","","","","","",""
"2006","secondary school degree","indirect migration background","","","","","","","","","","","","","",""
"2006","secondary school degree","no migration background","","","","","","","","","","","","","",""
"2007","college entrance qualification","direct migration background","","","","","","","","","","","","","",""
"2007","college entrance qualification","indirect migration background","","","","","","","","","","","","","",""
"2007","college entrance qualification","no migration background","","","","","","","","","","","","","",""
"2007","lower secondary degree","direct migration background","","","","","","","","","","","","","",""
"2007","lower secondary degree","indirect migration background","","","","","","","","","","","","","",""
"2007","lower secondary degree","no migration background","","","","","","","","","","","","","",""
"2007","no degree/no degree yet","direct migration background","","","","","","","","","","","","","",""
"2007","no degree/no degree yet","indirect migration background","","","","","","","","","","","","","",""
"2007","no degree/no degree yet","no migration background","","","","","","","","","","","","","",""
"2007","Other degree","direct migration background","","","","","","","","","","","","","",""
"2007","Other degree","indirect migration background","","","","","","","","","","","","","",""
"2007","Other degree","no migration background","","","","","","","","","","","","","",""
"2007","secondary school degree","direct migration background","","","","","","","","","","","","","",""
"2007","secondary school degree","indirect migration background","","","","","","","","","","","","","",""
"2007","secondary school degree","no migration background","","","","","","","","","","","","","",""
"2008","college entrance qualification","direct migration background","4.05","5","247","2","3","5","5","5","3.89","4.21","1","5","4","5"
"2008","college entrance qualification","indirect migration background","3.89","5","198","1","3","5","5","5","3.7","4.08","1","5","5","5"
"2008","college entrance qualification","no migration background","4.05","5","4681","2","3","5","5","5","4.01","4.09","1","5","5","5"
"2008","lower secondary degree","direct migration background","4.23","5","466","2","4","5","5","5","4.12","4.34","1","5","5","5"
"2008","lower secondary degree","indirect migration background","4.16","5","227","2","3","5","5","5","4","4.32","1","5","5","5"
"2008","lower secondary degree","no migration background","4.23","5","5764","2","4","5","5","5","4.2","4.26","1","5","5","5"
"2008","no degree/no degree yet","direct migration background","4.23","5","117","2","3","5","5","5","4.03","4.43","1","5","5","5"
"2008","no degree/no degree yet","indirect migration background","4.06","5","60","2","3","5","5","5","3.72","4.4","1","5","4","5"
"2008","no degree/no degree yet","no migration background","4.1","5","367","2","4","5","5","5","3.98","4.22","1","5","5","5"
"2008","Other degree","direct migration background","4.26","5","806","2","4","5","5","5","4.18","4.34","1","5","5","5"
"2008","Other degree","indirect migration background","","","","","","","","","","","","","",""
"2008","Other degree","no migration background","4.17","5","119","2","3","5","5","5","3.96","4.38","1","5","5","5"
"2008","secondary school degree","direct migration background","4.22","5","204","2","4","5","5","5","4.05","4.39","1","5","4","5"
"2008","secondary school degree","indirect migration background","4.13","5","191","2","3","5","5","5","3.94","4.32","1","5","5","5"
"2008","secondary school degree","no migration background","4.1","5","5342","2","3","5","5","5","4.07","4.13","1","5","5","5"
"2009","college entrance qualification","direct migration background","","","","","","","","","","","","","",""
