"year","bula_h","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2003","Baden-W?rttemberg","Female","4.2","5","1385","2","4","5","5","5","4.14","4.26","1","5","5","5"
"2003","Baden-W?rttemberg","Male","4.19","5","1305","2","4","5","5","5","4.13","4.25","1","5","5","5"
"2003","Bavaria","Female","4.03","5","1656","2","3","5","5","5","3.97","4.09","1","5","5","5"
"2003","Bavaria","Male","3.97","4","1475","2","3","5","5","5","3.9","4.04","1","5","4","5"
"2003","Berlin","Female","4.33","5","414","3","4","5","5","5","4.23","4.43","1","5","5","5"
"2003","Berlin","Male","4.4","5","410","3","4","5","5","5","4.3","4.5","1","5","5","5"
"2003","Brandenburg","Female","4.25","5","484","2","4","5","5","5","4.15","4.35","1","5","5","5"
"2003","Brandenburg","Male","4.28","5","455","3","4","5","5","5","4.19","4.37","1","5","5","5"
"2003","Bremen","Female","4.41","5","92","3","4","5","5","5","4.16","4.66","1","5","5","5"
"2003","Bremen","Male","4.54","5","81","3","4","5","5","5","4.35","4.73","2","5","5","5"
"2003","Hamburg","Female","4.37","5","162","3","4","5","5","5","4.19","4.55","1","5","4","5"
"2003","Hamburg","Male","4.29","5","133","3","4","5","5","5","4.09","4.49","1","5","4","5"
"2003","Hesse","Female","4.25","5","765","2","4","5","5","5","4.16","4.34","1","5","5","5"
"2003","Hesse","Male","4.19","5","726","2","4","5","5","5","4.1","4.28","1","5","5","5"
"2003","Lower Saxony","Female","4.04","5","988","2","3","5","5","5","3.96","4.12","1","5","4","5"
"2003","Lower Saxony","Male","4.15","5","921","2","4","5","5","5","4.07","4.23","1","5","4","5"
"2003","Mecklenburg-Western Pomerania","Female","4.36","5","284","3","4","5","5","5","4.23","4.49","1","5","5","5"
"2003","Mecklenburg-Western Pomerania","Male","4.4","5","243","3","4","5","5","5","4.27","4.53","1","5","5","5"
"2003","North Rhine-Westphalia","Female","4.32","5","2400","2","4","5","5","5","4.27","4.37","1","5","5","5"
"2003","North Rhine-Westphalia","Male","4.28","5","2264","3","4","5","5","5","4.23","4.33","1","5","5","5"
"2003","Rhineland-Palatinate,Saarland","Female","4.22","5","704","2","4","5","5","5","4.12","4.32","1","5","5","5"
"2003","Rhineland-Palatinate,Saarland","Male","4.14","5","625","2","4","5","5","5","4.04","4.24","1","5","5","5"
"2003","Saxony","Female","4.34","5","821","2","4","5","5","5","4.26","4.42","1","5","5","5"
"2003","Saxony","Male","4.29","5","795","3","4","5","5","5","4.21","4.37","1","5","5","5"
"2003","Saxony-Anhalt","Female","4.19","5","494","2","4","5","5","5","4.08","4.3","1","5","4","5"
"2003","Saxony-Anhalt","Male","4.14","5","438","2","3","5","5","5","4.03","4.25","1","5","4","5"
"2003","Schleswig-Holstein","Female","4.2","5","349","2","4","5","5","5","4.09","4.31","1","5","5","5"
"2003","Schleswig-Holstein","Male","4.16","5","319","2","4","5","5","5","4.04","4.28","1","5","5","5"
"2003","Thuringia","Female","4.19","5","489","2","4","5","5","5","4.09","4.29","1","5","5","5"
"2003","Thuringia","Male","4.32","5","468","3","4","5","5","5","4.23","4.41","1","5","5","5"
"2004","Baden-W?rttemberg","Female","","","","","","","","","","","","","",""
"2004","Baden-W?rttemberg","Male","","","","","","","","","","","","","",""
"2004","Bavaria","Female","","","","","","","","","","","","","",""
"2004","Bavaria","Male","","","","","","","","","","","","","",""
"2004","Berlin","Female","","","","","","","","","","","","","",""
"2004","Berlin","Male","","","","","","","","","","","","","",""
"2004","Brandenburg","Female","","","","","","","","","","","","","",""
"2004","Brandenburg","Male","","","","","","","","","","","","","",""
"2004","Bremen","Female","","","","","","","","","","","","","",""
"2004","Bremen","Male","","","","","","","","","","","","","",""
"2004","Hamburg","Female","","","","","","","","","","","","","",""
"2004","Hamburg","Male","","","","","","","","","","","","","",""
"2004","Hesse","Female","","","","","","","","","","","","","",""
"2004","Hesse","Male","","","","","","","","","","","","","",""
