"year","migback","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2003","direct migration background","Rural Area","3.97","5","456","2","3","5","5","5","3.85","4.09","1","5","5","5"
"2003","direct migration background","Urban Area","4.33","5","2161","3","4","5","5","5","4.28","4.38","1","5","5","5"
"2003","indirect migration background","Rural Area","4.08","4","100","2","4","5","5","5","3.85","4.31","1","5","4","5"
"2003","indirect migration background","Urban Area","4.13","5","680","2","4","5","5","5","4.04","4.22","1","5","5","5"
"2003","no migration background","Rural Area","4.1","5","6748","2","3","5","5","5","4.07","4.13","1","5","5","5"
"2003","no migration background","Urban Area","4.25","5","12000","2","4","5","5","5","4.23","4.27","1","5","5","5"
"2004","direct migration background","Rural Area","","","","","","","","","","","","","",""
"2004","direct migration background","Urban Area","","","","","","","","","","","","","",""
"2004","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2004","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"2004","no migration background","Rural Area","","","","","","","","","","","","","",""
"2004","no migration background","Urban Area","","","","","","","","","","","","","",""
"2005","direct migration background","Rural Area","","","","","","","","","","","","","",""
"2005","direct migration background","Urban Area","","","","","","","","","","","","","",""
"2005","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2005","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"2005","no migration background","Rural Area","","","","","","","","","","","","","",""
"2005","no migration background","Urban Area","","","","","","","","","","","","","",""
"2006","direct migration background","Rural Area","","","","","","","","","","","","","",""
"2006","direct migration background","Urban Area","","","","","","","","","","","","","",""
"2006","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2006","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"2006","no migration background","Rural Area","","","","","","","","","","","","","",""
"2006","no migration background","Urban Area","","","","","","","","","","","","","",""
"2007","direct migration background","Rural Area","","","","","","","","","","","","","",""
"2007","direct migration background","Urban Area","","","","","","","","","","","","","",""
"2007","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2007","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"2007","no migration background","Rural Area","","","","","","","","","","","","","",""
"2007","no migration background","Urban Area","","","","","","","","","","","","","",""
"2008","direct migration background","Rural Area","4.12","5","345","2","4","5","5","5","3.99","4.25","1","5","5","5"
"2008","direct migration background","Urban Area","4.25","5","1550","2","4","5","5","5","4.19","4.31","1","5","5","5"
"2008","indirect migration background","Rural Area","4.15","5","112","2","4","5","5","5","3.93","4.37","1","5","4","5"
"2008","indirect migration background","Urban Area","4.06","5","658","2","3","5","5","5","3.96","4.16","1","5","5","5"
"2008","no migration background","Rural Area","4","5","6066","2","3","5","5","5","3.97","4.03","1","5","5","5"
"2008","no migration background","Urban Area","4.21","5","10571","2","4","5","5","5","4.19","4.23","1","5","5","5"
"2009","direct migration background","Rural Area","","","","","","","","","","","","","",""
"2009","direct migration background","Urban Area","","","","","","","","","","","","","",""
"2009","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2009","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"2009","no migration background","Rural Area","","","","","","","","","","","","","",""
"2009","no migration background","Urban Area","","","","","","","","","","","","","",""
"2010","direct migration background","Rural Area","","","","","","","","","","","","","",""
