"pli0089","year","education","sex","n","percent","lower_confidence","upper_confidence"
"Daily","1990","lower secondary degree","Male","8","","",""
"Daily","1990","lower secondary degree","Female","1","","",""
"Daily","1990","secondary school degree","Male","","","",""
"Daily","1990","secondary school degree","Female","3","","",""
"Daily","1990","college entrance qualification","Male","1","","",""
"Daily","1990","college entrance qualification","Female","","","",""
"Daily","1990","Other degree","Male","4","","",""
"Daily","1990","Other degree","Female","","","",""
"Daily","1990","no degree/no degree yet","Male","2","","",""
"Daily","1990","no degree/no degree yet","Female","1","","",""
"Min 1x per week","1990","lower secondary degree","Male","242","0.0944460873597143","0.0821272908341187","0.10676488388531"
"Min 1x per week","1990","lower secondary degree","Female","74","0.0276250724149807","0.0210307859351018","0.0342193588948595"
"Min 1x per week","1990","secondary school degree","Male","86","0.107593530387749","0.0844562177951094","0.130730842980389"
"Min 1x per week","1990","secondary school degree","Female","45","0.0471299234544691","0.033942575465464","0.0603172714434743"
"Min 1x per week","1990","college entrance qualification","Male","61","0.0865035350037322","0.0663044365267528","0.106702633480712"
"Min 1x per week","1990","college entrance qualification","Female","20","","",""
"Min 1x per week","1990","Other degree","Male","62","0.119938376812938","0.0937450913735461","0.14613166225233"
"Min 1x per week","1990","Other degree","Female","18","","",""
"Min 1x per week","1990","no degree/no degree yet","Male","47","0.146596470024969","0.110939768556021","0.182253171493918"
"Min 1x per week","1990","no degree/no degree yet","Female","9","","",""
"Min 1x per month","1990","lower secondary degree","Male","298","0.128879569937274","0.114765564533371","0.142993575341177"
"Min 1x per month","1990","lower secondary degree","Female","124","0.046919923070816","0.0384116276038988","0.0554282185377332"
"Min 1x per month","1990","secondary school degree","Male","112","0.145946671782494","0.119584688965735","0.172308654599253"
"Min 1x per month","1990","secondary school degree","Female","75","0.0667626587936123","0.0512296667152222","0.0822956508720023"
"Min 1x per month","1990","college entrance qualification","Male","73","0.0948062991128097","0.0737563533279985","0.115856244897621"
"Min 1x per month","1990","college entrance qualification","Female","24","","",""
"Min 1x per month","1990","Other degree","Male","64","0.104451784088248","0.0797938454061815","0.129109722770314"
"Min 1x per month","1990","Other degree","Female","18","","",""
"Min 1x per month","1990","no degree/no degree yet","Male","49","0.182805259704327","0.143841638188687","0.221768881219967"
"Min 1x per month","1990","no degree/no degree yet","Female","15","","",""
"Rarely","1990","lower secondary degree","Male","644","0.299541596499326","0.280246858499455","0.318836334499196"
"Rarely","1990","lower secondary degree","Female","458","0.176551191912868","0.161210220824028","0.191892163001708"
"Rarely","1990","secondary school degree","Male","222","0.334276861633987","0.299052878535123","0.369500844732851"
"Rarely","1990","secondary school degree","Female","300","0.278111121947316","0.250228307483746","0.305993936410886"
"Rarely","1990","college entrance qualification","Male","277","0.36456146369272","0.329976782434659","0.399146144950781"
"Rarely","1990","college entrance qualification","Female","111","0.224338352964928","0.186134842222212","0.262541863707643"
"Rarely","1990","Other degree","Male","112","0.202066153487161","0.169693031677416","0.234439275296906"
"Rarely","1990","Other degree","Female","43","0.117406041715989","0.0863228804782462","0.148489202953732"
"Rarely","1990","no degree/no degree yet","Male","83","0.279396496835711","0.234162928016003","0.32463006565542"
"Rarely","1990","no degree/no degree yet","Female","67","0.250495702238885","0.210942210223186","0.290049194254583"
"Never","1990","lower secondary degree","Male","973","0.471395192182352","0.45036819437118","0.492422189993525"
"Never","1990","lower secondary degree","Female","1716","0.748863381634825","0.731414984386157","0.766311778883493"
"Never","1990","secondary school degree","Male","269","0.41218293619577","0.375428938909593","0.448936933481948"
"Never","1990","secondary school degree","Female","569","0.606129237456605","0.575723765881266","0.636534709031944"
"Never","1990","college entrance qualification","Male","332","0.4535255479935","0.417753201126139","0.489297894860861"
"Never","1990","college entrance qualification","Female","303","0.67864428338829","0.635875247085801","0.721413319690778"
"Never","1990","Other degree","Male","349","0.566473504135985","0.526520266912172","0.606426741359797"
"Never","1990","Other degree","Female","333","0.803360462185561","0.764981773450953","0.841739150920168"
"Never","1990","no degree/no degree yet","Male","197","0.388918772408093","0.339773571430932","0.438063973385254"
"Never","1990","no degree/no degree yet","Female","369","0.675741907576441","0.633011851103828","0.718471964049054"
"Daily","1991","lower secondary degree","Male","","","",""
"Daily","1991","lower secondary degree","Female","","","",""
"Daily","1991","secondary school degree","Male","","","",""
"Daily","1991","secondary school degree","Female","","","",""
"Daily","1991","college entrance qualification","Male","","","",""
"Daily","1991","college entrance qualification","Female","","","",""
"Daily","1991","Other degree","Male","","","",""
"Daily","1991","Other degree","Female","","","",""
"Daily","1991","no degree/no degree yet","Male","","","",""
"Daily","1991","no degree/no degree yet","Female","","","",""
"Min 1x per week","1991","lower secondary degree","Male","","","",""
"Min 1x per week","1991","lower secondary degree","Female","","","",""
"Min 1x per week","1991","secondary school degree","Male","","","",""
"Min 1x per week","1991","secondary school degree","Female","","","",""
"Min 1x per week","1991","college entrance qualification","Male","","","",""
"Min 1x per week","1991","college entrance qualification","Female","","","",""
"Min 1x per week","1991","Other degree","Male","","","",""
"Min 1x per week","1991","Other degree","Female","","","",""
"Min 1x per week","1991","no degree/no degree yet","Male","","","",""
"Min 1x per week","1991","no degree/no degree yet","Female","","","",""
"Min 1x per month","1991","lower secondary degree","Male","","","",""
"Min 1x per month","1991","lower secondary degree","Female","","","",""
"Min 1x per month","1991","secondary school degree","Male","","","",""
"Min 1x per month","1991","secondary school degree","Female","","","",""
"Min 1x per month","1991","college entrance qualification","Male","","","",""
"Min 1x per month","1991","college entrance qualification","Female","","","",""
"Min 1x per month","1991","Other degree","Male","","","",""
"Min 1x per month","1991","Other degree","Female","","","",""
"Min 1x per month","1991","no degree/no degree yet","Male","","","",""
"Min 1x per month","1991","no degree/no degree yet","Female","","","",""
"Rarely","1991","lower secondary degree","Male","","","",""
"Rarely","1991","lower secondary degree","Female","","","",""
"Rarely","1991","secondary school degree","Male","","","",""
"Rarely","1991","secondary school degree","Female","","","",""
"Rarely","1991","college entrance qualification","Male","","","",""
"Rarely","1991","college entrance qualification","Female","","","",""
"Rarely","1991","Other degree","Male","","","",""
"Rarely","1991","Other degree","Female","","","",""
"Rarely","1991","no degree/no degree yet","Male","","","",""
"Rarely","1991","no degree/no degree yet","Female","","","",""
"Never","1991","lower secondary degree","Male","","","",""
"Never","1991","lower secondary degree","Female","","","",""
"Never","1991","secondary school degree","Male","","","",""
"Never","1991","secondary school degree","Female","","","",""
"Never","1991","college entrance qualification","Male","","","",""
"Never","1991","college entrance qualification","Female","","","",""
"Never","1991","Other degree","Male","","","",""
"Never","1991","Other degree","Female","","","",""
"Never","1991","no degree/no degree yet","Male","","","",""
"Never","1991","no degree/no degree yet","Female","","","",""
"Daily","1992","lower secondary degree","Male","","","",""
"Daily","1992","lower secondary degree","Female","","","",""
"Daily","1992","secondary school degree","Male","","","",""
"Daily","1992","secondary school degree","Female","","","",""
"Daily","1992","college entrance qualification","Male","","","",""
"Daily","1992","college entrance qualification","Female","","","",""
"Daily","1992","Other degree","Male","","","",""
"Daily","1992","Other degree","Female","","","",""
"Daily","1992","no degree/no degree yet","Male","","","",""
"Daily","1992","no degree/no degree yet","Female","","","",""
"Min 1x per week","1992","lower secondary degree","Male","","","",""
"Min 1x per week","1992","lower secondary degree","Female","","","",""
"Min 1x per week","1992","secondary school degree","Male","","","",""
"Min 1x per week","1992","secondary school degree","Female","","","",""
"Min 1x per week","1992","college entrance qualification","Male","","","",""
"Min 1x per week","1992","college entrance qualification","Female","","","",""
"Min 1x per week","1992","Other degree","Male","","","",""
"Min 1x per week","1992","Other degree","Female","","","",""
"Min 1x per week","1992","no degree/no degree yet","Male","","","",""
"Min 1x per week","1992","no degree/no degree yet","Female","","","",""
"Min 1x per month","1992","lower secondary degree","Male","","","",""
"Min 1x per month","1992","lower secondary degree","Female","","","",""
"Min 1x per month","1992","secondary school degree","Male","","","",""
"Min 1x per month","1992","secondary school degree","Female","","","",""
"Min 1x per month","1992","college entrance qualification","Male","","","",""
"Min 1x per month","1992","college entrance qualification","Female","","","",""
"Min 1x per month","1992","Other degree","Male","","","",""
"Min 1x per month","1992","Other degree","Female","","","",""
"Min 1x per month","1992","no degree/no degree yet","Male","","","",""
"Min 1x per month","1992","no degree/no degree yet","Female","","","",""
"Rarely","1992","lower secondary degree","Male","","","",""
"Rarely","1992","lower secondary degree","Female","","","",""
"Rarely","1992","secondary school degree","Male","","","",""
"Rarely","1992","secondary school degree","Female","","","",""
"Rarely","1992","college entrance qualification","Male","","","",""
"Rarely","1992","college entrance qualification","Female","","","",""
"Rarely","1992","Other degree","Male","","","",""
"Rarely","1992","Other degree","Female","","","",""
"Rarely","1992","no degree/no degree yet","Male","","","",""
"Rarely","1992","no degree/no degree yet","Female","","","",""
"Never","1992","lower secondary degree","Male","","","",""
"Never","1992","lower secondary degree","Female","","","",""
"Never","1992","secondary school degree","Male","","","",""
"Never","1992","secondary school degree","Female","","","",""
"Never","1992","college entrance qualification","Male","","","",""
"Never","1992","college entrance qualification","Female","","","",""
"Never","1992","Other degree","Male","","","",""
"Never","1992","Other degree","Female","","","",""
"Never","1992","no degree/no degree yet","Male","","","",""
"Never","1992","no degree/no degree yet","Female","","","",""
"Daily","1993","lower secondary degree","Male","","","",""
"Daily","1993","lower secondary degree","Female","","","",""
"Daily","1993","secondary school degree","Male","","","",""
"Daily","1993","secondary school degree","Female","","","",""
"Daily","1993","college entrance qualification","Male","","","",""
"Daily","1993","college entrance qualification","Female","","","",""
"Daily","1993","Other degree","Male","","","",""
"Daily","1993","Other degree","Female","","","",""
"Daily","1993","no degree/no degree yet","Male","","","",""
"Daily","1993","no degree/no degree yet","Female","","","",""
"Min 1x per week","1993","lower secondary degree","Male","","","",""
"Min 1x per week","1993","lower secondary degree","Female","","","",""
"Min 1x per week","1993","secondary school degree","Male","","","",""
"Min 1x per week","1993","secondary school degree","Female","","","",""
"Min 1x per week","1993","college entrance qualification","Male","","","",""
"Min 1x per week","1993","college entrance qualification","Female","","","",""
"Min 1x per week","1993","Other degree","Male","","","",""
"Min 1x per week","1993","Other degree","Female","","","",""
"Min 1x per week","1993","no degree/no degree yet","Male","","","",""
"Min 1x per week","1993","no degree/no degree yet","Female","","","",""
"Min 1x per month","1993","lower secondary degree","Male","","","",""
"Min 1x per month","1993","lower secondary degree","Female","","","",""
"Min 1x per month","1993","secondary school degree","Male","","","",""
"Min 1x per month","1993","secondary school degree","Female","","","",""
"Min 1x per month","1993","college entrance qualification","Male","","","",""
"Min 1x per month","1993","college entrance qualification","Female","","","",""
"Min 1x per month","1993","Other degree","Male","","","",""
"Min 1x per month","1993","Other degree","Female","","","",""
"Min 1x per month","1993","no degree/no degree yet","Male","","","",""
"Min 1x per month","1993","no degree/no degree yet","Female","","","",""
"Rarely","1993","lower secondary degree","Male","","","",""
"Rarely","1993","lower secondary degree","Female","","","",""
"Rarely","1993","secondary school degree","Male","","","",""
"Rarely","1993","secondary school degree","Female","","","",""
"Rarely","1993","college entrance qualification","Male","","","",""
"Rarely","1993","college entrance qualification","Female","","","",""
"Rarely","1993","Other degree","Male","","","",""
"Rarely","1993","Other degree","Female","","","",""
"Rarely","1993","no degree/no degree yet","Male","","","",""
"Rarely","1993","no degree/no degree yet","Female","","","",""
