"pli0089","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Daily","1990","1-pers.-HH","in school","","","","","1"
"Daily","1990","1-pers.-HH","inadequately","1","","","","1"
"Daily","1990","1-pers.-HH","general elemantary","","","","","1"
"Daily","1990","1-pers.-HH","middle vocational","4","","","","1"
"Daily","1990","1-pers.-HH","vocational + Abi","","","","","1"
"Daily","1990","1-pers.-HH","higher vocational","","","","","1"
"Daily","1990","1-pers.-HH","higher education","","","","","1"
"Daily","1990","(Married) couple without C. ","in school","","","","","1"
"Daily","1990","(Married) couple without C. ","inadequately","","","","","1"
"Daily","1990","(Married) couple without C. ","general elemantary","1","","","","1"
"Daily","1990","(Married) couple without C. ","middle vocational","1","","","","1"
"Daily","1990","(Married) couple without C. ","vocational + Abi","","","","","1"
"Daily","1990","(Married) couple without C. ","higher vocational","1","","","","1"
"Daily","1990","(Married) couple without C. ","higher education","","","","","1"
"Daily","1990","Single parent ","in school","","","","","1"
"Daily","1990","Single parent ","inadequately","","","","","1"
"Daily","1990","Single parent ","general elemantary","","","","","1"
"Daily","1990","Single parent ","middle vocational","2","","","","1"
"Daily","1990","Single parent ","vocational + Abi","","","","","1"
"Daily","1990","Single parent ","higher vocational","","","","","1"
"Daily","1990","Single parent ","higher education","","","","","1"
"Daily","1990","Couple + C. LE 16 ","in school","","","","","1"
"Daily","1990","Couple + C. LE 16 ","inadequately","1","","","","1"
"Daily","1990","Couple + C. LE 16 ","general elemantary","2","","","","1"
"Daily","1990","Couple + C. LE 16 ","middle vocational","1","","","","1"
"Daily","1990","Couple + C. LE 16 ","vocational + Abi","","","","","1"
"Daily","1990","Couple + C. LE 16 ","higher vocational","","","","","1"
"Daily","1990","Couple + C. LE 16 ","higher education","","","","","1"
"Daily","1990","Couple + C. GT 16 ","in school","","","","","1"
"Daily","1990","Couple + C. GT 16 ","inadequately","","","","","1"
"Daily","1990","Couple + C. GT 16 ","general elemantary","1","","","","1"
"Daily","1990","Couple + C. GT 16 ","middle vocational","1","","","","1"
"Daily","1990","Couple + C. GT 16 ","vocational + Abi","","","","","1"
"Daily","1990","Couple + C. GT 16 ","higher vocational","","","","","1"
"Daily","1990","Couple + C. GT 16 ","higher education","","","","","1"
"Daily","1990","Couple + C. LE and GT 16","in school","","","","","1"
"Daily","1990","Couple + C. LE and GT 16","inadequately","1","","","","1"
"Daily","1990","Couple + C. LE and GT 16","general elemantary","1","","","","1"
"Daily","1990","Couple + C. LE and GT 16","middle vocational","","","","","1"
"Daily","1990","Couple + C. LE and GT 16","vocational + Abi","","","","","1"
"Daily","1990","Couple + C. LE and GT 16","higher vocational","","","","","1"
"Daily","1990","Couple + C. LE and GT 16","higher education","","","","","1"
"Min 1x per month","1990","Couple + C. LE and GT 16","vocational + Abi","3","","","","3"
"Min 1x per month","1990","Couple + C. LE and GT 16","middle vocational","49","0.154721492341863","0.114721629410615","0.194721355273111","3"
"Min 1x per month","1990","1-pers.-HH","in school","1","","","","3"
"Min 1x per month","1990","1-pers.-HH","inadequately","7","","","","3"
"Min 1x per month","1990","1-pers.-HH","general elemantary","13","","","","3"
"Min 1x per month","1990","1-pers.-HH","middle vocational","40","0.0777684341142178","0.0537352911325673","0.101801577095868","3"
