"pli0089","year","age_gr","e11103","n","percent","lower_confidence","upper_confidence","value"
"Daily","1990","16-34 y.","Full Time","5","","","","1"
"Daily","1990","16-34 y.","Part Time","2","","","","1"
"Daily","1990","16-34 y.","Not Working","","","","","1"
"Daily","1990","35-65 y.","Full Time","8","","","","1"
"Daily","1990","35-65 y.","Part Time","2","","","","1"
"Daily","1990","35-65 y.","Not Working","3","","","","1"
"Daily","1990","66 and older","Full Time","","","","","1"
"Daily","1990","66 and older","Part Time","","","","","1"
"Daily","1990","66 and older","Not Working","","","","","1"
"Min 1x per month","1990","66 and older","Full Time","1","","","","3"
"Min 1x per month","1990","66 and older","Not Working","26","","","","3"
"Min 1x per month","1990","35-65 y.","Not Working","76","0.0623146598256888","0.0496660460124095","0.0749632736389681","3"
"Min 1x per month","1990","16-34 y.","Full Time","254","0.139798668944467","0.124214113870581","0.155383224018352","3"
"Min 1x per month","1990","16-34 y.","Part Time","92","0.118010309839096","0.0960620155644959","0.139958604113697","3"
"Min 1x per month","1990","16-34 y.","Not Working","99","0.110539368648175","0.0902001363107204","0.130878600985629","3"
"Min 1x per month","1990","35-65 y.","Full Time","264","0.10368449554394","0.0917488772435723","0.115620113844307","3"
"Min 1x per month","1990","35-65 y.","Part Time","58","0.0698133260823095","0.0528409218662918","0.0867857302983273","3"
"Min 1x per month","1990","66 and older","Part Time","","","","","3"
"Min 1x per week","1990","16-34 y.","Not Working","78","0.0913591938766148","0.0726702418167574","0.110048145936472","2"
"Min 1x per week","1990","66 and older","Full Time","","","","","2"
"Min 1x per week","1990","16-34 y.","Full Time","236","0.112107856025289","0.0979290074326443","0.126286704617935","2"
"Min 1x per week","1990","16-34 y.","Part Time","82","0.105078125420296","0.0842160378103286","0.125940213030264","2"
"Min 1x per week","1990","35-65 y.","Not Working","38","0.0250705091364805","0.0168898662195561","0.0332511520534049","2"
"Min 1x per week","1990","66 and older","Not Working","12","","","","2"
"Min 1x per week","1990","35-65 y.","Part Time","38","0.045768065180304","0.0318494061784361","0.0596867241821719","2"
"Min 1x per week","1990","66 and older","Part Time","","","","","2"
"Min 1x per week","1990","35-65 y.","Full Time","200","0.0818271752784325","0.0710954745104565","0.0925588760464085","2"
"Never","1990","35-65 y.","Part Time","563","0.623918216529801","0.591656005559859","0.656180427499743","5"
"Never","1990","35-65 y.","Full Time","1334","0.493616840397032","0.474042273184498","0.513191407609567","5"
"Never","1990","16-34 y.","Full Time","786","0.386345938381209","0.364463645994155","0.408228230768262","5"
"Never","1990","16-34 y.","Part Time","426","0.484135725741453","0.450137180321377","0.518134271161529","5"
"Never","1990","16-34 y.","Not Working","470","0.457271185335327","0.424957160093104","0.48958521057755","5"
"Never","1990","35-65 y.","Not Working","1037","0.715257698180461","0.691643319592015","0.738872076768906","5"
"Never","1990","66 and older","Full Time","9","","","","5"
"Never","1990","66 and older","Part Time","23","","","","5"
"Never","1990","66 and older","Not Working","888","0.891748760449773","0.87257796187751","0.910919559022036","5"
"Rarely","1990","35-65 y.","Not Working","249","0.194239510472094","0.17353852469775","0.214940496246438","4"
"Rarely","1990","16-34 y.","Not Working","266","0.340830252139884","0.310084833995151","0.371575670284617","4"
"Rarely","1990","66 and older","Part Time","6","","","","4"
"Rarely","1990","66 and older","Not Working","83","0.0748437242192242","0.0586073986030811","0.0910800498353672","4"
"Rarely","1990","16-34 y.","Full Time","621","0.359649228758877","0.338082147737981","0.381216309779773","4"
"Rarely","1990","16-34 y.","Part Time","228","0.291391072247539","0.260477408732774","0.322304735762304","4"
"Rarely","1990","35-65 y.","Part Time","205","0.257578097630095","0.228452892117798","0.286703303142393","4"
"Rarely","1990","66 and older","Full Time","4","","","","4"
"Rarely","1990","35-65 y.","Full Time","700","0.31773736897829","0.299508173688648","0.335966564267932","4"
"Daily","1991","16-34 y.","Full Time","","","","","1"
"Daily","1991","16-34 y.","Part Time","","","","","1"
"Daily","1991","16-34 y.","Not Working","","","","","1"
"Daily","1991","35-65 y.","Full Time","","","","","1"
"Daily","1991","35-65 y.","Part Time","","","","","1"
"Daily","1991","35-65 y.","Not Working","","","","","1"
"Daily","1991","66 and older","Full Time","","","","","1"
"Daily","1991","66 and older","Part Time","","","","","1"
"Daily","1991","66 and older","Not Working","","","","","1"
"Min 1x per month","1991","66 and older","Full Time","","","","","3"
"Min 1x per month","1991","35-65 y.","Not Working","","","","","3"
"Min 1x per month","1991","16-34 y.","Full Time","","","","","3"
"Min 1x per month","1991","16-34 y.","Part Time","","","","","3"
"Min 1x per month","1991","66 and older","Not Working","","","","","3"
"Min 1x per month","1991","16-34 y.","Not Working","","","","","3"
"Min 1x per month","1991","35-65 y.","Full Time","","","","","3"
"Min 1x per month","1991","35-65 y.","Part Time","","","","","3"
"Min 1x per month","1991","66 and older","Part Time","","","","","3"
"Min 1x per week","1991","16-34 y.","Not Working","","","","","2"
"Min 1x per week","1991","35-65 y.","Not Working","","","","","2"
"Min 1x per week","1991","66 and older","Full Time","","","","","2"
"Min 1x per week","1991","16-34 y.","Full Time","","","","","2"
"Min 1x per week","1991","16-34 y.","Part Time","","","","","2"
"Min 1x per week","1991","35-65 y.","Part Time","","","","","2"
"Min 1x per week","1991","66 and older","Not Working","","","","","2"
"Min 1x per week","1991","35-65 y.","Full Time","","","","","2"
"Min 1x per week","1991","66 and older","Part Time","","","","","2"
"Never","1991","35-65 y.","Part Time","","","","","5"
"Never","1991","16-34 y.","Full Time","","","","","5"
"Never","1991","35-65 y.","Full Time","","","","","5"
"Never","1991","16-34 y.","Part Time","","","","","5"
"Never","1991","16-34 y.","Not Working","","","","","5"
"Never","1991","35-65 y.","Not Working","","","","","5"
"Never","1991","66 and older","Full Time","","","","","5"
"Never","1991","66 and older","Part Time","","","","","5"
"Never","1991","66 and older","Not Working","","","","","5"
"Rarely","1991","16-34 y.","Not Working","","","","","4"
"Rarely","1991","35-65 y.","Not Working","","","","","4"
"Rarely","1991","16-34 y.","Part Time","","","","","4"
"Rarely","1991","66 and older","Part Time","","","","","4"
"Rarely","1991","66 and older","Not Working","","","","","4"
"Rarely","1991","16-34 y.","Full Time","","","","","4"
"Rarely","1991","35-65 y.","Full Time","","","","","4"
"Rarely","1991","35-65 y.","Part Time","","","","","4"
"Rarely","1991","66 and older","Full Time","","","","","4"
"Daily","1992","16-34 y.","Full Time","","","","","1"
"Daily","1992","16-34 y.","Part Time","","","","","1"
"Daily","1992","16-34 y.","Not Working","","","","","1"
"Daily","1992","35-65 y.","Full Time","","","","","1"
"Daily","1992","35-65 y.","Part Time","","","","","1"
"Daily","1992","35-65 y.","Not Working","","","","","1"
"Daily","1992","66 and older","Full Time","","","","","1"
"Daily","1992","66 and older","Part Time","","","","","1"
"Daily","1992","66 and older","Not Working","","","","","1"
"Min 1x per month","1992","16-34 y.","Part Time","","","","","3"
"Min 1x per month","1992","35-65 y.","Not Working","","","","","3"
"Min 1x per month","1992","66 and older","Full Time","","","","","3"
"Min 1x per month","1992","66 and older","Not Working","","","","","3"
"Min 1x per month","1992","16-34 y.","Full Time","","","","","3"
"Min 1x per month","1992","16-34 y.","Not Working","","","","","3"
"Min 1x per month","1992","35-65 y.","Full Time","","","","","3"
"Min 1x per month","1992","35-65 y.","Part Time","","","","","3"
"Min 1x per month","1992","66 and older","Part Time","","","","","3"
"Min 1x per week","1992","16-34 y.","Full Time","","","","","2"
"Min 1x per week","1992","16-34 y.","Part Time","","","","","2"
"Min 1x per week","1992","16-34 y.","Not Working","","","","","2"
"Min 1x per week","1992","35-65 y.","Part Time","","","","","2"
"Min 1x per week","1992","35-65 y.","Not Working","","","","","2"
"Min 1x per week","1992","66 and older","Full Time","","","","","2"
"Min 1x per week","1992","66 and older","Not Working","","","","","2"
"Min 1x per week","1992","35-65 y.","Full Time","","","","","2"
"Min 1x per week","1992","66 and older","Part Time","","","","","2"
"Never","1992","16-34 y.","Full Time","","","","","5"
"Never","1992","35-65 y.","Full Time","","","","","5"
"Never","1992","35-65 y.","Part Time","","","","","5"
"Never","1992","16-34 y.","Part Time","","","","","5"
"Never","1992","16-34 y.","Not Working","","","","","5"
"Never","1992","35-65 y.","Not Working","","","","","5"
"Never","1992","66 and older","Full Time","","","","","5"
"Never","1992","66 and older","Part Time","","","","","5"
"Never","1992","66 and older","Not Working","","","","","5"
"Rarely","1992","16-34 y.","Part Time","","","","","4"
"Rarely","1992","16-34 y.","Not Working","","","","","4"
"Rarely","1992","35-65 y.","Not Working","","","","","4"
"Rarely","1992","66 and older","Not Working","","","","","4"
"Rarely","1992","16-34 y.","Full Time","","","","","4"
"Rarely","1992","66 and older","Part Time","","","","","4"
"Rarely","1992","35-65 y.","Full Time","","","","","4"
"Rarely","1992","35-65 y.","Part Time","","","","","4"
"Rarely","1992","66 and older","Full Time","","","","","4"
"Daily","1993","16-34 y.","Full Time","","","","","1"
"Daily","1993","16-34 y.","Part Time","","","","","1"
"Daily","1993","16-34 y.","Not Working","","","","","1"
"Daily","1993","35-65 y.","Full Time","","","","","1"
"Daily","1993","35-65 y.","Part Time","","","","","1"
"Daily","1993","35-65 y.","Not Working","","","","","1"
"Daily","1993","66 and older","Full Time","","","","","1"
"Daily","1993","66 and older","Part Time","","","","","1"
"Daily","1993","66 and older","Not Working","","","","","1"
"Min 1x per month","1993","16-34 y.","Part Time","","","","","3"
"Min 1x per month","1993","16-34 y.","Not Working","","","","","3"
"Min 1x per month","1993","66 and older","Not Working","","","","","3"
"Min 1x per month","1993","35-65 y.","Not Working","","","","","3"
"Min 1x per month","1993","16-34 y.","Full Time","","","","","3"
"Min 1x per month","1993","35-65 y.","Part Time","","","","","3"
"Min 1x per month","1993","35-65 y.","Full Time","","","","","3"
"Min 1x per month","1993","66 and older","Full Time","","","","","3"
"Min 1x per month","1993","66 and older","Part Time","","","","","3"
"Min 1x per week","1993","66 and older","Full Time","","","","","2"
"Min 1x per week","1993","16-34 y.","Part Time","","","","","2"
"Min 1x per week","1993","16-34 y.","Not Working","","","","","2"
"Min 1x per week","1993","35-65 y.","Not Working","","","","","2"
"Min 1x per week","1993","16-34 y.","Full Time","","","","","2"
"Min 1x per week","1993","66 and older","Not Working","","","","","2"
"Min 1x per week","1993","35-65 y.","Part Time","","","","","2"
"Min 1x per week","1993","35-65 y.","Full Time","","","","","2"
"Min 1x per week","1993","66 and older","Part Time","","","","","2"
"Never","1993","16-34 y.","Full Time","","","","","5"
"Never","1993","16-34 y.","Part Time","","","","","5"
"Never","1993","16-34 y.","Not Working","","","","","5"
"Never","1993","35-65 y.","Full Time","","","","","5"
"Never","1993","35-65 y.","Part Time","","","","","5"
"Never","1993","35-65 y.","Not Working","","","","","5"
"Never","1993","66 and older","Full Time","","","","","5"
"Never","1993","66 and older","Part Time","","","","","5"
"Never","1993","66 and older","Not Working","","","","","5"
"Rarely","1993","35-65 y.","Not Working","","","","","4"
"Rarely","1993","16-34 y.","Not Working","","","","","4"
"Rarely","1993","16-34 y.","Part Time","","","","","4"
