"pli0089","year","e11102","migback","n","percent","lower_confidence","upper_confidence","value"
"Daily","1990","Not Employed","no migration background","2","","","","1"
"Daily","1990","Not Employed","direct migration background","1","","","","1"
"Daily","1990","Not Employed","indirect migration background","","","","","1"
"Daily","1990","Employed","no migration background","8","","","","1"
"Daily","1990","Employed","direct migration background","9","","","","1"
"Daily","1990","Employed","indirect migration background","","","","","1"
"Min 1x per month","1990","Not Employed","direct migration background","39","0.0487711004143109","0.0337988072529054","0.0637433935757163","3"
"Min 1x per month","1990","Not Employed","no migration background","140","0.053362995553336","0.0443915727419588","0.0623344183647132","3"
"Min 1x per month","1990","Not Employed","indirect migration background","22","","","","3"
"Min 1x per month","1990","Employed","no migration background","473","0.110934448457179","0.101477081923328","0.12039181499103","3"
"Min 1x per month","1990","Employed","direct migration background","175","0.10142934501527","0.0872238530856262","0.115634836944913","3"
"Min 1x per month","1990","Employed","indirect migration background","21","","","","3"
"Min 1x per week","1990","Not Employed","direct migration background","20","","","","2"
"Min 1x per week","1990","Not Employed","no migration background","93","0.0332617662312548","0.0261040152235767","0.0404195172389328","2"
"Min 1x per week","1990","Not Employed","indirect migration background","15","","","","2"
"Min 1x per week","1990","Employed","no migration background","363","0.086795629544101","0.0783174416986472","0.0952738173895548","2"
"Min 1x per week","1990","Employed","direct migration background","166","0.08468725590079","0.0715866272474501","0.0977878845541299","2"
"Min 1x per week","1990","Employed","indirect migration background","27","","","","2"
"Never","1990","Not Employed","no migration background","1707","0.738907082103626","0.721374658858304","0.756439505348948","5"
"Never","1990","Not Employed","direct migration background","634","0.793395137827844","0.765251543443836","0.821538732211853","5"
"Never","1990","Not Employed","indirect migration background","54","0.551242433545831","0.461880651039251","0.64060421605241","5"
"Never","1990","Employed","no migration background","2021","0.475763162013136","0.460723804308004","0.490802519718269","5"
"Never","1990","Employed","direct migration background","1048","0.551488213591526","0.528086190734874","0.574890236448179","5"
"Never","1990","Employed","indirect migration background","72","0.431675045317538","0.358499057843169","0.504851032791908","5"
"Rarely","1990","Not Employed","direct migration background","101","0.141203634808663","0.116997103372714","0.165410166244613","4"
"Rarely","1990","Not Employed","indirect migration background","28","","","","4"
"Rarely","1990","Not Employed","no migration background","469","0.173212856940788","0.15810731171298","0.188318402168597","4"
"Rarely","1990","Employed","direct migration background","337","0.258816132313178","0.238207128388124","0.279425136238231","4"
"Rarely","1990","Employed","no migration background","1371","0.324072274908152","0.309978050420308","0.338166499395996","4"
"Rarely","1990","Employed","indirect migration background","56","0.305578587942468","0.237522846666934","0.373634329218002","4"
"Daily","1991","Not Employed","no migration background","","","","","1"
"Daily","1991","Not Employed","direct migration background","","","","","1"
"Daily","1991","Not Employed","indirect migration background","","","","","1"
"Daily","1991","Employed","no migration background","","","","","1"
"Daily","1991","Employed","direct migration background","","","","","1"
"Daily","1991","Employed","indirect migration background","","","","","1"
"Min 1x per month","1991","Not Employed","direct migration background","","","","","3"
"Min 1x per month","1991","Not Employed","no migration background","","","","","3"
"Min 1x per month","1991","Not Employed","indirect migration background","","","","","3"
"Min 1x per month","1991","Employed","no migration background","","","","","3"
"Min 1x per month","1991","Employed","direct migration background","","","","","3"
"Min 1x per month","1991","Employed","indirect migration background","","","","","3"
"Min 1x per week","1991","Not Employed","no migration background","","","","","2"
"Min 1x per week","1991","Not Employed","direct migration background","","","","","2"
"Min 1x per week","1991","Not Employed","indirect migration background","","","","","2"
"Min 1x per week","1991","Employed","no migration background","","","","","2"
"Min 1x per week","1991","Employed","direct migration background","","","","","2"
"Min 1x per week","1991","Employed","indirect migration background","","","","","2"
"Never","1991","Not Employed","no migration background","","","","","5"
"Never","1991","Not Employed","direct migration background","","","","","5"
"Never","1991","Not Employed","indirect migration background","","","","","5"
"Never","1991","Employed","no migration background","","","","","5"
"Never","1991","Employed","direct migration background","","","","","5"
"Never","1991","Employed","indirect migration background","","","","","5"
"Rarely","1991","Not Employed","direct migration background","","","","","4"
"Rarely","1991","Not Employed","no migration background","","","","","4"
"Rarely","1991","Not Employed","indirect migration background","","","","","4"
"Rarely","1991","Employed","no migration background","","","","","4"
"Rarely","1991","Employed","direct migration background","","","","","4"
"Rarely","1991","Employed","indirect migration background","","","","","4"
"Daily","1992","Not Employed","no migration background","","","","","1"
"Daily","1992","Not Employed","direct migration background","","","","","1"
"Daily","1992","Not Employed","indirect migration background","","","","","1"
"Daily","1992","Employed","no migration background","","","","","1"
"Daily","1992","Employed","direct migration background","","","","","1"
"Daily","1992","Employed","indirect migration background","","","","","1"
"Min 1x per month","1992","Not Employed","direct migration background","","","","","3"
"Min 1x per month","1992","Not Employed","no migration background","","","","","3"
"Min 1x per month","1992","Not Employed","indirect migration background","","","","","3"
"Min 1x per month","1992","Employed","no migration background","","","","","3"
"Min 1x per month","1992","Employed","direct migration background","","","","","3"
"Min 1x per month","1992","Employed","indirect migration background","","","","","3"
"Min 1x per week","1992","Not Employed","no migration background","","","","","2"
"Min 1x per week","1992","Not Employed","indirect migration background","","","","","2"
"Min 1x per week","1992","Not Employed","direct migration background","","","","","2"
"Min 1x per week","1992","Employed","direct migration background","","","","","2"
"Min 1x per week","1992","Employed","no migration background","","","","","2"
"Min 1x per week","1992","Employed","indirect migration background","","","","","2"
"Never","1992","Not Employed","no migration background","","","","","5"
"Never","1992","Not Employed","direct migration background","","","","","5"
"Never","1992","Not Employed","indirect migration background","","","","","5"
"Never","1992","Employed","no migration background","","","","","5"
"Never","1992","Employed","direct migration background","","","","","5"
"Never","1992","Employed","indirect migration background","","","","","5"
"Rarely","1992","Not Employed","no migration background","","","","","4"
"Rarely","1992","Not Employed","direct migration background","","","","","4"
"Rarely","1992","Not Employed","indirect migration background","","","","","4"
"Rarely","1992","Employed","no migration background","","","","","4"
"Rarely","1992","Employed","direct migration background","","","","","4"
"Rarely","1992","Employed","indirect migration background","","","","","4"
"Daily","1993","Not Employed","no migration background","","","","","1"
"Daily","1993","Not Employed","direct migration background","","","","","1"
"Daily","1993","Not Employed","indirect migration background","","","","","1"
"Daily","1993","Employed","no migration background","","","","","1"
"Daily","1993","Employed","direct migration background","","","","","1"
"Daily","1993","Employed","indirect migration background","","","","","1"
"Min 1x per month","1993","Not Employed","no migration background","","","","","3"
"Min 1x per month","1993","Not Employed","direct migration background","","","","","3"
"Min 1x per month","1993","Not Employed","indirect migration background","","","","","3"
"Min 1x per month","1993","Employed","no migration background","","","","","3"
"Min 1x per month","1993","Employed","direct migration background","","","","","3"
"Min 1x per month","1993","Employed","indirect migration background","","","","","3"
"Min 1x per week","1993","Not Employed","no migration background","","","","","2"
"Min 1x per week","1993","Not Employed","direct migration background","","","","","2"
"Min 1x per week","1993","Not Employed","indirect migration background","","","","","2"
"Min 1x per week","1993","Employed","no migration background","","","","","2"
"Min 1x per week","1993","Employed","direct migration background","","","","","2"
"Min 1x per week","1993","Employed","indirect migration background","","","","","2"
"Never","1993","Not Employed","no migration background","","","","","5"
"Never","1993","Not Employed","direct migration background","","","","","5"
"Never","1993","Not Employed","indirect migration background","","","","","5"
"Never","1993","Employed","no migration background","","","","","5"
"Never","1993","Employed","direct migration background","","","","","5"
"Never","1993","Employed","indirect migration background","","","","","5"
"Rarely","1993","Not Employed","no migration background","","","","","4"
"Rarely","1993","Not Employed","direct migration background","","","","","4"
"Rarely","1993","Not Employed","indirect migration background","","","","","4"
"Rarely","1993","Employed","no migration background","","","","","4"
"Rarely","1993","Employed","direct migration background","","","","","4"
"Rarely","1993","Employed","indirect migration background","","","","","4"
"Daily","1994","Not Employed","no migration background","","","","","1"
"Daily","1994","Not Employed","direct migration background","","","","","1"
"Daily","1994","Not Employed","indirect migration background","","","","","1"
"Daily","1994","Employed","no migration background","","","","","1"
"Daily","1994","Employed","direct migration background","","","","","1"
"Daily","1994","Employed","indirect migration background","","","","","1"
"Min 1x per month","1994","Not Employed","direct migration background","","","","","3"
"Min 1x per month","1994","Not Employed","no migration background","","","","","3"
"Min 1x per month","1994","Not Employed","indirect migration background","","","","","3"
"Min 1x per month","1994","Employed","no migration background","","","","","3"
"Min 1x per month","1994","Employed","indirect migration background","","","","","3"
"Min 1x per month","1994","Employed","direct migration background","","","","","3"
"Min 1x per week","1994","Not Employed","no migration background","","","","","2"
"Min 1x per week","1994","Not Employed","direct migration background","","","","","2"
"Min 1x per week","1994","Not Employed","indirect migration background","","","","","2"
"Min 1x per week","1994","Employed","no migration background","","","","","2"
"Min 1x per week","1994","Employed","indirect migration background","","","","","2"
"Min 1x per week","1994","Employed","direct migration background","","","","","2"
"Never","1994","Not Employed","no migration background","","","","","5"
"Never","1994","Not Employed","direct migration background","","","","","5"
"Never","1994","Not Employed","indirect migration background","","","","","5"
"Never","1994","Employed","no migration background","","","","","5"
"Never","1994","Employed","direct migration background","","","","","5"
"Never","1994","Employed","indirect migration background","","","","","5"
"Rarely","1994","Not Employed","direct migration background","","","","","4"
"Rarely","1994","Not Employed","no migration background","","","","","4"
"Rarely","1994","Employed","no migration background","","","","","4"
"Rarely","1994","Not Employed","indirect migration background","","","","","4"
"Rarely","1994","Employed","direct migration background","","","","","4"
"Rarely","1994","Employed","indirect migration background","","","","","4"
"Daily","1995","Not Employed","no migration background","3","","","","1"
"Daily","1995","Not Employed","direct migration background","1","","","","1"
"Daily","1995","Not Employed","indirect migration background","2","","","","1"
"Daily","1995","Employed","no migration background","10","","","","1"
"Daily","1995","Employed","direct migration background","2","","","","1"
"Daily","1995","Employed","indirect migration background","5","","","","1"
"Min 1x per month","1995","Not Employed","no migration background","192","0.0456515809598068","0.0387601163308656","0.052543045588748","3"
"Min 1x per month","1995","Not Employed","direct migration background","46","0.0460967611310194","0.0336538189418545","0.0585397033201842","3"
"Min 1x per month","1995","Not Employed","indirect migration background","27","","","","3"
"Min 1x per month","1995","Employed","no migration background","568","0.0940569423970978","0.0869292343219619","0.101184650472234","3"
"Min 1x per month","1995","Employed","direct migration background","138","0.0748343574062644","0.0623043406139119","0.0873643741986168","3"
"Min 1x per month","1995","Employed","indirect migration background","59","0.14730874735519","0.109581213798808","0.185036280911572","3"
"Min 1x per week","1995","Not Employed","no migration background","119","0.0336937445631915","0.0277362702814255","0.0396512188449574","2"
"Min 1x per week","1995","Not Employed","direct migration background","28","","","","2"
"Min 1x per week","1995","Not Employed","indirect migration background","22","","","","2"
"Min 1x per week","1995","Employed","no migration background","357","0.0606803728675774","0.0548508253822959","0.0665099203528589","2"
"Min 1x per week","1995","Employed","direct migration background","107","0.0622860949999747","0.0507775050105484","0.073794684989401","2"
"Min 1x per week","1995","Employed","indirect migration background","36","0.0845898811902899","0.0549678180183274","0.114211944362252","2"
"Never","1995","Not Employed","no migration background","2493","0.740754701545223","0.726286225354647","0.755223177735799","5"
"Never","1995","Not Employed","direct migration background","870","0.771646409158218","0.746737838430004","0.796554979886433","5"
"Never","1995","Not Employed","indirect migration background","75","0.529957317886798","0.454709513345057","0.605205122428539","5"
"Never","1995","Employed","no migration background","3336","0.500798686688884","0.488589872737944","0.513007500639824","5"
"Never","1995","Employed","direct migration background","1054","0.605029261969529","0.581750384274606","0.628308139664452","5"
"Never","1995","Employed","indirect migration background","140","0.438481226907755","0.385660316261186","0.491302137554324","5"
"Rarely","1995","Not Employed","direct migration background","146","0.147584775839386","0.126538168698278","0.168631382980494","4"
"Rarely","1995","Not Employed","no migration background","717","0.179026662452436","0.166368999554184","0.191684325350688","4"
"Rarely","1995","Not Employed","indirect migration background","43","0.209714421945439","0.148336678740936","0.271092165149942","4"
"Rarely","1995","Employed","no migration background","2172","0.343281814887704","0.331688197989177","0.354875431786232","4"
"Rarely","1995","Employed","direct migration background","393","0.257561420484278","0.236737520970673","0.278385319997883","4"
"Rarely","1995","Employed","indirect migration background","99","0.3103247517236","0.261077866181901","0.359571637265299","4"
"Daily","1996","Not Employed","no migration background","","","","","1"
"Daily","1996","Not Employed","direct migration background","","","","","1"
"Daily","1996","Not Employed","indirect migration background","","","","","1"
"Daily","1996","Employed","no migration background","","","","","1"
"Daily","1996","Employed","direct migration background","","","","","1"
