"pli0089","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence","value"
"Daily","1990","1-pers.-HH","Male","4","","","","1"
"Daily","1990","1-pers.-HH","Female","1","","","","1"
"Daily","1990","(Married) couple without C. ","Male","2","","","","1"
"Daily","1990","(Married) couple without C. ","Female","1","","","","1"
"Daily","1990","Single parent ","Male","1","","","","1"
"Daily","1990","Single parent ","Female","1","","","","1"
"Daily","1990","Couple + C. LE 16 ","Male","4","","","","1"
"Daily","1990","Couple + C. LE 16 ","Female","","","","","1"
"Daily","1990","Couple + C. GT 16 ","Male","1","","","","1"
"Daily","1990","Couple + C. GT 16 ","Female","1","","","","1"
"Daily","1990","Couple + C. LE and GT 16","Male","1","","","","1"
"Daily","1990","Couple + C. LE and GT 16","Female","1","","","","1"
"Min 1x per month","1990","1-pers.-HH","Female","19","","","","3"
"Min 1x per month","1990","(Married) couple without C. ","Female","46","0.0408905206727616","0.0294794387436362","0.0523016026018869","3"
"Min 1x per month","1990","(Married) couple without C. ","Male","117","0.0942990868443891","0.077401128970577","0.111197044718201","3"
"Min 1x per month","1990","1-pers.-HH","Male","54","0.119274164071281","0.0882032872578936","0.150345040884669","3"
"Min 1x per month","1990","Single parent ","Female","19","","","","3"
"Min 1x per month","1990","Single parent ","Male","35","0.205679402330919","0.146794749806983","0.264564054854856","3"
"Min 1x per month","1990","Couple + C. GT 16 ","Male","161","0.147777527870998","0.127177094589275","0.16837796115272","3"
"Min 1x per month","1990","Couple + C. LE 16 ","Male","132","0.126571247181997","0.106305197934774","0.146837296429219","3"
"Min 1x per month","1990","Couple + C. LE 16 ","Female","61","0.0627939501173255","0.048127561899746","0.0774603383349049","3"
"Min 1x per month","1990","Couple + C. GT 16 ","Female","62","0.0672500639712689","0.0509774860544222","0.0835226418881156","3"
"Min 1x per month","1990","Couple + C. LE and GT 16","Female","37","0.0880736396311889","0.0612558918643559","0.114891387398022","3"
"Min 1x per month","1990","Couple + C. LE and GT 16","Male","74","0.159755596551927","0.126164757977662","0.193346435126192","3"
"Min 1x per week","1990","(Married) couple without C. ","Female","39","0.0293182506712893","0.0195977447202789","0.0390387566222997","2"
"Min 1x per week","1990","1-pers.-HH","Female","9","","","","2"
"Min 1x per week","1990","1-pers.-HH","Male","41","0.0935203275778473","0.0656082608541633","0.121432394301531","2"
"Min 1x per week","1990","(Married) couple without C. ","Male","75","0.0593825420358712","0.0457170904895783","0.0730479935821641","2"
"Min 1x per week","1990","Single parent ","Male","25","","","","2"
"Min 1x per week","1990","Single parent ","Female","17","","","","2"
"Min 1x per week","1990","Couple + C. LE 16 ","Male","105","0.0953585876643476","0.0774564060291125","0.113260769299583","2"
"Min 1x per week","1990","Couple + C. LE 16 ","Female","40","0.0408121458898215","0.0288504354913906","0.0527738562882525","2"
"Min 1x per week","1990","Couple + C. GT 16 ","Female","37","0.0478668038173991","0.033996260812342","0.0617373468224563","2"
"Min 1x per week","1990","Couple + C. GT 16 ","Male","166","0.13642460542254","0.11649988903014","0.15634932181494","2"
"Min 1x per week","1990","Couple + C. LE and GT 16","Male","63","0.142423859088915","0.110381999685332","0.174465718492498","2"
"Min 1x per week","1990","Couple + C. LE and GT 16","Female","24","","","","2"
"Never","1990","1-pers.-HH","Male","210","0.494307821960683","0.446378442130326","0.54223720179104","5"
"Never","1990","1-pers.-HH","Female","505","0.838188531099743","0.80910593029011","0.867271131909376","5"
"Never","1990","(Married) couple without C. ","Male","632","0.570772813169478","0.54215322849303","0.599392397845926","5"
"Never","1990","Couple + C. LE 16 ","Female","715","0.63495601353185","0.605849435313925","0.664062591749774","5"
"Never","1990","(Married) couple without C. ","Female","823","0.717744198285462","0.691809112094227","0.743679284476696","5"
"Never","1990","Single parent ","Male","71","0.367784360924619","0.297535700028817","0.438033021820421","5"
