"pli0089","year","bula_h","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Daily","1990","Saxony-Anhalt","1-pers.-HH","","","",""
"Daily","1990","Saxony-Anhalt","(Married) couple without C. ","","","",""
"Daily","1990","Saxony-Anhalt","Single parent ","","","",""
"Daily","1990","Saxony-Anhalt","Couple + C. LE 16 ","","","",""
"Daily","1990","Saxony-Anhalt","Couple + C. GT 16 ","","","",""
"Daily","1990","Saxony-Anhalt","Couple + C. LE and GT 16","","","",""
"Daily","1990","Thuringia","1-pers.-HH","","","",""
"Daily","1990","Thuringia","(Married) couple without C. ","","","",""
"Daily","1990","Thuringia","Single parent ","","","",""
"Daily","1990","Thuringia","Couple + C. LE 16 ","","","",""
"Daily","1990","Thuringia","Couple + C. GT 16 ","","","",""
"Daily","1990","Thuringia","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1990","Schleswig-Holstein","1-pers.-HH","7","","",""
"Min 1x per week","1990","Schleswig-Holstein","(Married) couple without C. ","2","","",""
"Min 1x per week","1990","Schleswig-Holstein","Single parent ","","","",""
"Min 1x per week","1990","Schleswig-Holstein","Couple + C. LE 16 ","8","","",""
"Min 1x per week","1990","Schleswig-Holstein","Couple + C. GT 16 ","2","","",""
"Min 1x per week","1990","Schleswig-Holstein","Couple + C. LE and GT 16","3","","",""
"Min 1x per week","1990","Hamburg","1-pers.-HH","","","",""
"Min 1x per week","1990","Hamburg","(Married) couple without C. ","","","",""
"Min 1x per week","1990","Hamburg","Single parent ","","","",""
"Min 1x per week","1990","Hamburg","Couple + C. LE 16 ","2","","",""
"Min 1x per week","1990","Hamburg","Couple + C. GT 16 ","","","",""
"Min 1x per week","1990","Hamburg","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1990","Lower Saxony","1-pers.-HH","7","","",""
"Min 1x per week","1990","Lower Saxony","(Married) couple without C. ","19","","",""
"Min 1x per week","1990","Lower Saxony","Single parent ","4","","",""
"Min 1x per week","1990","Lower Saxony","Couple + C. LE 16 ","10","","",""
"Min 1x per week","1990","Lower Saxony","Couple + C. GT 16 ","21","","",""
"Min 1x per week","1990","Lower Saxony","Couple + C. LE and GT 16","12","","",""
"Min 1x per week","1990","Bremen","1-pers.-HH","1","","",""
"Min 1x per week","1990","Bremen","(Married) couple without C. ","1","","",""
"Min 1x per week","1990","Bremen","Single parent ","","","",""
"Min 1x per week","1990","Bremen","Couple + C. LE 16 ","","","",""
"Min 1x per week","1990","Bremen","Couple + C. GT 16 ","1","","",""
"Min 1x per week","1990","Bremen","Couple + C. LE and GT 16","1","","",""
"Min 1x per week","1990","North Rhine-Westphalia","1-pers.-HH","8","","",""
"Min 1x per week","1990","North Rhine-Westphalia","(Married) couple without C. ","43","0.0635108137857128","0.0440614748834007","0.0829601526880249"
"Min 1x per week","1990","North Rhine-Westphalia","Single parent ","10","","",""
"Min 1x per week","1990","North Rhine-Westphalia","Couple + C. LE 16 ","35","0.0592273350452643","0.0399167431456664","0.0785379269448621"
"Min 1x per week","1990","North Rhine-Westphalia","Couple + C. GT 16 ","50","0.0871286834862246","0.0638327965325","0.110424570439949"
"Min 1x per week","1990","North Rhine-Westphalia","Couple + C. LE and GT 16","25","","",""
"Min 1x per week","1990","Hesse","1-pers.-HH","7","","",""
"Min 1x per week","1990","Hesse","(Married) couple without C. ","8","","",""
"Min 1x per week","1990","Hesse","Single parent ","6","","",""
"Min 1x per week","1990","Hesse","Couple + C. LE 16 ","17","","",""
"Min 1x per week","1990","Hesse","Couple + C. GT 16 ","23","","",""
"Min 1x per week","1990","Hesse","Couple + C. LE and GT 16","9","","",""
"Min 1x per week","1990","Rhineland-Palatinate,Saarland","1-pers.-HH","5","","",""
"Min 1x per week","1990","Rhineland-Palatinate,Saarland","(Married) couple without C. ","8","","",""
"Min 1x per week","1990","Rhineland-Palatinate,Saarland","Single parent ","2","","",""
"Min 1x per week","1990","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","8","","",""
"Min 1x per week","1990","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","20","","",""
"Min 1x per week","1990","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","3","","",""
"Min 1x per week","1990","Baden-Württemberg","1-pers.-HH","8","","",""
"Min 1x per week","1990","Baden-Württemberg","(Married) couple without C. ","13","","",""
"Min 1x per week","1990","Baden-Württemberg","Single parent ","9","","",""
"Min 1x per week","1990","Baden-Württemberg","Couple + C. LE 16 ","43","0.0752998532991839","0.0507553564169213","0.0998443501814466"
"Min 1x per week","1990","Baden-Württemberg","Couple + C. GT 16 ","44","0.0987015020348462","0.0706730142435984","0.126729989826094"
"Min 1x per week","1990","Baden-Württemberg","Couple + C. LE and GT 16","19","","",""
"Min 1x per week","1990","Bavaria","1-pers.-HH","5","","",""
"Min 1x per week","1990","Bavaria","(Married) couple without C. ","18","","",""
"Min 1x per week","1990","Bavaria","Single parent ","10","","",""
"Min 1x per week","1990","Bavaria","Couple + C. LE 16 ","19","","",""
"Min 1x per week","1990","Bavaria","Couple + C. GT 16 ","38","0.112404730782242","0.0791706908059912","0.145638770758494"
"Min 1x per week","1990","Bavaria","Couple + C. LE and GT 16","13","","",""
"Min 1x per week","1990","Berlin","1-pers.-HH","2","","",""
"Min 1x per week","1990","Berlin","(Married) couple without C. ","2","","",""
"Min 1x per week","1990","Berlin","Single parent ","1","","",""
"Min 1x per week","1990","Berlin","Couple + C. LE 16 ","3","","",""
"Min 1x per week","1990","Berlin","Couple + C. GT 16 ","4","","",""
"Min 1x per week","1990","Berlin","Couple + C. LE and GT 16","2","","",""
"Min 1x per week","1990","Brandenburg","1-pers.-HH","","","",""
"Min 1x per week","1990","Brandenburg","(Married) couple without C. ","","","",""
"Min 1x per week","1990","Brandenburg","Single parent ","","","",""
"Min 1x per week","1990","Brandenburg","Couple + C. LE 16 ","","","",""
"Min 1x per week","1990","Brandenburg","Couple + C. GT 16 ","","","",""
"Min 1x per week","1990","Brandenburg","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1990","Mecklenburg-Western Pomerania","1-pers.-HH","","","",""
"Min 1x per week","1990","Mecklenburg-Western Pomerania","(Married) couple without C. ","","","",""
"Min 1x per week","1990","Mecklenburg-Western Pomerania","Single parent ","","","",""
"Min 1x per week","1990","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","","","",""
"Min 1x per week","1990","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","",""
"Min 1x per week","1990","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1990","Saxony","1-pers.-HH","","","",""
"Min 1x per week","1990","Saxony","(Married) couple without C. ","","","",""
"Min 1x per week","1990","Saxony","Single parent ","","","",""
"Min 1x per week","1990","Saxony","Couple + C. LE 16 ","","","",""
"Min 1x per week","1990","Saxony","Couple + C. GT 16 ","","","",""
"Min 1x per week","1990","Saxony","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1990","Saxony-Anhalt","1-pers.-HH","","","",""
"Min 1x per week","1990","Saxony-Anhalt","(Married) couple without C. ","","","",""
"Min 1x per week","1990","Saxony-Anhalt","Single parent ","","","",""
"Min 1x per week","1990","Saxony-Anhalt","Couple + C. LE 16 ","","","",""
"Min 1x per week","1990","Saxony-Anhalt","Couple + C. GT 16 ","","","",""
"Min 1x per week","1990","Saxony-Anhalt","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1990","Thuringia","1-pers.-HH","","","",""
"Min 1x per week","1990","Thuringia","(Married) couple without C. ","","","",""
"Min 1x per week","1990","Thuringia","Single parent ","","","",""
"Min 1x per week","1990","Thuringia","Couple + C. LE 16 ","","","",""
"Min 1x per week","1990","Thuringia","Couple + C. GT 16 ","","","",""
"Min 1x per week","1990","Thuringia","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1990","Schleswig-Holstein","1-pers.-HH","1","","",""
"Min 1x per month","1990","Schleswig-Holstein","(Married) couple without C. ","8","","",""
"Min 1x per month","1990","Schleswig-Holstein","Single parent ","","","",""
"Min 1x per month","1990","Schleswig-Holstein","Couple + C. LE 16 ","9","","",""
"Min 1x per month","1990","Schleswig-Holstein","Couple + C. GT 16 ","2","","",""
"Min 1x per month","1990","Schleswig-Holstein","Couple + C. LE and GT 16","2","","",""
"Min 1x per month","1990","Hamburg","1-pers.-HH","5","","",""
"Min 1x per month","1990","Hamburg","(Married) couple without C. ","4","","",""
"Min 1x per month","1990","Hamburg","Single parent ","3","","",""
"Min 1x per month","1990","Hamburg","Couple + C. LE 16 ","2","","",""
"Min 1x per month","1990","Hamburg","Couple + C. GT 16 ","3","","",""
"Min 1x per month","1990","Hamburg","Couple + C. LE and GT 16","2","","",""
"Min 1x per month","1990","Lower Saxony","1-pers.-HH","4","","",""
"Min 1x per month","1990","Lower Saxony","(Married) couple without C. ","29","","",""
"Min 1x per month","1990","Lower Saxony","Single parent ","3","","",""
"Min 1x per month","1990","Lower Saxony","Couple + C. LE 16 ","16","","",""
"Min 1x per month","1990","Lower Saxony","Couple + C. GT 16 ","20","","",""
"Min 1x per month","1990","Lower Saxony","Couple + C. LE and GT 16","8","","",""
"Min 1x per month","1990","Bremen","1-pers.-HH","","","",""
"Min 1x per month","1990","Bremen","(Married) couple without C. ","","","",""
"Min 1x per month","1990","Bremen","Single parent ","2","","",""
"Min 1x per month","1990","Bremen","Couple + C. LE 16 ","1","","",""
"Min 1x per month","1990","Bremen","Couple + C. GT 16 ","2","","",""
"Min 1x per month","1990","Bremen","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1990","North Rhine-Westphalia","1-pers.-HH","21","","",""
"Min 1x per month","1990","North Rhine-Westphalia","(Married) couple without C. ","44","0.0874319646089776","0.0649052754369463","0.109958653781009"
"Min 1x per month","1990","North Rhine-Westphalia","Single parent ","13","","",""
"Min 1x per month","1990","North Rhine-Westphalia","Couple + C. LE 16 ","46","0.0869155709659766","0.0638695258926861","0.109961616039267"
"Min 1x per month","1990","North Rhine-Westphalia","Couple + C. GT 16 ","55","0.102816715517869","0.0777286980436778","0.12790473299206"
"Min 1x per month","1990","North Rhine-Westphalia","Couple + C. LE and GT 16","27","","",""
"Min 1x per month","1990","Hesse","1-pers.-HH","7","","",""
"Min 1x per month","1990","Hesse","(Married) couple without C. ","11","","",""
"Min 1x per month","1990","Hesse","Single parent ","5","","",""
"Min 1x per month","1990","Hesse","Couple + C. LE 16 ","14","","",""
"Min 1x per month","1990","Hesse","Couple + C. GT 16 ","20","","",""
"Min 1x per month","1990","Hesse","Couple + C. LE and GT 16","9","","",""
"Min 1x per month","1990","Rhineland-Palatinate,Saarland","1-pers.-HH","2","","",""
"Min 1x per month","1990","Rhineland-Palatinate,Saarland","(Married) couple without C. ","10","","",""
"Min 1x per month","1990","Rhineland-Palatinate,Saarland","Single parent ","4","","",""
"Min 1x per month","1990","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","11","","",""
"Min 1x per month","1990","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","16","","",""
"Min 1x per month","1990","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","2","","",""
"Min 1x per month","1990","Baden-Württemberg","1-pers.-HH","13","","",""
"Min 1x per month","1990","Baden-Württemberg","(Married) couple without C. ","30","0.063772549445365","0.0387735496021213","0.0887715492886088"
"Min 1x per month","1990","Baden-Württemberg","Single parent ","8","","",""
"Min 1x per month","1990","Baden-Württemberg","Couple + C. LE 16 ","54","0.141460327269839","0.109044723177215","0.173875931362464"
"Min 1x per month","1990","Baden-Württemberg","Couple + C. GT 16 ","62","0.142135572682796","0.109321194111738","0.174949951253853"
"Min 1x per month","1990","Baden-Württemberg","Couple + C. LE and GT 16","29","","",""
"Min 1x per month","1990","Bavaria","1-pers.-HH","14","","",""
"Min 1x per month","1990","Bavaria","(Married) couple without C. ","21","","",""
"Min 1x per month","1990","Bavaria","Single parent ","15","","",""
"Min 1x per month","1990","Bavaria","Couple + C. LE 16 ","36","0.0915419904913288","0.0612869330067948","0.121797047975863"
"Min 1x per month","1990","Bavaria","Couple + C. GT 16 ","41","0.131571340953771","0.0960056641415906","0.167137017765951"
"Min 1x per month","1990","Bavaria","Couple + C. LE and GT 16","27","","",""
"Min 1x per month","1990","Berlin","1-pers.-HH","6","","",""
"Min 1x per month","1990","Berlin","(Married) couple without C. ","6","","",""
"Min 1x per month","1990","Berlin","Single parent ","1","","",""
"Min 1x per month","1990","Berlin","Couple + C. LE 16 ","4","","",""
"Min 1x per month","1990","Berlin","Couple + C. GT 16 ","2","","",""
"Min 1x per month","1990","Berlin","Couple + C. LE and GT 16","5","","",""
"Min 1x per month","1990","Brandenburg","1-pers.-HH","","","",""
"Min 1x per month","1990","Brandenburg","(Married) couple without C. ","","","",""
"Min 1x per month","1990","Brandenburg","Single parent ","","","",""
"Min 1x per month","1990","Brandenburg","Couple + C. LE 16 ","","","",""
"Min 1x per month","1990","Brandenburg","Couple + C. GT 16 ","","","",""
"Min 1x per month","1990","Brandenburg","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1990","Mecklenburg-Western Pomerania","1-pers.-HH","","","",""
"Min 1x per month","1990","Mecklenburg-Western Pomerania","(Married) couple without C. ","","","",""
"Min 1x per month","1990","Mecklenburg-Western Pomerania","Single parent ","","","",""
"Min 1x per month","1990","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","","","",""
"Min 1x per month","1990","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","",""
"Min 1x per month","1990","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1990","Saxony","1-pers.-HH","","","",""
"Min 1x per month","1990","Saxony","(Married) couple without C. ","","","",""
"Min 1x per month","1990","Saxony","Single parent ","","","",""
"Min 1x per month","1990","Saxony","Couple + C. LE 16 ","","","",""
"Min 1x per month","1990","Saxony","Couple + C. GT 16 ","","","",""
"Min 1x per month","1990","Saxony","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1990","Saxony-Anhalt","1-pers.-HH","","","",""
"Min 1x per month","1990","Saxony-Anhalt","(Married) couple without C. ","","","",""
"Min 1x per month","1990","Saxony-Anhalt","Single parent ","","","",""
"Min 1x per month","1990","Saxony-Anhalt","Couple + C. LE 16 ","","","",""
"Min 1x per month","1990","Saxony-Anhalt","Couple + C. GT 16 ","","","",""
"Min 1x per month","1990","Saxony-Anhalt","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1990","Thuringia","1-pers.-HH","","","",""
"Min 1x per month","1990","Thuringia","(Married) couple without C. ","","","",""
"Min 1x per month","1990","Thuringia","Single parent ","","","",""
"Min 1x per month","1990","Thuringia","Couple + C. LE 16 ","","","",""
"Min 1x per month","1990","Thuringia","Couple + C. GT 16 ","","","",""
"Min 1x per month","1990","Thuringia","Couple + C. LE and GT 16","","","",""
"Rarely","1990","Schleswig-Holstein","1-pers.-HH","8","","",""
"Rarely","1990","Schleswig-Holstein","(Married) couple without C. ","23","","",""
"Rarely","1990","Schleswig-Holstein","Single parent ","4","","",""
"Rarely","1990","Schleswig-Holstein","Couple + C. LE 16 ","7","","",""
"Rarely","1990","Schleswig-Holstein","Couple + C. GT 16 ","18","","",""
"Rarely","1990","Schleswig-Holstein","Couple + C. LE and GT 16","12","","",""
"Rarely","1990","Hamburg","1-pers.-HH","9","","",""
"Rarely","1990","Hamburg","(Married) couple without C. ","12","","",""
"Rarely","1990","Hamburg","Single parent ","4","","",""
"Rarely","1990","Hamburg","Couple + C. LE 16 ","13","","",""
"Rarely","1990","Hamburg","Couple + C. GT 16 ","7","","",""
"Rarely","1990","Hamburg","Couple + C. LE and GT 16","","","",""
"Rarely","1990","Lower Saxony","1-pers.-HH","26","","",""
"Rarely","1990","Lower Saxony","(Married) couple without C. ","73","0.232921478619676","0.18427249487406","0.281570462365292"
"Rarely","1990","Lower Saxony","Single parent ","12","","",""
"Rarely","1990","Lower Saxony","Couple + C. LE 16 ","50","0.337252706959983","0.267406398030456","0.40709901588951"
"Rarely","1990","Lower Saxony","Couple + C. GT 16 ","78","0.345950377413002","0.283796377044727","0.408104377781276"
"Rarely","1990","Lower Saxony","Couple + C. LE and GT 16","18","","",""
"Rarely","1990","Bremen","1-pers.-HH","2","","",""
"Rarely","1990","Bremen","(Married) couple without C. ","10","","",""
"Rarely","1990","Bremen","Single parent ","1","","",""
"Rarely","1990","Bremen","Couple + C. LE 16 ","6","","",""
"Rarely","1990","Bremen","Couple + C. GT 16 ","2","","",""
"Rarely","1990","Bremen","Couple + C. LE and GT 16","2","","",""
"Rarely","1990","North Rhine-Westphalia","1-pers.-HH","44","0.151159401096337","0.107950145897143","0.194368656295532"
"Rarely","1990","North Rhine-Westphalia","(Married) couple without C. ","144","0.244763024976836","0.210474867389628","0.279051182564044"
"Rarely","1990","North Rhine-Westphalia","Single parent ","35","0.289610534747207","0.209123929593971","0.370097139900442"
"Rarely","1990","North Rhine-Westphalia","Couple + C. LE 16 ","170","0.330415175557015","0.291936072620779","0.368894278493252"
"Rarely","1990","North Rhine-Westphalia","Couple + C. GT 16 ","156","0.321104100855166","0.28253687401114","0.359671327699193"
"Rarely","1990","North Rhine-Westphalia","Couple + C. LE and GT 16","61","0.257707938921674","0.206201738535395","0.309214139307954"
"Rarely","1990","Hesse","1-pers.-HH","16","","",""
"Rarely","1990","Hesse","(Married) couple without C. ","60","0.26531425633103","0.209223575409537","0.321404937252523"
"Rarely","1990","Hesse","Single parent ","10","","",""
"Rarely","1990","Hesse","Couple + C. LE 16 ","54","0.316735814136147","0.256351577195032","0.377120051077262"
"Rarely","1990","Hesse","Couple + C. GT 16 ","53","0.280454079783274","0.220684753199721","0.340223406366826"
"Rarely","1990","Hesse","Couple + C. LE and GT 16","21","","",""
"Rarely","1990","Rhineland-Palatinate,Saarland","1-pers.-HH","9","","",""
"Rarely","1990","Rhineland-Palatinate,Saarland","(Married) couple without C. ","36","0.192814259222896","0.133510811167829","0.252117707277963"
"Rarely","1990","Rhineland-Palatinate,Saarland","Single parent ","5","","",""
"Rarely","1990","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","36","0.289178541722815","0.212414295742315","0.365942787703314"
"Rarely","1990","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","30","0.23376485015368","0.166483153112473","0.301046547194886"
"Rarely","1990","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","16","","",""
"Rarely","1990","Baden-Württemberg","1-pers.-HH","22","","",""
"Rarely","1990","Baden-Württemberg","(Married) couple without C. ","98","0.287007723460432","0.240726560489709","0.333288886431156"
"Rarely","1990","Baden-Württemberg","Single parent ","9","","",""
"Rarely","1990","Baden-Württemberg","Couple + C. LE 16 ","106","0.285406279699765","0.243399637662755","0.327412921736774"
"Rarely","1990","Baden-Württemberg","Couple + C. GT 16 ","131","0.344242832405109","0.299594274230781","0.388891390579438"
"Rarely","1990","Baden-Württemberg","Couple + C. LE and GT 16","52","0.31336078410124","0.246877278359152","0.379844289843329"
"Rarely","1990","Bavaria","1-pers.-HH","46","0.236423385894649","0.176788236558443","0.296058535230856"
"Rarely","1990","Bavaria","(Married) couple without C. ","91","0.201620588042039","0.161439581922845","0.241801594161233"
"Rarely","1990","Bavaria","Single parent ","17","","",""
"Rarely","1990","Bavaria","Couple + C. LE 16 ","105","0.326869986332288","0.2776578319582","0.376082140706377"
"Rarely","1990","Bavaria","Couple + C. GT 16 ","108","0.323775043546573","0.274542685636467","0.37300740145668"
"Rarely","1990","Bavaria","Couple + C. LE and GT 16","34","0.240156853855191","0.170385634504811","0.309928073205571"
"Rarely","1990","Berlin","1-pers.-HH","9","","",""
"Rarely","1990","Berlin","(Married) couple without C. ","24","","",""
"Rarely","1990","Berlin","Single parent ","2","","",""
"Rarely","1990","Berlin","Couple + C. LE 16 ","16","","",""
"Rarely","1990","Berlin","Couple + C. GT 16 ","13","","",""
"Rarely","1990","Berlin","Couple + C. LE and GT 16","5","","",""
"Rarely","1990","Brandenburg","1-pers.-HH","","","",""
"Rarely","1990","Brandenburg","(Married) couple without C. ","","","",""
"Rarely","1990","Brandenburg","Single parent ","","","",""
"Rarely","1990","Brandenburg","Couple + C. LE 16 ","","","",""
"Rarely","1990","Brandenburg","Couple + C. GT 16 ","","","",""
"Rarely","1990","Brandenburg","Couple + C. LE and GT 16","","","",""
"Rarely","1990","Mecklenburg-Western Pomerania","1-pers.-HH","","","",""
"Rarely","1990","Mecklenburg-Western Pomerania","(Married) couple without C. ","","","",""
"Rarely","1990","Mecklenburg-Western Pomerania","Single parent ","","","",""
"Rarely","1990","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","","","",""
"Rarely","1990","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","",""
"Rarely","1990","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","",""
"Rarely","1990","Saxony","1-pers.-HH","","","",""
"Rarely","1990","Saxony","(Married) couple without C. ","","","",""
"Rarely","1990","Saxony","Single parent ","","","",""
"Rarely","1990","Saxony","Couple + C. LE 16 ","","","",""
"Rarely","1990","Saxony","Couple + C. GT 16 ","","","",""
"Rarely","1990","Saxony","Couple + C. LE and GT 16","","","",""
"Rarely","1990","Saxony-Anhalt","1-pers.-HH","","","",""
"Rarely","1990","Saxony-Anhalt","(Married) couple without C. ","","","",""
"Rarely","1990","Saxony-Anhalt","Single parent ","","","",""
"Rarely","1990","Saxony-Anhalt","Couple + C. LE 16 ","","","",""
"Rarely","1990","Saxony-Anhalt","Couple + C. GT 16 ","","","",""
"Rarely","1990","Saxony-Anhalt","Couple + C. LE and GT 16","","","",""
"Rarely","1990","Thuringia","1-pers.-HH","","","",""
"Rarely","1990","Thuringia","(Married) couple without C. ","","","",""
"Rarely","1990","Thuringia","Single parent ","","","",""
"Rarely","1990","Thuringia","Couple + C. LE 16 ","","","",""
"Rarely","1990","Thuringia","Couple + C. GT 16 ","","","",""
"Rarely","1990","Thuringia","Couple + C. LE and GT 16","","","",""
"Never","1990","Schleswig-Holstein","1-pers.-HH","20","","",""
"Never","1990","Schleswig-Holstein","(Married) couple without C. ","51","0.570881426550738","0.465036496315736","0.67672635678574"
"Never","1990","Schleswig-Holstein","Single parent ","9","","",""
"Never","1990","Schleswig-Holstein","Couple + C. LE 16 ","37","0.632554124488059","0.511569910337155","0.753538338638963"
"Never","1990","Schleswig-Holstein","Couple + C. GT 16 ","23","","",""
"Never","1990","Schleswig-Holstein","Couple + C. LE and GT 16","13","","",""
"Never","1990","Hamburg","1-pers.-HH","37","0.744700286606917","0.625032040179592","0.864368533034243"
