"pli0089","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence"
"Daily","1990","in school","Urban Area","","","",""
"Daily","1990","in school","Rural Area","","","",""
"Daily","1990","inadequately","Urban Area","1","","",""
"Daily","1990","inadequately","Rural Area","2","","",""
"Daily","1990","general elemantary","Urban Area","2","","",""
"Daily","1990","general elemantary","Rural Area","3","","",""
"Daily","1990","middle vocational","Urban Area","9","","",""
"Daily","1990","middle vocational","Rural Area","1","","",""
"Daily","1990","vocational + Abi","Urban Area","","","",""
"Daily","1990","vocational + Abi","Rural Area","","","",""
"Daily","1990","higher vocational","Urban Area","1","","",""
"Daily","1990","higher vocational","Rural Area","1","","",""
"Daily","1990","higher education","Urban Area","","","",""
"Daily","1990","higher education","Rural Area","","","",""
"Min 1x per week","1990","in school","Urban Area","23","","",""
"Min 1x per week","1990","in school","Rural Area","5","","",""
"Min 1x per week","1990","inadequately","Urban Area","17","","",""
"Min 1x per week","1990","inadequately","Rural Area","5","","",""
"Min 1x per week","1990","general elemantary","Urban Area","126","0.0446361043069858","0.0354516991764674","0.0538205094375041"
"Min 1x per week","1990","general elemantary","Rural Area","36","0.0600879393530942","0.0398745986159176","0.0803012800902708"
"Min 1x per week","1990","middle vocational","Urban Area","265","0.0667792131253516","0.0585684106329492","0.074990015617754"
"Min 1x per week","1990","middle vocational","Rural Area","99","0.0932270752235168","0.0751339930041113","0.111320157442922"
"Min 1x per week","1990","vocational + Abi","Urban Area","21","","",""
"Min 1x per week","1990","vocational + Abi","Rural Area","7","","",""
"Min 1x per week","1990","higher vocational","Urban Area","23","","",""
"Min 1x per week","1990","higher vocational","Rural Area","6","","",""
"Min 1x per week","1990","higher education","Urban Area","28","","",""
"Min 1x per week","1990","higher education","Rural Area","6","","",""
"Min 1x per month","1990","in school","Urban Area","15","","",""
"Min 1x per month","1990","in school","Rural Area","5","","",""
"Min 1x per month","1990","inadequately","Urban Area","38","0.106043438729995","0.0803584924645161","0.131728384995473"
"Min 1x per month","1990","inadequately","Rural Area","5","","",""
"Min 1x per month","1990","general elemantary","Urban Area","167","0.0717186293949466","0.0602429267540166","0.0831943320358766"
"Min 1x per month","1990","general elemantary","Rural Area","27","","",""
"Min 1x per month","1990","middle vocational","Urban Area","388","0.100834447514006","0.0909307573129401","0.110738137715073"
"Min 1x per month","1990","middle vocational","Rural Area","103","0.0997682931488728","0.0811188581665037","0.118417728131242"
"Min 1x per month","1990","vocational + Abi","Urban Area","25","","",""
"Min 1x per month","1990","vocational + Abi","Rural Area","4","","",""
"Min 1x per month","1990","higher vocational","Urban Area","34","0.0909106709795971","0.0628430062939471","0.118978335665247"
"Min 1x per month","1990","higher vocational","Rural Area","11","","",""
"Min 1x per month","1990","higher education","Urban Area","29","","",""
"Min 1x per month","1990","higher education","Rural Area","8","","",""
"Rarely","1990","in school","Urban Area","57","0.495918039168482","0.410945655453305","0.580890422883659"
"Rarely","1990","in school","Rural Area","14","","",""
"Rarely","1990","inadequately","Urban Area","57","0.094905386178645","0.0704558304088656","0.119354941948424"
"Rarely","1990","inadequately","Rural Area","15","","",""
"Rarely","1990","general elemantary","Urban Area","357","0.181232343427166","0.164099806735454","0.198364880118878"
"Rarely","1990","general elemantary","Rural Area","118","0.201085337791719","0.166994220975891","0.235176454607548"
"Rarely","1990","middle vocational","Urban Area","957","0.26885239687555","0.254269888266226","0.283434905484875"
"Rarely","1990","middle vocational","Rural Area","307","0.303418090815124","0.274809327401532","0.332026854228716"
"Rarely","1990","vocational + Abi","Urban Area","68","0.302480046996889","0.24599182356019","0.358968270433588"
"Rarely","1990","vocational + Abi","Rural Area","17","","",""
"Rarely","1990","higher vocational","Urban Area","121","0.294097490856451","0.249612491319371","0.33858249039353"
"Rarely","1990","higher vocational","Rural Area","34","0.287546290460983","0.203344987438688","0.371747593483279"
"Rarely","1990","higher education","Urban Area","177","0.29458450369284","0.257956179043118","0.331212828342562"
"Rarely","1990","higher education","Rural Area","27","","",""
"Never","1990","in school","Urban Area","38","0.213884291413168","0.144196780536784","0.283571802289552"
"Never","1990","in school","Rural Area","4","","",""
"Never","1990","inadequately","Urban Area","439","0.768386984450384","0.73319449147614","0.803579477424628"
"Never","1990","inadequately","Rural Area","55","0.633792816212896","0.529518283878338","0.738067348547453"
"Never","1990","general elemantary","Urban Area","1290","0.701956589072323","0.681613431256593","0.722299746888052"
"Never","1990","general elemantary","Rural Area","347","0.685487736184946","0.645994795997948","0.724980676371944"
"Never","1990","middle vocational","Urban Area","1932","0.560188830441628","0.54386308183163","0.576514579051626"
"Never","1990","middle vocational","Rural Area","482","0.503523915638345","0.47241022903645","0.534637602240239"
"Never","1990","vocational + Abi","Urban Area","140","0.523409666026308","0.46198755806905","0.584831773983566"
"Never","1990","vocational + Abi","Rural Area","13","","",""
"Never","1990","higher vocational","Urban Area","224","0.552106501480452","0.503555926474568","0.600657076486337"
"Never","1990","higher vocational","Rural Area","59","0.54811226788906","0.455528118997887","0.640696416780233"
"Never","1990","higher education","Urban Area","361","0.610567387299832","0.571386653184084","0.649748121415581"
"Never","1990","higher education","Rural Area","60","0.585581102646103","0.489508245593432","0.681653959698774"
"Daily","1991","in school","Urban Area","","","",""
"Daily","1991","in school","Rural Area","","","",""
"Daily","1991","inadequately","Urban Area","","","",""
"Daily","1991","inadequately","Rural Area","","","",""
"Daily","1991","general elemantary","Urban Area","","","",""
"Daily","1991","general elemantary","Rural Area","","","",""
"Daily","1991","middle vocational","Urban Area","","","",""
"Daily","1991","middle vocational","Rural Area","","","",""
"Daily","1991","vocational + Abi","Urban Area","","","",""
"Daily","1991","vocational + Abi","Rural Area","","","",""
"Daily","1991","higher vocational","Urban Area","","","",""
"Daily","1991","higher vocational","Rural Area","","","",""
"Daily","1991","higher education","Urban Area","","","",""
"Daily","1991","higher education","Rural Area","","","",""
"Min 1x per week","1991","in school","Urban Area","","","",""
"Min 1x per week","1991","in school","Rural Area","","","",""
"Min 1x per week","1991","inadequately","Urban Area","","","",""
"Min 1x per week","1991","inadequately","Rural Area","","","",""
"Min 1x per week","1991","general elemantary","Urban Area","","","",""
"Min 1x per week","1991","general elemantary","Rural Area","","","",""
"Min 1x per week","1991","middle vocational","Urban Area","","","",""
"Min 1x per week","1991","middle vocational","Rural Area","","","",""
"Min 1x per week","1991","vocational + Abi","Urban Area","","","",""
"Min 1x per week","1991","vocational + Abi","Rural Area","","","",""
"Min 1x per week","1991","higher vocational","Urban Area","","","",""
"Min 1x per week","1991","higher vocational","Rural Area","","","",""
"Min 1x per week","1991","higher education","Urban Area","","","",""
"Min 1x per week","1991","higher education","Rural Area","","","",""
"Min 1x per month","1991","in school","Urban Area","","","",""
"Min 1x per month","1991","in school","Rural Area","","","",""
"Min 1x per month","1991","inadequately","Urban Area","","","",""
"Min 1x per month","1991","inadequately","Rural Area","","","",""
"Min 1x per month","1991","general elemantary","Urban Area","","","",""
"Min 1x per month","1991","general elemantary","Rural Area","","","",""
"Min 1x per month","1991","middle vocational","Urban Area","","","",""
"Min 1x per month","1991","middle vocational","Rural Area","","","",""
"Min 1x per month","1991","vocational + Abi","Urban Area","","","",""
"Min 1x per month","1991","vocational + Abi","Rural Area","","","",""
"Min 1x per month","1991","higher vocational","Urban Area","","","",""
"Min 1x per month","1991","higher vocational","Rural Area","","","",""
"Min 1x per month","1991","higher education","Urban Area","","","",""
"Min 1x per month","1991","higher education","Rural Area","","","",""
"Rarely","1991","in school","Urban Area","","","",""
"Rarely","1991","in school","Rural Area","","","",""
"Rarely","1991","inadequately","Urban Area","","","",""
"Rarely","1991","inadequately","Rural Area","","","",""
"Rarely","1991","general elemantary","Urban Area","","","",""
"Rarely","1991","general elemantary","Rural Area","","","",""
"Rarely","1991","middle vocational","Urban Area","","","",""
"Rarely","1991","middle vocational","Rural Area","","","",""
"Rarely","1991","vocational + Abi","Urban Area","","","",""
"Rarely","1991","vocational + Abi","Rural Area","","","",""
"Rarely","1991","higher vocational","Urban Area","","","",""
"Rarely","1991","higher vocational","Rural Area","","","",""
"Rarely","1991","higher education","Urban Area","","","",""
"Rarely","1991","higher education","Rural Area","","","",""
