"pli0089","year","age_gr","education","n","percent","lower_confidence","upper_confidence"
"Daily","1990","16-34 y.","lower secondary degree","3","","",""
"Daily","1990","16-34 y.","secondary school degree","2","","",""
"Daily","1990","16-34 y.","college entrance qualification","1","","",""
"Daily","1990","16-34 y.","Other degree","","","",""
"Daily","1990","16-34 y.","no degree/no degree yet","1","","",""
"Daily","1990","35-65 y.","lower secondary degree","6","","",""
"Daily","1990","35-65 y.","secondary school degree","1","","",""
"Daily","1990","35-65 y.","college entrance qualification","","","",""
"Daily","1990","35-65 y.","Other degree","4","","",""
"Daily","1990","35-65 y.","no degree/no degree yet","2","","",""
"Daily","1990","66 and older","lower secondary degree","","","",""
"Daily","1990","66 and older","secondary school degree","","","",""
"Daily","1990","66 and older","college entrance qualification","","","",""
"Daily","1990","66 and older","Other degree","","","",""
"Daily","1990","66 and older","no degree/no degree yet","","","",""
"Min 1x per week","1990","16-34 y.","lower secondary degree","178","0.119916571447878","0.10306712992858","0.136766012967175"
"Min 1x per week","1990","16-34 y.","secondary school degree","90","0.0992218806582307","0.0796138036936491","0.118829957622812"
"Min 1x per week","1990","16-34 y.","college entrance qualification","52","0.08774977009067","0.0655149877185856","0.109984552462754"
"Min 1x per week","1990","16-34 y.","Other degree","20","","",""
"Min 1x per week","1990","16-34 y.","no degree/no degree yet","40","0.13342866708074","0.0954535199158178","0.171403814245662"
"Min 1x per week","1990","35-65 y.","lower secondary degree","129","0.0538726306321746","0.0447466262949898","0.0629986349693595"
"Min 1x per week","1990","35-65 y.","secondary school degree","39","0.0612575218992613","0.0423969334759271","0.0801181103225954"
"Min 1x per week","1990","35-65 y.","college entrance qualification","28","","",""
"Min 1x per week","1990","35-65 y.","Other degree","60","0.0921438250918983","0.071485636053348","0.112802014130449"
"Min 1x per week","1990","35-65 y.","no degree/no degree yet","16","","",""
"Min 1x per week","1990","66 and older","lower secondary degree","9","","",""
"Min 1x per week","1990","66 and older","secondary school degree","2","","",""
"Min 1x per week","1990","66 and older","college entrance qualification","1","","",""
"Min 1x per week","1990","66 and older","Other degree","","","",""
"Min 1x per week","1990","66 and older","no degree/no degree yet","","","",""
"Min 1x per month","1990","16-34 y.","lower secondary degree","187","0.132488729919586","0.114904999434191","0.150072460404981"
"Min 1x per month","1990","16-34 y.","secondary school degree","124","0.13138131271692","0.109224680732867","0.153537944700972"
"Min 1x per month","1990","16-34 y.","college entrance qualification","74","0.120544640982656","0.0949567935591511","0.146132488406161"
"Min 1x per month","1990","16-34 y.","Other degree","12","","",""
"Min 1x per month","1990","16-34 y.","no degree/no degree yet","33","0.15873075110236","0.117920358234977","0.199541143969742"
"Min 1x per month","1990","35-65 y.","lower secondary degree","214","0.0911315463183251","0.0794981463201382","0.102764946316512"
"Min 1x per month","1990","35-65 y.","secondary school degree","61","0.0953159770373544","0.0722201454944829","0.118411808580226"
"Min 1x per month","1990","35-65 y.","college entrance qualification","20","","",""
"Min 1x per month","1990","35-65 y.","Other degree","70","0.0939778186284618","0.0731361398468774","0.114819497410046"
"Min 1x per month","1990","35-65 y.","no degree/no degree yet","30","0.0641960300318062","0.0429239709583192","0.0854680891052932"
"Min 1x per month","1990","66 and older","lower secondary degree","21","","",""
