"year","pgisced97","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2002","general elemantary","Rural Area","167.72","167","942","157","160","173","180","194","167.13","168.31","142","200","166","168"
"2002","general elemantary","Urban Area","167.25","166","1967","157","160","172","180","190","166.85","167.65","144","205","166","168"
"2002","higher education","Rural Area","172.14","172","1306","160","165","178","183","194","171.65","172.63","145","204","172","173"
"2002","higher education","Urban Area","173.87","174","3256","162","168","180","186","195","173.56","174.18","139","203","174","175"
"2002","higher vocational","Rural Area","172.66","172","615","163","167","179","183","190","172.03","173.29","150","197","172","174"
"2002","higher vocational","Urban Area","172.46","172","1133","160","167","178","184","192","171.92","173","131","203","172","173"
"2002","in school","Rural Area","172.41","175","185","160","165","180","183","191","171.13","173.69","146","196","170","175"
"2002","in school","Urban Area","174.22","174","428","162","168","182","186","195","173.35","175.09","153","195","172","175"
"2002","inadequately","Rural Area","166.58","165","62","152","161","172","178","187","164.2","168.96","150","190","165","171"
"2002","inadequately","Urban Area","166.39","165","222","155","160","172","180","187","165.23","167.55","150","196","163","165"
"2002","middle vocational","Rural Area","170.97","170","4204","160","165","178","182","192","170.7","171.24","140","202","170","170"
"2002","middle vocational","Urban Area","170.97","170","7418","160","165","178","183","192","170.76","171.18","137","208","170","170"
"2002","vocational + Abi","Rural Area","172.59","172","268","161","167","179","185","192","171.48","173.7","140","197","170","173"
"2002","vocational + Abi","Urban Area","171.89","172","910","160","165","179","184","194","171.31","172.47","150","202","170","172"
"2003","general elemantary","Rural Area","","","","","","","","","","","","","",""
"2003","general elemantary","Urban Area","","","","","","","","","","","","","",""
"2003","higher education","Rural Area","","","","","","","","","","","","","",""
"2003","higher education","Urban Area","","","","","","","","","","","","","",""
"2003","higher vocational","Rural Area","","","","","","","","","","","","","",""
"2003","higher vocational","Urban Area","","","","","","","","","","","","","",""
"2003","in school","Rural Area","","","","","","","","","","","","","",""
"2003","in school","Urban Area","","","","","","","","","","","","","",""
"2003","inadequately","Rural Area","","","","","","","","","","","","","",""
"2003","inadequately","Urban Area","","","","","","","","","","","","","",""
"2003","middle vocational","Rural Area","","","","","","","","","","","","","",""
"2003","middle vocational","Urban Area","","","","","","","","","","","","","",""
"2003","vocational + Abi","Rural Area","","","","","","","","","","","","","",""
"2003","vocational + Abi","Urban Area","","","","","","","","","","","","","",""
"2004","general elemantary","Rural Area","168.32","167","840","157","162","174","182","195","167.66","168.98","140","204","166","168"
