"year","education","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2002","college entrance qualification","general elemantary","","","","","","","","","","","","","",""
"2002","college entrance qualification","higher education","174.26","174","3464","162","168","180","186","196","173.96","174.56","139","204","174","175"
"2002","college entrance qualification","higher vocational","173.32","172","375","163","168","180","186","193","172.41","174.23","152","200","172","175"
"2002","college entrance qualification","in school","","","","","","","","","","","","","",""
"2002","college entrance qualification","inadequately","","","","","","","","","","","","","",""
"2002","college entrance qualification","middle vocational","174.63","174.84","801","163","168","182","188","197","173.96","175.3","145","205","174","175"
"2002","college entrance qualification","vocational + Abi","172.91","172","964","160","167","180","185","195","172.35","173.47","150","198","172","173"
"2002","lower secondary degree","general elemantary","166.53","165","1852","156","160","172","178","190","166.14","166.92","142","198","165","166"
"2002","lower secondary degree","higher education","172.71","172","199","160","168","178","183","193","171.54","173.88","149","193","172","174"
"2002","lower secondary degree","higher vocational","172.38","172","521","161","167","178","183","191","171.67","173.09","150","195","172","174"
"2002","lower secondary degree","in school","","","","","","","","","","","","","",""
"2002","lower secondary degree","inadequately","","","","","","","","","","","","","",""
"2002","lower secondary degree","middle vocational","170.45","170","5751","160","164","176","182","190","170.22","170.68","142","200","170","170"
"2002","lower secondary degree","vocational + Abi","169.75","170","32","157","165","176","180","185","166.81","172.69","150","185","165","174"
"2002","no degree/no degree yet","general elemantary","","","","","","","","","","","","","",""
"2002","no degree/no degree yet","higher education","","","","","","","","","","","","","",""
"2002","no degree/no degree yet","higher vocational","","","","","","","","","","","","","",""
"2002","no degree/no degree yet","in school","173.7","174","613","162","167","180","185","195","172.98","174.42","146","196","172","175"
"2002","no degree/no degree yet","inadequately","165.83","165","247","155","160","172","178","185","164.78","166.88","150","189","163","165"
"2002","no degree/no degree yet","middle vocational","166.78","165","44","160","163","170","180","185","163.91","169.65","140","185","163","170"
"2002","no degree/no degree yet","vocational + Abi","","","","","","","","","","","","","",""
"2002","Other degree","general elemantary","165.03","165","402","155","160","170","176","188","164.25","165.81","147","190","164","165"
"2002","Other degree","higher education","169.66","169","207","160","164","175","182","189","168.49","170.83","150","193","168","170"
"2002","Other degree","higher vocational","169.9","168.4","70","156","163","176","180","192","167.74","172.06","152","192","168","172"
"2002","Other degree","in school","","","","","","","","","","","","","",""
"2002","Other degree","inadequately","170.82","167.95","37","162","165","180","185","196","166.99","174.65","150","196","164","175"
"2002","Other degree","middle vocational","169.42","169","464","160","164","175","180","188","168.64","170.2","146","198","168","170"
"2002","Other degree","vocational + Abi","168.38","168","145","157","163","175","178","188","166.9","169.86","140","202","165","170"
"2002","secondary school degree","general elemantary","172.15","172","655","160","166","178","184","197","171.44","172.86","148","205","171","173"
"2002","secondary school degree","higher education","171.23","170","682","160","164","178","184","194","170.53","171.93","145","196","170","172"
"2002","secondary school degree","higher vocational","172.56","173","772","160","165","179","185","191","171.92","173.2","131","203","172","173"
"2002","secondary school degree","in school","","","","","","","","","","","","","",""
"2002","secondary school degree","inadequately","","","","","","","","","","","","","",""
"2002","secondary school degree","middle vocational","171.46","170","4546","160","165","178","183","192","171.2","171.72","137","208","170","171"
"2002","secondary school degree","vocational + Abi","167.48","164.1","37","155","161","178","182","183","164.16","170.8","150","190","161","175"
"2003","college entrance qualification","general elemantary","","","","","","","","","","","","","",""
"2003","college entrance qualification","higher education","","","","","","","","","","","","","",""
"2003","college entrance qualification","higher vocational","","","","","","","","","","","","","",""
"2003","college entrance qualification","in school","","","","","","","","","","","","","",""
"2003","college entrance qualification","inadequately","","","","","","","","","","","","","",""
"2003","college entrance qualification","middle vocational","","","","","","","","","","","","","",""
"2003","college entrance qualification","vocational + Abi","","","","","","","","","","","","","",""
"2003","lower secondary degree","general elemantary","","","","","","","","","","","","","",""
"2003","lower secondary degree","higher education","","","","","","","","","","","","","",""
"2003","lower secondary degree","higher vocational","","","","","","","","","","","","","",""
"2003","lower secondary degree","in school","","","","","","","","","","","","","",""
"2003","lower secondary degree","inadequately","","","","","","","","","","","","","",""
"2003","lower secondary degree","middle vocational","","","","","","","","","","","","","",""
"2003","lower secondary degree","vocational + Abi","","","","","","","","","","","","","",""
"2003","no degree/no degree yet","general elemantary","","","","","","","","","","","","","",""
"2003","no degree/no degree yet","higher education","","","","","","","","","","","","","",""
"2003","no degree/no degree yet","higher vocational","","","","","","","","","","","","","",""
"2003","no degree/no degree yet","in school","","","","","","","","","","","","","",""
"2003","no degree/no degree yet","inadequately","","","","","","","","","","","","","",""
"2003","no degree/no degree yet","middle vocational","","","","","","","","","","","","","",""
"2003","no degree/no degree yet","vocational + Abi","","","","","","","","","","","","","",""
"2003","Other degree","general elemantary","","","","","","","","","","","","","",""
"2003","Other degree","higher education","","","","","","","","","","","","","",""
"2003","Other degree","higher vocational","","","","","","","","","","","","","",""
"2003","Other degree","in school","","","","","","","","","","","","","",""
"2003","Other degree","inadequately","","","","","","","","","","","","","",""
"2003","Other degree","middle vocational","","","","","","","","","","","","","",""
"2003","Other degree","vocational + Abi","","","","","","","","","","","","","",""
"2003","secondary school degree","general elemantary","","","","","","","","","","","","","",""
"2003","secondary school degree","higher education","","","","","","","","","","","","","",""
"2003","secondary school degree","higher vocational","","","","","","","","","","","","","",""
"2003","secondary school degree","in school","","","","","","","","","","","","","",""
"2003","secondary school degree","inadequately","","","","","","","","","","","","","",""
"2003","secondary school degree","middle vocational","","","","","","","","","","","","","",""
"2003","secondary school degree","vocational + Abi","","","","","","","","","","","","","",""
"2004","college entrance qualification","general elemantary","","","","","","","","","","","","","",""
"2004","college entrance qualification","higher education","174.09","174","3261","162","168","180","186","195","173.78","174.4","123","203","174","175"
"2004","college entrance qualification","higher vocational","173.02","172.26","367","162","167","180","186","193","172.06","173.98","152","200","172","175"
"2004","college entrance qualification","in school","","","","","","","","","","","","","",""
"2004","college entrance qualification","inadequately","","","","","","","","","","","","","",""
"2004","college entrance qualification","middle vocational","174.78","175","775","163","168","182","188","196","174.09","175.47","100","205","173","175"
"2004","college entrance qualification","vocational + Abi","172.77","172","972","160","166","180","185","194","172.21","173.33","149","198","171","172"
"2004","lower secondary degree","general elemantary","166.86","165","1622","156","160","172","180","193","166.43","167.29","140","204","165","166"
"2004","lower secondary degree","higher education","172.82","172","190","160","167","179","184","193","171.58","174.06","150","193","172","174"
"2004","lower secondary degree","higher vocational","172.7","173","478","162","168","178","182","192","171.96","173.44","150","198","172","174"
"2004","lower secondary degree","in school","","","","","","","","","","","","","",""
"2004","lower secondary degree","inadequately","","","","","","","","","","","","","",""
"2004","lower secondary degree","middle vocational","170.39","170","5244","159","164","176","182","190","170.15","170.63","143","200","170","170"
"2004","lower secondary degree","vocational + Abi","","","","","","","","","","","","","",""
"2004","no degree/no degree yet","general elemantary","","","","","","","","","","","","","",""
"2004","no degree/no degree yet","higher education","","","","","","","","","","","","","",""
"2004","no degree/no degree yet","higher vocational","","","","","","","","","","","","","",""
"2004","no degree/no degree yet","in school","173.73","173","639","162","167","180","186","194","173","174.46","140","203","172","174"
"2004","no degree/no degree yet","inadequately","166.2","165","213","154","160","171","180","192","165.02","167.38","147","192","163","165"
"2004","no degree/no degree yet","middle vocational","166.73","167","49","158","163","174","180","186","163.74","169.72","140","200","165","170"
"2004","no degree/no degree yet","vocational + Abi","","","","","","","","","","","","","",""
"2004","Other degree","general elemantary","164.61","165","352","155","160","170","175","188","163.77","165.45","145","192","164","165"
"2004","Other degree","higher education","169.04","168","190","160","164","174","180","186","167.82","170.26","150","192","168","170"
"2004","Other degree","higher vocational","170.6","170","59","160","165","175","182","190","168.27","172.93","154","190","166","172"
"2004","Other degree","in school","","","","","","","","","","","","","",""
"2004","Other degree","inadequately","172.98","169.69","39","160","164","184","186","196","169.57","176.39","150","196","166","180"
"2004","Other degree","middle vocational","169.28","169","428","158","163","175","181","190","168.47","170.09","144","198","168","170"
"2004","Other degree","vocational + Abi","168.74","168","123","156","162","175","183","198","166.99","170.49","141","198","165","170"
"2004","secondary school degree","general elemantary","172.33","172","606","160","165","180","185","197","171.58","173.08","140","207","171","173"
"2004","secondary school degree","higher education","171.37","170","645","160","165","178","183","195","170.65","172.09","141","198","170","172"
"2004","secondary school degree","higher vocational","172.51","172","729","161","166","179","184","191","171.86","173.16","132","203","172","173"
"2004","secondary school degree","in school","","","","","","","","","","","","","",""
"2004","secondary school degree","inadequately","","","","","","","","","","","","","",""
"2004","secondary school degree","middle vocational","171.64","171","4259","160","165","178","184","193","171.37","171.91","145","210","170","171"
"2004","secondary school degree","vocational + Abi","168.88","168","38","155","162","178","183","184","165.65","172.11","152","190","161","175"
"2005","college entrance qualification","general elemantary","","","","","","","","","","","","","",""
"2005","college entrance qualification","higher education","","","","","","","","","","","","","",""
"2005","college entrance qualification","higher vocational","","","","","","","","","","","","","",""
"2005","college entrance qualification","in school","","","","","","","","","","","","","",""
"2005","college entrance qualification","inadequately","","","","","","","","","","","","","",""
"2005","college entrance qualification","middle vocational","","","","","","","","","","","","","",""
"2005","college entrance qualification","vocational + Abi","","","","","","","","","","","","","",""
"2005","lower secondary degree","general elemantary","","","","","","","","","","","","","",""
"2005","lower secondary degree","higher education","","","","","","","","","","","","","",""
