"year","migback","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2002","direct migration background","Rural Area","168.28","168","480","158","162","175","180","187","167.48","169.08","140","196","168","170"
"2002","direct migration background","Urban Area","168.66","168","2334","158","162","175","180","190","168.3","169.02","144","202","168","168"
"2002","indirect migration background","Rural Area","170.33","168.72","97","160","164","175","183","192","168.51","172.15","155","192","168","170"
"2002","indirect migration background","Urban Area","172.19","172","682","160","165","180","184","192","171.51","172.87","150","196","170","172"
"2002","no migration background","Rural Area","171.05","170","7067","160","165","178","183","192","170.84","171.26","142","204","170","171"
"2002","no migration background","Urban Area","171.52","171","12428","160","165","178","184","193","171.36","171.68","131","208","171","172"
"2003","direct migration background","Rural Area","","","","","","","","","","","","","",""
"2003","direct migration background","Urban Area","","","","","","","","","","","","","",""
"2003","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2003","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"2003","no migration background","Rural Area","","","","","","","","","","","","","",""
"2003","no migration background","Urban Area","","","","","","","","","","","","","",""
"2004","direct migration background","Rural Area","167.9","168","444","157","162","175","179","187","167.07","168.73","140","195","167","170"
"2004","direct migration background","Urban Area","168.75","168","2092","158","162","175","180","190","168.36","169.14","144","199","168","168"
"2004","indirect migration background","Rural Area","172.49","170","116","162","167","180","185","190","170.71","174.27","150","190","168","174"
"2004","indirect migration background","Urban Area","172.19","172","689","160","165","180","185","192","171.5","172.88","150","199","170","172"
"2004","no migration background","Rural Area","171.04","170","6609","160","165","178","183","193","170.82","171.26","140","204","170","171"
"2004","no migration background","Urban Area","171.67","171","11687","160","165","178","184","194","171.5","171.84","100","210","172","172"
"2005","direct migration background","Rural Area","","","","","","","","","","","","","",""
"2005","direct migration background","Urban Area","","","","","","","","","","","","","",""
"2005","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2005","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"2005","no migration background","Rural Area","","","","","","","","","","","","","",""
"2005","no migration background","Urban Area","","","","","","","","","","","","","",""
"2006","direct migration background","Rural Area","167.38","167","429","156","160","174","180","187","166.49","168.27","138","198","166","168"
"2006","direct migration background","Urban Area","168.85","168","1958","158","162","175","180","190","168.44","169.26","120","199","168","168"
"2006","indirect migration background","Rural Area","172.36","171.93","119","160","167","178","186","190","170.69","174.03","150","190","168","174"
"2006","indirect migration background","Urban Area","172.35","172","703","160","165","180","186","196","171.65","173.05","150","198","170","172"
"2006","no migration background","Rural Area","171.42","170","6851","160","165","178","184","194","171.2","171.64","115","204","170","171"
"2006","no migration background","Urban Area","171.7","171","11958","160","165","178","185","193","171.53","171.87","120","209","171","172"
"2007","direct migration background","Rural Area","","","","","","","","","","","","","",""
"2007","direct migration background","Urban Area","","","","","","","","","","","","","",""
"2007","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2007","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"2007","no migration background","Rural Area","","","","","","","","","","","","","",""
"2007","no migration background","Urban Area","","","","","","","","","","","","","",""
"2008","direct migration background","Rural Area","167.86","167","350","156","160","175","180","185","166.89","168.83","127","195","166","169"
