"pli0083","year","education","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Daily","1990","lower secondary degree","1-pers.-HH","413","0.794864304554236","0.760323252954053","0.82940535615442"
"Daily","1990","lower secondary degree","(Married) couple without C. ","1156","0.902239966770633","0.886020675973015","0.918459257568251"
"Daily","1990","lower secondary degree","Single parent ","182","0.790765640651724","0.738311171267408","0.84322011003604"
"Daily","1990","lower secondary degree","Couple + C. LE 16 ","751","0.845998388455889","0.822350957071026","0.869645819840753"
"Daily","1990","lower secondary degree","Couple + C. GT 16 ","779","0.844234631893834","0.82113845292184","0.867330810865829"
"Daily","1990","lower secondary degree","Couple + C. LE and GT 16","258","0.77436481087513","0.729868453228957","0.818861168521302"
"Daily","1990","secondary school degree","1-pers.-HH","142","0.698860355503324","0.636516222086891","0.761204488919757"
"Daily","1990","secondary school degree","(Married) couple without C. ","347","0.792847851763588","0.754894452132927","0.830801251394249"
"Daily","1990","secondary school degree","Single parent ","51","0.656348368215041","0.550951622926383","0.761745113503699"
"Daily","1990","secondary school degree","Couple + C. LE 16 ","303","0.783891076545649","0.743505540339296","0.824276612752001"
"Daily","1990","secondary school degree","Couple + C. GT 16 ","271","0.743789178017312","0.699004926391261","0.788573429643362"
"Daily","1990","secondary school degree","Couple + C. LE and GT 16","78","0.673015335402944","0.59142806507739","0.754602605728497"
"Daily","1990","college entrance qualification","1-pers.-HH","99","0.563168595349661","0.491306696761951","0.63503049393737"
"Daily","1990","college entrance qualification","(Married) couple without C. ","215","0.720038745329079","0.669896978660623","0.770180511997535"
"Daily","1990","college entrance qualification","Single parent ","42","0.64238524553302","0.526752292642979","0.758018198423061"
"Daily","1990","college entrance qualification","Couple + C. LE 16 ","184","0.703002298346852","0.647883334579375","0.758121262114329"
"Daily","1990","college entrance qualification","Couple + C. GT 16 ","173","0.640426659490715","0.583710059565912","0.697143259415517"
"Daily","1990","college entrance qualification","Couple + C. LE and GT 16","27","","",""
"Daily","1990","Other degree","1-pers.-HH","44","0.781517134831341","0.676078438239207","0.886955831423475"
"Daily","1990","Other degree","(Married) couple without C. ","134","0.836976824518625","0.779379681978747","0.894573967058502"
"Daily","1990","Other degree","Single parent ","24","","",""
"Daily","1990","Other degree","Couple + C. LE 16 ","258","0.833256932780612","0.792352901638436","0.874160963922789"
"Daily","1990","Other degree","Couple + C. GT 16 ","157","0.866523794990533","0.818038576098509","0.915009013882556"
"Daily","1990","Other degree","Couple + C. LE and GT 16","129","0.802371319395263","0.740475372285713","0.864267266504813"
"Daily","1990","no degree/no degree yet","1-pers.-HH","32","0.732774488512563","0.603484182570301","0.862064794454825"
"Daily","1990","no degree/no degree yet","(Married) couple without C. ","73","0.896138039490199","0.82969931348959","0.962576765490808"
"Daily","1990","no degree/no degree yet","Single parent ","29","","",""
"Daily","1990","no degree/no degree yet","Couple + C. LE 16 ","128","0.779117174589801","0.715432248045018","0.842802101134584"
"Daily","1990","no degree/no degree yet","Couple + C. GT 16 ","180","0.739354222927091","0.681994313443149","0.796714132411033"
"Daily","1990","no degree/no degree yet","Couple + C. LE and GT 16","147","0.806304961797905","0.748572410182458","0.864037513413352"
"Min 1x per week","1990","lower secondary degree","1-pers.-HH","61","0.10803265697422","0.0814792381831558","0.134586075765283"
"Min 1x per week","1990","lower secondary degree","(Married) couple without C. ","92","0.069849678893141","0.0559293679413246","0.0837699898449575"
"Min 1x per week","1990","lower secondary degree","Single parent ","30","0.120376360963464","0.0784138804821942","0.162338841444733"
"Min 1x per week","1990","lower secondary degree","Couple + C. LE 16 ","110","0.113152718007405","0.0923991157958969","0.133906320218914"
"Min 1x per week","1990","lower secondary degree","Couple + C. GT 16 ","124","0.11554785902113","0.0951872285572554","0.135908489485004"
"Min 1x per week","1990","lower secondary degree","Couple + C. LE and GT 16","58","0.150617192944628","0.112542426363533","0.188691959525724"
"Min 1x per week","1990","secondary school degree","1-pers.-HH","46","0.20612480056908","0.151150759165704","0.261098841972456"
"Min 1x per week","1990","secondary school degree","(Married) couple without C. ","75","0.17393092145208","0.138432616362577","0.209429226541582"
"Min 1x per week","1990","secondary school degree","Single parent ","19","","",""
"Min 1x per week","1990","secondary school degree","Couple + C. LE 16 ","68","0.150174646030447","0.115121678256915","0.185227613803979"
"Min 1x per week","1990","secondary school degree","Couple + C. GT 16 ","68","0.180954942826353","0.141460064437553","0.220449821215153"
"Min 1x per week","1990","secondary school degree","Couple + C. LE and GT 16","36","0.23017274859194","0.156962847037474","0.303382650146405"
"Min 1x per week","1990","college entrance qualification","1-pers.-HH","56","0.287097422707011","0.221550503292643","0.352644342121378"
"Min 1x per week","1990","college entrance qualification","(Married) couple without C. ","61","0.191995433873449","0.148008358199096","0.235982509547803"
"Min 1x per week","1990","college entrance qualification","Single parent ","16","","",""
