"pli0083","year","e11102","migback","n","percent","lower_confidence","upper_confidence"
"Daily","1990","Not Employed","no migration background","2022","0.846745203596249","0.832372024390121","0.861118382802378"
"Daily","1990","Not Employed","direct migration background","682","0.887922775684213","0.866007959183222","0.909837592185204"
"Daily","1990","Not Employed","indirect migration background","97","0.827968341580838","0.759872884237218","0.896063798924457"
"Daily","1990","Employed","no migration background","3186","0.748787660152861","0.735725313429588","0.761850006876135"
"Daily","1990","Employed","direct migration background","1332","0.748769220970211","0.728354946060242","0.769183495880181"
"Daily","1990","Employed","indirect migration background","130","0.796498354820333","0.736849038471799","0.856147671168867"
"Min 1x per week","1990","Not Employed","no migration background","253","0.0962919881191784","0.0845219309270717","0.108062045311285"
"Min 1x per week","1990","Not Employed","direct migration background","85","0.0737635155954","0.0556052943802027","0.0919217368105974"
"Min 1x per week","1990","Not Employed","indirect migration background","13","","",""
"Min 1x per week","1990","Employed","no migration background","744","0.177041209877545","0.165545187188168","0.188537232566923"
"Min 1x per week","1990","Employed","direct migration background","301","0.192367018826916","0.173814799297432","0.210919238356399"
"Min 1x per week","1990","Employed","indirect migration background","35","0.172760264126089","0.116750120027239","0.228770408224939"
"Min 1x per month","1990","Not Employed","no migration background","37","0.0142075964183131","0.00948563461505342","0.0189295582215729"
"Min 1x per month","1990","Not Employed","direct migration background","7","","",""
"Min 1x per month","1990","Not Employed","indirect migration background","2","","",""
"Min 1x per month","1990","Employed","no migration background","93","0.0240019362160508","0.0193922750848789","0.0286115973472227"
"Min 1x per month","1990","Employed","direct migration background","17","","",""
"Min 1x per month","1990","Employed","indirect migration background","","","",""
"Rarely","1990","Not Employed","no migration background","74","0.0295280050507335","0.0227737417450193","0.0362822683564478"
"Rarely","1990","Not Employed","direct migration background","16","","",""
"Rarely","1990","Not Employed","indirect migration background","5","","",""
"Rarely","1990","Employed","no migration background","178","0.0426005546367049","0.0365181459717064","0.0486829633017035"
"Rarely","1990","Employed","direct migration background","54","0.0310351670872702","0.0228730166310723","0.0391973175434682"
"Rarely","1990","Employed","indirect migration background","9","","",""
"Never","1990","Not Employed","no migration background","27","","",""
"Never","1990","Not Employed","direct migration background","6","","",""
"Never","1990","Not Employed","indirect migration background","1","","",""
"Never","1990","Employed","no migration background","34","0.0075686391168374","0.0049583986250888","0.010178879608586"
"Never","1990","Employed","direct migration background","30","0.0181832779046114","0.0118943756473219","0.024472180161901"
"Never","1990","Employed","indirect migration background","1","","",""
"Daily","1991","Not Employed","no migration background","","","",""
"Daily","1991","Not Employed","direct migration background","","","",""
"Daily","1991","Not Employed","indirect migration background","","","",""
"Daily","1991","Employed","no migration background","","","",""
"Daily","1991","Employed","direct migration background","","","",""
"Daily","1991","Employed","indirect migration background","","","",""
"Min 1x per week","1991","Not Employed","no migration background","","","",""
"Min 1x per week","1991","Not Employed","direct migration background","","","",""
"Min 1x per week","1991","Not Employed","indirect migration background","","","",""
"Min 1x per week","1991","Employed","no migration background","","","",""
"Min 1x per week","1991","Employed","direct migration background","","","",""
"Min 1x per week","1991","Employed","indirect migration background","","","",""
"Min 1x per month","1991","Not Employed","no migration background","","","",""
"Min 1x per month","1991","Not Employed","direct migration background","","","",""
"Min 1x per month","1991","Not Employed","indirect migration background","","","",""
"Min 1x per month","1991","Employed","no migration background","","","",""
"Min 1x per month","1991","Employed","direct migration background","","","",""
"Min 1x per month","1991","Employed","indirect migration background","","","",""
"Rarely","1991","Not Employed","no migration background","","","",""
"Rarely","1991","Not Employed","direct migration background","","","",""
"Rarely","1991","Not Employed","indirect migration background","","","",""
"Rarely","1991","Employed","no migration background","","","",""
"Rarely","1991","Employed","direct migration background","","","",""
"Rarely","1991","Employed","indirect migration background","","","",""
"Never","1991","Not Employed","no migration background","","","",""
"Never","1991","Not Employed","direct migration background","","","",""
"Never","1991","Not Employed","indirect migration background","","","",""
"Never","1991","Employed","no migration background","","","",""
"Never","1991","Employed","direct migration background","","","",""
"Never","1991","Employed","indirect migration background","","","",""
"Daily","1992","Not Employed","no migration background","","","",""
"Daily","1992","Not Employed","direct migration background","","","",""
"Daily","1992","Not Employed","indirect migration background","","","",""
"Daily","1992","Employed","no migration background","","","",""
"Daily","1992","Employed","direct migration background","","","",""
"Daily","1992","Employed","indirect migration background","","","",""
"Min 1x per week","1992","Not Employed","no migration background","","","",""
"Min 1x per week","1992","Not Employed","direct migration background","","","",""
"Min 1x per week","1992","Not Employed","indirect migration background","","","",""
"Min 1x per week","1992","Employed","no migration background","","","",""
"Min 1x per week","1992","Employed","direct migration background","","","",""
"Min 1x per week","1992","Employed","indirect migration background","","","",""
"Min 1x per month","1992","Not Employed","no migration background","","","",""
"Min 1x per month","1992","Not Employed","direct migration background","","","",""
"Min 1x per month","1992","Not Employed","indirect migration background","","","",""
"Min 1x per month","1992","Employed","no migration background","","","",""
"Min 1x per month","1992","Employed","direct migration background","","","",""
"Min 1x per month","1992","Employed","indirect migration background","","","",""
"Rarely","1992","Not Employed","no migration background","","","",""
"Rarely","1992","Not Employed","direct migration background","","","",""
"Rarely","1992","Not Employed","indirect migration background","","","",""
"Rarely","1992","Employed","no migration background","","","",""
"Rarely","1992","Employed","direct migration background","","","",""
"Rarely","1992","Employed","indirect migration background","","","",""
"Never","1992","Not Employed","no migration background","","","",""
"Never","1992","Not Employed","direct migration background","","","",""
"Never","1992","Not Employed","indirect migration background","","","",""
"Never","1992","Employed","no migration background","","","",""
"Never","1992","Employed","direct migration background","","","",""
"Never","1992","Employed","indirect migration background","","","",""
"Daily","1993","Not Employed","no migration background","","","",""
"Daily","1993","Not Employed","direct migration background","","","",""
"Daily","1993","Not Employed","indirect migration background","","","",""
"Daily","1993","Employed","no migration background","","","",""
"Daily","1993","Employed","direct migration background","","","",""
"Daily","1993","Employed","indirect migration background","","","",""
"Min 1x per week","1993","Not Employed","no migration background","","","",""
