"pli0083","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Daily","1990","no migration background","in school","71","0.692894267100082","0.602931076404759","0.782857457795405","1"
"Daily","1990","no migration background","inadequately","54","0.851931679358675","0.765589129105153","0.938274229612197","1"
"Daily","1990","no migration background","general elemantary","1232","0.824579618680909","0.805358418741657","0.84380081862016","1"
"Daily","1990","no migration background","middle vocational","2927","0.805193738449803","0.792350489365505","0.818036987534102","1"
"Daily","1990","no migration background","vocational + Abi","122","0.61712143003635","0.548185244160709","0.686057615911991","1"
"Daily","1990","no migration background","higher vocational","351","0.779679289107997","0.74176286176638","0.817595716449614","1"
"Daily","1990","no migration background","higher education","397","0.66708759792913","0.629473915334243","0.704701280524018","1"
"Daily","1990","direct migration background","in school","23","","","","1"
"Daily","1990","direct migration background","inadequately","440","0.782605816182311","0.748134152637648","0.817077479726974","1"
"Daily","1990","direct migration background","general elemantary","672","0.836274276767223","0.811428011270666","0.861120542263779","1"
"Daily","1990","direct migration background","middle vocational","657","0.833875698802772","0.808068436039949","0.859682961565595","1"
"Daily","1990","direct migration background","vocational + Abi","78","0.71596548902927","0.625757692504597","0.806173285553942","1"
"Daily","1990","direct migration background","higher vocational","35","0.648722859824613","0.515061893626025","0.782383826023201","1"
"Daily","1990","direct migration background","higher education","62","0.665802613384848","0.567802323538368","0.763802903231327","1"
"Daily","1990","indirect migration background","in school","29","","","","1"
"Daily","1990","indirect migration background","inadequately","15","","","","1"
"Daily","1990","indirect migration background","general elemantary","91","0.824235618763835","0.75467069799803","0.893800539529641","1"
"Daily","1990","indirect migration background","middle vocational","67","0.790279020776058","0.708841669591157","0.871716371960959","1"
"Daily","1990","indirect migration background","vocational + Abi","4","","","","1"
"Daily","1990","indirect migration background","higher vocational","6","","","","1"
"Daily","1990","indirect migration background","higher education","2","","","","1"
"Min 1x per month","1990","indirect migration background","vocational + Abi","","","","","3"
"Min 1x per month","1990","direct migration background","in school","","","","","3"
"Min 1x per month","1990","direct migration background","inadequately","7","","","","3"
"Min 1x per month","1990","direct migration background","vocational + Abi","","","","","3"
"Min 1x per month","1990","indirect migration background","general elemantary","","","","","3"
"Min 1x per month","1990","indirect migration background","middle vocational","","","","","3"
"Min 1x per month","1990","direct migration background","general elemantary","9","","","","3"
"Min 1x per month","1990","direct migration background","middle vocational","4","","","","3"
"Min 1x per month","1990","direct migration background","higher vocational","1","","","","3"
"Min 1x per month","1990","direct migration background","higher education","1","","","","3"
"Min 1x per month","1990","indirect migration background","in school","1","","","","3"
"Min 1x per month","1990","indirect migration background","inadequately","","","","","3"
"Min 1x per month","1990","indirect migration background","higher vocational","","","","","3"
"Min 1x per month","1990","indirect migration background","higher education","1","","","","3"
"Min 1x per month","1990","no migration background","in school","3","","","","3"
"Min 1x per month","1990","no migration background","inadequately","1","","","","3"
"Min 1x per month","1990","no migration background","general elemantary","28","","","","3"
"Min 1x per month","1990","no migration background","middle vocational","66","0.0186107282369087","0.0142281912338583","0.0229932652399591","3"
"Min 1x per month","1990","no migration background","vocational + Abi","7","","","","3"
"Min 1x per month","1990","no migration background","higher vocational","11","","","","3"
"Min 1x per month","1990","no migration background","higher education","14","","","","3"
"Min 1x per week","1990","indirect migration background","in school","2","","","","2"
"Min 1x per week","1990","indirect migration background","inadequately","2","","","","2"
"Min 1x per week","1990","indirect migration background","general elemantary","19","","","","2"
"Min 1x per week","1990","indirect migration background","middle vocational","21","","","","2"
"Min 1x per week","1990","indirect migration background","vocational + Abi","2","","","","2"
"Min 1x per week","1990","indirect migration background","higher vocational","","","","","2"
"Min 1x per week","1990","indirect migration background","higher education","","","","","2"
"Min 1x per week","1990","no migration background","in school","24","","","","2"
"Min 1x per week","1990","no migration background","inadequately","5","","","","2"
"Min 1x per week","1990","no migration background","general elemantary","167","0.102432198674494","0.0871080607347893","0.117756336614199","2"
"Min 1x per week","1990","no migration background","middle vocational","525","0.137428680002509","0.126263661439081","0.148593698565936","2"
"Min 1x per week","1990","no migration background","vocational + Abi","51","0.29859000814205","0.233688465917949","0.363491550366152","2"
"Min 1x per week","1990","no migration background","higher vocational","75","0.146079098899175","0.113768529558586","0.178389668239765","2"
"Min 1x per week","1990","no migration background","higher education","132","0.220611929711314","0.187515525756032","0.253708333666596","2"
"Min 1x per week","1990","direct migration background","in school","4","","","","2"
"Min 1x per week","1990","direct migration background","inadequately","74","0.129388601498865","0.101338984854271","0.157438218143459","2"
"Min 1x per week","1990","direct migration background","general elemantary","138","0.118531434061473","0.0968269994200172","0.140235868702928","2"
"Min 1x per week","1990","direct migration background","middle vocational","118","0.145959364280928","0.121478319376164","0.170440409185692","2"
"Min 1x per week","1990","direct migration background","vocational + Abi","13","","","","2"
"Min 1x per week","1990","direct migration background","higher vocational","11","","","","2"
"Min 1x per week","1990","direct migration background","higher education","18","","","","2"
"Never","1990","indirect migration background","in school","","","","","5"
"Never","1990","indirect migration background","vocational + Abi","","","","","5"
"Never","1990","indirect migration background","inadequately","1","","","","5"
"Never","1990","indirect migration background","general elemantary","","","","","5"
"Never","1990","indirect migration background","middle vocational","1","","","","5"
"Never","1990","direct migration background","in school","","","","","5"
"Never","1990","direct migration background","inadequately","15","","","","5"
"Never","1990","direct migration background","general elemantary","11","","","","5"
"Never","1990","indirect migration background","higher vocational","","","","","5"
"Never","1990","indirect migration background","higher education","","","","","5"
"Never","1990","direct migration background","middle vocational","5","","","","5"
"Never","1990","direct migration background","vocational + Abi","2","","","","5"
"Never","1990","direct migration background","higher vocational","","","","","5"
"Never","1990","direct migration background","higher education","3","","","","5"
"Never","1990","no migration background","in school","","","","","5"
"Never","1990","no migration background","inadequately","1","","","","5"
"Never","1990","no migration background","general elemantary","20","","","","5"
"Never","1990","no migration background","middle vocational","20","","","","5"
"Never","1990","no migration background","vocational + Abi","2","","","","5"
"Never","1990","no migration background","higher vocational","5","","","","5"
"Never","1990","no migration background","higher education","13","","","","5"
"Rarely","1990","no migration background","general elemantary","57","0.0366127734716842","0.0271211406584894","0.0461044062848791","4"
"Rarely","1990","no migration background","middle vocational","115","0.0328384534568089","0.0270593015092469","0.0386176054043709","4"
"Rarely","1990","no migration background","vocational + Abi","9","","","","4"
"Rarely","1990","no migration background","higher vocational","17","","","","4"
"Rarely","1990","no migration background","higher education","47","0.0725121290627751","0.0518131520218407","0.0932111061037095","4"
"Rarely","1990","direct migration background","in school","","","","","4"
"Rarely","1990","direct migration background","inadequately","14","","","","4"
"Rarely","1990","direct migration background","general elemantary","22","","","","4"
"Rarely","1990","direct migration background","middle vocational","15","","","","4"
"Rarely","1990","direct migration background","vocational + Abi","3","","","","4"
"Rarely","1990","direct migration background","higher vocational","2","","","","4"
"Rarely","1990","direct migration background","higher education","5","","","","4"
"Rarely","1990","indirect migration background","in school","1","","","","4"
"Rarely","1990","indirect migration background","inadequately","","","","","4"
"Rarely","1990","no migration background","in school","3","","","","4"
"Rarely","1990","no migration background","inadequately","4","","","","4"
"Rarely","1990","indirect migration background","general elemantary","5","","","","4"
"Rarely","1990","indirect migration background","middle vocational","7","","","","4"
"Rarely","1990","indirect migration background","vocational + Abi","1","","","","4"
"Rarely","1990","indirect migration background","higher vocational","","","","","4"
"Rarely","1990","indirect migration background","higher education","","","","","4"
"Daily","1991","no migration background","in school","","","","","1"
"Daily","1991","no migration background","inadequately","","","","","1"
"Daily","1991","no migration background","general elemantary","","","","","1"
"Daily","1991","no migration background","middle vocational","","","","","1"
"Daily","1991","no migration background","vocational + Abi","","","","","1"
"Daily","1991","no migration background","higher vocational","","","","","1"
"Daily","1991","no migration background","higher education","","","","","1"
"Daily","1991","direct migration background","in school","","","","","1"
"Daily","1991","direct migration background","inadequately","","","","","1"
"Daily","1991","direct migration background","general elemantary","","","","","1"
"Daily","1991","direct migration background","middle vocational","","","","","1"
"Daily","1991","direct migration background","vocational + Abi","","","","","1"
"Daily","1991","direct migration background","higher vocational","","","","","1"
"Daily","1991","direct migration background","higher education","","","","","1"
"Daily","1991","indirect migration background","in school","","","","","1"
"Daily","1991","indirect migration background","inadequately","","","","","1"
"Daily","1991","indirect migration background","general elemantary","","","","","1"
"Daily","1991","indirect migration background","middle vocational","","","","","1"
"Daily","1991","indirect migration background","vocational + Abi","","","","","1"
"Daily","1991","indirect migration background","higher vocational","","","","","1"
"Daily","1991","indirect migration background","higher education","","","","","1"
"Min 1x per month","1991","indirect migration background","middle vocational","","","","","3"
"Min 1x per month","1991","indirect migration background","vocational + Abi","","","","","3"
"Min 1x per month","1991","direct migration background","in school","","","","","3"
"Min 1x per month","1991","direct migration background","inadequately","","","","","3"
"Min 1x per month","1991","direct migration background","general elemantary","","","","","3"
"Min 1x per month","1991","direct migration background","middle vocational","","","","","3"
"Min 1x per month","1991","direct migration background","vocational + Abi","","","","","3"
"Min 1x per month","1991","direct migration background","higher vocational","","","","","3"
"Min 1x per month","1991","direct migration background","higher education","","","","","3"
"Min 1x per month","1991","indirect migration background","in school","","","","","3"
"Min 1x per month","1991","indirect migration background","inadequately","","","","","3"
"Min 1x per month","1991","indirect migration background","general elemantary","","","","","3"
"Min 1x per month","1991","indirect migration background","higher vocational","","","","","3"
"Min 1x per month","1991","indirect migration background","higher education","","","","","3"
"Min 1x per month","1991","no migration background","in school","","","","","3"
"Min 1x per month","1991","no migration background","inadequately","","","","","3"
"Min 1x per month","1991","no migration background","general elemantary","","","","","3"
"Min 1x per month","1991","no migration background","middle vocational","","","","","3"
"Min 1x per month","1991","no migration background","vocational + Abi","","","","","3"
"Min 1x per month","1991","no migration background","higher vocational","","","","","3"
"Min 1x per month","1991","no migration background","higher education","","","","","3"
"Min 1x per week","1991","indirect migration background","in school","","","","","2"
"Min 1x per week","1991","indirect migration background","inadequately","","","","","2"
"Min 1x per week","1991","indirect migration background","general elemantary","","","","","2"
"Min 1x per week","1991","indirect migration background","middle vocational","","","","","2"
"Min 1x per week","1991","indirect migration background","vocational + Abi","","","","","2"
"Min 1x per week","1991","indirect migration background","higher vocational","","","","","2"
"Min 1x per week","1991","indirect migration background","higher education","","","","","2"
"Min 1x per week","1991","direct migration background","vocational + Abi","","","","","2"
"Min 1x per week","1991","direct migration background","higher vocational","","","","","2"
"Min 1x per week","1991","direct migration background","higher education","","","","","2"
"Min 1x per week","1991","no migration background","in school","","","","","2"
"Min 1x per week","1991","no migration background","inadequately","","","","","2"
"Min 1x per week","1991","no migration background","general elemantary","","","","","2"
"Min 1x per week","1991","no migration background","middle vocational","","","","","2"
"Min 1x per week","1991","no migration background","vocational + Abi","","","","","2"
"Min 1x per week","1991","no migration background","higher vocational","","","","","2"
"Min 1x per week","1991","no migration background","higher education","","","","","2"
"Min 1x per week","1991","direct migration background","in school","","","","","2"
"Min 1x per week","1991","direct migration background","inadequately","","","","","2"
"Min 1x per week","1991","direct migration background","general elemantary","","","","","2"
"Min 1x per week","1991","direct migration background","middle vocational","","","","","2"
"Never","1991","indirect migration background","vocational + Abi","","","","","5"
"Never","1991","indirect migration background","in school","","","","","5"
"Never","1991","indirect migration background","inadequately","","","","","5"
"Never","1991","indirect migration background","general elemantary","","","","","5"
"Never","1991","indirect migration background","middle vocational","","","","","5"
"Never","1991","indirect migration background","higher vocational","","","","","5"
"Never","1991","indirect migration background","higher education","","","","","5"
"Never","1991","direct migration background","in school","","","","","5"
"Never","1991","direct migration background","inadequately","","","","","5"
"Never","1991","direct migration background","general elemantary","","","","","5"
"Never","1991","direct migration background","middle vocational","","","","","5"
"Never","1991","direct migration background","vocational + Abi","","","","","5"
"Never","1991","direct migration background","higher vocational","","","","","5"
"Never","1991","direct migration background","higher education","","","","","5"
"Never","1991","no migration background","in school","","","","","5"
"Never","1991","no migration background","inadequately","","","","","5"
"Never","1991","no migration background","general elemantary","","","","","5"
"Never","1991","no migration background","middle vocational","","","","","5"
"Never","1991","no migration background","vocational + Abi","","","","","5"
"Never","1991","no migration background","higher vocational","","","","","5"
"Never","1991","no migration background","higher education","","","","","5"
"Rarely","1991","no migration background","general elemantary","","","","","4"
"Rarely","1991","no migration background","middle vocational","","","","","4"
"Rarely","1991","no migration background","vocational + Abi","","","","","4"
"Rarely","1991","no migration background","higher vocational","","","","","4"
"Rarely","1991","no migration background","higher education","","","","","4"
"Rarely","1991","direct migration background","in school","","","","","4"
"Rarely","1991","direct migration background","inadequately","","","","","4"
"Rarely","1991","direct migration background","general elemantary","","","","","4"
"Rarely","1991","direct migration background","middle vocational","","","","","4"
"Rarely","1991","direct migration background","vocational + Abi","","","","","4"
"Rarely","1991","direct migration background","higher vocational","","","","","4"
"Rarely","1991","direct migration background","higher education","","","","","4"
"Rarely","1991","indirect migration background","in school","","","","","4"
