"pli0083","year","education","n","percent","lower_confidence","upper_confidence"
"Daily","1990","lower secondary degree","3791","0.843781924478159","0.833215204567676","0.854348644388643"
"Daily","1990","secondary school degree","1242","0.749407098899124","0.728709482637254","0.770104715160995"
"Daily","1990","college entrance qualification","774","0.647269365564599","0.620223392220024","0.674315338909175"
"Daily","1990","Other degree","821","0.834125624563599","0.811151512371174","0.857099736756024"
"Daily","1990","no degree/no degree yet","667","0.765168098919824","0.736468022288788","0.793868175550861"
"Min 1x per week","1990","lower secondary degree","511","0.101389196720399","0.0926042101042396","0.110174183336558"
"Min 1x per week","1990","secondary school degree","329","0.182786175761795","0.164326818589251","0.201245532934339"
"Min 1x per week","1990","college entrance qualification","294","0.244854134177828","0.220514858788035","0.26919340956762"
"Min 1x per week","1990","Other degree","139","0.119263257690713","0.0992457618483287","0.139280753533096"
"Min 1x per week","1990","no degree/no degree yet","121","0.172521122085045","0.146939641465571","0.19810260270452"
"Min 1x per month","1990","lower secondary degree","61","0.0145137632565909","0.0110329979280487","0.0179945285851331"
"Min 1x per month","1990","secondary school degree","39","0.0232567676959089","0.016058269000998","0.0304552663908198"
"Min 1x per month","1990","college entrance qualification","29","","",""
"Min 1x per month","1990","Other degree","7","","",""
"Min 1x per month","1990","no degree/no degree yet","13","","",""
"Rarely","1990","lower secondary degree","136","0.0311114452620594","0.0260583620345812","0.0361645284895375"
"Rarely","1990","secondary school degree","63","0.0355659005644675","0.0267202407955774","0.0444115603333576"
"Rarely","1990","college entrance qualification","81","0.0648475775842437","0.050908739291651","0.0787864158768363"
"Rarely","1990","Other degree","25","","",""
"Rarely","1990","no degree/no degree yet","21","","",""
"Never","1990","lower secondary degree","36","0.00920367028279181","0.0064243911555563","0.0119829494100273"
"Never","1990","secondary school degree","11","","",""
"Never","1990","college entrance qualification","21","","",""
"Never","1990","Other degree","15","","",""
"Never","1990","no degree/no degree yet","16","","",""
"Daily","1991","lower secondary degree","","","",""
"Daily","1991","secondary school degree","","","",""
"Daily","1991","college entrance qualification","","","",""
"Daily","1991","Other degree","","","",""
"Daily","1991","no degree/no degree yet","","","",""
"Min 1x per week","1991","lower secondary degree","","","",""
"Min 1x per week","1991","secondary school degree","","","",""
"Min 1x per week","1991","college entrance qualification","","","",""
"Min 1x per week","1991","Other degree","","","",""
"Min 1x per week","1991","no degree/no degree yet","","","",""
"Min 1x per month","1991","lower secondary degree","","","",""
"Min 1x per month","1991","secondary school degree","","","",""
"Min 1x per month","1991","college entrance qualification","","","",""
"Min 1x per month","1991","Other degree","","","",""
"Min 1x per month","1991","no degree/no degree yet","","","",""
"Rarely","1991","lower secondary degree","","","",""
"Rarely","1991","secondary school degree","","","",""
"Rarely","1991","college entrance qualification","","","",""
"Rarely","1991","Other degree","","","",""
"Rarely","1991","no degree/no degree yet","","","",""
"Never","1991","lower secondary degree","","","",""
"Never","1991","secondary school degree","","","",""
"Never","1991","college entrance qualification","","","",""
"Never","1991","Other degree","","","",""
"Never","1991","no degree/no degree yet","","","",""
"Daily","1992","lower secondary degree","","","",""
"Daily","1992","secondary school degree","","","",""
"Daily","1992","college entrance qualification","","","",""
"Daily","1992","Other degree","","","",""
"Daily","1992","no degree/no degree yet","","","",""
"Min 1x per week","1992","lower secondary degree","","","",""
"Min 1x per week","1992","secondary school degree","","","",""
"Min 1x per week","1992","college entrance qualification","","","",""
"Min 1x per week","1992","Other degree","","","",""
"Min 1x per week","1992","no degree/no degree yet","","","",""
"Min 1x per month","1992","lower secondary degree","","","",""
"Min 1x per month","1992","secondary school degree","","","",""
"Min 1x per month","1992","college entrance qualification","","","",""
"Min 1x per month","1992","Other degree","","","",""
"Min 1x per month","1992","no degree/no degree yet","","","",""
"Rarely","1992","lower secondary degree","","","",""
"Rarely","1992","secondary school degree","","","",""
"Rarely","1992","college entrance qualification","","","",""
"Rarely","1992","Other degree","","","",""
"Rarely","1992","no degree/no degree yet","","","",""
"Never","1992","lower secondary degree","","","",""
"Never","1992","secondary school degree","","","",""
"Never","1992","college entrance qualification","","","",""
"Never","1992","Other degree","","","",""
"Never","1992","no degree/no degree yet","","","",""
"Daily","1993","lower secondary degree","","","",""
"Daily","1993","secondary school degree","","","",""
"Daily","1993","college entrance qualification","","","",""
"Daily","1993","Other degree","","","",""
"Daily","1993","no degree/no degree yet","","","",""
"Min 1x per week","1993","lower secondary degree","","","",""
"Min 1x per week","1993","secondary school degree","","","",""
"Min 1x per week","1993","college entrance qualification","","","",""
"Min 1x per week","1993","Other degree","","","",""
"Min 1x per week","1993","no degree/no degree yet","","","",""
"Min 1x per month","1993","lower secondary degree","","","",""
"Min 1x per month","1993","secondary school degree","","","",""
"Min 1x per month","1993","college entrance qualification","","","",""
"Min 1x per month","1993","Other degree","","","",""
"Min 1x per month","1993","no degree/no degree yet","","","",""
"Rarely","1993","lower secondary degree","","","",""
"Rarely","1993","secondary school degree","","","",""
"Rarely","1993","college entrance qualification","","","",""
"Rarely","1993","Other degree","","","",""
"Rarely","1993","no degree/no degree yet","","","",""
"Never","1993","lower secondary degree","","","",""
"Never","1993","secondary school degree","","","",""
"Never","1993","college entrance qualification","","","",""
"Never","1993","Other degree","","","",""
"Never","1993","no degree/no degree yet","","","",""
"Daily","1994","lower secondary degree","","","",""
"Daily","1994","secondary school degree","","","",""
"Daily","1994","college entrance qualification","","","",""
"Daily","1994","Other degree","","","",""
"Daily","1994","no degree/no degree yet","","","",""
"Min 1x per week","1994","lower secondary degree","","","",""
"Min 1x per week","1994","secondary school degree","","","",""
"Min 1x per week","1994","college entrance qualification","","","",""
"Min 1x per week","1994","Other degree","","","",""
"Min 1x per week","1994","no degree/no degree yet","","","",""
"Min 1x per month","1994","lower secondary degree","","","",""
"Min 1x per month","1994","secondary school degree","","","",""
"Min 1x per month","1994","college entrance qualification","","","",""
"Min 1x per month","1994","Other degree","","","",""
"Min 1x per month","1994","no degree/no degree yet","","","",""
"Rarely","1994","lower secondary degree","","","",""
"Rarely","1994","secondary school degree","","","",""
"Rarely","1994","college entrance qualification","","","",""
"Rarely","1994","Other degree","","","",""
"Rarely","1994","no degree/no degree yet","","","",""
"Never","1994","lower secondary degree","","","",""
"Never","1994","secondary school degree","","","",""
"Never","1994","college entrance qualification","","","",""
"Never","1994","Other degree","","","",""
"Never","1994","no degree/no degree yet","","","",""
"Daily","1995","lower secondary degree","4791","0.883052088277978","0.874484081183656","0.8916200953723"
"Daily","1995","secondary school degree","2991","0.836678980826071","0.824568323610456","0.848789638041687"
"Daily","1995","college entrance qualification","1348","0.700336146437901","0.679780584351063","0.720891708524739"
"Daily","1995","Other degree","1032","0.857852772155285","0.837834969097022","0.877870575213548"
"Daily","1995","no degree/no degree yet","748","0.844634977744843","0.820381789534178","0.868888165955507"
"Min 1x per week","1995","lower secondary degree","418","0.0749861790247995","0.0679642708825398","0.0820080871670592"
"Min 1x per week","1995","secondary school degree","439","0.120101948010715","0.10945173127989","0.13075216474154"
"Min 1x per week","1995","college entrance qualification","406","0.212602658865939","0.194244030790676","0.230961286941201"
"Min 1x per week","1995","Other degree","83","0.0897523576701488","0.0733674669319254","0.106137248408372"
"Min 1x per week","1995","no degree/no degree yet","83","0.120723172126738","0.0989101513349643","0.142536192918512"
"Min 1x per month","1995","lower secondary degree","54","0.0108540386224555","0.00809144952700969","0.0136166277179012"
"Min 1x per month","1995","secondary school degree","31","0.0101623572925727","0.00687651697133695","0.0134481976138086"
"Min 1x per month","1995","college entrance qualification","44","0.0245264282329202","0.0175860392284443","0.0314668172373961"
"Min 1x per month","1995","Other degree","13","","",""
"Min 1x per month","1995","no degree/no degree yet","3","","",""
"Rarely","1995","lower secondary degree","98","0.0211057948220454","0.0172734978539248","0.024938091790166"
"Rarely","1995","secondary school degree","96","0.0256440561951805","0.0204653720792285","0.0308227403111324"
"Rarely","1995","college entrance qualification","86","0.0438081892625981","0.034624671567625","0.0529917069575712"
"Rarely","1995","Other degree","22","","",""
"Rarely","1995","no degree/no degree yet","12","","",""
"Never","1995","lower secondary degree","43","0.0100018992527216","0.00734882845486829","0.0126549700505749"
"Never","1995","secondary school degree","22","","",""
"Never","1995","college entrance qualification","24","","",""
"Never","1995","Other degree","19","","",""
"Never","1995","no degree/no degree yet","11","","",""
"Daily","1996","lower secondary degree","","","",""
"Daily","1996","secondary school degree","","","",""
"Daily","1996","college entrance qualification","","","",""
"Daily","1996","Other degree","","","",""
"Daily","1996","no degree/no degree yet","","","",""
"Min 1x per week","1996","lower secondary degree","","","",""
"Min 1x per week","1996","secondary school degree","","","",""
"Min 1x per week","1996","college entrance qualification","","","",""
"Min 1x per week","1996","Other degree","","","",""
"Min 1x per week","1996","no degree/no degree yet","","","",""
"Min 1x per month","1996","lower secondary degree","","","",""
"Min 1x per month","1996","secondary school degree","","","",""
"Min 1x per month","1996","college entrance qualification","","","",""
"Min 1x per month","1996","Other degree","","","",""
"Min 1x per month","1996","no degree/no degree yet","","","",""
"Rarely","1996","lower secondary degree","","","",""
"Rarely","1996","secondary school degree","","","",""
"Rarely","1996","college entrance qualification","","","",""
"Rarely","1996","Other degree","","","",""
"Rarely","1996","no degree/no degree yet","","","",""
"Never","1996","lower secondary degree","","","",""
"Never","1996","secondary school degree","","","",""
"Never","1996","college entrance qualification","","","",""
"Never","1996","Other degree","","","",""
"Never","1996","no degree/no degree yet","","","",""
"Daily","1997","lower secondary degree","","","",""
"Daily","1997","secondary school degree","","","",""
"Daily","1997","college entrance qualification","","","",""
"Daily","1997","Other degree","","","",""
"Daily","1997","no degree/no degree yet","","","",""
"Min 1x per week","1997","lower secondary degree","","","",""
"Min 1x per week","1997","secondary school degree","","","",""
"Min 1x per week","1997","college entrance qualification","","","",""
"Min 1x per week","1997","Other degree","","","",""
"Min 1x per week","1997","no degree/no degree yet","","","",""
"Min 1x per month","1997","lower secondary degree","","","",""
"Min 1x per month","1997","secondary school degree","","","",""
"Min 1x per month","1997","college entrance qualification","","","",""
"Min 1x per month","1997","Other degree","","","",""
"Min 1x per month","1997","no degree/no degree yet","","","",""
"Rarely","1997","lower secondary degree","","","",""
"Rarely","1997","secondary school degree","","","",""
"Rarely","1997","college entrance qualification","","","",""
"Rarely","1997","Other degree","","","",""
"Rarely","1997","no degree/no degree yet","","","",""
"Never","1997","lower secondary degree","","","",""
"Never","1997","secondary school degree","","","",""
"Never","1997","college entrance qualification","","","",""
"Never","1997","Other degree","","","",""
"Never","1997","no degree/no degree yet","","","",""
"Daily","1998","lower secondary degree","5096","0.902390212897311","0.894632270665852","0.91014815512877"
"Daily","1998","secondary school degree","3266","0.848008334244135","0.836697293777791","0.85931937471048"
"Daily","1998","college entrance qualification","1574","0.69107340655048","0.671800895882452","0.710345917218509"
"Daily","1998","Other degree","891","0.885420204727762","0.865589415493715","0.90525099396181"
"Daily","1998","no degree/no degree yet","726","0.875814107324899","0.85307441885871","0.898553795791087"
"Min 1x per week","1998","lower secondary degree","337","0.0561259688214562","0.0501095007753695","0.0621424368675429"
"Min 1x per week","1998","secondary school degree","423","0.10709454342598","0.0973518504031304","0.11683723644883"
"Min 1x per week","1998","college entrance qualification","486","0.234388735707621","0.216719365019056","0.252058106396185"
"Min 1x per week","1998","Other degree","59","0.0718352254633731","0.0557586873500346","0.0879117635767117"
"Min 1x per week","1998","no degree/no degree yet","58","0.0975342134419279","0.0770774804434353","0.11799094644042"
"Min 1x per month","1998","lower secondary degree","40","0.00805831099765648","0.00572126234276611","0.0103953596525468"
"Min 1x per month","1998","secondary school degree","34","0.00920678016943879","0.00619767055501086","0.0122158897838667"
"Min 1x per month","1998","college entrance qualification","40","0.0207191027311326","0.0147777180819269","0.0266604873803384"
"Min 1x per month","1998","Other degree","8","","",""
"Min 1x per month","1998","no degree/no degree yet","6","","",""
"Rarely","1998","lower secondary degree","108","0.0233862004923537","0.0194357744738774","0.02733662651083"
"Rarely","1998","secondary school degree","115","0.0274511416951722","0.0223032603469186","0.0325990230434258"
"Rarely","1998","college entrance qualification","69","0.0302189252511781","0.0230784862079261","0.0373593642944301"
"Rarely","1998","Other degree","19","","",""
"Rarely","1998","no degree/no degree yet","13","","",""
"Never","1998","lower secondary degree","41","0.0100393067912223","0.00743337221077639","0.0126452413716682"
"Never","1998","secondary school degree","32","0.00823920046527339","0.00539120946556298","0.0110871914649838"
"Never","1998","college entrance qualification","39","0.0235998297595883","0.0172681795437078","0.0299314799754688"
"Never","1998","Other degree","14","","",""
"Never","1998","no degree/no degree yet","5","","",""
"Daily","1999","lower secondary degree","","","",""
"Daily","1999","secondary school degree","","","",""
"Daily","1999","college entrance qualification","","","",""
"Daily","1999","Other degree","","","",""
"Daily","1999","no degree/no degree yet","","","",""
"Min 1x per week","1999","lower secondary degree","","","",""
"Min 1x per week","1999","secondary school degree","","","",""
"Min 1x per week","1999","college entrance qualification","","","",""
"Min 1x per week","1999","Other degree","","","",""
"Min 1x per week","1999","no degree/no degree yet","","","",""
"Min 1x per month","1999","lower secondary degree","","","",""
"Min 1x per month","1999","secondary school degree","","","",""
"Min 1x per month","1999","college entrance qualification","","","",""
"Min 1x per month","1999","Other degree","","","",""
"Min 1x per month","1999","no degree/no degree yet","","","",""
"Rarely","1999","lower secondary degree","","","",""
"Rarely","1999","secondary school degree","","","",""
"Rarely","1999","college entrance qualification","","","",""
"Rarely","1999","Other degree","","","",""
"Rarely","1999","no degree/no degree yet","","","",""
"Never","1999","lower secondary degree","","","",""
"Never","1999","secondary school degree","","","",""
"Never","1999","college entrance qualification","","","",""
"Never","1999","Other degree","","","",""
