"year","migback","pgcasmin","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2016","direct migration background","(0) in school","3.02","3","45","2","2","4","4","6","2.68","3.36","1","6","3","3"
"2016","direct migration background","(1a) inadequately completed","3.2","3","300","2","3","4","4","6","3.09","3.31","1","6","3","3"
"2016","direct migration background","(1b) general elementary school","3.25","3","709","2","3","4","4","6","3.18","3.32","1","6","3","3"
"2016","direct migration background","(1c) basic vocational qualification","3.29","3","895","2","3","4","4","6","3.22","3.36","1","6","3","3"
"2016","direct migration background","(2a) intermediate vocational","3.15","3","243","2","3","4","4","6","3.03","3.27","1","6","3","3"
"2016","direct migration background","(2b) intermediate general qualification","3.32","3","71","2","3","4","5","6","3.04","3.6","1","6","3","3"
"2016","direct migration background","(2c_gen) general maturity certificate","3.11","3","389","2","3","4","4","6","3.01","3.21","1","6","3","3"
"2016","direct migration background","(2c_voc) vocational maturity certificate","3.31","3","762","2","3","4","4","6","3.24","3.38","1","6","3","3"
"2016","direct migration background","(3a) lower tertiary education","3.79","4","107","2","3","5","5","6","3.58","4","1","6","3","4"
"2016","direct migration background","(3b) higher tertiary education","3.5","3","1110","2","3","4","5","6","3.44","3.56","1","6","3","3"
"2016","indirect migration background","(0) in school","2.89","3","75","1","2","3","5","6","2.62","3.16","1","6","3","3"
"2016","indirect migration background","(1a) inadequately completed","","","","","","","","","","","","","",""
"2016","indirect migration background","(1b) general elementary school","3","3","168","1","2","4","5","5","2.83","3.17","1","6","3","3"
"2016","indirect migration background","(1c) basic vocational qualification","3.57","3","207","2","3","4","5","6","3.41","3.73","1","6","3","3"
"2016","indirect migration background","(2a) intermediate vocational","3.28","3","239","2","3","4","4","6","3.16","3.4","1","6","3","3"
"2016","indirect migration background","(2b) intermediate general qualification","3.31","3","138","2","3","4","5","6","3.14","3.48","1","6","3","3"
"2016","indirect migration background","(2c_gen) general maturity certificate","3.27","3","189","2","3","4","5","6","3.11","3.43","1","6","3","3"
"2016","indirect migration background","(2c_voc) vocational maturity certificate","3.24","3","135","2","3","4","5","6","3.06","3.42","1","6","3","3"
"2016","indirect migration background","(3a) lower tertiary education","3.3","3","63","1","3","4","5","6","3.07","3.53","1","6","3","3"
"2016","indirect migration background","(3b) higher tertiary education","3.47","3","172","2","3","4","5","6","3.31","3.63","1","6","3","4"
"2016","no migration background","(0) in school","3.27","3","211","2","3","4","4","6","3.11","3.43","1","6","3","3"
"2016","no migration background","(1a) inadequately completed","3.55","3","151","2","3","4","5","6","3.36","3.74","1","6","3","4"
"2016","no migration background","(1b) general elementary school","3.61","4","1028","3","3","4","5","6","3.55","3.67","1","6","3","4"
"2016","no migration background","(1c) basic vocational qualification","3.65","4","3890","3","3","4","5","6","3.62","3.68","1","6","4","4"
"2016","no migration background","(2a) intermediate vocational","3.58","4","4783","2","3","4","5","6","3.55","3.61","1","6","3","4"
"2016","no migration background","(2b) intermediate general qualification","3.46","3","482","2","3","4","5","6","3.37","3.55","1","6","3","3"
"2016","no migration background","(2c_gen) general maturity certificate","3.72","3","673","2","3","4","6","6","3.63","3.81","1","6","3","3"
"2016","no migration background","(2c_voc) vocational maturity certificate","3.53","3","1526","2","3","4","5","6","3.48","3.58","1","6","3","4"
"2016","no migration background","(3a) lower tertiary education","3.74","4","1639","3","3","4","5","6","3.69","3.79","1","6","4","4"
"2016","no migration background","(3b) higher tertiary education","3.75","4","2738","3","3","4","5","6","3.71","3.79","1","6","4","4"
"2017","direct migration background","(0) in school","","","","","","","","","","","","","",""
"2017","direct migration background","(1a) inadequately completed","","","","","","","","","","","","","",""
"2017","direct migration background","(1b) general elementary school","","","","","","","","","","","","","",""
"2017","direct migration background","(1c) basic vocational qualification","","","","","","","","","","","","","",""
"2017","direct migration background","(2a) intermediate vocational","","","","","","","","","","","","","",""
"2017","direct migration background","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"2017","direct migration background","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"2017","direct migration background","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"2017","direct migration background","(3a) lower tertiary education","","","","","","","","","","","","","",""
"2017","direct migration background","(3b) higher tertiary education","","","","","","","","","","","","","",""
"2017","indirect migration background","(0) in school","","","","","","","","","","","","","",""
"2017","indirect migration background","(1a) inadequately completed","","","","","","","","","","","","","",""
"2017","indirect migration background","(1b) general elementary school","","","","","","","","","","","","","",""
"2017","indirect migration background","(1c) basic vocational qualification","","","","","","","","","","","","","",""
"2017","indirect migration background","(2a) intermediate vocational","","","","","","","","","","","","","",""
"2017","indirect migration background","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"2017","indirect migration background","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"2017","indirect migration background","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"2017","indirect migration background","(3a) lower tertiary education","","","","","","","","","","","","","",""
"2017","indirect migration background","(3b) higher tertiary education","","","","","","","","","","","","","",""
"2017","no migration background","(0) in school","","","","","","","","","","","","","",""
"2017","no migration background","(1a) inadequately completed","","","","","","","","","","","","","",""
"2017","no migration background","(1b) general elementary school","","","","","","","","","","","","","",""
"2017","no migration background","(1c) basic vocational qualification","","","","","","","","","","","","","",""
"2017","no migration background","(2a) intermediate vocational","","","","","","","","","","","","","",""
"2017","no migration background","(2b) intermediate general qualification","","","","","","","","","","","","","",""
