"year","migback","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2016","direct migration background","Female","3.37","3","2623","2","3","4","5","6","3.33","3.41","1","6","3","3"
"2016","direct migration background","Male","3.26","3","2165","2","3","4","4","6","3.22","3.3","1","6","3","3"
"2016","indirect migration background","Female","3.5","3","833","2","3","4","5","6","3.43","3.57","1","6","3","3"
"2016","indirect migration background","Male","3.09","3","707","2","2","4","4","6","3.01","3.17","1","6","3","3"
"2016","no migration background","Female","3.65","4","9563","3","3","4","5","6","3.63","3.67","1","6","3","4"
"2016","no migration background","Male","3.6","4","8080","2","3","4","5","6","3.58","3.62","1","6","3","4"
"2017","direct migration background","Female","","","","","","","","","","","","","",""
"2017","direct migration background","Male","","","","","","","","","","","","","",""
"2017","indirect migration background","Female","","","","","","","","","","","","","",""
"2017","indirect migration background","Male","","","","","","","","","","","","","",""
"2017","no migration background","Female","","","","","","","","","","","","","",""
"2017","no migration background","Male","","","","","","","","","","","","","",""
"2018","direct migration background","Female","3.32","3","2441","2","3","4","5","6","3.28","3.36","1","6","3","3"
"2018","direct migration background","Male","3.22","3","1983","2","3","4","4","6","3.18","3.26","1","6","3","3"
"2018","indirect migration background","Female","3.42","3","934","2","3","4","5","6","3.35","3.49","1","6","3","3"
"2018","indirect migration background","Male","3.1","3","774","2","3","4","4","6","3.02","3.18","1","6","3","3"
"2018","no migration background","Female","3.7","4","10402","3","3","4","5","6","3.68","3.72","1","6","4","4"
"2018","no migration background","Male","3.54","3","8972","2","3","4","5","6","3.52","3.56","1","6","3","4"
