"year","age_gr","hgtyp1hh","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2016","16-34 y.","(Married) couple without C.","3.37","3","907","2","3","4","5","6","3.3","3.44","1","6","3","3"
"2016","16-34 y.","1-pers.-HH","3.65","3","679","2","3","4","6","6","3.56","3.74","1","6","3","3"
"2016","16-34 y.","Couple + C. GT 16 ","3.35","3","886","2","3","4","5","6","3.28","3.42","1","6","3","3"
"2016","16-34 y.","Couple + C. LE 16","3.29","3","1414","2","3","4","5","6","3.23","3.35","1","6","3","3"
"2016","16-34 y.","Couple + C. LE and GT 16","3.14","3","671","2","2","4","5","6","3.05","3.23","1","6","3","3"
"2016","16-34 y.","Single parent","3.24","3","736","2","3","4","4","6","3.16","3.32","1","6","3","3"
"2016","35-65 y.","(Married) couple without C.","3.62","4","3333","3","3","4","5","6","3.59","3.65","1","6","4","4"
"2016","35-65 y.","1-pers.-HH","3.7","4","1434","3","3","4","5","6","3.65","3.75","1","6","4","4"
"2016","35-65 y.","Couple + C. GT 16 ","3.49","3","1632","2","3","4","5","6","3.44","3.54","1","6","3","3"
"2016","35-65 y.","Couple + C. LE 16","3.37","3","4338","2","3","4","4","6","3.34","3.4","1","6","3","3"
"2016","35-65 y.","Couple + C. LE and GT 16","3.34","3","1404","2","3","4","4","6","3.29","3.39","1","6","3","3"
"2016","35-65 y.","Single parent","3.44","3","1329","2","3","4","5","6","3.39","3.49","1","6","3","3"
"2016","66 and older","(Married) couple without C.","3.74","4","2975","3","3","4","5","6","3.71","3.77","1","6","4","4"
"2016","66 and older","1-pers.-HH","3.87","4","1315","3","3","4","5","6","3.81","3.93","1","6","4","4"
"2016","66 and older","Couple + C. GT 16 ","3.6","3","194","3","3","4","5","6","3.47","3.73","1","6","3","4"
"2016","66 and older","Couple + C. LE 16","","","","","","","","","","","","","",""
"2016","66 and older","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2016","66 and older","Single parent","3.95","4","69","3","3","4","5","6","3.71","4.19","1","6","4","4"
"2017","16-34 y.","(Married) couple without C.","","","","","","","","","","","","","",""
"2017","16-34 y.","1-pers.-HH","","","","","","","","","","","","","",""
"2017","16-34 y.","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2017","16-34 y.","Couple + C. LE 16","","","","","","","","","","","","","",""
"2017","16-34 y.","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2017","16-34 y.","Single parent","","","","","","","","","","","","","",""
"2017","35-65 y.","(Married) couple without C.","","","","","","","","","","","","","",""
"2017","35-65 y.","1-pers.-HH","","","","","","","","","","","","","",""
"2017","35-65 y.","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2017","35-65 y.","Couple + C. LE 16","","","","","","","","","","","","","",""
"2017","35-65 y.","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2017","35-65 y.","Single parent","","","","","","","","","","","","","",""
"2017","66 and older","(Married) couple without C.","","","","","","","","","","","","","",""
"2017","66 and older","1-pers.-HH","","","","","","","","","","","","","",""
"2017","66 and older","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2017","66 and older","Couple + C. LE 16","","","","","","","","","","","","","",""
"2017","66 and older","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2017","66 and older","Single parent","","","","","","","","","","","","","",""
"2018","16-34 y.","(Married) couple without C.","3.43","3","1059","2","3","4","5","6","3.36","3.5","1","6","3","3"
"2018","16-34 y.","1-pers.-HH","3.51","3","904","2","3","4","5","6","3.43","3.59","1","6","3","3"
"2018","16-34 y.","Couple + C. GT 16 ","3.28","3","993","2","3","4","5","6","3.21","3.35","1","6","3","3"
"2018","16-34 y.","Couple + C. LE 16","3.32","3","1214","2","3","4","5","6","3.26","3.38","1","6","3","3"
"2018","16-34 y.","Couple + C. LE and GT 16","3.07","3","721","2","2","4","4","6","2.98","3.16","1","6","3","3"
"2018","16-34 y.","Single parent","3.3","3","812","2","3","4","5","6","3.22","3.38","1","6","3","3"
"2018","35-65 y.","(Married) couple without C.","3.55","3","3644","2","3","4","5","6","3.52","3.58","1","6","3","4"
"2018","35-65 y.","1-pers.-HH","3.71","4","1797","3","3","4","5","6","3.66","3.76","1","6","4","4"
"2018","35-65 y.","Couple + C. GT 16 ","3.44","3","1804","2","3","4","5","6","3.4","3.48","1","6","3","3"
"2018","35-65 y.","Couple + C. LE 16","3.37","3","4220","2","3","4","5","6","3.34","3.4","1","6","3","3"
"2018","35-65 y.","Couple + C. LE and GT 16","3.33","3","1458","2","3","4","4","6","3.28","3.38","1","6","3","3"
"2018","35-65 y.","Single parent","3.51","3","1315","3","3","4","5","6","3.46","3.56","1","6","3","3"
"2018","66 and older","(Married) couple without C.","3.74","4","3178","3","3","4","5","6","3.71","3.77","1","6","4","4"
"2018","66 and older","1-pers.-HH","3.87","4","1387","3","3","4","5","6","3.82","3.92","1","6","4","4"
"2018","66 and older","Couple + C. GT 16 ","3.7","4","190","3","3","4","5","6","3.57","3.83","2","6","4","4"
"2018","66 and older","Couple + C. LE 16","","","","","","","","","","","","","",""
"2018","66 and older","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2018","66 and older","Single parent","3.91","4","78","3","3","4","6","6","3.68","4.14","2","6","4","4"
