"year","migback","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2008","direct migration background","East Germany","7.37","7","81","6","7","8","8","11","7.08","7.66","4","11","7","8"
"2008","direct migration background","West Germany","7.02","7","1832","5","6","8","8","10","6.96","7.08","2","12","7","7"
"2008","indirect migration background","East Germany","6.94","7","43","6","6","8","8","12","6.55","7.33","4","12","7","8"
"2008","indirect migration background","West Germany","7.05","7","730","6","6","8","8","10","6.96","7.14","3","11","7","7"
"2008","no migration background","East Germany","7.09","7","4653","6","6","8","8","10","7.06","7.12","2","12","7","7"
"2008","no migration background","West Germany","7.06","7","12029","6","6","8","8","10","7.04","7.08","1","18","7","7"
"2009","direct migration background","East Germany","7.25","7","76","6","7","8","8","9","6.98","7.52","3","9","7","8"
"2009","direct migration background","West Germany","7.03","7","1586","6","6","8","8","10","6.97","7.09","2","16","7","7"
"2009","indirect migration background","East Germany","7.39","7","41","6","7","8","8","10","7.05","7.73","5","10","7","8"
"2009","indirect migration background","West Germany","7.04","7","671","6","6","8","8","10","6.96","7.12","2","12","7","7"
"2009","no migration background","East Germany","7.03","7","4430","6","6","8","8","10","7","7.06","2","14","7","7"
"2009","no migration background","West Germany","7.02","7","11242","6","6","8","8","10","7","7.04","1","16","7","7"
"2010","direct migration background","East Germany","7","7","128","6","6","8","8","10","6.81","7.19","4","10","7","7"
"2010","direct migration background","West Germany","6.93","7","2769","5","6","8","8","10","6.88","6.98","1","13","7","7"
"2010","indirect migration background","East Germany","6.84","7","76","5","6","8","8","9","6.57","7.11","4","9","6","7"
"2010","indirect migration background","West Germany","6.99","7","1071","5","6","8","8","10","6.92","7.06","2","12","7","7"
"2010","no migration background","East Germany","6.95","7","5275","6","6","8","8","10","6.92","6.98","2","13","7","7"
"2010","no migration background","West Germany","6.99","7","14679","6","6","8","8","10","6.97","7.01","1","15","7","7"
"2011","direct migration background","East Germany","6.9","7","157","5","6","8","8","10","6.69","7.11","4","12","7","7"
"2011","direct migration background","West Germany","6.89","7","3088","5","6","8","8","10","6.85","6.93","1","12","7","7"
"2011","indirect migration background","East Germany","6.63","7","86","5","6","7","8","9","6.37","6.89","2","12","6","7"
"2011","indirect migration background","West Germany","6.97","7","1218","6","6","8","8","10","6.9","7.04","2","12","7","7"
"2011","no migration background","East Germany","6.96","7","6088","6","6","8","8","10","6.93","6.99","1","14","7","7"
"2011","no migration background","West Germany","6.95","7","17803","6","6","8","8","10","6.93","6.97","1","15","7","7"
"2012","direct migration background","East Germany","6.96","7","153","6","6","8","8","9","6.76","7.16","4","14","7","7"
"2012","direct migration background","West Germany","6.9","7","2889","5","6","8","8","10","6.85","6.95","1","15","7","7"
"2012","indirect migration background","East Germany","6.89","7","78","5","6","8","8","10","6.59","7.19","2","10","6","7"
"2012","indirect migration background","West Germany","6.88","7","1197","5","6","8","8","10","6.81","6.95","3","12","7","7"
"2012","no migration background","East Germany","6.94","7","5952","5","6","8","8","10","6.91","6.97","1","16","7","7"
"2012","no migration background","West Germany","6.96","7","17394","6","6","8","8","10","6.94","6.98","1","15","7","7"
"2013","direct migration background","East Germany","6.81","7","137","4","6","8","8","10","6.61","7.01","4","10","7","7"
"2013","direct migration background","West Germany","6.83","7","2563","5","6","8","8","10","6.78","6.88","2","12","7","7"
"2013","indirect migration background","East Germany","6.94","7","76","6","6","8","8","8","6.71","7.17","4","9","6","7"
"2013","indirect migration background","West Germany","6.9","7","1128","6","6","8","8","10","6.83","6.97","1","12","7","7"
"2013","no migration background","East Germany","6.91","7","5531","5","6","8","8","10","6.88","6.94","1","12","7","7"
"2013","no migration background","West Germany","6.92","7","16296","5","6","8","8","10","6.9","6.94","1","14","7","7"
"2014","direct migration background","East Germany","","","","","","","","","","","","","",""
"2014","direct migration background","West Germany","","","","","","","","","","","","","",""
"2014","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2014","indirect migration background","West Germany","","","","","","","","","","","","","",""
"2014","no migration background","East Germany","","","","","","","","","","","","","",""
"2014","no migration background","West Germany","","","","","","","","","","","","","",""
"2015","direct migration background","East Germany","6.85","7","295","5","6","8","8","10","6.69","7.01","2","17","7","7"
"2015","direct migration background","West Germany","6.82","7","4012","5","6","8","8","10","6.78","6.86","0","12","7","7"
"2015","indirect migration background","East Germany","7.13","7","103","6","7","8","8","9","6.9","7.36","3","10","7","7"
"2015","indirect migration background","West Germany","6.87","7","1525","6","6","8","8","10","6.81","6.93","2","12","7","7"
"2015","no migration background","East Germany","6.9","7","4870","5","6","8","8","10","6.86","6.94","2","15","7","7"
"2015","no migration background","West Germany","6.91","7","14280","5","6","8","8","10","6.89","6.93","0","16","7","7"
"2016","direct migration background","East Germany","","","","","","","","","","","","","",""
"2016","direct migration background","West Germany","","","","","","","","","","","","","",""
"2016","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2016","indirect migration background","West Germany","","","","","","","","","","","","","",""
"2016","no migration background","East Germany","","","","","","","","","","","","","",""
"2016","no migration background","West Germany","","","","","","","","","","","","","",""
"2017","direct migration background","East Germany","6.92","7","369","5","6","8","8","10","6.79","7.05","2","12","7","7"
"2017","direct migration background","West Germany","6.75","7","4285","5","6","8","8","10","6.71","6.79","1","12","7","7"
"2017","indirect migration background","East Germany","7.17","7","106","6","6","8","9","9","6.96","7.38","4","10","7","7"
"2017","indirect migration background","West Germany","6.84","7","1607","5","6","8","8","10","6.78","6.9","2","12","7","7"
"2017","no migration background","East Germany","6.83","7","5156","5","6","8","8","10","6.8","6.86","1","12","7","7"
"2017","no migration background","West Germany","6.86","7","15134","5","6","8","8","10","6.84","6.88","1","16","7","7"
"2018","direct migration background","East Germany","","","","","","","","","","","","","",""
"2018","direct migration background","West Germany","","","","","","","","","","","","","",""
"2018","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2018","indirect migration background","West Germany","","","","","","","","","","","","","",""
"2018","no migration background","East Germany","","","","","","","","","","","","","",""
"2018","no migration background","West Germany","","","","","","","","","","","","","",""
"2019","direct migration background","East Germany","6.77","7","291","5","6","8","8","10","6.64","6.9","3","10","7","7"
"2019","direct migration background","West Germany","6.7","7","3558","5","6","8","8","10","6.66","6.74","1","15","7","7"
"2019","indirect migration background","East Germany","6.82","7","131","5","6","8","8","8","6.63","7.01","3","9","7","7"
"2019","indirect migration background","West Germany","6.74","7","1567","5","6","8","8","9","6.68","6.8","2","12","7","7"
"2019","no migration background","East Germany","6.79","7","5148","5","6","8","8","10","6.76","6.82","1","12","7","7"
"2019","no migration background","West Germany","6.82","7","15050","5","6","8","8","10","6.8","6.84","1","16","7","7"
