"year","education","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2008","college entrance qualification","East Germany","7.16","7","1116","6","6","8","8","10","7.1","7.22","3","12","7","7"
"2008","college entrance qualification","West Germany","7.05","7","4027","6","6","8","8","10","7.02","7.08","2","18","7","7"
"2008","lower secondary degree","East Germany","7.21","7","1280","6","6","8","9","10","7.13","7.29","3","12","7","7"
"2008","lower secondary degree","West Germany","7.06","7","5198","5","6","8","8","10","7.02","7.1","1","15","7","7"
"2008","no degree/no degree yet","East Germany","7.14","7","102","6","6","8","8","9","6.93","7.35","4","10","7","8"
"2008","no degree/no degree yet","West Germany","7.18","7","447","5","6","8","8","10","7.06","7.3","2","12","7","7"
"2008","Other degree","East Germany","7.49","7","53","6","6","8","9","11","7.1","7.88","4","11","7","8"
"2008","Other degree","West Germany","7.01","7","894","5","6","8","8","10","6.92","7.1","2","12","7","7"
"2008","secondary school degree","East Germany","6.97","7","2105","6","6","8","8","10","6.92","7.02","2","12","7","7"
"2008","secondary school degree","West Germany","7.02","7","3644","6","6","8","8","10","6.98","7.06","2","14","7","7"
"2009","college entrance qualification","East Germany","7","7","1085","6","6","8","8","10","6.94","7.06","2","14","7","7"
"2009","college entrance qualification","West Germany","7.05","7","3813","6","6","8","8","10","7.02","7.08","2","16","7","7"
"2009","lower secondary degree","East Germany","7.18","7","1201","5","6","8","9","10","7.1","7.26","2","12","7","7"
"2009","lower secondary degree","West Germany","7.02","7","4731","5","6","8","8","10","6.98","7.06","1","14","7","7"
"2009","no degree/no degree yet","East Germany","7.21","7","75","6","7","8","8","9","6.99","7.43","4","10","7","8"
"2009","no degree/no degree yet","West Germany","7.09","7","413","6","6","8","8","10","6.98","7.2","3","12","7","7"
"2009","Other degree","East Germany","7.36","7","46","6","7","8","8","10","7","7.72","4","10","7","8"
"2009","Other degree","West Germany","7.08","7","764","6","6","8","8","10","6.98","7.18","1","16","7","7"
"2009","secondary school degree","East Germany","6.94","7","2011","6","6","8","8","10","6.89","6.99","2","12","7","7"
"2009","secondary school degree","West Germany","6.93","7","3403","6","6","8","8","10","6.89","6.97","2","12","7","7"
"2010","college entrance qualification","East Germany","6.96","7","1388","6","6","8","8","9","6.91","7.01","3","12","7","7"
"2010","college entrance qualification","West Germany","7","7","5419","6","6","8","8","10","6.97","7.03","2","14","7","7"
