"year","e11102","hgtyp1hh","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2008","Employed","(Married) couple without C.","7","7","3415","6","6","8","8","10","6.97","7.03","3","12","7","7"
"2008","Employed","1-pers.-HH","6.8","7","1504","6","6","8","8","10","6.74","6.86","1","11","7","7"
"2008","Employed","Couple + C. GT 16 ","7.01","7","2431","6","6","8","8","10","6.97","7.05","3","12","7","7"
"2008","Employed","Couple + C. LE 16","6.87","7","2714","6","6","8","8","9","6.83","6.91","2","11","7","7"
"2008","Employed","Couple + C. LE and GT 16","6.93","7","912","6","6","8","8","9","6.86","7","3","13","7","7"
"2008","Employed","Single parent","6.89","7","709","5","6","8","8","10","6.81","6.97","3","12","7","7"
"2008","Not Employed","(Married) couple without C.","7.39","8","3652","6","7","8","9","10","7.35","7.43","2","18","8","8"
"2008","Not Employed","1-pers.-HH","7.12","7","1533","5","6","8","9","10","7.05","7.19","2","15","7","7"
"2008","Not Employed","Couple + C. GT 16 ","7.36","7","928","6","7","8","9","10","7.28","7.44","2","12","7","7"
"2008","Not Employed","Couple + C. LE 16","7.2","7","497","6","6","8","8","13","7.09","7.31","3","13","7","7"
"2008","Not Employed","Couple + C. LE and GT 16","7.22","7","303","6","7","8","9","10","7.09","7.35","2","10","7","8"
"2008","Not Employed","Single parent","6.97","7","378","5","6","8","8","10","6.82","7.12","2","12","7","7"
"2009","Employed","(Married) couple without C.","6.97","7","3281","6","6","8","8","9","6.94","7","2","16","7","7"
"2009","Employed","1-pers.-HH","6.85","7","1435","6","6","8","8","10","6.8","6.9","2","11","7","7"
"2009","Employed","Couple + C. GT 16 ","7.01","7","2317","6","6","8","8","10","6.97","7.05","2","12","7","7"
"2009","Employed","Couple + C. LE 16","6.88","7","2427","6","6","7","8","9","6.84","6.92","3","12","7","7"
"2009","Employed","Couple + C. LE and GT 16","6.98","7","877","6","6","8","8","9","6.92","7.04","4","10","7","7"
"2009","Employed","Single parent","6.87","7","697","6","6","8","8","10","6.79","6.95","3","12","7","7"
"2009","Not Employed","(Married) couple without C.","7.25","7","3375","6","7","8","9","10","7.21","7.29","2","16","7","7"
"2009","Not Employed","1-pers.-HH","7.06","7","1455","5","6","8","9","10","6.99","7.13","1","14","7","7"
"2009","Not Employed","Couple + C. GT 16 ","7.29","7","836","6","7","8","9","10","7.21","7.37","2","12","7","7"
"2009","Not Employed","Couple + C. LE 16","7.03","7","426","6","6","8","8","10","6.92","7.14","3","12","7","7"
"2009","Not Employed","Couple + C. LE and GT 16","7.18","7","301","6","6","8","8","10","7.06","7.3","3","10","7","7"
"2009","Not Employed","Single parent","7.1","7","288","6","6","8","9","10","6.93","7.27","1","12","7","7"
"2010","Employed","(Married) couple without C.","6.93","7","3142","6","6","8","8","9","6.89","6.97","2","10","7","7"
"2010","Employed","1-pers.-HH","6.78","7","1360","6","6","8","8","9","6.72","6.84","2","10","7","7"
"2010","Employed","Couple + C. GT 16 ","7","7","2129","6","6","8","8","10","6.96","7.04","3","12","7","7"
"2010","Employed","Couple + C. LE 16","6.8","7","6022","6","6","7","8","9","6.77","6.83","1","12","7","7"
"2010","Employed","Couple + C. LE and GT 16","6.94","7","1136","6","6","8","8","9","6.88","7","3","10","7","7"
"2010","Employed","Single parent","6.83","7","1579","6","6","8","8","9","6.78","6.88","2","12","7","7"
"2010","Not Employed","(Married) couple without C.","7.21","7","3175","5","6","8","9","10","7.16","7.26","1","15","7","7"
"2010","Not Employed","1-pers.-HH","7.06","7","1385","5","6","8","9","11","6.98","7.14","2","14","7","7"
"2010","Not Employed","Couple + C. GT 16 ","7.22","7","754","6","6","8","8","10","7.13","7.31","2","12","7","7"
"2010","Not Employed","Couple + C. LE 16","6.86","7","1746","5","6","8","8","10","6.8","6.92","2","13","7","7"
"2010","Not Employed","Couple + C. LE and GT 16","7.06","7","482","6","6","8","8","12","6.96","7.16","3","12","7","7"
"2010","Not Employed","Single parent","6.96","7","694","5","6","8","8","10","6.85","7.07","1","12","7","7"
"2011","Employed","(Married) couple without C.","6.94","7","3995","6","6","8","8","9","6.91","6.97","3","12","7","7"
"2011","Employed","1-pers.-HH","6.8","7","1728","5","6","8","8","10","6.75","6.85","1","10","7","7"
"2011","Employed","Couple + C. GT 16 ","6.95","7","2413","6","6","8","8","10","6.91","6.99","3","12","7","7"
"2011","Employed","Couple + C. LE 16","6.82","7","6356","6","6","7","8","9","6.8","6.84","2","12","7","7"
"2011","Employed","Couple + C. LE and GT 16","6.81","7","1495","6","6","8","8","9","6.76","6.86","2","11","7","7"
"2011","Employed","Single parent","6.79","7","2039","5","6","7","8","10","6.74","6.84","3","13","7","7"
"2011","Not Employed","(Married) couple without C.","7.16","7","4131","5","6","8","9","10","7.12","7.2","1","15","7","7"
"2011","Not Employed","1-pers.-HH","6.92","7","1862","5","6","8","8","11","6.85","6.99","1","15","7","7"
"2011","Not Employed","Couple + C. GT 16 ","7.19","7","877","6","7","8","8","10","7.11","7.27","1","12","7","7"
"2011","Not Employed","Couple + C. LE 16","6.89","7","1652","5","6","8","8","10","6.83","6.95","2","12","7","7"
"2011","Not Employed","Couple + C. LE and GT 16","7.03","7","578","6","6","8","8","9","6.94","7.12","3","10","7","7"
"2011","Not Employed","Single parent","6.89","7","816","5","6","8","8","12","6.79","6.99","1","14","7","7"
"2012","Employed","(Married) couple without C.","6.93","7","3965","6","6","8","8","9","6.9","6.96","1","12","7","7"
"2012","Employed","1-pers.-HH","6.82","7","1876","6","6","8","8","9","6.77","6.87","2","12","7","7"
"2012","Employed","Couple + C. GT 16 ","6.91","7","2304","6","6","8","8","10","6.87","6.95","2","11","7","7"
"2012","Employed","Couple + C. LE 16","6.79","7","5946","6","6","7","8","9","6.76","6.82","2","12","7","7"
"2012","Employed","Couple + C. LE and GT 16","6.88","7","1497","6","6","8","8","10","6.83","6.93","2","11","7","7"
"2012","Employed","Single parent","6.69","7","2003","5","6","7","8","10","6.64","6.74","1","12","7","7"
"2012","Not Employed","(Married) couple without C.","7.19","7","4216","5","6","8","9","10","7.15","7.23","1","14","7","7"
"2012","Not Employed","1-pers.-HH","7","7","1866","5","6","8","9","10","6.93","7.07","1","16","7","7"
"2012","Not Employed","Couple + C. GT 16 ","7.21","7","800","6","6","8","9","10","7.13","7.29","2","15","7","7"
"2012","Not Employed","Couple + C. LE 16","6.74","7","1371","5","6","8","8","9","6.67","6.81","2","12","7","7"
"2012","Not Employed","Couple + C. LE and GT 16","7.08","7","543","6","6","8","8","9","6.98","7.18","2","12","7","7"
"2012","Not Employed","Single parent","6.97","7","777","5","6","8","9","11","6.86","7.08","1","12","7","7"
"2013","Employed","(Married) couple without C.","6.91","7","3756","6","6","8","8","9","6.88","6.94","2","12","7","7"
"2013","Employed","1-pers.-HH","6.77","7","1810","5","6","8","8","10","6.72","6.82","1","11","7","7"
"2013","Employed","Couple + C. GT 16 ","6.85","7","2136","6","6","8","8","9","6.81","6.89","3","12","7","7"
"2013","Employed","Couple + C. LE 16","6.72","7","5449","6","6","7","8","9","6.69","6.75","1","10","7","7"
"2013","Employed","Couple + C. LE and GT 16","6.8","7","1519","5","6","8","8","10","6.75","6.85","2","12","7","7"
"2013","Employed","Single parent","6.75","7","1934","5","6","8","8","9","6.7","6.8","1","10","7","7"
"2013","Not Employed","(Married) couple without C.","7.13","7","3947","5","6","8","9","10","7.09","7.17","1","14","7","7"
"2013","Not Employed","1-pers.-HH","6.95","7","1774","5","6","8","8","10","6.88","7.02","1","12","7","7"
"2013","Not Employed","Couple + C. GT 16 ","7.16","7","666","6","6","8","9","10","7.06","7.26","2","12","7","7"
"2013","Not Employed","Couple + C. LE 16","6.78","7","1066","5","6","8","8","10","6.71","6.85","2","12","7","7"
"2013","Not Employed","Couple + C. LE and GT 16","7.04","7","509","6","6","8","8","10","6.93","7.15","3","12","7","7"
"2013","Not Employed","Single parent","6.92","7","692","5","6","8","8","10","6.8","7.04","2","12","7","7"
"2014","Employed","(Married) couple without C.","","","","","","","","","","","","","",""
"2014","Employed","1-pers.-HH","","","","","","","","","","","","","",""
"2014","Employed","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2014","Employed","Couple + C. LE 16","","","","","","","","","","","","","",""
"2014","Employed","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2014","Employed","Single parent","","","","","","","","","","","","","",""
"2014","Not Employed","(Married) couple without C.","","","","","","","","","","","","","",""
"2014","Not Employed","1-pers.-HH","","","","","","","","","","","","","",""
"2014","Not Employed","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2014","Not Employed","Couple + C. LE 16","","","","","","","","","","","","","",""
"2014","Not Employed","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2014","Not Employed","Single parent","","","","","","","","","","","","","",""
"2015","Employed","(Married) couple without C.","6.92","7","3817","6","6","8","8","10","6.89","6.95","0","12","7","7"
"2015","Employed","1-pers.-HH","6.75","7","1815","5","6","8","8","9","6.7","6.8","0","10","7","7"
"2015","Employed","Couple + C. GT 16 ","6.85","7","2165","6","6","8","8","9","6.8","6.9","1","12","7","7"
"2015","Employed","Couple + C. LE 16","6.77","7","5163","6","6","7","8","9","6.74","6.8","1","12","7","7"
"2015","Employed","Couple + C. LE and GT 16","6.86","7","1630","6","6","8","8","10","6.81","6.91","2","12","7","7"
"2015","Employed","Single parent","6.72","7","1627","5","6","8","8","9","6.66","6.78","2","16","7","7"
"2015","Not Employed","(Married) couple without C.","7.09","7","3658","5","6","8","8","10","7.05","7.13","0","15","7","7"
"2015","Not Employed","1-pers.-HH","6.92","7","1687","5","6","8","8","10","6.85","6.99","1","16","7","7"
"2015","Not Employed","Couple + C. GT 16 ","7.12","7","726","5","6","8","8","10","7.03","7.21","2","12","7","7"
"2015","Not Employed","Couple + C. LE 16","6.75","7","910","5","6","8","8","10","6.66","6.84","2","12","7","7"
"2015","Not Employed","Couple + C. LE and GT 16","7.22","7","524","6","7","8","8","10","7.11","7.33","2","12","7","7"
"2015","Not Employed","Single parent","6.86","7","697","5","6","8","8","10","6.74","6.98","0","12","7","7"
"2016","Employed","(Married) couple without C.","","","","","","","","","","","","","",""
"2016","Employed","1-pers.-HH","","","","","","","","","","","","","",""
"2016","Employed","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2016","Employed","Couple + C. LE 16","","","","","","","","","","","","","",""
"2016","Employed","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2016","Employed","Single parent","","","","","","","","","","","","","",""
"2016","Not Employed","(Married) couple without C.","","","","","","","","","","","","","",""
"2016","Not Employed","1-pers.-HH","","","","","","","","","","","","","",""
"2016","Not Employed","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2016","Not Employed","Couple + C. LE 16","","","","","","","","","","","","","",""
"2016","Not Employed","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2016","Not Employed","Single parent","","","","","","","","","","","","","",""
"2017","Employed","(Married) couple without C.","6.84","7","4527","6","6","8","8","9","6.81","6.87","2","12","7","7"
"2017","Employed","1-pers.-HH","6.71","7","2219","5","6","7","8","9","6.66","6.76","1","12","7","7"
"2017","Employed","Couple + C. GT 16 ","6.88","7","2458","6","6","8","8","9","6.84","6.92","2","14","7","7"
"2017","Employed","Couple + C. LE 16","6.67","7","5097","5","6","7","8","9","6.64","6.7","1","12","7","7"
"2017","Employed","Couple + C. LE and GT 16","6.82","7","1691","6","6","8","8","10","6.77","6.87","2","12","7","7"
"2017","Employed","Single parent","6.7","7","1582","5","6","8","8","9","6.64","6.76","2","11","7","7"
"2017","Not Employed","(Married) couple without C.","7.06","7","3710","5","6","8","8","10","7.02","7.1","1","16","7","7"
"2017","Not Employed","1-pers.-HH","6.92","7","1721","5","6","8","8","10","6.85","6.99","2","14","7","7"
"2017","Not Employed","Couple + C. GT 16 ","7.01","7","803","5","6","8","8","10","6.92","7.1","2","12","7","7"
"2017","Not Employed","Couple + C. LE 16","6.69","7","851","5","6","7","8","9","6.61","6.77","3","12","7","7"
"2017","Not Employed","Couple + C. LE and GT 16","6.84","7","549","5","6","8","8","10","6.73","6.95","2","12","7","7"
"2017","Not Employed","Single parent","6.66","7","656","5","6","8","8","10","6.54","6.78","2","12","7","7"
"2018","Employed","(Married) couple without C.","","","","","","","","","","","","","",""
"2018","Employed","1-pers.-HH","","","","","","","","","","","","","",""
"2018","Employed","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2018","Employed","Couple + C. LE 16","","","","","","","","","","","","","",""
"2018","Employed","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2018","Employed","Single parent","","","","","","","","","","","","","",""
"2018","Not Employed","(Married) couple without C.","","","","","","","","","","","","","",""
"2018","Not Employed","1-pers.-HH","","","","","","","","","","","","","",""
"2018","Not Employed","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2018","Not Employed","Couple + C. LE 16","","","","","","","","","","","","","",""
"2018","Not Employed","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2018","Not Employed","Single parent","","","","","","","","","","","","","",""
"2019","Employed","(Married) couple without C.","6.81","7","4923","6","6","8","8","9","6.78","6.84","1","14","7","7"
"2019","Employed","1-pers.-HH","6.69","7","2419","5","6","7","8","10","6.64","6.74","2","15","7","7"
"2019","Employed","Couple + C. GT 16 ","6.81","7","2272","6","6","7","8","9","6.77","6.85","1","12","7","7"
"2019","Employed","Couple + C. LE 16","6.65","7","4566","5","6","7","8","9","6.62","6.68","2","12","7","7"
"2019","Employed","Couple + C. LE and GT 16","6.7","7","1681","5","6","7","8","10","6.65","6.75","1","12","7","7"
"2019","Employed","Single parent","6.65","7","1473","5","6","7","8","9","6.59","6.71","2","16","7","7"
"2019","Not Employed","(Married) couple without C.","7.04","7","3622","5","6","8","8","10","7","7.08","2","16","7","7"
"2019","Not Employed","1-pers.-HH","6.8","7","1826","5","6","8","8","10","6.73","6.87","1","12","7","7"
"2019","Not Employed","Couple + C. GT 16 ","7.17","7","695","6","6","8","8","10","7.07","7.27","2","12","7","7"
"2019","Not Employed","Couple + C. LE 16","6.52","7","629","5","6","7","8","9","6.43","6.61","3","12","6","7"
"2019","Not Employed","Couple + C. LE and GT 16","6.69","7","501","5","6","8","8","10","6.56","6.82","1","12","7","7"
"2019","Not Employed","Single parent","6.64","7","593","4","6","8","8","10","6.52","6.76","1","12","7","7"
