"year","education","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2008","college entrance qualification","direct migration background","7.19","7","248","6","7","8","8","10","7.07","7.31","4","10","7","7"
"2008","college entrance qualification","indirect migration background","7.04","7","199","6","6","8","8","9","6.91","7.17","4","10","7","7"
"2008","college entrance qualification","no migration background","7.06","7","4696","6","6","8","8","10","7.03","7.09","2","18","7","7"
"2008","lower secondary degree","direct migration background","7.02","7","467","6","6","8","8","10","6.91","7.13","2","10","7","7"
"2008","lower secondary degree","indirect migration background","7.02","7","228","6","6","8","9","10","6.85","7.19","3","12","7","7"
"2008","lower secondary degree","no migration background","7.09","7","5783","5","6","8","9","10","7.06","7.12","1","15","7","7"
"2008","no degree/no degree yet","direct migration background","7.02","7","122","5","6","8","8","10","6.76","7.28","3","12","7","8"
"2008","no degree/no degree yet","indirect migration background","7.33","7","60","6","7","8","8","10","7.05","7.61","5","10","7","8"
"2008","no degree/no degree yet","no migration background","7.23","7","367","6","7","8","8","10","7.11","7.35","2","12","7","8"
"2008","Other degree","direct migration background","7","7","815","5","6","8","8","10","6.91","7.09","2","12","7","7"
"2008","Other degree","indirect migration background","","","","","","","","","","","","","",""
"2008","Other degree","no migration background","7.35","7","118","6","7","8","9","10","7.1","7.6","3","10","7","8"
"2008","secondary school degree","direct migration background","7.01","7","206","6","6","8","8","10","6.84","7.18","2","12","7","7"
"2008","secondary school degree","indirect migration background","6.78","7","192","5","6","7","8","10","6.61","6.95","3","11","7","7"
"2008","secondary school degree","no migration background","7.02","7","5351","6","6","8","8","10","6.99","7.05","2","14","7","7"
"2009","college entrance qualification","direct migration background","7.09","7","224","6","6","8","8","10","6.96","7.22","4","12","7","7"
"2009","college entrance qualification","indirect migration background","7.14","7","183","6","7","8","8","10","7","7.28","4","10","7","7"
"2009","college entrance qualification","no migration background","7.04","7","4491","6","6","8","8","10","7.01","7.07","2","16","7","7"
"2009","lower secondary degree","direct migration background","7.06","7","411","6","6","8","8","9","6.95","7.17","3","12","7","7"
"2009","lower secondary degree","indirect migration background","7.04","7","208","6","6","8","8","10","6.88","7.2","2","10","7","7"
"2009","lower secondary degree","no migration background","7.04","7","5313","5","6","8","8","10","7","7.08","1","14","7","7"
"2009","no degree/no degree yet","direct migration background","6.88","7","113","5","6","8","8","12","6.58","7.18","3","12","7","7"
"2009","no degree/no degree yet","indirect migration background","7.15","7","56","6","7","8","8","9","6.94","7.36","6","9","7","7"
"2009","no degree/no degree yet","no migration background","7.22","7","319","6","7","8","8","10","7.11","7.33","4","12","7","7"
