"plb0037_h","year","education","sex","n","percent","lower_confidence","upper_confidence"
"Limited","1985","college entrance qualification","Female","63","0.265267322564735","0.208581208637413","0.321953436492057"
"Limited","1985","college entrance qualification","Male","69","0.146851643269477","0.113550824559594","0.18015246197936"
"Limited","1985","lower secondary degree","Female","107","0.101918836518907","0.0829480283931372","0.120889644644677"
"Limited","1985","lower secondary degree","Male","163","0.0817161506097821","0.0684543944810789","0.0949779067384853"
"Limited","1985","no degree/no degree yet","Female","11","","",""
"Limited","1985","no degree/no degree yet","Male","18","","",""
"Limited","1985","Other degree","Female","21","","",""
"Limited","1985","Other degree","Male","36","0.0755058599442615","0.0545049210240904","0.0965067988644326"
"Limited","1985","secondary school degree","Female","90","0.169538509772145","0.137861247648782","0.201215771895508"
"Limited","1985","secondary school degree","Male","95","0.168932819682409","0.13650897652658","0.201356662838237"
"Permanent","1985","college entrance qualification","Female","170","0.734732677435265","0.678046563507943","0.791418791362587"
"Permanent","1985","college entrance qualification","Male","365","0.853148356730523","0.81984753802064","0.886449175440406"
"Permanent","1985","lower secondary degree","Female","870","0.898081163481093","0.879110355355323","0.917051971606863"
"Permanent","1985","lower secondary degree","Male","1476","0.918283849390218","0.905022093261515","0.931545605518921"
"Permanent","1985","no degree/no degree yet","Female","192","0.941742550395971","0.909521336134007","0.973963764657935"
"Permanent","1985","no degree/no degree yet","Male","277","0.90231512980044","0.868436186603723","0.936194072997156"
"Permanent","1985","Other degree","Female","231","0.870681778020963","0.829252495636227","0.912111060405699"
"Permanent","1985","Other degree","Male","572","0.924494140055738","0.903493201135567","0.94549507897591"
"Permanent","1985","secondary school degree","Female","449","0.830461490227855","0.798784228104492","0.862138752351219"
"Permanent","1985","secondary school degree","Male","418","0.831067180317592","0.798643337161763","0.86349102347342"
"Limited","1986","college entrance qualification","Female","19","","",""
"Limited","1986","college entrance qualification","Male","23","","",""
"Limited","1986","lower secondary degree","Female","26","","",""
"Limited","1986","lower secondary degree","Male","58","0.180838170057029","0.134498273538236","0.227178066575822"
"Limited","1986","no degree/no degree yet","Female","1","","",""
"Limited","1986","no degree/no degree yet","Male","7","","",""
"Limited","1986","Other degree","Female","4","","",""
"Limited","1986","Other degree","Male","6","","",""
"Limited","1986","secondary school degree","Female","39","0.324988731691134","0.240120564547197","0.409856898835071"
"Limited","1986","secondary school degree","Male","31","0.363104811704439","0.263196165626204","0.463013457782674"
"Permanent","1986","college entrance qualification","Female","34","0.630137140556288","0.500165662864643","0.760108618247933"
"Permanent","1986","college entrance qualification","Male","75","0.738076522174451","0.651025682829093","0.825127361519809"
"Permanent","1986","lower secondary degree","Female","99","0.789689427657979","0.718247724580579","0.86113113073538"
"Permanent","1986","lower secondary degree","Male","207","0.819161829942971","0.772821933424178","0.865501726461764"
"Permanent","1986","no degree/no degree yet","Female","10","","",""
"Permanent","1986","no degree/no degree yet","Male","17","","",""
"Permanent","1986","Other degree","Female","8","","",""
"Permanent","1986","Other degree","Male","32","0.753080269398171","0.615974785912953","0.890185752883389"
"Permanent","1986","secondary school degree","Female","78","0.675011268308866","0.590143101164929","0.759879435452803"
"Permanent","1986","secondary school degree","Male","58","0.636895188295561","0.536986542217326","0.736803834373796"
"Limited","1987","college entrance qualification","Female","36","0.467055811478307","0.352606834105265","0.581504788851349"
"Limited","1987","college entrance qualification","Male","30","0.275615999451345","0.192115632214779","0.359116366687911"
"Limited","1987","lower secondary degree","Female","48","0.239169050341188","0.178830613956448","0.299507486725929"
"Limited","1987","lower secondary degree","Male","82","0.205605668759973","0.161868891435254","0.249342446084693"
"Limited","1987","no degree/no degree yet","Female","7","","",""
"Limited","1987","no degree/no degree yet","Male","5","","",""
"Limited","1987","Other degree","Female","9","","",""
"Limited","1987","Other degree","Male","19","","",""
"Limited","1987","secondary school degree","Female","56","0.33047826124493","0.256899570681809","0.404056951808052"
"Limited","1987","secondary school degree","Male","29","","",""
"Permanent","1987","college entrance qualification","Female","37","0.532944188521693","0.418495211148651","0.647393165894735"
"Permanent","1987","college entrance qualification","Male","80","0.724384000548655","0.640883633312089","0.807884367785221"
"Permanent","1987","lower secondary degree","Female","144","0.760830949658812","0.700492513274071","0.821169386043552"
"Permanent","1987","lower secondary degree","Male","246","0.794394331240027","0.750657553915307","0.838131108564746"
"Permanent","1987","no degree/no degree yet","Female","18","","",""
"Permanent","1987","no degree/no degree yet","Male","18","","",""
"Permanent","1987","Other degree","Female","19","","",""
"Permanent","1987","Other degree","Male","51","0.67780710942156","0.568333331068506","0.787280887774613"
"Permanent","1987","secondary school degree","Female","101","0.66952173875507","0.595943048191948","0.743100429318191"
"Permanent","1987","secondary school degree","Male","77","0.755692960429123","0.673896250189083","0.837489670669163"
"Limited","1988","college entrance qualification","Female","53","0.209760321383734","0.15908887086323","0.260431771904238"
"Limited","1988","college entrance qualification","Male","63","0.144407958983954","0.111184656816341","0.177631261151567"
"Limited","1988","lower secondary degree","Female","102","0.092964841422817","0.073897916075171","0.112031766770463"
"Limited","1988","lower secondary degree","Male","159","0.0799403121512157","0.0662795139910049","0.0936011103114266"
"Limited","1988","no degree/no degree yet","Female","11","","",""
"Limited","1988","no degree/no degree yet","Male","18","","",""
"Limited","1988","Other degree","Female","17","","",""
"Limited","1988","Other degree","Male","25","","",""
"Limited","1988","secondary school degree","Female","85","0.133517209333809","0.104587143328854","0.162447275338765"
"Limited","1988","secondary school degree","Male","82","0.125816667754395","0.0968054083270147","0.154827927181775"
"Permanent","1988","college entrance qualification","Female","195","0.790239678616266","0.739568228095762","0.84091112913677"
"Permanent","1988","college entrance qualification","Male","367","0.855592041016046","0.822368738848433","0.888815343183659"
"Permanent","1988","lower secondary degree","Female","789","0.907035158577183","0.887968233229537","0.926102083924829"
"Permanent","1988","lower secondary degree","Male","1355","0.920059687848784","0.906398889688574","0.933720486008995"
"Permanent","1988","no degree/no degree yet","Female","151","0.938723222068847","0.901790839547358","0.975655604590337"
"Permanent","1988","no degree/no degree yet","Male","204","0.846243420771299","0.798793432377003","0.893693409165596"
"Permanent","1988","Other degree","Female","194","0.851296129404902","0.803288713569805","0.899303545239999"
"Permanent","1988","Other degree","Male","471","0.920717842285951","0.896940776300085","0.944494908271818"
"Permanent","1988","secondary school degree","Female","446","0.866482790666191","0.837552724661235","0.895412856671146"
"Permanent","1988","secondary school degree","Male","420","0.874183332245605","0.845172072818225","0.903194591672985"
"Limited","1989","college entrance qualification","Female","21","","",""
"Limited","1989","college entrance qualification","Male","23","","",""
"Limited","1989","lower secondary degree","Female","46","0.221017418109309","0.157705824826738","0.28432901139188"
"Limited","1989","lower secondary degree","Male","56","0.255596541056433","0.196879814207702","0.314313267905164"
"Limited","1989","no degree/no degree yet","Female","4","","",""
"Limited","1989","no degree/no degree yet","Male","5","","",""
"Limited","1989","Other degree","Female","10","","",""
"Limited","1989","Other degree","Male","7","","",""
"Limited","1989","secondary school degree","Female","44","0.317602948644158","0.235990967942791","0.399214929345526"
"Limited","1989","secondary school degree","Male","23","","",""
"Permanent","1989","college entrance qualification","Female","41","0.697504321876003","0.5831677189212","0.811840924830806"
"Permanent","1989","college entrance qualification","Male","79","0.806927125759286","0.73032765066601","0.883526600852562"
"Permanent","1989","lower secondary degree","Female","119","0.778982581890691","0.71567098860812","0.842294175173262"
"Permanent","1989","lower secondary degree","Male","156","0.744403458943567","0.685686732094836","0.803120185792298"
"Permanent","1989","no degree/no degree yet","Female","21","","",""
"Permanent","1989","no degree/no degree yet","Male","14","","",""
"Permanent","1989","Other degree","Female","19","","",""
"Permanent","1989","Other degree","Male","35","0.79981639214132","0.6788031623426","0.920829621940041"
"Permanent","1989","secondary school degree","Female","81","0.682397051355841","0.600785070654474","0.764009032057209"
"Permanent","1989","secondary school degree","Male","67","0.827861625507013","0.749870612551889","0.905852638462136"
"Limited","1990","college entrance qualification","Female","21","","",""
"Limited","1990","college entrance qualification","Male","26","","",""
"Limited","1990","lower secondary degree","Female","55","0.269701528210568","0.205921674543717","0.33348138187742"
"Limited","1990","lower secondary degree","Male","34","0.112515487593364","0.0703742039621232","0.154656771224604"
"Limited","1990","no degree/no degree yet","Female","6","","",""
"Limited","1990","no degree/no degree yet","Male","2","","",""
"Limited","1990","Other degree","Female","4","","",""
"Limited","1990","Other degree","Male","8","","",""
"Limited","1990","secondary school degree","Female","39","0.280084699239565","0.201365896764147","0.358803501714982"
"Limited","1990","secondary school degree","Male","21","","",""
"Permanent","1990","college entrance qualification","Female","54","0.793881722260879","0.702332720450394","0.885430724071365"
"Permanent","1990","college entrance qualification","Male","67","0.698570834202758","0.60530888730556","0.791832781099957"
"Permanent","1990","lower secondary degree","Female","131","0.730298471789432","0.66651861812258","0.794078325456284"
"Permanent","1990","lower secondary degree","Male","182","0.887484512406636","0.845343228775396","0.929625796037877"
"Permanent","1990","no degree/no degree yet","Female","15","","",""
"Permanent","1990","no degree/no degree yet","Male","17","","",""
"Permanent","1990","Other degree","Female","23","","",""
"Permanent","1990","Other degree","Male","36","0.752116177812103","0.624534499779304","0.879697855844902"
"Permanent","1990","secondary school degree","Female","86","0.719915300760435","0.641196498285018","0.798634103235853"
"Permanent","1990","secondary school degree","Male","72","0.778018866574792","0.693557187021023","0.86248054612856"
"Limited","1991","college entrance qualification","Female","44","0.346587877150271","0.265096300365405","0.428079453935137"
"Limited","1991","college entrance qualification","Male","43","0.256924700928808","0.192736170592239","0.321113231265377"
"Limited","1991","lower secondary degree","Female","54","0.24812858268946","0.19218625473499","0.304070910643931"
"Limited","1991","lower secondary degree","Male","52","0.176511398837603","0.131286048287108","0.221736749388097"
"Limited","1991","no degree/no degree yet","Female","4","","",""
"Limited","1991","no degree/no degree yet","Male","6","","",""
"Limited","1991","Other degree","Female","7","","",""
"Limited","1991","Other degree","Male","10","","",""
"Limited","1991","secondary school degree","Female","77","0.209324887987557","0.166017926867588","0.252631849107525"
"Limited","1991","secondary school degree","Male","73","0.178644274866605","0.137126467423195","0.220162082310016"
"Permanent","1991","college entrance qualification","Female","87","0.653412122849729","0.571920546064863","0.734903699634595"
"Permanent","1991","college entrance qualification","Male","135","0.743075299071192","0.678886768734623","0.807263829407761"
"Permanent","1991","lower secondary degree","Female","175","0.75187141731054","0.695929089356069","0.80781374526501"
"Permanent","1991","lower secondary degree","Male","221","0.823488601162397","0.778263250611902","0.868713951712892"
"Permanent","1991","no degree/no degree yet","Female","29","","",""
"Permanent","1991","no degree/no degree yet","Male","16","","",""
"Permanent","1991","Other degree","Female","32","0.8281345053886","0.70973208676124","0.946536924015959"
"Permanent","1991","Other degree","Male","43","0.692288901157422","0.568030597258526","0.816547205056318"
"Permanent","1991","secondary school degree","Female","262","0.790675112012443","0.747368150892475","0.833982073132412"
"Permanent","1991","secondary school degree","Male","254","0.821355725133394","0.779837917689984","0.862873532576805"
"Limited","1992","college entrance qualification","Female","36","0.367580578726214","0.280216271394816","0.454944886057612"
"Limited","1992","college entrance qualification","Male","48","0.300487075244089","0.229887619400946","0.371086531087232"
"Limited","1992","lower secondary degree","Female","58","0.229205368608647","0.174161897238633","0.28424883997866"
"Limited","1992","lower secondary degree","Male","78","0.245064168917443","0.196633362037098","0.293494975797787"
"Limited","1992","no degree/no degree yet","Female","3","","",""
"Limited","1992","no degree/no degree yet","Male","2","","",""
"Limited","1992","Other degree","Female","5","","",""
"Limited","1992","Other degree","Male","7","","",""
"Limited","1992","secondary school degree","Female","79","0.221530797263973","0.177127397271106","0.26593419725684"
"Limited","1992","secondary school degree","Male","67","0.197657539753278","0.153255243316435","0.242059836190121"
"Permanent","1992","college entrance qualification","Female","81","0.632419421273786","0.545055113942388","0.719783728605184"
"Permanent","1992","college entrance qualification","Male","114","0.699512924755911","0.628913468912768","0.770112380599054"
"Permanent","1992","lower secondary degree","Female","166","0.770794631391354","0.71575116002134","0.825838102761367"
"Permanent","1992","lower secondary degree","Male","225","0.754935831082557","0.706505024202213","0.803366637962902"
"Permanent","1992","no degree/no degree yet","Female","17","","",""
"Permanent","1992","no degree/no degree yet","Male","20","","",""
"Permanent","1992","Other degree","Female","29","","",""
"Permanent","1992","Other degree","Male","33","0.796109512979418","0.671255362585351","0.920963663373485"
"Permanent","1992","secondary school degree","Female","257","0.778469202736027","0.73406580274316","0.822872602728894"
"Permanent","1992","secondary school degree","Male","242","0.802342460246722","0.757940163809879","0.846744756683565"
"Limited","1993","college entrance qualification","Female","32","0.293392254372096","0.210534603677613","0.376249905066579"
"Limited","1993","college entrance qualification","Male","43","0.255205827045621","0.188683176174699","0.321728477916543"
"Limited","1993","lower secondary degree","Female","47","0.240011348330742","0.17813253333634","0.301890163325145"
"Limited","1993","lower secondary degree","Male","53","0.190508155212514","0.140511961429234","0.240504348995794"
"Limited","1993","no degree/no degree yet","Female","4","","",""
"Limited","1993","no degree/no degree yet","Male","5","","",""
"Limited","1993","Other degree","Female","7","","",""
"Limited","1993","Other degree","Male","6","","",""
"Limited","1993","secondary school degree","Female","69","0.21645264082573","0.171610157438237","0.261295124213223"
"Limited","1993","secondary school degree","Male","40","0.181444312115963","0.131088149591681","0.231800474640245"
"Permanent","1993","college entrance qualification","Female","84","0.706607745627904","0.623750094933421","0.789465396322387"
"Permanent","1993","college entrance qualification","Male","122","0.744794172954379","0.678271522083457","0.811316823825301"
"Permanent","1993","lower secondary degree","Female","136","0.759988651669257","0.698109836674855","0.82186746666366"
"Permanent","1993","lower secondary degree","Male","184","0.809491844787486","0.759495651004206","0.859488038570766"
"Permanent","1993","no degree/no degree yet","Female","10","","",""
"Permanent","1993","no degree/no degree yet","Male","6","","",""
"Permanent","1993","Other degree","Female","21","","",""
"Permanent","1993","Other degree","Male","23","","",""
"Permanent","1993","secondary school degree","Female","255","0.78354735917427","0.738704875786777","0.828389842561764"
"Permanent","1993","secondary school degree","Male","185","0.818555687884037","0.768199525359755","0.868911850408319"
"Limited","1994","college entrance qualification","Female","54","0.450357669925591","0.360966735294059","0.539748604557123"
"Limited","1994","college entrance qualification","Male","55","0.389710231335355","0.3071378821759","0.47228258049481"
"Limited","1994","lower secondary degree","Female","54","0.27918051172947","0.212333676832565","0.346027346626375"
"Limited","1994","lower secondary degree","Male","58","0.223666194543553","0.168851622581769","0.278480766505338"
"Limited","1994","no degree/no degree yet","Female","9","","",""
"Limited","1994","no degree/no degree yet","Male","3","","",""
