"plb0037_h","year","e11103","migback","n","percent","lower_confidence","upper_confidence"
"Permanent","1985","Full Time","no migration background","2574","0.908484024604942","0.897866288977296","0.919101760232587"
"Permanent","1985","Full Time","direct migration background","1332","0.923709891850455","0.909979820833864","0.937439962867046"
"Permanent","1985","Full Time","indirect migration background","31","0.735627768623339","0.60381701627682","0.867438520969858"
"Permanent","1985","Part Time","no migration background","787","0.797845341320372","0.772701230217607","0.822989452423137"
"Permanent","1985","Part Time","direct migration background","267","0.796421051206773","0.752977139711131","0.839864962702415"
"Permanent","1985","Part Time","indirect migration background","11","","",""
"Permanent","1985","Not Working","no migration background","39","0.520182355066161","0.407862325127931","0.632502385004392"
"Permanent","1985","Not Working","direct migration background","34","0.692663288005224","0.560756402114964","0.824570173895483"
"Permanent","1985","Not Working","indirect migration background","","","",""
"Limited","1985","Full Time","no migration background","259","0.0915159753950582","0.0808982397674125","0.102133711022704"
"Limited","1985","Full Time","direct migration background","104","0.0762901081495452","0.0625600371329541","0.0900201791661363"
"Limited","1985","Full Time","indirect migration background","12","","",""
"Limited","1985","Part Time","no migration background","193","0.202154658679628","0.177010547576863","0.227298769782393"
"Limited","1985","Part Time","direct migration background","63","0.203578948793227","0.160135037297585","0.247022860288869"
"Limited","1985","Part Time","indirect migration background","6","","",""
"Limited","1985","Not Working","no migration background","37","0.479817644933839","0.367497614995608","0.592137674872069"
"Limited","1985","Not Working","direct migration background","13","","",""
"Limited","1985","Not Working","indirect migration background","1","","",""
"Permanent","1986","Full Time","no migration background","351","0.881706951623259","0.85009744996818","0.913316453278337"
"Permanent","1986","Full Time","direct migration background","77","0.833500707200516","0.75819231995429","0.908809094446743"
"Permanent","1986","Full Time","indirect migration background","7","","",""
"Permanent","1986","Part Time","no migration background","115","0.523063725920051","0.456455373054548","0.589672078785554"
"Permanent","1986","Part Time","direct migration background","49","0.796733421343196","0.703126400620979","0.890340442065413"
"Permanent","1986","Part Time","indirect migration background","4","","",""
"Permanent","1986","Not Working","no migration background","11","","",""
"Permanent","1986","Not Working","direct migration background","9","","",""
"Permanent","1986","Not Working","indirect migration background","1","","",""
"Limited","1986","Full Time","no migration background","50","0.118293048376741","0.0866835467216625","0.14990255003182"
"Limited","1986","Full Time","direct migration background","17","","",""
"Limited","1986","Full Time","indirect migration background","1","","",""
"Limited","1986","Part Time","no migration background","101","0.476936274079949","0.410327921214446","0.543544626945452"
"Limited","1986","Part Time","direct migration background","22","","",""
"Limited","1986","Part Time","indirect migration background","6","","",""
"Limited","1986","Not Working","no migration background","16","","",""
"Limited","1986","Not Working","direct migration background","5","","",""
"Limited","1986","Not Working","indirect migration background","","","",""
"Permanent","1987","Full Time","no migration background","387","0.865713126737725","0.834315069827826","0.897111183647624"
"Permanent","1987","Full Time","direct migration background","107","0.744995683231085","0.672274792102201","0.817716574359969"
"Permanent","1987","Full Time","indirect migration background","11","","",""
"Permanent","1987","Part Time","no migration background","184","0.564002365608501","0.511446938820176","0.616557792396827"
"Permanent","1987","Part Time","direct migration background","67","0.613052221783996","0.522850673172914","0.703253770395077"
"Permanent","1987","Part Time","indirect migration background","6","","",""
"Permanent","1987","Not Working","no migration background","28","","",""
"Permanent","1987","Not Working","direct migration background","13","","",""
"Permanent","1987","Not Working","indirect migration background","","","",""
"Limited","1987","Full Time","no migration background","66","0.134286873262275","0.102888816352376","0.165684930172174"
"Limited","1987","Full Time","direct migration background","31","0.255004316768915","0.182283425640031","0.327725207897799"
"Limited","1987","Full Time","indirect migration background","2","","",""
"Limited","1987","Part Time","no migration background","158","0.435997634391499","0.383442207603173","0.488553061179824"
"Limited","1987","Part Time","direct migration background","45","0.386947778216004","0.296746229604922","0.477149326827086"
"Limited","1987","Part Time","indirect migration background","7","","",""
"Limited","1987","Not Working","no migration background","17","","",""
"Limited","1987","Not Working","direct migration background","10","","",""
"Limited","1987","Not Working","indirect migration background","1","","",""
"Permanent","1988","Full Time","no migration background","2424","0.911636762451282","0.900897252133875","0.92237627276869"
"Permanent","1988","Full Time","direct migration background","1181","0.935377065780148","0.921844655399692","0.948909476160604"
"Permanent","1988","Full Time","indirect migration background","48","0.798144712394676","0.701308675149437","0.894980749639914"
"Permanent","1988","Part Time","no migration background","687","0.811713215408814","0.785493354499408","0.837933076318221"
"Permanent","1988","Part Time","direct migration background","263","0.846441088766761","0.806627741241615","0.886254436291908"
"Permanent","1988","Part Time","indirect migration background","21","","",""
"Permanent","1988","Not Working","no migration background","35","0.577258672863407","0.453291767450966","0.701225578275847"
"Permanent","1988","Not Working","direct migration background","5","","",""
"Permanent","1988","Not Working","indirect migration background","","","",""
"Limited","1988","Full Time","no migration background","259","0.0883632375487176","0.0776237272313103","0.0991027478661248"
"Limited","1988","Full Time","direct migration background","87","0.0646229342198518","0.0510905238393958","0.0781553446003078"
"Limited","1988","Full Time","indirect migration background","18","","",""
"Limited","1988","Part Time","no migration background","167","0.188286784591186","0.162066923681779","0.214506645500592"
"Limited","1988","Part Time","direct migration background","52","0.153558911233239","0.113745563708092","0.193372258758385"
"Limited","1988","Part Time","indirect migration background","18","","",""
"Limited","1988","Not Working","no migration background","26","","",""
"Limited","1988","Not Working","direct migration background","21","","",""
"Limited","1988","Not Working","indirect migration background","5","","",""
"Permanent","1989","Full Time","no migration background","291","0.870262212084132","0.834598281235601","0.905926142932662"
"Permanent","1989","Full Time","direct migration background","69","0.822823500336386","0.742592008636186","0.903054992036586"
"Permanent","1989","Full Time","indirect migration background","12","","",""
"Permanent","1989","Part Time","no migration background","156","0.64383937630752","0.584832917881727","0.702845834733313"
"Permanent","1989","Part Time","direct migration background","71","0.651197277864991","0.564091815200428","0.738302740529555"
"Permanent","1989","Part Time","indirect migration background","10","","",""
"Permanent","1989","Not Working","no migration background","20","","",""
"Permanent","1989","Not Working","direct migration background","14","","",""
"Permanent","1989","Not Working","indirect migration background","1","","",""
"Limited","1989","Full Time","no migration background","50","0.129737787915868","0.0940738570673379","0.165401718764399"
"Limited","1989","Full Time","direct migration background","18","","",""
"Limited","1989","Full Time","indirect migration background","3","","",""
"Limited","1989","Part Time","no migration background","97","0.35616062369248","0.297154165266687","0.415167082118273"
"Limited","1989","Part Time","direct migration background","44","0.348802722135009","0.261697259470445","0.435908184799572"
"Limited","1989","Part Time","indirect migration background","9","","",""
"Limited","1989","Not Working","no migration background","19","","",""
"Limited","1989","Not Working","direct migration background","12","","",""
"Limited","1989","Not Working","indirect migration background","1","","",""
"Permanent","1990","Full Time","no migration background","307","0.876889140733007","0.842758564608619","0.911019716857396"
"Permanent","1990","Full Time","direct migration background","91","0.888524885429904","0.829442420798249","0.94760735006156"
"Permanent","1990","Full Time","indirect migration background","17","","",""
"Permanent","1990","Part Time","no migration background","182","0.686229745666587","0.630042453859525","0.742417037473648"
"Permanent","1990","Part Time","direct migration background","67","0.616354663423143","0.52334378492498","0.709365541921306"
"Permanent","1990","Part Time","indirect migration background","12","","",""
"Permanent","1990","Not Working","no migration background","18","","",""
"Permanent","1990","Not Working","direct migration background","14","","",""
"Permanent","1990","Not Working","indirect migration background","","","",""
"Limited","1990","Full Time","no migration background","49","0.123110859266993","0.0889802831426038","0.157241435391382"
"Limited","1990","Full Time","direct migration background","18","","",""
"Limited","1990","Full Time","indirect migration background","","","",""
"Limited","1990","Part Time","no migration background","80","0.313770254333413","0.257582962526352","0.369957546140475"
"Limited","1990","Part Time","direct migration background","38","0.383645336576857","0.290634458078694","0.47665621507502"
"Limited","1990","Part Time","indirect migration background","19","","",""
"Limited","1990","Not Working","no migration background","17","","",""
"Limited","1990","Not Working","direct migration background","6","","",""
"Limited","1990","Not Working","indirect migration background","1","","",""
"Permanent","1991","Full Time","no migration background","292","0.867612521615406","0.831588267856255","0.903636775374558"
"Permanent","1991","Full Time","direct migration background","99","0.958572121569724","0.921332051276045","0.995812191863403"
"Permanent","1991","Full Time","indirect migration background","12","","",""
"Permanent","1991","Part Time","no migration background","155","0.643324349343767","0.582972284431888","0.703676414255645"
"Permanent","1991","Part Time","direct migration background","77","0.691886931282377","0.604808852863357","0.778965009701398"
"Permanent","1991","Part Time","indirect migration background","21","","",""
"Permanent","1991","Not Working","no migration background","26","","",""
"Permanent","1991","Not Working","direct migration background","24","","",""
"Permanent","1991","Not Working","indirect migration background","6","","",""
"Limited","1991","Full Time","no migration background","48","0.132387478384594","0.096363224625442","0.168411732143745"
"Limited","1991","Full Time","direct migration background","11","","",""
"Limited","1991","Full Time","indirect migration background","5","","",""
"Limited","1991","Part Time","no migration background","87","0.356675650656233","0.296323585744355","0.417027715568112"
"Limited","1991","Part Time","direct migration background","31","0.308113068717623","0.221034990298602","0.395191147136643"
"Limited","1991","Part Time","indirect migration background","16","","",""
"Limited","1991","Not Working","no migration background","13","","",""
"Limited","1991","Not Working","direct migration background","8","","",""
"Limited","1991","Not Working","indirect migration background","2","","",""
"Permanent","1992","Full Time","no migration background","683","0.833389029999901","0.808053892521362","0.85872416747844"
"Permanent","1992","Full Time","direct migration background","91","0.904181136541113","0.84733738828091","0.961024884801317"
"Permanent","1992","Full Time","indirect migration background","20","","",""
"Permanent","1992","Part Time","no migration background","298","0.662105588480807","0.618060208686474","0.70615096827514"
"Permanent","1992","Part Time","direct migration background","68","0.677615887236731","0.583629513413777","0.771602261059685"
"Permanent","1992","Part Time","indirect migration background","18","","",""
"Permanent","1992","Not Working","no migration background","21","","",""
"Permanent","1992","Not Working","direct migration background","9","","",""
"Permanent","1992","Not Working","indirect migration background","2","","",""
"Limited","1992","Full Time","no migration background","148","0.166610970000099","0.14127583252156","0.191946107478638"
"Limited","1992","Full Time","direct migration background","12","","",""
"Limited","1992","Full Time","indirect migration background","10","","",""
"Limited","1992","Part Time","no migration background","145","0.337894411519193","0.29384903172486","0.381939791313526"
"Limited","1992","Part Time","direct migration background","27","","",""
"Limited","1992","Part Time","indirect migration background","16","","",""
"Limited","1992","Not Working","no migration background","30","0.536874922403444","0.400023690488898","0.67372615431799"
"Limited","1992","Not Working","direct migration background","6","","",""
"Limited","1992","Not Working","indirect migration background","1","","",""
"Permanent","1993","Full Time","no migration background","579","0.854842356144754","0.828189128880997","0.88149558340851"
"Permanent","1993","Full Time","direct migration background","58","0.88773553116182","0.812143910959913","0.963327151363727"
"Permanent","1993","Full Time","indirect migration background","26","","",""
"Permanent","1993","Part Time","no migration background","258","0.641888166298298","0.594962016189862","0.688814316406734"
"Permanent","1993","Part Time","direct migration background","56","0.688018075357529","0.585200956439633","0.790835194275426"
"Permanent","1993","Part Time","indirect migration background","22","","",""
"Permanent","1993","Not Working","no migration background","47","0.783001006524938","0.685028627372142","0.880973385677734"
"Permanent","1993","Not Working","direct migration background","5","","",""
"Permanent","1993","Not Working","indirect migration background","3","","",""
"Limited","1993","Full Time","no migration background","92","0.145157643855246","0.11850441659149","0.171810871119003"
"Limited","1993","Full Time","direct migration background","9","","",""
"Limited","1993","Full Time","indirect migration background","2","","",""
