"plb0037_h","year","e11103","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Permanent","1985","Full Time","1-pers.-HH","381","0.938925796761572","0.915574986813981","0.962276606709163"
"Permanent","1985","Full Time","(Married) couple without C. ","868","0.952635199996315","0.938833945602858","0.966436454389772"
"Permanent","1985","Full Time","Single parent ","171","0.814730254685483","0.761803886639384","0.867656622731582"
"Permanent","1985","Full Time","Couple + C. LE 16 ","1123","0.960014462605074","0.948840338290419","0.97118858691973"
"Permanent","1985","Full Time","Couple + C. GT 16 ","701","0.849190101818621","0.824666242041875","0.873713961595366"
"Permanent","1985","Full Time","Couple + C. LE and GT 16","513","0.835052573519148","0.805256801503994","0.864848345534302"
"Permanent","1985","Part Time","1-pers.-HH","82","0.801047731552578","0.724689284624445","0.877406178480711"
"Permanent","1985","Part Time","(Married) couple without C. ","177","0.876620661956269","0.83138018849468","0.921861135417857"
"Permanent","1985","Part Time","Single parent ","52","0.725868793324812","0.620616432159224","0.8311211544904"
"Permanent","1985","Part Time","Couple + C. LE 16 ","359","0.914089716311014","0.886419218770637","0.941760213851392"
"Permanent","1985","Part Time","Couple + C. GT 16 ","215","0.725974000076931","0.6751628933246","0.776785106829261"
"Permanent","1985","Part Time","Couple + C. LE and GT 16","131","0.673975010782481","0.606427465893543","0.741522555671419"
"Permanent","1985","Not Working","1-pers.-HH","5","","",""
"Permanent","1985","Not Working","(Married) couple without C. ","8","","",""
"Permanent","1985","Not Working","Single parent ","4","","",""
"Permanent","1985","Not Working","Couple + C. LE 16 ","24","","",""
"Permanent","1985","Not Working","Couple + C. GT 16 ","13","","",""
"Permanent","1985","Not Working","Couple + C. LE and GT 16","11","","",""
"Limited","1985","Full Time","1-pers.-HH","23","","",""
"Limited","1985","Full Time","(Married) couple without C. ","42","0.0473648000036848","0.0335635456102279","0.0611660543971416"
"Limited","1985","Full Time","Single parent ","36","0.185269745314517","0.132343377268418","0.238196113360615"
"Limited","1985","Full Time","Couple + C. LE 16 ","58","0.0399855373949257","0.0288114130802702","0.0511596617095812"
"Limited","1985","Full Time","Couple + C. GT 16 ","117","0.150809898181379","0.126286038404634","0.175333757958124"
"Limited","1985","Full Time","Couple + C. LE and GT 16","83","0.164947426480852","0.135151654465698","0.194743198496006"
"Limited","1985","Part Time","1-pers.-HH","23","","",""
"Limited","1985","Part Time","(Married) couple without C. ","26","","",""
"Limited","1985","Part Time","Single parent ","17","","",""
"Limited","1985","Part Time","Couple + C. LE 16 ","35","0.0859102836889856","0.0582397861486078","0.113580781229363"
"Limited","1985","Part Time","Couple + C. GT 16 ","81","0.274025999923069","0.223214893170739","0.3248371066754"
"Limited","1985","Part Time","Couple + C. LE and GT 16","54","0.326024989217519","0.25847744432858","0.393572534106457"
"Limited","1985","Not Working","1-pers.-HH","6","","",""
"Limited","1985","Not Working","(Married) couple without C. ","10","","",""
"Limited","1985","Not Working","Single parent ","2","","",""
"Limited","1985","Not Working","Couple + C. LE 16 ","7","","",""
"Limited","1985","Not Working","Couple + C. GT 16 ","8","","",""
"Limited","1985","Not Working","Couple + C. LE and GT 16","13","","",""
"Permanent","1986","Full Time","1-pers.-HH","41","0.91320026542359","0.830941147682162","0.995459383165018"
"Permanent","1986","Full Time","(Married) couple without C. ","131","0.903095784868721","0.855595829821467","0.950595739915975"
"Permanent","1986","Full Time","Single parent ","15","","",""
"Permanent","1986","Full Time","Couple + C. LE 16 ","123","0.959140244935836","0.925109978342843","0.99317051152883"
"Permanent","1986","Full Time","Couple + C. GT 16 ","69","0.807992976146569","0.725698799268086","0.890287153025052"
"Permanent","1986","Full Time","Couple + C. LE and GT 16","36","0.820727011107205","0.709879494388684","0.931574527825727"
"Permanent","1986","Part Time","1-pers.-HH","15","","",""
"Permanent","1986","Part Time","(Married) couple without C. ","29","","",""
"Permanent","1986","Part Time","Single parent ","10","","",""
"Permanent","1986","Part Time","Couple + C. LE 16 ","34","0.865394683256795","0.7596261909062","0.97116317560739"
"Permanent","1986","Part Time","Couple + C. GT 16 ","40","0.428228395254767","0.326562235926728","0.529894554582806"
"Permanent","1986","Part Time","Couple + C. LE and GT 16","29","","",""
"Permanent","1986","Not Working","1-pers.-HH","","","",""
"Permanent","1986","Not Working","(Married) couple without C. ","3","","",""
"Permanent","1986","Not Working","Single parent ","1","","",""
"Permanent","1986","Not Working","Couple + C. LE 16 ","3","","",""
"Permanent","1986","Not Working","Couple + C. GT 16 ","6","","",""
"Permanent","1986","Not Working","Couple + C. LE and GT 16","6","","",""
"Limited","1986","Full Time","1-pers.-HH","4","","",""
"Limited","1986","Full Time","(Married) couple without C. ","18","","",""
"Limited","1986","Full Time","Single parent ","8","","",""
"Limited","1986","Full Time","Couple + C. LE 16 ","7","","",""
"Limited","1986","Full Time","Couple + C. GT 16 ","19","","",""
"Limited","1986","Full Time","Couple + C. LE and GT 16","10","","",""
"Limited","1986","Part Time","1-pers.-HH","8","","",""
"Limited","1986","Part Time","(Married) couple without C. ","12","","",""
"Limited","1986","Part Time","Single parent ","12","","",""
"Limited","1986","Part Time","Couple + C. LE 16 ","6","","",""
"Limited","1986","Part Time","Couple + C. GT 16 ","51","0.571771604745233","0.470105445417194","0.673437764073272"
"Limited","1986","Part Time","Couple + C. LE and GT 16","33","0.549723511400442","0.425882629072663","0.67356439372822"
"Limited","1986","Not Working","1-pers.-HH","3","","",""
"Limited","1986","Not Working","(Married) couple without C. ","2","","",""
"Limited","1986","Not Working","Single parent ","1","","",""
"Limited","1986","Not Working","Couple + C. LE 16 ","","","",""
"Limited","1986","Not Working","Couple + C. GT 16 ","5","","",""
"Limited","1986","Not Working","Couple + C. LE and GT 16","6","","",""
"Permanent","1987","Full Time","1-pers.-HH","41","0.866272058026248","0.770973070936416","0.96157104511608"
"Permanent","1987","Full Time","(Married) couple without C. ","131","0.850804562059181","0.795074318433332","0.90653480568503"
"Permanent","1987","Full Time","Single parent ","21","","",""
"Permanent","1987","Full Time","Couple + C. LE 16 ","118","0.909048339092312","0.859620090657033","0.958476587527591"
"Permanent","1987","Full Time","Couple + C. GT 16 ","101","0.837707317562744","0.772009486862701","0.903405148262788"
"Permanent","1987","Full Time","Couple + C. LE and GT 16","50","0.795574226048999","0.698280619804364","0.892867832293633"
"Permanent","1987","Part Time","1-pers.-HH","16","","",""
"Permanent","1987","Part Time","(Married) couple without C. ","47","0.722218254800988","0.614968385539457","0.829468124062519"
"Permanent","1987","Part Time","Single parent ","23","","",""
"Permanent","1987","Part Time","Couple + C. LE 16 ","66","0.750646485150412","0.66025402013815","0.841038950162674"
"Permanent","1987","Part Time","Couple + C. GT 16 ","44","0.38143268723558","0.29559105391506","0.4672743205561"
"Permanent","1987","Part Time","Couple + C. LE and GT 16","45","0.526335521528109","0.422014098198317","0.630656944857902"
"Permanent","1987","Not Working","1-pers.-HH","3","","",""
"Permanent","1987","Not Working","(Married) couple without C. ","6","","",""
"Permanent","1987","Not Working","Single parent ","4","","",""
